date,Stage_ft,Stage_m,Storage_acft,Storage_cmd,SA_acres
4/5/2012,12.176,3.7112448,2789936,3441330257,375435.2
4/6/2012,12.134,3.6984432,2773724,3421333080,374376.8
4/7/2012,12.088,3.6844224,2755968,3399431409,373217.6
4/8/2012,12.072,3.6795456,2749792,3391813436,372814.4
4/9/2012,12.03,3.666744,2733580,3371816258,371756
4/10/2012,11.982,3.6521136,2715592,3349628420,370424
4/11/2012,11.93,3.636264,2697080,3326794238,368760
4/12/2012,11.886,3.6228528,2681416,3307473008,367352
4/13/2012,11.868,3.6173664,2675008,3299568868,366776
4/14/2012,11.858,3.6143184,2671448,3295177679,366456
4/15/2012,11.808,3.5990784,2653648,3273221735,364856
4/16/2012,11.768,3.5868864,2639408,3255656980,363576
4/17/2012,11.73,3.575304,2625880,3238970462,362360
4/18/2012,11.692,3.5637216,2612352,3222283945,361144
4/19/2012,11.668,3.5564064,2603808,3211745092,360376
4/20/2012,11.718,3.5716464,2621608,3233701036,361976
4/21/2012,11.828,3.6051744,2660768,3282004113,365496
4/22/2012,11.808,3.5990784,2653648,3273221735,364856
4/23/2012,11.772,3.5881056,2640832,3257413455,363704
4/24/2012,11.74,3.578352,2629440,3243361651,362680
4/25/2012,11.724,3.5734752,2623744,3236335749,362168
4/26/2012,11.704,3.5673792,2616624,3227553372,361528
4/27/2012,11.676,3.5588448,2606656,3215258043,360632
4/28/2012,11.672,3.5576256,2605232,3213501567,360504
4/29/2012,11.682,3.5606736,2608792,3217892756,360824
4/30/2012,11.704,3.5673792,2616624,3227553372,361528
5/1/2012,11.684,3.5612832,2609504,3218770994,360888
5/2/2012,11.686,3.5618928,2610216,3219649232,360952
5/3/2012,11.668,3.5564064,2603808,3211745092,360376
5/4/2012,11.646,3.5497008,2595976,3202084476,359672
5/5/2012,11.622,3.5423856,2587432,3191545623,358904
5/6/2012,11.586,3.5314128,2574616,3175737344,357752
5/7/2012,11.564,3.5247072,2566784,3166076728,357048
5/8/2012,11.572,3.5271456,2569632,3169589679,357304
5/9/2012,11.576,3.5283648,2571056,3171346155,357432
5/10/2012,11.594,3.5338512,2577464,3179250295,358008
5/11/2012,11.61,3.538728,2583160,3186276197,358520
5/12/2012,11.594,3.5338512,2577464,3179250295,358008
5/13/2012,11.566,3.5253168,2567496,3166954966,357112
5/14/2012,11.55,3.52044,2561800,3159929064,356600
5/15/2012,11.566,3.5253168,2567496,3166954966,357112
5/16/2012,11.598,3.5350704,2578888,3181006770,358136
5/17/2012,11.694,3.5643312,2613064,3223162183,361208
5/18/2012,11.704,3.5673792,2616624,3227553372,361528
5/19/2012,11.728,3.5746944,2625168,3238092225,362296
5/20/2012,11.734,3.5765232,2627304,3240726938,362488
5/21/2012,11.762,3.5850576,2637272,3253022267,363384
5/22/2012,11.766,3.5862768,2638696,3254778742,363512
5/23/2012,11.754,3.5826192,2634424,3249509316,363128
5/24/2012,11.738,3.5777424,2628728,3242483413,362616
5/25/2012,11.728,3.5746944,2625168,3238092225,362296
5/26/2012,11.718,3.5716464,2621608,3233701036,361976
5/27/2012,11.7,3.56616,2615200,3225796896,361400
5/28/2012,11.702,3.5667696,2615912,3226675134,361464
5/29/2012,11.688,3.5625024,2610928,3220527469,361016
5/30/2012,11.67,3.557016,2604520,3212623330,360440
5/31/2012,11.664,3.5551872,2602384,3209988616,360248
6/1/2012,11.684,3.5612832,2609504,3218770994,360888
6/2/2012,11.682,3.5606736,2608792,3217892756,360824
6/3/2012,11.688,3.5625024,2610928,3220527469,361016
6/4/2012,11.668,3.5564064,2603808,3211745092,360376
6/5/2012,11.654,3.5521392,2598824,3205597428,359928
6/6/2012,11.69,3.563112,2611640,3221405707,361080
6/7/2012,11.688,3.5625024,2610928,3220527469,361016
6/8/2012,11.708,3.5685984,2618048,3229309847,361656
6/9/2012,11.796,3.5954208,2649376,3267952308,364472
6/10/2012,11.848,3.6112704,2667888,3290786490,366136
6/11/2012,11.836,3.6076128,2663616,3285517064,365752
6/12/2012,11.808,3.5990784,2653648,3273221735,364856
6/13/2012,11.808,3.5990784,2653648,3273221735,364856
6/14/2012,11.856,3.6137088,2670736,3294299441,366392
6/15/2012,11.872,3.6185856,2676432,3301325343,366904
6/16/2012,11.884,3.6222432,2680704,3306594770,367288
6/17/2012,11.842,3.6094416,2665752,3288151777,365944
6/18/2012,11.824,3.6039552,2659344,3280247637,365368
6/19/2012,11.794,3.5948112,2648664,3267074071,364408
6/20/2012,11.792,3.5942016,2647952,3266195833,364344
6/21/2012,11.8,3.59664,2650800,3269708784,364600
6/22/2012,11.812,3.6002976,2655072,3274978211,364984
6/23/2012,11.858,3.6143184,2671448,3295177679,366456
6/24/2012,11.912,3.6307776,2690672,3318890099,368184
6/25/2012,11.924,3.6344352,2694944,3324159525,368568
6/26/2012,11.962,3.6460176,2708472,3340846043,369784
6/27/2012,11.976,3.6502848,2713456,3346993707,370232
6/28/2012,11.986,3.6533328,2717016,3351384896,370552
6/29/2012,12.016,3.6624768,2728176,3365150532,371403.2
6/30/2012,12.014,3.6618672,2727404,3364198286,371352.8
7/1/2012,12.022,3.6643056,2730492,3368007272,371554.4
7/2/2012,12.014,3.6618672,2727404,3364198286,371352.8
7/3/2012,12.012,3.6612576,2726632,3363246039,371302.4
7/4/2012,12,3.6576,2722000,3357532560,371000
7/5/2012,12.024,3.6649152,2731264,3368959519,371604.8
7/6/2012,12.028,3.6661344,2732808,3370864012,371705.6
7/7/2012,12.03,3.666744,2733580,3371816258,371756
7/8/2012,12.006,3.6594288,2724316,3360389300,371151.2
7/9/2012,11.996,3.6563808,2720576,3355776084,370872
7/10/2012,11.982,3.6521136,2715592,3349628420,370424
7/11/2012,11.98,3.651504,2714880,3348750182,370360
7/12/2012,11.964,3.6466272,2709184,3341724280,369848
7/13/2012,11.976,3.6502848,2713456,3346993707,370232
7/14/2012,11.968,3.6478464,2710608,3343480756,369976
7/15/2012,11.962,3.6460176,2708472,3340846043,369784
7/16/2012,12,3.6576,2722000,3357532560,371000
7/17/2012,12.02,3.663696,2729720,3367055026,371504
7/18/2012,12.046,3.6716208,2739756,3379434231,372159.2
7/19/2012,12.082,3.6825936,2753652,3396574669,373066.4
7/20/2012,12.086,3.6838128,2755196,3398479162,373167.2
7/21/2012,12.082,3.6825936,2753652,3396574669,373066.4
7/22/2012,12.086,3.6838128,2755196,3398479162,373167.2
7/23/2012,12.104,3.6892992,2762144,3407049381,373620.8
7/24/2012,12.104,3.6892992,2762144,3407049381,373620.8
7/25/2012,12.12,3.694176,2768320,3414667354,374024
7/26/2012,12.13,3.697224,2772180,3419428586,374276
7/27/2012,12.128,3.6966144,2771408,3418476340,374225.6
7/28/2012,12.132,3.6978336,2772952,3420380833,374326.4
7/29/2012,12.128,3.6966144,2771408,3418476340,374225.6
7/30/2012,12.114,3.6923472,2766004,3411810614,373872.8
7/31/2012,12.11,3.691128,2764460,3409906121,373772
8/1/2012,12.122,3.6947856,2769092,3415619600,374074.4
8/2/2012,12.112,3.6917376,2765232,3410858367,373822.4
8/3/2012,12.116,3.6929568,2766776,3412762860,373923.2
8/4/2012,12.106,3.6899088,2762916,3408001628,373671.2
8/5/2012,12.11,3.691128,2764460,3409906121,373772
8/6/2012,12.124,3.6953952,2769864,3416571847,374124.8
8/7/2012,12.166,3.7081968,2786076,3436569024,375183.2
8/8/2012,12.154,3.7045392,2781444,3430855545,374880.8
8/9/2012,12.144,3.7014912,2777584,3426094312,374628.8
8/10/2012,12.14,3.700272,2776040,3424189819,374528
8/11/2012,12.128,3.6966144,2771408,3418476340,374225.6
8/12/2012,12.132,3.6978336,2772952,3420380833,374326.4
8/13/2012,12.144,3.7014912,2777584,3426094312,374628.8
8/14/2012,12.136,3.6990528,2774496,3422285326,374427.2
8/15/2012,12.144,3.7014912,2777584,3426094312,374628.8
8/16/2012,12.14,3.700272,2776040,3424189819,374528
8/17/2012,12.15,3.70332,2779900,3428951052,374780
8/18/2012,12.182,3.7130736,2792252,3444186997,375586.4
8/19/2012,12.188,3.7149024,2794568,3447043737,375737.6
8/20/2012,12.19,3.715512,2795340,3447995983,375788
8/21/2012,12.212,3.7222176,2803832,3458470695,376342.4
8/22/2012,12.284,3.7441632,2831624,3492751572,378156.8
8/23/2012,12.374,3.7715952,2866364,3535602667,380424.8
8/24/2012,12.396,3.7783008,2874856,3546077379,380979.2
8/25/2012,12.392,3.7770816,2873312,3544172886,380878.4
8/26/2012,12.524,3.8173152,2924264,3607021159,384147.2
8/27/2012,13.17,4.014216,3179060,3921306929,402548
8/28/2012,13.416,4.0891968,3281888,4048143210,413470.4
8/29/2012,13.66,4.163568,3384200,4174343016,423216
8/30/2012,13.838,4.2178224,3458960,4266557981,429908.8
8/31/2012,13.962,4.2556176,3511040,4330797619,434571.2
9/1/2012,14.082,4.2921936,3564392,4396606244,437295.6
9/2/2012,14.17,4.319016,3604520,4446103330,438686
9/3/2012,14.248,4.3427904,3640088,4489975746,439918.4
9/4/2012,14.324,4.3659552,3674744,4532723229,441119.2
9/5/2012,14.414,4.3933872,3715784,4583345248,442541.2
9/6/2012,14.548,4.4342304,3776600,4658360568,444312.8
9/7/2012,14.634,4.4604432,3815300,4706096244,445052.4
9/8/2012,14.704,4.4817792,3846800,4744950864,445654.4
9/9/2012,14.76,4.498848,3872000,4776034560,446136
9/10/2012,14.81,4.514088,3894500,4803787860,446566
9/11/2012,14.856,4.5281088,3915200,4829320896,446961.6
9/12/2012,14.882,4.5360336,3926900,4843752612,447185.2
9/13/2012,14.916,4.5463968,3942200,4862624856,447477.6
9/14/2012,14.966,4.5616368,3964700,4890378156,447907.6
9/15/2012,15.018,4.5774864,3987920,4919019562,448272
9/16/2012,15.062,4.5908976,4007280,4942899734,448448
9/17/2012,15.122,4.6091856,4033680,4975463606,448688
9/18/2012,15.174,4.6250352,4056560,5003685629,448896
9/19/2012,15.218,4.6384464,4075920,5027565802,449072
9/20/2012,15.232,4.6427136,4082080,5035164038,449128
9/21/2012,15.26,4.651248,4094400,5050360512,449240
9/22/2012,15.306,4.6652688,4114640,5075326147,449424
9/23/2012,15.358,4.6811184,4137520,5103548170,449632
9/24/2012,15.38,4.687824,4147200,5115488256,449720
9/25/2012,15.4,4.69392,4156000,5126342880,449800
9/26/2012,15.428,4.7024544,4168320,5141539354,449912
9/27/2012,15.472,4.7158656,4187680,5165419526,450088
9/28/2012,15.516,4.7292768,4207200,5189497056,450264
9/29/2012,15.568,4.7451264,4230600,5218360488,450472
9/30/2012,15.622,4.7615856,4254900,5248334052,450688
10/1/2012,15.644,4.7682912,4264800,5260545504,450776
10/2/2012,15.688,4.7817024,4284600,5284968408,450952
10/3/2012,15.706,4.7871888,4292700,5294959596,451024
10/4/2012,15.728,4.7938944,4302600,5307171048,451112
10/5/2012,15.774,4.8079152,4323300,5332704084,451296
10/6/2012,15.816,4.8207168,4342200,5356016856,451464
10/7/2012,15.86,4.834128,4362000,5380439760,451640
10/8/2012,15.896,4.8451008,4378200,5400422136,451784
10/9/2012,15.924,4.8536352,4390800,5415963984,451896
10/10/2012,15.926,4.8542448,4391700,5417074116,451904
10/11/2012,15.918,4.8518064,4388100,5412633588,451872
10/12/2012,15.902,4.8469296,4380900,5403752532,451808
10/13/2012,15.884,4.8414432,4372800,5393761344,451736
10/14/2012,15.878,4.8396144,4370100,5390430948,451712
10/15/2012,15.894,4.8444912,4377300,5399312004,451776
10/16/2012,15.89,4.843272,4375500,5397091740,451760
10/17/2012,15.898,4.8457104,4379100,5401532268,451792
10/18/2012,15.906,4.8481488,4382700,5405972796,451824
10/19/2012,15.914,4.8505872,4386300,5410413324,451856
10/20/2012,15.92,4.852416,4389000,5413743720,451880
10/21/2012,15.898,4.8457104,4379100,5401532268,451792
10/22/2012,15.876,4.8390048,4369200,5389320816,451704
10/23/2012,15.852,4.8316896,4358400,5375999232,451608
10/24/2012,15.836,4.8268128,4351200,5367118176,451544
10/25/2012,15.814,4.8201072,4341300,5354906724,451456
10/26/2012,15.814,4.8201072,4341300,5354906724,451456
10/27/2012,15.862,4.8347376,4362900,5381549892,451648
10/28/2012,15.864,4.8353472,4363800,5382660024,451656
10/29/2012,15.82,4.821936,4344000,5358237120,451480
10/30/2012,15.786,4.8115728,4328700,5339364876,451344
10/31/2012,15.762,4.8042576,4317900,5326043292,451248
11/1/2012,15.74,4.797552,4308000,5313831840,451160
11/2/2012,15.718,4.7908464,4298100,5301620388,451072
11/3/2012,15.696,4.7841408,4288200,5289408936,450984
11/4/2012,15.682,4.7798736,4281900,5281638012,450928
11/5/2012,15.666,4.7749968,4274700,5272756956,450864
11/6/2012,15.656,4.7719488,4270200,5267206296,450824
11/7/2012,15.62,4.760976,4254000,5247223920,450680
11/8/2012,15.572,4.7463456,4232400,5220580752,450488
11/9/2012,15.54,4.736592,4218000,5202818640,450360
11/10/2012,15.532,4.7341536,4214400,5198378112,450328
11/11/2012,15.518,4.7298864,4208100,5190607188,450272
11/12/2012,15.506,4.7262288,4202700,5183946396,450224
11/13/2012,15.482,4.7189136,4192080,5170846838,450128
11/14/2012,15.464,4.7134272,4184160,5161077677,450056
11/15/2012,15.444,4.7073312,4175360,5150223053,449976
11/16/2012,15.42,4.700016,4164800,5137197504,449880
11/17/2012,15.406,4.6957488,4158640,5129599267,449824
11/18/2012,15.368,4.6841664,4141920,5108975482,449672
11/19/2012,15.344,4.6768512,4131360,5095949933,449576
11/20/2012,15.326,4.6713648,4123440,5086180771,449504
11/21/2012,15.298,4.6628304,4111120,5070984298,449392
11/22/2012,15.254,4.6494192,4091760,5047104125,449216
11/23/2012,15.236,4.6439328,4083840,5037334963,449144
11/24/2012,15.228,4.6414944,4080320,5032993114,449112
11/25/2012,15.206,4.6347888,4070640,5021053027,449024
11/26/2012,15.192,4.6305216,4064480,5013454790,448968
11/27/2012,15.184,4.6280832,4060960,5009112941,448936
11/28/2012,15.166,4.6225968,4053040,4999343779,448864
11/29/2012,15.138,4.6140624,4040720,4984147306,448752
11/30/2012,15.124,4.6097952,4034560,4976549069,448696
12/1/2012,15.108,4.6049184,4027520,4967865370,448632
12/2/2012,15.094,4.6006512,4021360,4960267133,448576
12/3/2012,15.086,4.5982128,4017840,4955925283,448544
12/4/2012,15.07,4.593336,4010800,4947241584,448480
12/5/2012,15.06,4.590288,4006400,4941814272,448440
12/6/2012,15.04,4.584192,3997600,4930959648,448360
12/7/2012,15.026,4.5799248,3991440,4923361411,448304
12/8/2012,15.024,4.5793152,3990560,4922275949,448296
12/9/2012,15.092,4.6000416,4020480,4959181670,448568
12/10/2012,15.108,4.6049184,4027520,4967865370,448632
12/11/2012,15.14,4.614672,4041600,4985232768,448760
12/12/2012,15.154,4.6189392,4047760,4992831005,448816
12/13/2012,15.158,4.6201584,4049520,4995001930,448832
12/14/2012,15.154,4.6189392,4047760,4992831005,448816
12/15/2012,15.16,4.620768,4050400,4996087392,448840
12/16/2012,15.166,4.6225968,4053040,4999343779,448864
12/17/2012,15.174,4.6250352,4056560,5003685629,448896
12/18/2012,15.172,4.6244256,4055680,5002600166,448888
12/19/2012,15.162,4.6213776,4051280,4997172854,448848
12/20/2012,15.16,4.620768,4050400,4996087392,448840
12/21/2012,15.122,4.6091856,4033680,4975463606,448688
12/22/2012,15.078,4.5957744,4014320,4951583434,448512
12/23/2012,15.064,4.5915072,4008160,4943985197,448456
12/24/2012,15.056,4.5890688,4004640,4939643347,448424
12/25/2012,15.048,4.5866304,4001120,4935301498,448392
12/26/2012,15.04,4.584192,3997600,4930959648,448360
12/27/2012,15.018,4.5774864,3987920,4919019562,448272
12/28/2012,15.01,4.575048,3984400,4914677712,448240
12/29/2012,15.006,4.5738288,3982640,4912506787,448224
12/30/2012,14.96,4.559808,3962000,4887047760,447856
12/31/2012,14.978,4.5652944,3970100,4897038948,448010.8
1/1/2013,14.976,4.5646848,3969200,4895928816,447993.6
1/2/2013,14.954,4.5579792,3959300,4883717364,447804.4
1/3/2013,14.962,4.5604176,3962900,4888157892,447873.2
1/4/2013,14.938,4.5531024,3952100,4874836308,447666.8
1/5/2013,14.932,4.5512736,3949400,4871505912,447615.2
1/6/2013,14.94,4.553712,3953000,4875946440,447684
1/7/2013,15.006,4.5738288,3982640,4912506787,448224
1/8/2013,15.008,4.5744384,3983520,4913592250,448232
1/9/2013,15.012,4.5756576,3985280,4915763174,448248
1/10/2013,15.008,4.5744384,3983520,4913592250,448232
1/11/2013,15,4.572,3980000,4909250400,448200
1/12/2013,14.998,4.5713904,3979100,4908140268,448182.8
1/13/2013,14.98,4.565904,3971000,4898149080,448028
1/14/2013,14.968,4.5622464,3965600,4891488288,447924.8
1/15/2013,14.954,4.5579792,3959300,4883717364,447804.4
1/16/2013,14.938,4.5531024,3952100,4874836308,447666.8
1/17/2013,14.912,4.5451776,3940400,4860404592,447443.2
1/18/2013,14.878,4.5348144,3925100,4841532348,447150.8
1/19/2013,14.86,4.529328,3917000,4831541160,446996
1/20/2013,14.86,4.529328,3917000,4831541160,446996
1/21/2013,14.85,4.52628,3912500,4825990500,446910
1/22/2013,14.802,4.5116496,3890900,4799347332,446497.2
1/23/2013,14.776,4.5037248,3879200,4784915616,446273.6
1/24/2013,14.76,4.498848,3872000,4776034560,446136
1/25/2013,14.736,4.4915328,3861200,4762712976,445929.6
1/26/2013,14.718,4.4860464,3853100,4752721788,445774.8
1/27/2013,14.704,4.4817792,3846800,4744950864,445654.4
1/28/2013,14.69,4.477512,3840500,4737179940,445534
1/29/2013,14.682,4.4750736,3836900,4732739412,445465.2
1/30/2013,14.688,4.4769024,3839600,4736069808,445516.8
1/31/2013,14.664,4.4695872,3828800,4722748224,445310.4
2/1/2013,14.598,4.4494704,3799100,4686113868,444742.8
2/2/2013,14.56,4.437888,3782000,4665021360,444416
2/3/2013,14.536,4.4305728,3771200,4651699776,444209.6
2/4/2013,14.512,4.4232576,3760400,4638378192,444003.2
2/5/2013,14.49,4.416552,3750440,4626092731,443742
2/6/2013,14.47,4.410456,3741320,4614843394,443426
2/7/2013,14.446,4.4031408,3730376,4601344188,443046.8
2/8/2013,14.432,4.3988736,3723992,4593469652,442825.6
2/9/2013,14.39,4.386072,3704840,4569846043,442162
2/10/2013,14.38,4.383024,3700280,4564221374,442004
2/11/2013,14.358,4.3763184,3690248,4551847103,441656.4
2/12/2013,14.33,4.367784,3677480,4536098030,441214
2/13/2013,14.324,4.3659552,3674744,4532723229,441119.2
2/14/2013,14.374,4.3811952,3697544,4560846573,441909.2
2/15/2013,14.488,4.4159424,3749528,4624967797,443710.4
2/16/2013,14.472,4.4110656,3742232,4615968327,443457.6
2/17/2013,14.428,4.3976544,3722168,4591219785,442762.4
2/18/2013,14.418,4.3946064,3717608,4585595116,442604.4
2/19/2013,14.414,4.3933872,3715784,4583345248,442541.2
2/20/2013,14.41,4.392168,3713960,4581095381,442478
2/21/2013,14.404,4.3903392,3711224,4577720580,442383.2
2/22/2013,14.406,4.3909488,3712136,4578845513,442414.8
2/23/2013,14.396,4.3879008,3707576,4573220844,442256.8
2/24/2013,14.398,4.3885104,3708488,4574345778,442288.4
2/25/2013,14.396,4.3879008,3707576,4573220844,442256.8
2/26/2013,14.398,4.3885104,3708488,4574345778,442288.4
2/27/2013,14.384,4.3842432,3702104,4566471242,442067.2
2/28/2013,14.36,4.376928,3691160,4552972037,441688
3/1/2013,14.332,4.3683936,3678392,4537222964,441245.6
3/2/2013,14.278,4.3519344,3653768,4506849753,440392.4
3/3/2013,14.24,4.340352,3636440,4485476011,439792
3/4/2013,14.212,4.3318176,3623672,4469726939,439349.6
3/5/2013,14.202,4.3287696,3619112,4464102270,439191.6
3/6/2013,14.17,4.319016,3604520,4446103330,438686
3/7/2013,14.136,4.3086528,3589016,4426979456,438148.8
3/8/2013,14.134,4.3080432,3588104,4425854522,438117.2
3/9/2013,14.108,4.3001184,3576248,4411230383,437706.4
3/10/2013,14.096,4.2964608,3570776,4404480780,437516.8
3/11/2013,14.08,4.291584,3563480,4395481310,437264
3/12/2013,14.062,4.2860976,3555272,4385356907,436979.6
3/13/2013,14.024,4.2745152,3537944,4363983165,436379.2
3/14/2013,13.972,4.2586656,3515240,4335978235,434947.2
3/15/2013,13.952,4.2525696,3506840,4325617003,434195.2
3/16/2013,13.942,4.2495216,3502640,4320436387,433819.2
3/17/2013,13.928,4.2452544,3496760,4313183525,433292.8
3/18/2013,13.938,4.2483024,3500960,4318364141,433668.8
3/19/2013,13.964,4.2562272,3511880,4331833742,434646.4
3/20/2013,13.954,4.2531792,3507680,4326653126,434270.4
3/21/2013,13.938,4.2483024,3500960,4318364141,433668.8
3/22/2013,13.932,4.2464736,3498440,4315255771,433443.2
3/23/2013,13.93,4.245864,3497600,4314219648,433368
3/24/2013,13.946,4.2507408,3504320,4322508634,433969.6
3/25/2013,13.94,4.248912,3501800,4319400264,433744
3/26/2013,13.886,4.2324528,3479120,4291424938,431713.6
3/27/2013,13.86,4.224528,3468200,4277955336,430736
3/28/2013,13.848,4.2208704,3463160,4271738597,430284.8
3/29/2013,13.826,4.2141648,3453920,4260341242,429457.6
3/30/2013,13.812,4.2098976,3448040,4253088379,428931.2
3/31/2013,13.792,4.2038016,3439640,4242727147,428179.2
4/1/2013,13.772,4.1977056,3431240,4232365915,427427.2
4/2/2013,13.756,4.1928288,3424520,4224076930,426825.6
4/3/2013,13.748,4.1903904,3421160,4219932437,426524.8
4/4/2013,13.73,4.184904,3413600,4210607328,425848
4/5/2013,13.754,4.1922192,3423680,4223040806,426750.4
4/6/2013,13.724,4.1830752,3411080,4207498958,425622.4
4/7/2013,13.734,4.1861232,3415280,4212679574,425998.4
4/8/2013,13.72,4.181856,3409400,4205426712,425472
4/9/2013,13.704,4.1769792,3402680,4197137726,424870.4
4/10/2013,13.682,4.1702736,3393440,4185740371,424043.2
4/11/2013,13.676,4.1684448,3390920,4182632002,423817.6
4/12/2013,13.66,4.163568,3384200,4174343016,423216
4/13/2013,13.648,4.1599104,3379160,4168126277,422764.8
4/14/2013,13.648,4.1599104,3379160,4168126277,422764.8
4/15/2013,13.622,4.1519856,3368240,4154656675,421787.2
4/16/2013,13.628,4.1538144,3370760,4157765045,422012.8
4/17/2013,13.61,4.148328,3363200,4148439936,421336
4/18/2013,13.598,4.1446704,3358160,4142223197,420884.8
4/19/2013,13.582,4.1397936,3351440,4133934211,420283.2
4/20/2013,13.562,4.1336976,3343040,4123572979,419531.2
4/21/2013,13.566,4.1349168,3344720,4125645226,419681.6
4/22/2013,13.592,4.1428416,3355640,4139114827,420659.2
4/23/2013,13.576,4.1379648,3348920,4130825842,420057.6
4/24/2013,13.568,4.1355264,3345560,4126681349,419756.8
4/25/2013,13.54,4.126992,3333800,4112175624,418704
4/26/2013,13.508,4.1172384,3320360,4095597653,417500.8
4/27/2013,13.486,4.1105328,3311148,4084234835,416578.4
4/28/2013,13.454,4.1007792,3297772,4067735807,415157.6
4/29/2013,13.422,4.0910256,3284396,4051236778,413736.8
4/30/2013,13.414,4.0885872,3281052,4047112021,413381.6
5/1/2013,13.45,4.09956,3296100,4065673428,414980
5/2/2013,13.56,4.133088,3342200,4122536856,419456
5/3/2013,13.592,4.1428416,3355640,4139114827,420659.2
5/4/2013,13.596,4.1440608,3357320,4141187074,420809.6
5/5/2013,13.574,4.1373552,3348080,4129789718,419982.4
5/6/2013,13.558,4.1324784,3341360,4121500733,419380.8
5/7/2013,13.542,4.1276016,3334640,4113211747,418779.2
5/8/2013,13.53,4.123944,3329600,4106995008,418328
5/9/2013,13.506,4.1166288,3319520,4094561530,417425.6
5/10/2013,13.51,4.117848,3321200,4096633776,417576
5/11/2013,13.532,4.1245536,3330440,4108031131,418403.2
5/12/2013,13.536,4.1257728,3332120,4110103378,418553.6
5/13/2013,13.546,4.1288208,3336320,4115283994,418929.6
5/14/2013,13.516,4.1196768,3323720,4099742146,417801.6
5/15/2013,13.492,4.1123616,3313656,4087328403,416844.8
5/16/2013,13.454,4.1007792,3297772,4067735807,415157.6
5/17/2013,13.414,4.0885872,3281052,4047112021,413381.6
5/18/2013,13.39,4.081272,3271020,4034737750,412316
5/19/2013,13.37,4.075176,3262660,4024425857,411428
5/20/2013,13.348,4.0684704,3253464,4013082775,410451.2
5/21/2013,13.358,4.0715184,3257644,4018238721,410895.2
5/22/2013,13.396,4.0831008,3273528,4037831317,412582.4
5/23/2013,13.39,4.081272,3271020,4034737750,412316
5/24/2013,13.412,4.0879776,3280216,4046080832,413292.8
5/25/2013,13.394,4.0824912,3272692,4036800128,412493.6
5/26/2013,13.35,4.06908,3254300,4014113964,410540
5/27/2013,13.316,4.0587168,3240088,3996583746,409030.4
5/28/2013,13.292,4.0514016,3230056,3984209475,407964.8
5/29/2013,13.31,4.056888,3237580,3993490178,408764
5/30/2013,13.328,4.0623744,3245104,4002770882,409563.2
5/31/2013,13.328,4.0623744,3245104,4002770882,409563.2
6/1/2013,13.336,4.0648128,3248448,4006895639,409918.4
6/2/2013,13.358,4.0715184,3257644,4018238721,410895.2
6/3/2013,13.392,4.0818816,3271856,4035768939,412404.8
6/4/2013,13.406,4.0861488,3277708,4042987264,413026.4
6/5/2013,13.424,4.0916352,3285232,4052267967,413825.6
6/6/2013,13.562,4.1336976,3343040,4123572979,419531.2
6/7/2013,13.7,4.17576,3401000,4195065480,424720
6/8/2013,13.778,4.1995344,3433760,4235474285,427652.8
6/9/2013,13.854,4.2226992,3465680,4274846966,430510.4
6/10/2013,13.884,4.2318432,3478280,4290388814,431638.4
6/11/2013,13.91,4.239768,3489200,4303858416,432616
6/12/2013,13.928,4.2452544,3496760,4313183525,433292.8
6/13/2013,13.936,4.2476928,3500120,4317328018,433593.6
6/14/2013,13.934,4.2470832,3499280,4316291894,433518.4
6/15/2013,13.936,4.2476928,3500120,4317328018,433593.6
6/16/2013,13.93,4.245864,3497600,4314219648,433368
6/17/2013,13.92,4.242816,3493400,4309039032,432992
6/18/2013,13.902,4.2373296,3485840,4299713923,432315.2
6/19/2013,13.89,4.233672,3480800,4293497184,431864
6/20/2013,13.906,4.2385488,3487520,4301786170,432465.6
6/21/2013,13.928,4.2452544,3496760,4313183525,433292.8
6/22/2013,13.944,4.2501312,3503480,4321472510,433894.4
6/23/2013,13.956,4.2537888,3508520,4327689250,434345.6
6/24/2013,13.966,4.2568368,3512720,4332869866,434721.6
6/25/2013,13.96,4.255008,3510200,4329761496,434496
6/26/2013,13.976,4.2598848,3516920,4338050482,435097.6
6/27/2013,13.988,4.2635424,3521960,4344267221,435548.8
6/28/2013,13.994,4.2653712,3524480,4347375590,435774.4
6/29/2013,14.036,4.2781728,3543416,4370732768,436568.8
6/30/2013,14.11,4.300728,3577160,4412355317,437738
7/1/2013,14.23,4.337304,3631880,4479851342,439634
7/2/2013,14.338,4.3702224,3681128,4540597765,441340.4
7/3/2013,14.43,4.398264,3723080,4592344718,442794
7/4/2013,14.53,4.428744,3768500,4648369380,444158
7/5/2013,14.614,4.4543472,3806300,4694994924,444880.4
7/6/2013,14.696,4.4793408,3843200,4740510336,445585.6
7/7/2013,14.738,4.4921424,3862100,4763823108,445946.8
7/8/2013,14.768,4.5012864,3875600,4780475088,446204.8
7/9/2013,14.782,4.5055536,3881900,4788246012,446325.2
7/10/2013,14.802,4.5116496,3890900,4799347332,446497.2
7/11/2013,14.816,4.5159168,3897200,4807118256,446617.6
7/12/2013,14.828,4.5195744,3902600,4813779048,446720.8
7/13/2013,14.886,4.5372528,3928700,4845972876,447219.6
7/14/2013,14.956,4.5585888,3960200,4884827496,447821.6
7/15/2013,15.028,4.5805344,3992320,4924446874,448312
7/16/2013,15.094,4.6006512,4021360,4960267133,448576
7/17/2013,15.166,4.6225968,4053040,4999343779,448864
7/18/2013,15.242,4.6457616,4086480,5040591350,449168
