date,Outflows_cmd
1/31/2011,229978.1013
2/1/2011,702167.1818
2/2/2011,440383.5983
2/3/2011,418364.4184
2/4/2011,1135211.053
2/5/2011,1502833.495
2/6/2011,3313470.66
2/7/2011,1921026.653
2/8/2011,2978020.686
2/9/2011,2889552.515
2/10/2011,1762659.818
2/11/2011,1108298.722
2/12/2011,1179249.413
2/13/2011,993309.6718
2/14/2011,2777328.094
2/15/2011,2202505.17
2/16/2011,2986265.646
2/17/2011,3648039.865
2/18/2011,4307220.715
2/19/2011,5564051.038
2/20/2011,4093610.203
2/21/2011,4796046.509
2/22/2011,6130482.209
2/23/2011,6006514.226
2/24/2011,7099742.043
2/25/2011,8208994.931
2/26/2011,7979457.212
2/27/2011,5064802.833
2/28/2011,3926337.833
3/1/2011,3306424.522
3/2/2011,3017239.292
3/3/2011,4085047.19
3/4/2011,5947013.509
3/5/2011,6519928.104
3/6/2011,4798615.414
3/7/2011,4603280.822
3/8/2011,6912260.959
3/9/2011,7380486.587
3/10/2011,2724677.789
3/11/2011,1369103.676
3/12/2011,2243411.913
3/13/2011,5862508.789
3/14/2011,5854043.638
3/15/2011,6999946.227
3/16/2011,8509899.257
3/17/2011,9257841.867
3/18/2011,9686653.163
3/19/2011,10412968.05
3/20/2011,9860506.821
3/21/2011,9109579.389
3/22/2011,9279127.074
3/23/2011,10219615.18
3/24/2011,9733847.605
3/25/2011,9750998.1
3/26/2011,8338859.16
3/27/2011,5804696.21
3/28/2011,2304184.849
3/29/2011,171260.2882
3/30/2011,0
3/31/2011,0
4/1/2011,425704.1451
4/2/2011,1247753.529
4/3/2011,1527225.853
4/4/2011,1582885.447
4/5/2011,1061813.787
4/6/2011,1585478.817
4/7/2011,3600086.985
4/8/2011,3568991.01
4/9/2011,2119786.451
4/10/2011,1031353.922
4/11/2011,4289189.453
4/12/2011,7068939.657
4/13/2011,7205507.504
4/14/2011,8313145.652
4/15/2011,7522167.777
4/16/2011,5100278.179
4/17/2011,3976981.947
4/18/2011,5565714.71
4/19/2011,8004020.831
4/20/2011,8294307.02
4/21/2011,8411424.591
4/22/2011,8478411.829
4/23/2011,8553986.548
4/24/2011,3913542.244
4/25/2011,4782932.864
4/26/2011,7803132.513
4/27/2011,6911991.836
4/28/2011,7500784.707
4/29/2011,8417492.098
4/30/2011,6911991.836
5/1/2011,5529652.187
5/2/2011,6832967.446
5/3/2011,7787621.224
5/4/2011,9324633.38
5/5/2011,8774398.539
5/6/2011,7202498.216
5/7/2011,3628026.878
5/8/2011,3594557.724
5/9/2011,5835620.924
5/10/2011,7311346.362
5/11/2011,7910977.563
5/12/2011,9090887.551
5/13/2011,10124394.46
5/14/2011,5126309.742
5/15/2011,2965812.274
5/16/2011,4700483.268
5/17/2011,4991478.964
5/18/2011,7046798.149
5/19/2011,8256458.496
5/20/2011,9081370.373
5/21/2011,6593741.289
5/22/2011,5268675.973
5/23/2011,6675236.72
5/24/2011,7951615.183
5/25/2011,7547783.423
5/26/2011,6289044.77
5/27/2011,5732595.628
5/28/2011,3064433.735
5/29/2011,4795018.947
5/30/2011,5547022.873
5/31/2011,6660508.336
6/1/2011,6212099.969
6/2/2011,5449747.029
6/3/2011,6401905.3
6/4/2011,5878876.38
6/5/2011,5081610.807
6/6/2011,4530226.076
6/7/2011,5192587.474
6/8/2011,4754797.245
6/9/2011,2574286.79
6/10/2011,1271044.928
6/11/2011,974984.8209
6/12/2011,448922.147
6/13/2011,1291278.108
6/14/2011,1935779.504
6/15/2011,2271694.326
6/16/2011,2113743.409
6/17/2011,1658655.892
6/18/2011,565036.6224
6/19/2011,25273.12539
6/20/2011,274897.2284
6/21/2011,375231.2915
6/22/2011,681518.0842
6/23/2011,624879.8603
6/24/2011,99551.15898
6/25/2011,7095.069084
6/26/2011,0
6/27/2011,0
6/28/2011,0
6/29/2011,0
6/30/2011,0
7/1/2011,0
7/2/2011,0
7/3/2011,0
7/4/2011,0
7/5/2011,0
7/6/2011,0
7/7/2011,0
7/8/2011,0
7/9/2011,0
7/10/2011,0
7/11/2011,0
7/12/2011,0
7/13/2011,0
7/14/2011,0
7/15/2011,0
7/16/2011,0
7/17/2011,0
7/18/2011,0
7/19/2011,0
7/20/2011,0
7/21/2011,0
7/22/2011,0
7/23/2011,0
7/24/2011,0
7/25/2011,0
7/26/2011,0
7/27/2011,0
7/28/2011,0
7/29/2011,0
7/30/2011,0
7/31/2011,129986.5588
8/1/2011,1130122.176
8/2/2011,1586726.571
8/3/2011,631461.1485
8/4/2011,398865.2113
8/5/2011,276658.7628
8/6/2011,112542.4751
8/7/2011,691377.7836
8/8/2011,718241.1831
8/9/2011,182661.3303
8/10/2011,200619.1948
8/11/2011,2446.575546
8/12/2011,0
8/13/2011,92969.87076
8/14/2011,178600.0149
8/15/2011,78290.41748
8/16/2011,156580.835
8/17/2011,0
8/18/2011,0
8/19/2011,0
8/20/2011,0
8/21/2011,5627.123756
8/22/2011,51378.08647
8/23/2011,0
8/24/2011,0
8/25/2011,29358.90655
8/26/2011,0
8/27/2011,0
8/28/2011,0
8/29/2011,7584.384193
8/30/2011,0
8/31/2011,146794.5328
9/1/2011,95416.4463
9/2/2011,0
9/3/2011,51378.08647
9/4/2011,41591.78429
9/5/2011,112542.4751
9/6/2011,83183.56857
9/7/2011,41591.78429
9/8/2011,0
9/9/2011,0
9/10/2011,0
9/11/2011,0
9/12/2011,0
9/13/2011,0
9/14/2011,0
9/15/2011,0
9/16/2011,0
9/17/2011,0
9/18/2011,0
9/19/2011,0
9/20/2011,107649.324
9/21/2011,14679.45328
9/22/2011,1345.61655
9/23/2011,0
9/24/2011,0
9/25/2011,0
9/26/2011,0
9/27/2011,0
9/28/2011,146.7945328
9/29/2011,0
9/30/2011,0
10/1/2011,70950.69084
10/2/2011,0
10/3/2011,22508.49503
10/4/2011,173706.8638
10/5/2011,163920.5616
10/6/2011,105202.7485
10/7/2011,26912.33101
10/8/2011,0
10/9/2011,0
10/10/2011,0
10/11/2011,171.2602882
10/12/2011,137008.2306
10/13/2011,31805.4821
10/14/2011,34252.05765
10/15/2011,112542.4751
10/16/2011,133338.3673
10/17/2011,119882.2018
10/18/2011,0
10/19/2011,0
10/20/2011,0
10/21/2011,0
10/22/2011,53580.00446
10/23/2011,0
10/24/2011,159027.4105
10/25/2011,129668.504
10/26/2011,161963.3012
10/27/2011,156580.835
10/28/2011,207469.6063
10/29/2011,0
10/30/2011,0
10/31/2011,0
11/1/2011,0
11/2/2011,0
11/3/2011,0
11/4/2011,34252.05765
11/5/2011,39145.20874
11/6/2011,88566.03477
11/7/2011,185939.7415
11/8/2011,286249.3389
11/9/2011,135784.9428
11/10/2011,188875.6322
11/11/2011,159027.4105
11/12/2011,579349.0893
11/13/2011,511334.2892
11/14/2011,800030.2036
11/15/2011,587178.1311
11/16/2011,1244010.268
11/17/2011,2693019.101
11/18/2011,1047232.197
11/19/2011,800030.2036
11/20/2011,530906.8935
11/21/2011,453595.1063
11/22/2011,440383.5983
11/23/2011,112542.4751
11/24/2011,83183.56857
11/25/2011,540693.1957
11/26/2011,1119039.189
11/27/2011,614090.4621
11/28/2011,1025115.154
11/29/2011,1102255.681
11/30/2011,1585576.68
12/1/2011,1860278.182
12/2/2011,1706119.457
12/3/2011,2080616.776
12/4/2011,1410866.72
12/5/2011,1726793.021
12/6/2011,2464924.863
12/7/2011,2695441.211
12/8/2011,4235976.435
12/9/2011,2184082.456
12/10/2011,51524.881
12/11/2011,171260.2882
12/12/2011,216277.2783
12/13/2011,11009.58996
12/14/2011,9052.329521
12/15/2011,43793.70228
12/16/2011,495676.2057
12/17/2011,3493709.88
12/18/2011,2475934.453
12/19/2011,1835420.975
12/20/2011,1647034.658
12/21/2011,2385802.61
12/22/2011,2869857.581
12/23/2011,2557429.884
12/24/2011,2504070.071
12/25/2011,2292441.286
12/26/2011,2221490.596
12/27/2011,1313811.068
12/28/2011,663511.2882
12/29/2011,1202981.196
12/30/2011,1970569.808
12/31/2011,2723038.583
1/1/2012,2214150.87
1/2/2012,2627279.616
1/3/2012,5367909.077
1/4/2012,6442714.18
1/5/2012,4612553.343
1/6/2012,1600378.462
1/7/2012,2866823.828
1/8/2012,2890898.131
1/9/2012,1983561.124
1/10/2012,1890371.062
1/11/2012,681885.0705
1/12/2012,927325.5293
1/13/2012,4225358.297
1/14/2012,4683577.431
1/15/2012,4594473.15
1/16/2012,3814407.002
1/17/2012,3751994.86
1/18/2012,5009485.76
1/19/2012,4068386.01
1/20/2012,3150602.126
1/21/2012,3734991.16
1/22/2012,3011881.292
1/23/2012,5803619.716
1/24/2012,7767999.688
1/25/2012,7239881.89
1/26/2012,3404483.27
1/27/2012,2284440.985
1/28/2012,2822614.208
1/29/2012,2679147.018
1/30/2012,6028508.94
1/31/2012,8010699.982
2/1/2012,10356696.81
2/2/2012,8554671.589
2/3/2012,4928039.26
2/4/2012,4375284.446
2/5/2012,3384054.364
2/6/2012,2014412.442
2/7/2012,1030008.305
2/8/2012,1105118.174
2/9/2012,1421460.392
2/10/2012,2255742.654
2/11/2012,2488167.33
2/12/2012,2346265.949
2/13/2012,3334682.469
2/14/2012,2637971.151
2/15/2012,2103174.203
2/16/2012,1467945.328
2/17/2012,2963316.767
2/18/2012,3863876.76
2/19/2012,2828730.646
2/20/2012,3057705.652
2/21/2012,4720667.517
2/22/2012,4883756.242
2/23/2012,4948223.508
2/24/2012,3275059.423
2/25/2012,2314387.069
2/26/2012,1598837.119
2/27/2012,2735320.392
2/28/2012,4796046.509
2/29/2012,6328972.883
3/1/2012,6036802.831
3/2/2012,3962987.535
3/3/2012,2958423.616
3/4/2012,1744922.145
3/5/2012,2323855.317
3/6/2012,4283073.014
3/7/2012,7094555.303
3/8/2012,8141958.76
3/9/2012,3772595.027
3/10/2012,3325140.825
3/11/2012,2346999.921
3/12/2012,1646545.343
3/13/2012,1787150.039
3/14/2012,2301664.877
3/15/2012,2184718.566
3/16/2012,1489206.069
3/17/2012,3157574.866
3/18/2012,3513551.608
3/19/2012,4596723.999
3/20/2012,8303261.487
3/21/2012,8918281.647
3/22/2012,9883504.632
3/23/2012,10416637.91
3/24/2012,6464415.306
3/25/2012,4734441.737
3/26/2012,6438432.673
3/27/2012,9737419.606
3/28/2012,11358324.84
3/29/2012,10634578.86
3/30/2012,7610024.305
3/31/2012,7187060.325
4/1/2012,5414222.752
4/2/2012,7448207.798
4/3/2012,7507268.132
4/4/2012,9393920.399
4/5/2012,8447291.388
4/6/2012,7964777.759
4/7/2012,7029354.065
4/8/2012,7311517.623
4/9/2012,9220751.782
4/10/2012,10819564.44
4/11/2012,11245684.5
4/12/2012,11646286.78
4/13/2012,10444528.87
4/14/2012,7038235.135
4/15/2012,6060461.217
4/16/2012,6643626.964
4/17/2012,7590867.619
4/18/2012,8188663.888
4/19/2012,6241605.671
4/20/2012,3450625.685
4/21/2012,376772.6341
4/22/2012,146794.5328
4/23/2012,1279901.531
4/24/2012,3991734.798
4/25/2012,4907023.176
4/26/2012,6646098.005
4/27/2012,6926059.646
4/28/2012,1693544.059
4/29/2012,749826.4734
4/30/2012,628867.7784
5/1/2012,459956.2027
5/2/2012,1511983.687
5/3/2012,3012223.813
5/4/2012,3094918.066
5/5/2012,4223498.899
5/6/2012,4745231.135
5/7/2012,5634023.099
5/8/2012,3491874.949
5/9/2012,2234457.447
5/10/2012,232424.6769
5/11/2012,0
5/12/2012,349860.3032
5/13/2012,229978.1013
5/14/2012,88076.71966
5/15/2012,1511983.688
5/16/2012,2544438.568
5/17/2012,2573797.475
5/18/2012,1463052.177
5/19/2012,44038.35983
5/20/2012,0
5/21/2012,0
5/22/2012,0
5/23/2012,0
5/24/2012,100309.5974
5/25/2012,0
5/26/2012,0
5/27/2012,694827.4551
5/28/2012,1560915.199
5/29/2012,1409227.515
5/30/2012,934591.8587
5/31/2012,1326043.946
6/1/2012,1360296.004
6/2/2012,406131.5407
6/3/2012,149485.7659
6/4/2012,173706.8638
6/5/2012,1673457.673
6/6/2012,2231276.898
6/7/2012,1776703.161
6/8/2012,1399441.212
6/9/2012,234871.2524
6/10/2012,122328.7773
6/11/2012,119882.2018
6/12/2012,78290.41748
6/13/2012,501547.987
6/14/2012,0
6/15/2012,638556.2176
6/16/2012,1658778.22
6/17/2012,1812912.48
6/18/2012,1631254.246
6/19/2012,2310227.891
6/20/2012,1301578.19
6/21/2012,259337.0079
6/22/2012,0
6/23/2012,0
6/24/2012,0
6/25/2012,0
6/26/2012,0
6/27/2012,0
6/28/2012,0
6/29/2012,0
6/30/2012,14190.13817
7/1/2012,0
7/2/2012,533353.469
7/3/2012,582284.98
7/4/2012,215298.6481
7/5/2012,178600.0149
7/6/2012,352306.8787
7/7/2012,917465.8299
7/8/2012,1401031.486
7/9/2012,1237967.226
7/10/2012,787797.3259
7/11/2012,861194.5923
7/12/2012,239764.4035
7/13/2012,144347.9572
7/14/2012,192300.8379
7/15/2012,0
7/16/2012,0
7/17/2012,0
7/18/2012,0
7/19/2012,0
7/20/2012,0
7/21/2012,6116.438866
7/22/2012,14924.11083
7/23/2012,0
7/24/2012,0
7/25/2012,0
7/26/2012,0
7/27/2012,146794.5328
7/28/2012,215298.6481
7/29/2012,29358.90655
7/30/2012,176177.9051
7/31/2012,1478563.466
8/1/2012,1242395.528
8/2/2012,402559.5404
8/3/2012,22508.49503
8/4/2012,0
8/5/2012,7584.384193
8/6/2012,19572.60437
8/7/2012,0
8/8/2012,10520.27485
8/9/2012,354753.4542
8/10/2012,866087.7434
8/11/2012,102756.1729
8/12/2012,0
8/13/2012,0
8/14/2012,0
8/15/2012,44038.35983
8/16/2012,98034.28214
8/17/2012,66057.53975
8/18/2012,88076.71966
8/19/2012,31805.4821
8/20/2012,402755.2664
8/21/2012,584242.2404
8/22/2012,337627.4254
8/23/2012,366.9863319
8/24/2012,0
8/25/2012,0
8/26/2012,0
8/27/2012,0
8/28/2012,0
8/29/2012,0
8/30/2012,0
8/31/2012,0
9/1/2012,23976.44035
9/2/2012,4648.493538
9/3/2012,0
9/4/2012,24221.09791
9/5/2012,0
9/6/2012,0
9/7/2012,0
9/8/2012,0
9/9/2012,0
9/10/2012,0
9/11/2012,137252.8881
9/12/2012,131625.7644
9/13/2012,154134.2594
9/14/2012,134561.655
9/15/2012,259337.0079
9/16/2012,190832.8926
9/17/2012,50644.11381
9/18/2012,0
9/19/2012,1465498.752
9/20/2012,2527312.539
9/21/2012,4271720.903
9/22/2012,4005044.169
9/23/2012,2754844.065
9/24/2012,2740164.612
9/25/2012,3836719.771
9/26/2012,4413622.285
9/27/2012,4467446.947
9/28/2012,4921996.218
9/29/2012,5709573.352
9/30/2012,5072485.08
10/1/2012,5081537.409
10/2/2012,4927647.808
10/3/2012,5155423.991
10/4/2012,7466948.567
10/5/2012,11697077.69
10/6/2012,14069766.65
10/7/2012,12611607.63
10/8/2012,11440676.57
10/9/2012,12560718.85
10/10/2012,13169182.19
10/11/2012,13371024.68
10/12/2012,14305861.2
10/13/2012,14415467.77
10/14/2012,14454368.33
10/15/2012,11868337.97
10/16/2012,13148875.62
10/17/2012,13446379.2
10/18/2012,7666099.817
10/19/2012,4988078.224
10/20/2012,5023064.254
10/21/2012,7190485.531
10/22/2012,7483829.938
10/23/2012,8296582.335
10/24/2012,9575627.565
10/25/2012,5053646.449
10/26/2012,2755333.38
10/27/2012,3929200.327
10/28/2012,4726783.955
10/29/2012,5040924.256
10/30/2012,7466997.498
10/31/2012,9382617.22
11/1/2012,9186891.176
11/2/2012,8087571.386
11/3/2012,8168283.913
11/4/2012,7406469.219
11/5/2012,7470960.951
11/6/2012,8929071.046
11/7/2012,6289876.606
11/8/2012,5257959.972
11/9/2012,4763066.671
11/10/2012,5117526.536
11/11/2012,5709793.544
11/12/2012,7705538.614
11/13/2012,9304913.981
11/14/2012,9655092.338
11/15/2012,8362933.463
11/16/2012,9498315.777
11/17/2012,9901438.031
11/18/2012,8927774.36
11/19/2012,6769870.263
11/20/2012,5868698.626
11/21/2012,7726970.617
11/22/2012,5065977.189
11/23/2012,5165283.69
11/24/2012,5212306.872
11/25/2012,3620711.617
11/26/2012,4761158.342
11/27/2012,5683639.651
11/28/2012,7979334.883
11/29/2012,8732048.317
11/30/2012,7556077.315
12/1/2012,7262928.633
12/2/2012,5094846.781
12/3/2012,4322340.552
12/4/2012,5844330.733
12/5/2012,6540821.86
12/6/2012,8309377.925
12/7/2012,6550265.642
12/8/2012,3281469.452
12/9/2012,2416433.735
12/10/2012,1373580.909
12/11/2012,880767.1966
12/12/2012,540693.1957
12/13/2012,2867386.541
12/14/2012,3205013.966
12/15/2012,2886959.145
12/16/2012,1763980.969
12/17/2012,1548682.321
12/18/2012,1103405.571
12/19/2012,841621.9879
12/20/2012,1940134.408
12/21/2012,2267975.531
12/22/2012,4936504.411
12/23/2012,6361512.338
12/24/2012,5537114.242
12/25/2012,3188450.649
12/26/2012,3684371.512
12/27/2012,4398331.188
12/28/2012,4198568.295
12/29/2012,2286716.3
12/30/2012,1843935.058
12/31/2012,1350950.085
1/1/2013,2345580.908
1/2/2013,3567033.749
1/3/2013,5964995.839
1/4/2013,6673181.596
1/5/2013,4151936.565
1/6/2013,2853025.142
1/7/2013,2104837.874
1/8/2013,988416.5207
1/9/2013,956611.0386
1/10/2013,1158062.069
1/11/2013,1942262.929
1/12/2013,3037741.596
1/13/2013,3913395.449
1/14/2013,5313790.826
1/15/2013,5528184.242
1/16/2013,4581432.902
1/17/2013,3711504.035
1/18/2013,2847128.895
1/19/2013,3297200.932
1/20/2013,3148498.07
1/21/2013,4322462.881
1/22/2013,4923904.547
1/23/2013,6184453.665
1/24/2013,4980322.579
1/25/2013,3896905.53
1/26/2013,3754612.696
1/27/2013,3642926.523
1/28/2013,2101608.394
1/29/2013,5824317.745
1/30/2013,6484599.554
1/31/2013,5891011.394
2/1/2013,7841225.694
2/2/2013,8221814.986
2/3/2013,8016302.641
2/4/2013,7683690.695
2/5/2013,8963665.623
2/6/2013,8543343.944
2/7/2013,9360622.506
2/8/2013,10918014.64
2/9/2013,9312694.091
2/10/2013,7942562.854
2/11/2013,8716072.178
2/12/2013,10207675.89
2/13/2013,5663455.403
2/14/2013,1787835.08
2/15/2013,428150.7206
2/16/2013,499101.4114
2/17/2013,2094268.667
2/18/2013,2789096.123
2/19/2013,2013531.674
2/20/2013,1942580.984
2/21/2013,2441682.395
2/22/2013,1874076.868
2/23/2013,1644832.74
2/24/2013,1556266.705
2/25/2013,1071600.089
2/26/2013,885660.3477
2/27/2013,1717985.349
2/28/2013,4778162.042
3/1/2013,6011236.117
3/2/2013,4303526.386
3/3/2013,3616038.658
3/4/2013,5669425.048
3/5/2013,4932859.013
3/6/2013,5229286.107
3/7/2013,4076949.025
3/8/2013,4701412.967
3/9/2013,6286573.729
3/10/2013,7235991.836
3/11/2013,7069991.684
3/12/2013,5441771.193
3/13/2013,7414934.371
3/14/2013,8837324.462
3/15/2013,7774972.428
3/16/2013,5540025.667
3/17/2013,4772608.315
3/18/2013,4583659.286
3/19/2013,919912.4054
3/20/2013,1174649.851
3/21/2013,3138956.426
3/22/2013,3882715.391
3/23/2013,1624526.163
3/24/2013,998202.8229
3/25/2013,626323.3398
3/26/2013,831346.3706
3/27/2013,1902775.2
3/28/2013,2380469.075
3/29/2013,4393560.366
3/30/2013,5412314.423
3/31/2013,5408277.574
4/1/2013,4821515.361
4/2/2013,6331884.308
4/3/2013,5997290.637
4/4/2013,3355551.759
4/5/2013,1144997.356
4/6/2013,1405949.103
4/7/2013,1187959.222
4/8/2013,2438648.642
4/9/2013,4332077.922
4/10/2013,6926867.016
4/11/2013,6025475.186
4/12/2013,3788938.151
4/13/2013,1923008.379
4/14/2013,1805572.753
4/15/2013,2936551.231
4/16/2013,959057.6141
4/17/2013,1061813.787
4/18/2013,2365838.553
4/19/2013,3806871.55
4/20/2013,4723114.092
4/21/2013,2348712.525
4/22/2013,836728.8368
4/23/2013,721739.7861
4/24/2013,2320014.193
4/25/2013,4171925.087
4/26/2013,3651391.674
4/27/2013,6118934.373
4/28/2013,4365106.692
4/29/2013,5006452.006
4/30/2013,3688799.814
5/1/2013,1267326.133
5/2/2013,413471.2673
5/3/2013,56271.23756
5/4/2013,589624.7066
5/5/2013,728834.8552
5/6/2013,963632.7104
5/7/2013,682594.5774
5/8/2013,2043208.636
5/9/2013,4227315.558
5/10/2013,6671615.788
5/11/2013,6123925.387
5/12/2013,4176818.238
5/13/2013,3041729.513
5/14/2013,4678415.157
5/15/2013,7817958.761
5/16/2013,10067046.73
5/17/2013,10495295.31
5/18/2013,5266694.247
5/19/2013,4657839.456
5/20/2013,5197407.228
5/21/2013,3873296.076
5/22/2013,2330461.071
5/23/2013,699720.6062
5/24/2013,2351159.1
5/25/2013,3876354.296
5/26/2013,861047.7977
5/27/2013,1805352.561
5/28/2013,1854357.47
5/29/2013,506514.5353
5/30/2013,409556.7464
5/31/2013,1499750.81
6/1/2013,3549981.117
6/2/2013,2143200.179
6/3/2013,1091172.694
6/4/2013,1595167.256
6/5/2013,1122488.861
6/6/2013,156580.835
6/7/2013,0
6/8/2013,303375.3677
6/9/2013,530906.8935
6/10/2013,193279.4682
6/11/2013,0
6/12/2013,61164.38866
6/13/2013,11498.90507
6/14/2013,320990.7116
6/15/2013,1299131.615
6/16/2013,1651438.494
6/17/2013,3126723.548
6/18/2013,6169382.76
6/19/2013,3241712.599
6/20/2013,1721410.554
6/21/2013,2253296.078
6/22/2013,1886309.746
6/23/2013,2957909.835
6/24/2013,3694329.075
6/25/2013,3290644.11
6/26/2013,5424057.986
6/27/2013,6182496.405
6/28/2013,2882065.993
6/29/2013,816911.5749
6/30/2013,1404334.364
7/1/2013,650789.0953
7/2/2013,692380.8796
7/3/2013,890553.4988
7/4/2013,946824.7364
7/5/2013,5267477.151
7/6/2013,9964902.2
7/7/2013,13326497
7/8/2013,13211507.95
7/9/2013,13407233.99
7/10/2013,13769327.17
7/11/2013,13693483.33
7/12/2013,13464239.2
7/13/2013,13576781.68
7/14/2013,13085998.62
7/15/2013,10897781.46
7/16/2013,10969710.77
7/17/2013,11168862.02
7/18/2013,12205965.4
7/19/2013,11956414.69
7/20/2013,15804878.02
7/21/2013,17771924.77
7/22/2013,16719897.28
7/23/2013,15628724.59
7/24/2013,17713206.95
7/25/2013,23857781.43
7/26/2013,24540620.67
7/27/2013,26266435.07
7/28/2013,25989972.03
7/29/2013,26131873.41
7/30/2013,27349803.18
7/31/2013,26991110.74
8/1/2013,26711589.49
8/2/2013,26915756.21
8/3/2013,26508156.73
8/4/2013,27122981.16
8/5/2013,26968602.24
8/6/2013,21432001.78
8/7/2013,24414377.38
8/8/2013,25870089.83
8/9/2013,26388763.84
8/10/2013,26741070.72
8/11/2013,27247511.86
8/12/2013,28913801.06
8/13/2013,29052521.9
8/14/2013,30578866.98
8/15/2013,30297706.52
8/16/2013,31476955.94
8/17/2013,32229228.98
8/18/2013,32986541.98
8/19/2013,31725723.74
8/20/2013,32062348.06
8/21/2013,30816992.19
8/22/2013,28498152.35
8/23/2013,24764384.47
8/24/2013,20321085.23
8/25/2013,17652947.8
8/26/2013,16055945.61
8/27/2013,16268479.63
8/28/2013,16352837.55
8/29/2013,15180096.03
8/30/2013,16715884.9
8/31/2013,16585996.2
9/1/2013,15146993.86
9/2/2013,14176192.68
9/3/2013,14904391.43
9/4/2013,15616026.86
9/5/2013,16168634.88
9/6/2013,16303196.54
9/7/2013,15277347.41
9/8/2013,13958741.05
9/9/2013,13873673.62
9/10/2013,14504498.66
9/11/2013,13485059.56
9/12/2013,13526210.96
9/13/2013,5578510.301
9/14/2013,4917763.643
9/15/2013,6172930.295
9/16/2013,4533015.172
9/17/2013,1424885.598
9/18/2013,374326.0586
9/19/2013,541598.4287
9/20/2013,771380.804
9/21/2013,9719535.138
9/22/2013,13903668.64
9/23/2013,13166344.17
9/24/2013,10133446.79
9/25/2013,10115709.12
9/26/2013,10821130.24
9/27/2013,11659938.67
9/28/2013,12111062.73
9/29/2013,12738756.16
9/30/2013,14183826
10/1/2013,14931450.56
10/2/2013,15375430.62
10/3/2013,16730026.1
10/4/2013,16418919.56
10/5/2013,17406430.85
10/6/2013,17111178.11
10/7/2013,16697193.06
10/8/2013,8051851.383
10/9/2013,6246792.411
10/10/2013,6791497.99
10/11/2013,7392621.603
10/12/2013,8798228.185
10/13/2013,8777774.813
10/14/2013,9447622.732
10/15/2013,12011242.45
10/16/2013,13348834.23
10/17/2013,13186552.88
10/18/2013,12164716.14
10/19/2013,13308563.6
10/20/2013,12639645.38
10/21/2013,8017525.928
10/22/2013,4455752.316
10/23/2013,3935634.821
10/24/2013,5631429.729
10/25/2013,5445074.07
10/26/2013,4272161.287
10/27/2013,5145417.497
10/28/2013,6115974.016
10/29/2013,7555710.328
10/30/2013,7848100.572
10/31/2013,7864810.683
11/1/2013,7652937.24
11/2/2013,5657705.95
11/3/2013,5346526.007
11/4/2013,7181628.927
11/5/2013,7829139.611
11/6/2013,9592337.676
11/7/2013,11331975.22
11/8/2013,11944940.25
11/9/2013,7481432.294
11/10/2013,6223525.477
11/11/2013,5515217.391
11/12/2013,6415899.713
11/13/2013,8257388.195
11/14/2013,7939578.031
11/15/2013,7732744.534
11/16/2013,4508157.965
11/17/2013,3233443.173
11/18/2013,5307552.058
11/19/2013,6386712.066
11/20/2013,6450127.305
11/21/2013,10725346.81
11/22/2013,7134801.471
11/23/2013,5979283.84
11/24/2013,4242288.6
11/25/2013,8051459.931
11/26/2013,7881227.204
11/27/2013,5129123.304
11/28/2013,2549062.596
11/29/2013,3775066.068
11/30/2013,4081695.381
12/1/2013,3259009.888
12/2/2013,5077769.684
12/3/2013,5176953.856
12/4/2013,7665414.775
12/5/2013,10832604.68
12/6/2013,10372991
12/7/2013,6087813.932
12/8/2013,4315979.456
12/9/2013,12301504.17
12/10/2013,14135432.74
12/11/2013,11867383.81
12/12/2013,11456187.86
12/13/2013,11974348.09
12/14/2013,9744441.278
12/15/2013,7057465.218
12/16/2013,7885582.109
12/17/2013,9090055.716
12/18/2013,10516800.71
12/19/2013,13944795.57
12/20/2013,13536168.52
12/21/2013,10616596.53
12/22/2013,8223234
12/23/2013,7692865.353
12/24/2013,6894205.232
12/25/2013,1893991.993
12/26/2013,5585629.835
12/27/2013,7514461.064
12/28/2013,7889643.424
12/29/2013,7262977.564
12/30/2013,9655532.722
12/31/2013,10775550.54
1/1/2014,10416075.2
1/2/2014,9481263.146
1/3/2014,9667031.627
1/4/2014,8617254.992
1/5/2014,5516563.007
1/6/2014,5823510.375
1/7/2014,9809104.269
1/8/2014,8364915.189
1/9/2014,8085638.592
1/10/2014,3583523.668
1/11/2014,1283473.532
1/12/2014,926518.1594
1/13/2014,3210200.706
1/14/2014,5192905.529
1/15/2014,5336813.102
1/16/2014,5202300.379
1/17/2014,8772857.197
1/18/2014,7681097.324
1/19/2014,6772904.016
1/20/2014,4808205.989
1/21/2014,7446788.784
1/22/2014,9053283.686
1/23/2014,9877950.905
1/24/2014,8083118.618
1/25/2014,4860464.843
1/26/2014,4069413.572
1/27/2014,5732326.505
1/28/2014,9375571.082
1/29/2014,9062433.878
1/30/2014,1595167.256
1/31/2014,127221.9284
2/1/2014,6116.438866
2/2/2014,330287.6987
2/3/2014,508887.7136
2/4/2014,499101.4114
2/5/2014,371879.483
2/6/2014,61164.38866
2/7/2014,1605173.75
2/8/2014,6008618.281
2/9/2014,9822707.23
2/10/2014,7367177.216
2/11/2014,3534836.815
2/12/2014,1824827.303
2/13/2014,1560915.199
2/14/2014,1118085.025
2/15/2014,770671.2971
2/16/2014,505951.823
2/17/2014,2323879.783
2/18/2014,4628382.687
2/19/2014,6983260.582
2/20/2014,7297009.43
2/21/2014,5224344.024
