Date,P_Lake,TP_Lake_S
2019-07-31,84.96688684818697,72.28291029641292
2019-08-31,82.6155268321423,74.72009336599473
2019-09-30,84.26436178675553,79.81774468916062
2019-10-31,81.30488249792865,73.12709966732807
2019-11-30,90.67140378020041,67.00689958016748
2019-12-31,109.96276271918671,64.8657426817321
2020-01-31,104.9037215229438,66.50550831300276
2020-02-29,98.96030594775691,67.72466292099766
2020-03-31,90.0472654060524,65.63366951174588
2020-04-30,84.64325698370212,62.18092104884777
2020-05-31,81.78284023865181,61.983709679108514
2020-06-30,85.22496971784906,67.7252708334812
2020-07-31,82.57443399092378,69.3357206665326
2020-08-31,80.30902380466917,73.0571295904719
2020-09-30,88.07224971257894,75.18701265029664
2020-10-31,96.92814699508389,81.38966586825005
2020-11-30,103.95397093418,82.68408786091783
2020-12-31,109.52965634133851,82.15165307682157
2021-01-31,123.80563360158439,80.62073822214415
2021-02-28,127.61206721974902,79.87211533535746
2021-03-31,124.41242546517236,79.0438072158431
2021-04-30,113.60921358916274,76.34026067580274
2021-05-31,102.52378874763716,73.32007717263363
2021-06-30,93.60771124442861,69.39864695229325
2021-07-31,92.88339362622729,72.41513999277647
2021-08-31,91.18311024231795,75.60581621007788
2021-09-30,84.56754311373024,74.78763583356368
2021-10-31,86.25075088040875,75.77125939729613
2021-11-30,90.76589243774305,73.53324972367268
2021-12-31,91.8750351475732,70.40820281504979
2022-01-31,94.06512983898052,66.52816705136097
2022-02-28,91.47352312414571,64.59648317441692
2022-03-31,85.6195937462173,62.18482816931896
2022-04-30,78.1427556430711,59.68262602213714
2022-05-31,74.07612133686015,58.59917457216882
2022-06-30,72.38293395417102,58.80705572795623
2022-07-31,67.89724808932984,56.67343043579957
2022-08-31,64.17054610163353,52.99136341588897
2022-09-30,61.39303542468735,51.16085102461495
2022-10-31,71.5899947231688,64.39002847853757
2022-11-30,73.9010944663247,69.57883504027087
2022-12-31,74.13455517980377,68.27409397944541
2023-01-31,101.6086526202983,66.63493403084085
2023-02-28,114.50381179524139,67.42171232667144
2023-03-31,110.27926061028535,64.53094127806682
