date,C44RO_cmd,C44RO
30-Dec-07,,
31-Dec-07,,
1/1/2008,137008.2306,56
1/2/2008,124775.3529,51
1/3/2008,36698.63319,15
1/4/2008,0,0
1/5/2008,0,0
1/6/2008,129668.504,53
1/7/2008,0,0
1/8/2008,0,0
1/9/2008,0,0
1/10/2008,0,0
1/11/2008,0,0
1/12/2008,114989.0507,47
1/13/2008,227531.5258,93
1/14/2008,423257.5695,173
1/15/2008,217745.2236,89
1/16/2008,31805.4821,13
1/17/2008,46484.93538,19
1/18/2008,320501.3966,131
1/19/2008,207958.9214,85
1/20/2008,951717.8875,389
1/21/2008,626323.3398,256
1/22/2008,0,0
1/23/2008,97863.02185,40
1/24/2008,119882.2018,49
1/25/2008,477082.2315,195
1/26/2008,168813.7127,69
1/27/2008,254443.8568,104
1/28/2008,237317.828,97
1/29/2008,183493.166,75
1/30/2008,124775.3529,51
1/31/2008,20551.23459,8.4
2/1/2008,63610.9642,26
2/2/2008,63610.9642,26
2/3/2008,139454.8061,57
2/4/2008,61164.38866,25
2/5/2008,0,0
2/6/2008,0,0
2/7/2008,0,0
2/8/2008,36698.63319,15
2/9/2008,100309.5974,41
2/10/2008,281356.1878,115
2/11/2008,391452.0874,160
2/12/2008,10030.95974,4.1
2/13/2008,308268.5188,126
2/14/2008,1047134.334,428
2/15/2008,572498.6778,234
2/16/2008,166367.1371,68
2/17/2008,102756.1729,42
2/18/2008,264230.159,108
2/19/2008,0,0
2/20/2008,0,0
2/21/2008,0,0
2/22/2008,156580.835,64
2/23/2008,369432.9075,151
2/24/2008,256890.4324,105
2/25/2008,154134.2594,63
2/26/2008,303375.3677,124
2/27/2008,154134.2594,63
2/28/2008,141901.3817,58
2/29/2008,107649.324,44
3/1/2008,97863.02185,40
3/2/2008,168813.7127,69
3/3/2008,0,0
3/4/2008,0,0
3/5/2008,39145.20874,16
3/6/2008,0,0
3/7/2008,92969.87076,38
3/8/2008,332734.2743,136
3/9/2008,1247753.529,510
3/10/2008,200619.1948,82
3/11/2008,119882.2018,49
3/12/2008,244657.5546,100
3/13/2008,181046.5904,74
3/14/2008,137008.2306,56
3/15/2008,237317.828,97
3/16/2008,366986.3319,150
3/17/2008,428150.7206,175
3/18/2008,0,0
3/19/2008,0,0
3/20/2008,0,0
3/21/2008,0,0
3/22/2008,0,0
3/23/2008,0,0
3/24/2008,0,0
3/25/2008,0,0
3/26/2008,70950.69084,29
3/27/2008,9052.329521,3.7
3/28/2008,0,0
3/29/2008,173706.8638,71
3/30/2008,80736.99303,33
3/31/2008,0,0
4/1/2008,0,0
4/2/2008,0,0
4/3/2008,0,0
4/4/2008,0,0
4/5/2008,0,0
4/6/2008,0,0
4/7/2008,151687.6839,62
4/8/2008,227531.5258,93
4/9/2008,212852.0725,87
4/10/2008,0,0
4/11/2008,0,0
4/12/2008,0,0
4/13/2008,29358.90655,12
4/14/2008,85630.14412,35
4/15/2008,6116.438866,2.5
4/16/2008,3914.520874,1.6
4/17/2008,0,0
4/18/2008,0,0
4/19/2008,100309.5974,41
4/20/2008,198172.6192,81
4/21/2008,178600.0149,73
4/22/2008,12966.8504,5.3
4/23/2008,0,0
4/24/2008,0,0
4/25/2008,0,0
4/26/2008,0,0
4/27/2008,0,0
4/28/2008,0,0
4/29/2008,66057.53975,27
4/30/2008,66057.53975,27
5/1/2008,0,0
5/2/2008,0,0
5/3/2008,0,0
5/4/2008,15413.42594,6.3
5/5/2008,0,0
5/6/2008,0,0
5/7/2008,21774.52236,8.9
5/8/2008,0,0
5/9/2008,53824.66202,22
5/10/2008,149241.1083,61
5/11/2008,161473.9861,66
5/12/2008,46484.93538,19
5/13/2008,161473.9861,66
5/14/2008,0,0
5/15/2008,0,0
5/16/2008,0,0
5/17/2008,183493.166,75
5/18/2008,149241.1083,61
5/19/2008,0,0
5/20/2008,0,0
5/21/2008,36698.63319,15
5/22/2008,0,0
5/23/2008,249550.7057,102
5/24/2008,393898.6629,161
5/25/2008,364539.7564,149
5/26/2008,264230.159,108
5/27/2008,433043.8717,177
5/28/2008,278909.6123,114
5/29/2008,0,0
5/30/2008,80736.99303,33
5/31/2008,14190.13817,5.8
6/1/2008,0,0
6/2/2008,92969.87076,38
6/3/2008,154134.2594,63
6/4/2008,195726.0437,80
6/5/2008,129668.504,53
6/6/2008,95416.4463,39
6/7/2008,212852.0725,87
6/8/2008,119882.2018,49
6/9/2008,0,0
6/10/2008,124775.3529,51
6/11/2008,70950.69084,29
6/12/2008,39145.20874,16
6/13/2008,129668.504,53
6/14/2008,251997.2813,103
6/15/2008,181046.5904,74
6/16/2008,156580.835,64
6/17/2008,188386.3171,77
6/18/2008,171260.2882,70
6/19/2008,286249.3389,117
6/20/2008,374326.0586,153
6/21/2008,486868.5337,199
6/22/2008,185939.7415,76
6/23/2008,259337.0079,106
6/24/2008,650789.0953,266
6/25/2008,418364.4184,171
6/26/2008,303375.3677,124
6/27/2008,56271.23756,23
6/28/2008,34252.05765,14
6/29/2008,481975.3826,197
6/30/2008,782904.1748,320
7/1/2008,418364.4184,171
7/2/2008,844068.5635,345
7/3/2008,1012882.276,414
7/4/2008,433043.8717,177
7/5/2008,1039794.607,425
7/6/2008,1042241.183,426
7/7/2008,587178.1311,240
7/8/2008,861194.5923,352
7/9/2008,853854.8656,349
