,date,Outflows_acft
556,2009-04-09,7411.6077373165435
557,2009-04-10,7535.872385609512
558,2009-04-11,7092.010567129638
559,2009-04-12,7031.137749448394
560,2009-04-13,8819.318925628768
561,2009-04-14,8642.412877188897
562,2009-04-15,5201.085435997073
563,2009-04-16,7811.852962403234
564,2009-04-17,6588.525519356931
565,2009-04-18,4574.089460342891
566,2009-04-19,3354.0347496146037
567,2009-04-20,5184.701940096742
568,2009-04-21,3946.200920804303
569,2009-04-22,5306.80460137104
570,2009-04-23,6881.405294262695
571,2009-04-24,7758.93387466816
572,2009-04-25,6338.647461037549
573,2009-04-26,4141.989642666015
574,2009-04-27,7440.863979517663
575,2009-04-28,10013.707482229463
576,2009-04-29,10471.314775676234
577,2009-04-30,11189.510887002585
578,2009-05-01,10348.24021215835
579,2009-05-02,8252.52138711846
580,2009-05-03,6647.990070678366
581,2009-05-04,9093.930905448822
582,2009-05-05,9641.7465976407
583,2009-05-06,10110.024981711233
584,2009-05-07,10091.876194017545
585,2009-05-08,10166.55399123175
586,2009-05-09,9241.83856414086
587,2009-05-10,8601.116947979504
588,2009-05-11,8080.45501513702
589,2009-05-12,7720.950347280858
590,2009-05-13,6308.419316572218
591,2009-05-14,5089.038987660036
592,2009-05-15,4584.641541889661
593,2009-05-16,3287.6677085637316
594,2009-05-17,1770.8059442975548
595,2009-05-18,1268.6894936614253
596,2009-05-19,0.0
597,2009-05-20,0.0
598,2009-05-21,0.0
599,2009-05-22,0.0
600,2009-05-23,0.0
601,2009-05-24,0.0
602,2009-05-25,0.0
603,2009-05-26,0.0
604,2009-05-27,0.0
605,2009-05-28,0.0
606,2009-05-29,0.0
607,2009-05-30,0.0
608,2009-05-31,0.0
609,2009-06-01,65.51414720328437
610,2009-06-02,113.83157456846807
611,2009-06-03,50.97528256507442
612,2009-06-04,0.0
613,2009-06-05,0.0
614,2009-06-06,0.0
615,2009-06-07,0.0
616,2009-06-08,0.0
617,2009-06-09,0.0
618,2009-06-10,0.0
619,2009-06-11,0.0
620,2009-06-12,0.0
621,2009-06-13,0.0
622,2009-06-14,0.0
623,2009-06-15,0.0
624,2009-06-16,25.785162386094626
625,2009-06-17,32.509139347921
626,2009-06-18,0.0
627,2009-06-19,10.512412357777993
628,2009-06-20,162.64487045056265
629,2009-06-21,0.0
630,2009-06-22,0.0
631,2009-06-23,0.0
632,2009-06-24,0.0
633,2009-06-25,0.0
634,2009-06-26,245.95077966403994
635,2009-06-27,67.43811701040957
636,2009-06-28,113.05801966793138
637,2009-06-29,222.14909135129878
638,2009-06-30,0.0
639,2009-07-01,0.0
640,2009-07-02,0.0
641,2009-07-03,537.5214620423517
642,2009-07-04,466.1163970230567
643,2009-07-05,325.28974089567726
644,2009-07-06,101.1571755520965
645,2009-07-07,10.512412357777993
646,2009-07-08,61.487694920971556
647,2009-07-09,0.5752074686331355
648,2009-07-10,59.623229334869144
649,2009-07-11,0.0
650,2009-07-12,146.77707818529686
651,2009-07-13,150.94237367310697
652,2009-07-14,0.0
653,2009-07-15,464.13292295333525
654,2009-07-16,37.68600656561922
655,2009-07-17,449.45521511047116
656,2009-07-18,354.0104448303296
657,2009-07-19,156.69444835178518
658,2009-07-20,111.47124047304212
659,2009-07-21,341.15753312034246
660,2009-07-22,336.19884804591885
661,2009-07-23,287.6037343165678
662,2009-07-24,563.3066244545189
663,2009-07-25,970.6130164893341
664,2009-07-26,456.1990268153193
665,2009-07-27,374.87659162979537
666,2009-07-28,4460.57524120669
667,2009-07-29,6340.769777961696
668,2009-07-30,6064.47184575698
669,2009-07-31,3635.707896407044
670,2009-08-01,3359.4099644280313
671,2009-08-02,1831.5399191081622
672,2009-08-03,2515.124409028448
673,2009-08-04,2333.25967488464
674,2009-08-05,1101.502467692157
675,2009-08-06,526.4536769814031
676,2009-08-07,328.40379510892495
677,2009-08-08,383.7625552797898
678,2009-08-09,388.7609098348088
679,2009-08-10,374.8765916264228
680,2009-08-11,444.298182668353
681,2009-08-12,138.84318208386028
682,2009-08-13,130.90928596478258
683,2009-08-14,198.34740297694327
684,2009-08-15,43.63642865492752
685,2009-08-16,216.19866924486817
686,2009-08-17,198.34740297694327
687,2009-08-18,81.32243522054674
688,2009-08-19,212.2317211853293
689,2009-08-20,705.9382419352385
690,2009-08-21,267.76899401887346
691,2009-08-22,309.42194864403154
692,2009-08-23,436.5427992119548
693,2009-08-24,607.3000784348047
694,2009-08-25,569.2570465438271
695,2009-08-26,572.6289523944353
696,2009-08-27,481.38914702504127
697,2009-08-28,565.2900984842884
698,2009-08-29,521.4553224263839
699,2009-08-30,499.835455501897
700,2009-08-31,353.05837729895904
701,2009-09-01,331.2401629714953
702,2009-09-02,453.81885801124616
703,2009-09-03,589.4488121668801
704,2009-09-04,480.0007152042028
705,2009-09-05,587.1083128117521
706,2009-09-06,0.0
707,2009-09-07,124.1654742635665
708,2009-09-08,81.32243522054674
709,2009-09-09,305.4550005844926
710,2009-09-10,394.71133192411713
711,2009-09-11,404.6287020729643
712,2009-09-12,444.298182668353
713,2009-09-13,200.3308770067127
714,2009-09-14,285.6202602867983
715,2009-09-15,309.42194864403154
716,2009-09-16,339.05505064878685
717,2009-09-17,403.2402702521257
718,2009-09-18,488.9263483381652
719,2009-09-19,836.5301720552583
720,2009-09-20,495.86850744235824
721,2009-09-21,753.7201313123844
722,2009-09-22,674.3811701216072
723,2009-09-23,501.8189295316665
724,2009-09-24,634.7116895262184
725,2009-09-25,690.0506149567857
726,2009-09-26,608.926527139216
727,2009-09-27,547.4388322163635
728,2009-09-28,591.075260871291
729,2009-09-29,556.1661179473489
730,2009-09-30,656.5299038536823
731,2009-10-01,805.2904560863897
732,2009-10-02,725.9514948956123
733,2009-10-03,708.1002286276876
734,2009-10-04,641.4555012274345
735,2009-10-05,1077.105737125993
736,2009-10-06,608.1331375273082
737,2009-10-07,277.68636416772057
738,2009-10-08,355.04185132872846
739,2009-10-09,481.9841892339722
740,2009-10-10,493.8850334125888
741,2009-10-11,446.2816566981224
742,2009-10-12,640.6621116155268
743,2009-10-13,480.0007152042028
744,2009-10-14,704.1332805322178
