date,C43RO_cmd,C43RO
1/31/2008,193389.9587,79.04516129
2/29/2008,399382.3668,163.2413793
3/31/2008,207177.5957,84.68064516
4/30/2008,587471.7201,240.12
5/31/2008,27464.78355,11.22580645
6/30/2008,1263982.48,516.6333333
7/31/2008,4918406.066,2010.322581
8/31/2008,14361003.85,5869.83871
9/30/2008,6195463.256,2532.3
10/31/2008,3743891.96,1530.258065
11/30/2008,307616.0987,125.7333333
12/31/2008,544639.2853,222.6129032
1/31/2009,107175.7933,43.80645161
2/28/2009,165405.9825,67.60714286
3/31/2009,31963.3257,13.06451614
4/30/2009,5871.781299,2.399999995
5/31/2009,1818910.536,743.4516129
6/30/2009,4338593.969,1773.333333
7/31/2009,7511476.242,3070.2
8/31/2009,6602991.712,2698.870968
9/30/2009,6293163.173,2572.233333
10/31/2009,472820.4548,193.2580645
11/30/2009,131054.8968,53.56666666
12/31/2009,1335830.248,546
1/31/2010,732630.9934,299.4516129
2/28/2010,676390.7608,276.4642857
3/31/2010,4347327.98,1776.903226
4/30/2010,4090755.866,1672.033333
5/31/2010,3855487.374,1575.870968
6/30/2010,3578606.051,1462.7
7/31/2010,7705134.535,3149.354839
8/31/2010,5404090.773,2208.83871
9/30/2010,3168070.675,1294.9
10/31/2010,82078.66346,33.54838709
11/30/2010,292365.7777,119.5
12/31/2010,282303.2493,115.3870968
1/31/2011,516622.0492,211.1612903
2/28/2011,213900.6049,87.42857143
3/31/2011,403448.1998,164.9032258
4/30/2011,71521.55846,29.23333333
5/31/2011,184045.6185,75.22580645
6/30/2011,1109375.216,453.44
7/31/2011,4233128.148,1730.225806
8/31/2011,5610392.337,2293.16129
9/30/2011,5098989.648,2084.133333
10/31/2011,5449076.194,2227.225806
11/30/2011,2481561.577,1014.3
12/31/2011,199040.759,81.35483872
1/31/2012,192174.563,78.54838709
2/29/2012,218757.5998,89.41379313
3/31/2012,26675.56563,10.90322581
4/30/2012,364458.2039,148.9666667
5/31/2012,772012.9675,315.5483871
6/30/2012,1183816.354,483.8666667
7/31/2012,2178872.828,890.5806452
8/31/2012,6194397.812,2531.864516
9/30/2012,8525663.358,3484.733333
10/31/2012,5505268.51,2250.193548
11/30/2012,194176.5459,79.36666668
12/31/2012,482922.4441,197.3870968
1/31/2013,448196.8558,183.1935484
2/28/2013,933543.3263,381.5714286
3/31/2013,364934.3654,149.1612903
4/30/2013,743351.2035,303.8333334
5/31/2013,1602191.296,654.8709677
6/30/2013,6474780.631,2646.466667
7/31/2013,14609915.29,5971.57742
8/31/2013,12068728.3,4932.906452
9/30/2013,11166986.32,4564.333333
10/31/2013,2812141.286,1149.419355
11/30/2013,403440.3075,164.9
12/31/2013,370064.2818,151.2580645
1/31/2014,480002.3378,196.1935484
2/28/2014,1487430.554,607.9642857
3/31/2014,825679.786,337.483871
4/30/2014,359809.7103,147.0666667
5/31/2014,347098.0404,141.8709677
6/30/2014,1793666.085,733.1333333
7/31/2014,3170840.83,1296.032258
8/31/2014,4770427.706,1949.83871
9/30/2014,6482120.357,2649.466667
10/31/2014,2965802.015,1212.225806
11/30/2014,818705.7303,334.6333333
12/31/2014,779194.8506,318.483871
1/31/2015,634531.2062,259.3548387
2/28/2015,491499.5517,200.8928572
3/31/2015,418837.9492,171.1935484
4/30/2015,1828081.248,747.2
5/31/2015,344888.2302,140.9677419
6/30/2015,1759332.475,719.1
7/31/2015,2759895.06,1128.064516
8/31/2015,5304570.393,2168.16129
9/30/2015,7172731.547,2931.743333
10/31/2015,918649.6567,375.483871
11/30/2015,668812.2018,273.3666667
12/31/2015,1752300.544,716.2258064
1/31/2016,7794158.316,3185.741935
2/29/2016,5507747.742,2251.206896
3/31/2016,1068522.14,436.7419356
4/30/2016,442096.2012,180.7
5/31/2016,3347388.878,1368.193548
6/30/2016,7350002.256,3004.2
7/31/2016,4451267.98,1819.387097
8/31/2016,5101899.232,2085.322581
