date,OP
5/14/2010,77.17612732
5/15/2010,77.14244032
5/16/2010,77.10875332
5/17/2010,77.07506631
5/18/2010,77.04137931
5/19/2010,76.41851852
5/20/2010,74.97037037
5/21/2010,73.52222222
5/22/2010,72.07407407
5/23/2010,70.62592593
5/24/2010,69.17777778
5/25/2010,67.72962963
5/26/2010,66.28148148
5/27/2010,64.83333333
5/28/2010,63.38518519
5/29/2010,61.93703704
5/30/2010,60.48888889
5/31/2010,59.04074074
6/1/2010,57.59259259
6/2/2010,56.14444444
6/3/2010,54.6962963
6/4/2010,53.24814815
6/5/2010,51.8
6/6/2010,50.35185185
6/7/2010,48.9037037
6/8/2010,47.45555556
6/9/2010,46.00740741
6/10/2010,44.55925926
6/11/2010,43.11111111
6/12/2010,41.66296296
6/13/2010,40.21481481
6/14/2010,38.76666667
6/15/2010,37.78928571
6/16/2010,37.58490946
6/17/2010,37.3805332
6/18/2010,37.17615694
6/19/2010,36.97178068
6/20/2010,36.76740443
6/21/2010,36.56302817
6/22/2010,36.35865191
6/23/2010,36.15427565
6/24/2010,35.9498994
6/25/2010,35.74552314
6/26/2010,35.54114688
6/27/2010,35.33677062
6/28/2010,35.13239437
6/29/2010,34.92801811
6/30/2010,34.72364185
7/1/2010,34.51926559
7/2/2010,34.31488934
7/3/2010,34.11051308
7/4/2010,33.90613682
7/5/2010,33.70176056
7/6/2010,33.49738431
7/7/2010,33.29300805
7/8/2010,33.08863179
7/9/2010,32.88425553
7/10/2010,32.67987928
7/11/2010,32.47550302
7/12/2010,32.27112676
7/13/2010,32.27384306
7/14/2010,32.51028029
7/15/2010,32.74671751
7/16/2010,32.98315474
7/17/2010,33.21959197
7/18/2010,33.4560292
7/19/2010,33.69246643
7/20/2010,33.92890365
7/21/2010,34.16534088
7/22/2010,34.40177811
7/23/2010,34.63821534
7/24/2010,34.87465257
7/25/2010,35.11108979
7/26/2010,35.34752702
7/27/2010,35.58396425
7/28/2010,35.82040148
7/29/2010,36.05683871
7/30/2010,36.29327593
7/31/2010,36.52971316
8/1/2010,36.76615039
8/2/2010,37.00258762
8/3/2010,37.23902485
8/4/2010,37.47546207
8/5/2010,37.7118993
8/6/2010,37.94833653
8/7/2010,38.18477376
8/8/2010,38.42121099
8/9/2010,38.65764821
8/10/2010,38.89408544
8/11/2010,39.13052267
