date,NH4,NO,DIN
4/22/2008,0.011344595,0.147998255,159.3428499
4/23/2008,0.011752252,0.14826843,160.0206827
4/24/2008,0.01215991,0.148538606,160.6985154
4/25/2008,0.012567568,0.148808781,161.3763482
4/26/2008,0.012975225,0.149078956,162.0541809
4/27/2008,0.013382883,0.149349131,162.7320137
4/28/2008,0.013790541,0.149619306,163.4098465
4/29/2008,0.014198198,0.149889481,164.0876792
4/30/2008,0.014605856,0.150159656,164.765512
5/1/2008,0.015013514,0.150429831,165.4433448
5/2/2008,0.015421171,0.150700006,166.1211775
5/3/2008,0.015828829,0.150970181,166.7990103
5/4/2008,0.016236486,0.151240357,167.476843
5/5/2008,0.016644144,0.151510532,168.1546758
5/6/2008,0.017051802,0.151780707,168.8325086
5/7/2008,0.017459459,0.152050882,169.5103413
5/8/2008,0.017867117,0.152321057,170.1881741
5/9/2008,0.018274775,0.152591232,170.8660069
5/10/2008,0.018682432,0.152861407,171.5438396
5/11/2008,0.01909009,0.153131582,172.2216724
5/12/2008,0.019497748,0.153401757,172.8995051
5/13/2008,0.019905405,0.153671932,173.5773379
5/14/2008,0.020313063,0.153942108,174.2551707
5/15/2008,0.020720721,0.154212283,174.9330034
5/16/2008,0.021128378,0.154482458,175.6108362
5/17/2008,0.021536036,0.154752633,176.288669
5/18/2008,0.021943694,0.155022808,176.9665017
5/19/2008,0.022351351,0.155292983,177.6443345
5/20/2008,0.022759009,0.155563158,178.3221672
5/21/2008,0.023166667,0.155833333,179
5/22/2008,0.022368421,0.150083333,172.4517544
5/23/2008,0.021570175,0.144333333,165.9035088
5/24/2008,0.02077193,0.138583333,159.3552632
5/25/2008,0.019973684,0.132833333,152.8070175
5/26/2008,0.019175439,0.127083333,146.2587719
5/27/2008,0.018377193,0.121333333,139.7105263
5/28/2008,0.017578947,0.115583333,133.1622807
5/29/2008,0.016780702,0.109833333,126.6140351
5/30/2008,0.015982456,0.104083333,120.0657895
5/31/2008,0.015184211,0.098333333,113.5175439
6/1/2008,0.014385965,0.092583333,106.9692982
6/2/2008,0.013587719,0.086833333,100.4210526
6/3/2008,0.012789474,0.081083333,93.87280702
6/4/2008,0.011991228,0.075333333,87.3245614
6/5/2008,0.011192982,0.069583333,80.77631579
6/6/2008,0.010394737,0.063833333,74.22807018
6/7/2008,0.009596491,0.058083333,67.67982456
6/8/2008,0.008798246,0.052333333,61.13157895
6/9/2008,0.008,0.046583333,54.58333333
6/10/2008,0.008206349,0.046590873,54.79722222
6/11/2008,0.008412698,0.046598413,55.01111111
6/12/2008,0.008619048,0.046605952,55.225
6/13/2008,0.008825397,0.046613492,55.43888889
6/14/2008,0.009031746,0.046621032,55.65277778
6/15/2008,0.009238095,0.046628571,55.86666667
6/16/2008,0.009444444,0.046636111,56.08055556
6/17/2008,0.009650794,0.046643651,56.29444444
6/18/2008,0.009857143,0.04665119,56.50833333
6/19/2008,0.010063492,0.04665873,56.72222222
6/20/2008,0.010269841,0.04666627,56.93611111
6/21/2008,0.01047619,0.04667381,57.15
6/22/2008,0.01068254,0.046681349,57.36388889
6/23/2008,0.010888889,0.046688889,57.57777778
6/24/2008,0.011095238,0.046696429,57.79166667
6/25/2008,0.011301587,0.046703968,58.00555556
6/26/2008,0.011507937,0.046711508,58.21944444
6/27/2008,0.011714286,0.046719048,58.43333333
6/28/2008,0.011920635,0.046726587,58.64722222
6/29/2008,0.012126984,0.046734127,58.86111111
6/30/2008,0.012333333,0.046741667,59.075
7/1/2008,0.012539683,0.046749206,59.28888889
7/2/2008,0.012746032,0.046756746,59.50277778
7/3/2008,0.012952381,0.046764286,59.71666667
7/4/2008,0.01315873,0.046771825,59.93055556
7/5/2008,0.013365079,0.046779365,60.14444444
7/6/2008,0.013571429,0.046786905,60.35833333
7/7/2008,0.013777778,0.046794444,60.57222222
7/8/2008,0.013984127,0.046801984,60.78611111
7/9/2008,0.014190476,0.046809524,61
7/10/2008,0.014396825,0.046817063,61.21388889
7/11/2008,0.014603175,0.046824603,61.42777778
7/12/2008,0.014809524,0.046832143,61.64166667
7/13/2008,0.015015873,0.046839683,61.85555556
7/14/2008,0.015222222,0.046847222,62.06944444
7/15/2008,0.015428571,0.046854762,62.28333333
7/16/2008,0.015634921,0.046862302,62.49722222
7/17/2008,0.01584127,0.046869841,62.71111111
7/18/2008,0.016047619,0.046877381,62.925
7/19/2008,0.016253968,0.046884921,63.13888889
7/20/2008,0.016460317,0.04689246,63.35277778
7/21/2008,0.016666667,0.0469,63.56666667
7/22/2008,0.016338095,0.04732619,63.66428571
7/23/2008,0.016009524,0.047752381,63.76190476
7/24/2008,0.015680952,0.048178571,63.85952381
7/25/2008,0.015352381,0.048604762,63.95714286
7/26/2008,0.01502381,0.049030952,64.0547619
7/27/2008,0.014695238,0.049457143,64.15238095
7/28/2008,0.014366667,0.049883333,64.25
7/29/2008,0.014038095,0.050309524,64.34761905
7/30/2008,0.013709524,0.050735714,64.4452381
7/31/2008,0.013380952,0.051161905,64.54285714
8/1/2008,0.013052381,0.051588095,64.64047619
8/2/2008,0.01272381,0.052014286,64.73809524
8/3/2008,0.012395238,0.052440476,64.83571429
8/4/2008,0.012066667,0.052866667,64.93333333
8/5/2008,0.011738095,0.053292857,65.03095238
8/6/2008,0.011409524,0.053719048,65.12857143
8/7/2008,0.011080952,0.054145238,65.22619048
8/8/2008,0.010752381,0.054571429,65.32380952
8/9/2008,0.01042381,0.054997619,65.42142857
8/10/2008,0.010095238,0.05542381,65.51904762
8/11/2008,0.009766667,0.05585,65.61666667
8/12/2008,0.00975036,0.059665245,69.41560539
8/13/2008,0.009734053,0.063480491,73.21454411
8/14/2008,0.009717746,0.067295736,77.01348283
8/15/2008,0.00970144,0.071110982,80.81242156
8/16/2008,0.009685133,0.074926227,84.61136028
8/17/2008,0.009668826,0.078741473,88.410299
8/18/2008,0.009652519,0.082556718,92.20923773
8/19/2008,0.009636213,0.086371964,96.00817645
8/20/2008,0.009619906,0.090187209,99.80711517
8/21/2008,0.009603599,0.094002455,103.6060539
8/22/2008,0.009587292,0.0978177,107.4049926
