date,S65E_NH4
5/25/2011,8
5/26/2011,7.857143
5/27/2011,7.714286
5/28/2011,7.571429
5/29/2011,7.428571
5/30/2011,7.285714
5/31/2011,7.142857
6/1/2011,7
6/2/2011,6.857143
6/3/2011,6.714286
6/4/2011,6.571429
6/5/2011,6.428571
6/6/2011,6.285714
6/7/2011,6.142857
6/8/2011,6
6/9/2011,6.071429
6/10/2011,6.142857
6/11/2011,6.214286
6/12/2011,6.285714
6/13/2011,6.357143
6/14/2011,6.428571
6/15/2011,6.5
6/16/2011,6.571429
6/17/2011,6.642857
6/18/2011,6.714286
6/19/2011,6.785714
6/20/2011,6.857143
6/21/2011,6.928571
6/22/2011,7
6/23/2011,7.071429
6/24/2011,7.142857
6/25/2011,7.214286
6/26/2011,7.285714
6/27/2011,7.357143
6/28/2011,7.428571
6/29/2011,7.5
6/30/2011,7.571429
7/1/2011,7.642857
7/2/2011,7.714286
7/3/2011,7.785714
7/4/2011,7.857143
7/5/2011,7.928571
7/6/2011,8
7/7/2011,21.857143
7/8/2011,35.714286
7/9/2011,49.571429
7/10/2011,63.428571
7/11/2011,77.285714
7/12/2011,91.142857
7/13/2011,105
7/14/2011,118.857143
7/15/2011,132.714286
7/16/2011,146.571429
7/17/2011,160.428571
7/18/2011,174.285714
7/19/2011,188.142857
7/20/2011,202
7/21/2011,203.071429
7/22/2011,204.142857
7/23/2011,205.214286
7/24/2011,206.285714
7/25/2011,207.357143
7/26/2011,208.428571
7/27/2011,209.5
7/28/2011,210.571429
7/29/2011,211.642857
7/30/2011,212.714286
7/31/2011,213.785714
8/1/2011,214.857143
8/2/2011,215.928571
8/3/2011,217
8/4/2011,223.5
8/5/2011,230
8/6/2011,236.5
8/7/2011,243
8/8/2011,249.5
8/9/2011,256
8/10/2011,262.5
8/11/2011,269
8/12/2011,275.5
8/13/2011,282
8/14/2011,288.5
8/15/2011,295
8/16/2011,301.5
8/17/2011,308
8/18/2011,294.857143
8/19/2011,281.714286
8/20/2011,268.571429
8/21/2011,255.428571
8/22/2011,242.285714
8/23/2011,229.142857
8/24/2011,216
8/25/2011,208.714286
8/26/2011,201.428571
8/27/2011,194.142857
8/28/2011,186.857143
8/29/2011,179.571429
8/30/2011,172.285714
8/31/2011,165
9/1/2011,156.52381
9/2/2011,148.047619
9/3/2011,139.571429
9/4/2011,131.095238
9/5/2011,122.619048
9/6/2011,114.142857
9/7/2011,105.666667
9/8/2011,97.190476
9/9/2011,88.714286
9/10/2011,80.238095
9/11/2011,71.761905
9/12/2011,63.285714
9/13/2011,54.809524
9/14/2011,46.333333
9/15/2011,57.738095
9/16/2011,69.142857
9/17/2011,80.547619
9/18/2011,91.952381
9/19/2011,103.357143
9/20/2011,114.761905
9/21/2011,126.166667
9/22/2011,137.571428
9/23/2011,148.97619
9/24/2011,160.380952
9/25/2011,171.785714
9/26/2011,183.190476
9/27/2011,194.595238
9/28/2011,206
9/29/2011,197.428571
9/30/2011,188.857143
10/1/2011,180.285714
10/2/2011,171.714286
10/3/2011,163.142857
10/4/2011,154.571429
10/5/2011,146
10/6/2011,137.428571
10/7/2011,128.857143
10/8/2011,120.285714
10/9/2011,111.714286
10/10/2011,103.142857
10/11/2011,94.571429
10/12/2011,86
10/13/2011,82.142857
10/14/2011,78.285714
10/15/2011,74.428571
10/16/2011,70.571429
10/17/2011,66.714286
10/18/2011,62.857143
10/19/2011,59
10/20/2011,55.142857
10/21/2011,51.285714
10/22/2011,47.428571
10/23/2011,43.571429
10/24/2011,39.714286
10/25/2011,35.857143
10/26/2011,32
10/27/2011,35.166667
10/28/2011,38.333333
10/29/2011,41.5
10/30/2011,44.666667
10/31/2011,47.833333
11/1/2011,51
11/2/2011,54.166667
11/3/2011,57.333333
11/4/2011,60.5
11/5/2011,63.666667
11/6/2011,66.833333
11/7/2011,70
11/8/2011,69.333333
11/9/2011,68.666667
11/10/2011,68
11/11/2011,67.333333
11/12/2011,66.666667
11/13/2011,66
11/14/2011,65.333333
11/15/2011,64.666667
11/16/2011,64
11/17/2011,67.666667
11/18/2011,71.333333
11/19/2011,75
11/20/2011,78.666667
11/21/2011,82.333333
11/22/2011,86
11/23/2011,83.933333
11/24/2011,81.866667
11/25/2011,79.8
11/26/2011,77.733333
11/27/2011,75.666667
11/28/2011,73.6
11/29/2011,71.533333
11/30/2011,69.466667
12/1/2011,67.4
12/2/2011,65.333333
12/3/2011,63.266667
12/4/2011,61.2
12/5/2011,59.133333
12/6/2011,57.066667
12/7/2011,55
12/8/2011,53.714286
12/9/2011,52.428571
12/10/2011,51.142857
12/11/2011,49.857143
12/12/2011,48.571429
12/13/2011,47.285714
12/14/2011,46
12/15/2011,44.714286
12/16/2011,43.428571
12/17/2011,42.142857
12/18/2011,40.857143
12/19/2011,39.571429
12/20/2011,38.285714
12/21/2011,37
12/22/2011,37.142857
12/23/2011,37.285714
12/24/2011,37.428571
12/25/2011,37.571429
12/26/2011,37.714286
12/27/2011,37.857143
12/28/2011,38
12/29/2011,38.142857
12/30/2011,38.285714
12/31/2011,38.428571
1/1/2012,38.571429
1/2/2012,38.714286
1/3/2012,38.857143
1/4/2012,39
1/5/2012,40.071429
1/6/2012,41.142857
1/7/2012,42.214286
1/8/2012,43.285714
1/9/2012,44.357143
1/10/2012,45.428571
1/11/2012,46.5
1/12/2012,47.571429
1/13/2012,48.642857
1/14/2012,49.714286
1/15/2012,50.785714
1/16/2012,51.857143
1/17/2012,52.928571
1/18/2012,54
1/19/2012,54.714286
1/20/2012,55.428571
1/21/2012,56.142857
1/22/2012,56.857143
1/23/2012,57.571429
1/24/2012,58.285714
1/25/2012,59
1/26/2012,59.714286
1/27/2012,60.428571
1/28/2012,61.142857
1/29/2012,61.857143
1/30/2012,62.571429
1/31/2012,63.285714
2/1/2012,64
2/2/2012,61.571429
2/3/2012,59.142857
2/4/2012,56.714286
2/5/2012,54.285714
2/6/2012,51.857143
2/7/2012,49.428571
2/8/2012,47
2/9/2012,44.571429
2/10/2012,42.142857
2/11/2012,39.714286
2/12/2012,37.285714
2/13/2012,34.857143
2/14/2012,32.428571
2/15/2012,30
2/16/2012,28.142857
2/17/2012,26.285714
2/18/2012,24.428571
2/19/2012,22.571429
2/20/2012,20.714286
2/21/2012,18.857143
2/22/2012,17
2/23/2012,21
2/24/2012,25
2/25/2012,29
2/26/2012,33
2/27/2012,37
2/28/2012,41
2/29/2012,45
3/1/2012,43.714286
3/2/2012,42.428571
3/3/2012,41.142857
3/4/2012,39.857143
3/5/2012,38.571429
3/6/2012,37.285714
3/7/2012,36
3/8/2012,34.714286
3/9/2012,33.428571
3/10/2012,32.142857
3/11/2012,30.857143
3/12/2012,29.571429
3/13/2012,28.285714
3/14/2012,27
3/15/2012,30.142857
3/16/2012,33.285714
3/17/2012,36.428571
3/18/2012,39.571429
3/19/2012,42.714286
3/20/2012,45.857143
3/21/2012,49
3/22/2012,52.142857
3/23/2012,55.285714
3/24/2012,58.428571
3/25/2012,61.571429
3/26/2012,64.714286
3/27/2012,67.857143
3/28/2012,71
3/29/2012,68.357143
3/30/2012,65.714286
3/31/2012,63.071429
4/1/2012,60.428571
4/2/2012,57.785714
4/3/2012,55.142857
4/4/2012,52.5
4/5/2012,49.857143
4/6/2012,47.214286
4/7/2012,44.571429
4/8/2012,41.928571
4/9/2012,39.285714
4/10/2012,36.642857
4/11/2012,34
4/12/2012,32.642857
4/13/2012,31.285714
4/14/2012,29.928571
4/15/2012,28.571429
4/16/2012,27.214286
4/17/2012,25.857143
4/18/2012,24.5
4/19/2012,23.142857
4/20/2012,21.785714
4/21/2012,20.428571
4/22/2012,19.071429
4/23/2012,17.714286
4/24/2012,16.357143
4/25/2012,15
4/26/2012,14.714286
4/27/2012,14.428571
4/28/2012,14.142857
4/29/2012,13.857143
4/30/2012,13.571429
5/1/2012,13.285714
5/2/2012,13
5/3/2012,12.714286
5/4/2012,12.428571
5/5/2012,12.142857
5/6/2012,11.857143
5/7/2012,11.571429
5/8/2012,11.285714
5/9/2012,11
5/10/2012,10.857143
5/11/2012,10.714286
5/12/2012,10.571429
5/13/2012,10.428571
5/14/2012,10.285714
5/15/2012,10.142857
5/16/2012,10
5/17/2012,10.714286
5/18/2012,11.428571
5/19/2012,12.142857
5/20/2012,12.857143
5/21/2012,13.571429
5/22/2012,14.285714
5/23/2012,15
5/24/2012,14.642857
5/25/2012,14.285714
5/26/2012,13.928571
5/27/2012,13.571429
5/28/2012,13.214286
5/29/2012,12.857143
5/30/2012,12.5
5/31/2012,12.142857
6/1/2012,11.785714
6/2/2012,11.428571
6/3/2012,11.071429
6/4/2012,10.714286
6/5/2012,10.357143
6/6/2012,10
6/7/2012,10.642857
6/8/2012,11.285714
6/9/2012,11.928571
6/10/2012,12.571429
6/11/2012,13.214286
6/12/2012,13.857143
6/13/2012,14.5
6/14/2012,15.142857
6/15/2012,15.785714
6/16/2012,16.428571
6/17/2012,17.071429
6/18/2012,17.714286
6/19/2012,18.357143
6/20/2012,19
6/21/2012,25.238095
6/22/2012,31.47619
6/23/2012,37.714286
6/24/2012,43.952381
6/25/2012,50.190476
6/26/2012,56.428571
6/27/2012,62.666667
6/28/2012,68.904762
6/29/2012,75.142857
6/30/2012,81.380952
7/1/2012,87.619048
7/2/2012,93.857143
7/3/2012,100.095238
7/4/2012,106.333333
7/5/2012,112.571429
7/6/2012,118.809524
7/7/2012,125.047619
7/8/2012,131.285714
7/9/2012,137.52381
7/10/2012,143.761905
7/11/2012,150
7/12/2012,153.571429
7/13/2012,157.142857
7/14/2012,160.714286
7/15/2012,164.285714
7/16/2012,167.857143
7/17/2012,171.428571
7/18/2012,175
7/19/2012,178.571429
7/20/2012,182.142857
7/21/2012,185.714286
7/22/2012,189.285714
7/23/2012,192.857143
7/24/2012,196.428571
7/25/2012,200
7/26/2012,192.107143
7/27/2012,184.214286
7/28/2012,176.321429
7/29/2012,168.428571
7/30/2012,160.535714
7/31/2012,152.642857
8/1/2012,144.75
8/2/2012,136.857143
8/3/2012,128.964286
8/4/2012,121.071429
8/5/2012,113.178571
8/6/2012,105.285714
8/7/2012,97.392857
8/8/2012,89.5
8/9/2012,89.964286
8/10/2012,90.428571
8/11/2012,90.892857
8/12/2012,91.357143
8/13/2012,91.821429
8/14/2012,92.285714
8/15/2012,92.75
8/16/2012,93.214286
8/17/2012,93.678571
8/18/2012,94.142857
8/19/2012,94.607143
8/20/2012,95.071429
8/21/2012,95.535714
8/22/2012,96
8/23/2012,96.428571
8/24/2012,96.857143
8/25/2012,97.285714
8/26/2012,97.714286
8/27/2012,98.142857
8/28/2012,98.571429
8/29/2012,99
8/30/2012,99.428571
8/31/2012,99.857143
9/1/2012,100.285714
9/2/2012,100.714286
9/3/2012,101.142857
9/4/2012,101.571429
9/5/2012,102
9/6/2012,105
9/7/2012,108
9/8/2012,111
9/9/2012,114
9/10/2012,117
9/11/2012,120
9/12/2012,123
9/13/2012,126
9/14/2012,129
9/15/2012,132
9/16/2012,135
9/17/2012,138
9/18/2012,141
9/19/2012,144
9/20/2012,141.285714
9/21/2012,138.571429
9/22/2012,135.857143
9/23/2012,133.142857
9/24/2012,130.428571
9/25/2012,127.714286
9/26/2012,125
9/27/2012,122.285714
9/28/2012,119.571429
9/29/2012,116.857143
9/30/2012,114.142857
10/1/2012,111.428571
10/2/2012,108.714286
10/3/2012,106
10/4/2012,105.928571
10/5/2012,105.857143
10/6/2012,105.785714
10/7/2012,105.714286
10/8/2012,105.642857
10/9/2012,105.571429
10/10/2012,105.5
10/11/2012,105.428571
10/12/2012,105.357143
10/13/2012,105.285714
10/14/2012,105.214286
10/15/2012,105.142857
10/16/2012,105.071429
10/17/2012,105
10/18/2012,115.428571
10/19/2012,125.857143
10/20/2012,136.285714
10/21/2012,146.714286
10/22/2012,157.142857
10/23/2012,167.571429
10/24/2012,178
10/25/2012,188.428571
10/26/2012,198.857143
10/27/2012,209.285714
10/28/2012,219.714286
10/29/2012,230.142857
10/30/2012,240.571429
10/31/2012,251
11/1/2012,242.357143
11/2/2012,233.714286
11/3/2012,225.071429
11/4/2012,216.428571
11/5/2012,207.785714
11/6/2012,199.142857
11/7/2012,190.5
11/8/2012,181.857143
11/9/2012,173.214286
11/10/2012,164.571429
11/11/2012,155.928571
11/12/2012,147.285714
11/13/2012,138.642857
11/14/2012,130
11/15/2012,125.5
11/16/2012,121
11/17/2012,116.5
11/18/2012,112
11/19/2012,107.5
11/20/2012,103
11/21/2012,98.5
11/22/2012,94
11/23/2012,89.5
11/24/2012,85
11/25/2012,80.5
11/26/2012,76
11/27/2012,71.5
11/28/2012,67
11/29/2012,64.857143
11/30/2012,62.714286
12/1/2012,60.571429
12/2/2012,58.428571
12/3/2012,56.285714
12/4/2012,54.142857
12/5/2012,52
12/6/2012,55.714286
12/7/2012,59.428571
12/8/2012,63.142857
12/9/2012,66.857143
12/10/2012,70.571429
12/11/2012,74.285714
12/12/2012,78
12/13/2012,81.714286
12/14/2012,85.428571
12/15/2012,89.142857
12/16/2012,92.857143
12/17/2012,96.571429
12/18/2012,100.285714
12/19/2012,104
12/20/2012,102.857143
12/21/2012,101.714286
12/22/2012,100.571429
12/23/2012,99.428571
12/24/2012,98.285714
12/25/2012,97.142857
12/26/2012,96
12/27/2012,94.857143
12/28/2012,93.714286
12/29/2012,92.571429
12/30/2012,91.428571
12/31/2012,90.285714
1/1/2013,89.142857
1/2/2013,88
1/3/2013,83.428571
1/4/2013,78.857143
1/5/2013,74.285714
1/6/2013,69.714286
1/7/2013,65.142857
1/8/2013,60.571429
1/9/2013,56
1/10/2013,51.428571
1/11/2013,46.857143
1/12/2013,42.285714
1/13/2013,37.714286
1/14/2013,33.142857
1/15/2013,28.571429
1/16/2013,24
1/17/2013,24.857143
1/18/2013,25.714286
1/19/2013,26.571429
1/20/2013,27.428571
1/21/2013,28.285714
1/22/2013,29.142857
1/23/2013,30
1/24/2013,30.857143
1/25/2013,31.714286
1/26/2013,32.571429
1/27/2013,33.428571
1/28/2013,34.285714
1/29/2013,35.142857
1/30/2013,36
1/31/2013,35.428571
2/1/2013,34.857143
2/2/2013,34.285714
2/3/2013,33.714286
2/4/2013,33.142857
2/5/2013,32.571429
2/6/2013,32
2/7/2013,29.857143
2/8/2013,27.714286
2/9/2013,25.571429
2/10/2013,23.428571
2/11/2013,21.285714
2/12/2013,19.142857
2/13/2013,17
2/14/2013,16.714286
2/15/2013,16.428571
2/16/2013,16.142857
2/17/2013,15.857143
2/18/2013,15.571429
2/19/2013,15.285714
2/20/2013,15
2/21/2013,14.714286
2/22/2013,14.428571
2/23/2013,14.142857
2/24/2013,13.857143
2/25/2013,13.571429
2/26/2013,13.285714
2/27/2013,13
2/28/2013,15
3/1/2013,17
3/2/2013,19
3/3/2013,21
3/4/2013,23
3/5/2013,25
3/6/2013,27
3/7/2013,29
3/8/2013,31
3/9/2013,33
3/10/2013,35
3/11/2013,37
3/12/2013,39
3/13/2013,41
3/14/2013,38.857143
3/15/2013,36.714286
3/16/2013,34.571429
3/17/2013,32.428571
3/18/2013,30.285714
3/19/2013,28.142857
3/20/2013,26
3/21/2013,23.857143
3/22/2013,21.714286
3/23/2013,19.571429
3/24/2013,17.428571
3/25/2013,15.285714
3/26/2013,13.142857
3/27/2013,11
3/28/2013,11.642857
3/29/2013,12.285714
3/30/2013,12.928571
3/31/2013,13.571429
4/1/2013,14.214286
4/2/2013,14.857143
4/3/2013,15.5
4/4/2013,16.142857
4/5/2013,16.785714
4/6/2013,17.428571
4/7/2013,18.071429
4/8/2013,18.714286
4/9/2013,19.357143
4/10/2013,20
4/11/2013,19.285714
4/12/2013,18.571429
4/13/2013,17.857143
4/14/2013,17.142857
4/15/2013,16.428571
4/16/2013,15.714286
4/17/2013,15
4/18/2013,14.285714
4/19/2013,13.571429
4/20/2013,12.857143
4/21/2013,12.142857
4/22/2013,11.428571
4/23/2013,10.714286
4/24/2013,10
4/25/2013,10.035714
4/26/2013,10.071429
4/27/2013,10.107143
4/28/2013,10.142857
4/29/2013,10.178571
4/30/2013,10.214286
5/1/2013,10.25
5/2/2013,10.285714
5/3/2013,10.321429
5/4/2013,10.357143
5/5/2013,10.392857
5/6/2013,10.428571
5/7/2013,10.464286
5/8/2013,10.5
5/9/2013,10.392857
5/10/2013,10.285714
5/11/2013,10.178571
5/12/2013,10.071429
5/13/2013,9.964286
5/14/2013,9.857143
5/15/2013,9.75
5/16/2013,9.642857
5/17/2013,9.535714
5/18/2013,9.428571
5/19/2013,9.321429
5/20/2013,9.214286
5/21/2013,9.107143
5/22/2013,9
5/23/2013,9.142857
5/24/2013,9.285714
5/25/2013,9.428571
5/26/2013,9.571429
5/27/2013,9.714286
5/28/2013,9.857143
5/29/2013,10
5/30/2013,10.142857
5/31/2013,10.285714
6/1/2013,10.428571
6/2/2013,10.571429
6/3/2013,10.714286
6/4/2013,10.857143
6/5/2013,11
6/6/2013,21.428571
6/7/2013,31.857143
6/8/2013,42.285714
6/9/2013,52.714286
6/10/2013,63.142857
6/11/2013,73.571429
6/12/2013,84
6/13/2013,94.428571
6/14/2013,104.857143
6/15/2013,115.285714
6/16/2013,125.714286
6/17/2013,136.142857
6/18/2013,146.571429
6/19/2013,157
6/20/2013,154.846154
6/21/2013,152.692308
6/22/2013,150.538462
6/23/2013,148.384615
6/24/2013,146.230769
6/25/2013,144.076923
6/26/2013,141.923077
6/27/2013,139.769231
6/28/2013,137.615385
6/29/2013,135.461538
6/30/2013,133.307692
7/1/2013,131.153846
7/2/2013,129
7/3/2013,126.533333
7/4/2013,124.066667
7/5/2013,121.6
7/6/2013,119.133333
7/7/2013,116.666667
7/8/2013,114.2
7/9/2013,111.733333
7/10/2013,109.266667
7/11/2013,106.8
7/12/2013,104.333333
7/13/2013,101.866667
7/14/2013,99.4
7/15/2013,96.933333
7/16/2013,94.466667
7/17/2013,92
7/18/2013,90.642857
7/19/2013,89.285714
7/20/2013,87.928571
7/21/2013,86.571429
7/22/2013,85.214286
7/23/2013,83.857143
7/24/2013,82.5
7/25/2013,81.142857
7/26/2013,79.785714
7/27/2013,78.428571
7/28/2013,77.071429
7/29/2013,75.714286
7/30/2013,74.357143
7/31/2013,73
8/1/2013,71.857143
8/2/2013,70.714286
8/3/2013,69.571429
8/4/2013,68.428571
8/5/2013,67.285714
8/6/2013,66.142857
8/7/2013,65
8/8/2013,65.142857
8/9/2013,65.285714
8/10/2013,65.428571
8/11/2013,65.571429
8/12/2013,65.714286
8/13/2013,65.857143
8/14/2013,66
8/15/2013,70.428571
8/16/2013,74.857143
8/17/2013,79.285714
8/18/2013,83.714286
8/19/2013,88.142857
8/20/2013,92.571429
8/21/2013,97
8/22/2013,101.428571
8/23/2013,105.857143
8/24/2013,110.285714
8/25/2013,114.714286
8/26/2013,119.142857
8/27/2013,123.571429
8/28/2013,128
8/29/2013,126.714286
8/30/2013,125.428571
8/31/2013,124.142857
9/1/2013,122.857143
9/2/2013,121.571429
9/3/2013,120.285714
9/4/2013,119
9/5/2013,117.714286
9/6/2013,116.428571
9/7/2013,115.142857
9/8/2013,113.857143
9/9/2013,112.571429
9/10/2013,111.285714
9/11/2013,110
9/12/2013,113
9/13/2013,116
9/14/2013,119
9/15/2013,122
9/16/2013,125
9/17/2013,128
9/18/2013,131
9/19/2013,134
9/20/2013,137
9/21/2013,140
9/22/2013,143
9/23/2013,146
9/24/2013,149
9/25/2013,152
9/26/2013,149.214286
9/27/2013,146.428571
9/28/2013,143.642857
9/29/2013,140.857143
9/30/2013,138.071429
10/1/2013,135.285714
10/2/2013,132.5
10/3/2013,129.714286
10/4/2013,126.928571
10/5/2013,124.142857
10/6/2013,121.357143
10/7/2013,118.571429
10/8/2013,115.785714
10/9/2013,113
10/10/2013,110.928571
10/11/2013,108.857143
10/12/2013,106.785714
10/13/2013,104.714286
10/14/2013,102.642857
10/15/2013,100.571429
10/16/2013,98.5
10/17/2013,96.428571
10/18/2013,94.357143
10/19/2013,92.285714
10/20/2013,90.214286
10/21/2013,88.142857
10/22/2013,86.071429
10/23/2013,84
10/24/2013,80.5
10/25/2013,77
10/26/2013,73.5
10/27/2013,70
10/28/2013,66.5
10/29/2013,63
10/30/2013,59.5
10/31/2013,56
11/1/2013,52.5
11/2/2013,49
11/3/2013,45.5
11/4/2013,42
11/5/2013,32
11/6/2013,22
11/7/2013,21.714286
11/8/2013,21.428571
11/9/2013,21.142857
11/10/2013,20.857143
11/11/2013,20.571429
11/12/2013,20.285714
11/13/2013,20
11/14/2013,19.714286
11/15/2013,19.428571
11/16/2013,19.142857
11/17/2013,18.857143
11/18/2013,18.571429
11/19/2013,18.285714
11/20/2013,18
11/21/2013,19
11/22/2013,20
11/23/2013,21
11/24/2013,22
11/25/2013,23
11/26/2013,24
11/27/2013,25
11/28/2013,26
11/29/2013,27
11/30/2013,28
12/1/2013,29
12/2/2013,30
12/3/2013,31
12/4/2013,32
12/5/2013,32.071429
12/6/2013,32.142857
12/7/2013,32.214286
12/8/2013,32.285714
12/9/2013,32.357143
12/10/2013,32.428571
12/11/2013,32.5
12/12/2013,32.571429
12/13/2013,32.642857
12/14/2013,32.714286
12/15/2013,32.785714
12/16/2013,32.857143
12/17/2013,32.928571
12/18/2013,33
12/19/2013,32
12/20/2013,31
12/21/2013,30
12/22/2013,29
12/23/2013,28
12/24/2013,27
12/25/2013,26
12/26/2013,25
12/27/2013,24
12/28/2013,23
12/29/2013,22
12/30/2013,21
12/31/2013,20.5625
1/1/2014,20.125
1/2/2014,19.6875
1/3/2014,19.25
1/4/2014,18.8125
1/5/2014,18.375
1/6/2014,17.9375
1/7/2014,17.5
1/8/2014,17.0625
1/9/2014,16.625
1/10/2014,16.1875
1/11/2014,15.75
1/12/2014,15.3125
1/13/2014,14.875
1/14/2014,14.4375
1/15/2014,14
1/16/2014,13.428571
1/17/2014,12.857143
1/18/2014,12.285714
1/19/2014,11.714286
1/20/2014,11.142857
1/21/2014,10.571429
1/22/2014,10
1/23/2014,9.428571
1/24/2014,8.857143
1/25/2014,8.285714
1/26/2014,7.714286
1/27/2014,7.142857
1/28/2014,6.571429
1/29/2014,6
1/30/2014,9.2
1/31/2014,12.4
2/1/2014,15.6
2/2/2014,18.8
2/3/2014,22
2/4/2014,21.777778
2/5/2014,21.555556
2/6/2014,21.333333
2/7/2014,21.111111
2/8/2014,20.888889
2/9/2014,20.666667
2/10/2014,20.444444
2/11/2014,20.222222
2/12/2014,20
2/13/2014,19.928571
2/14/2014,19.857143
2/15/2014,19.785714
2/16/2014,19.714286
2/17/2014,19.642857
2/18/2014,19.571429
2/19/2014,19.5
2/20/2014,19.428571
2/21/2014,19.357143
2/22/2014,19.285714
2/23/2014,19.214286
2/24/2014,19.142857
2/25/2014,19.071429
2/26/2014,19
2/27/2014,20.357143
2/28/2014,21.714286
3/1/2014,23.071429
3/2/2014,24.428571
3/3/2014,25.785714
3/4/2014,27.142857
3/5/2014,28.5
3/6/2014,29.857143
3/7/2014,31.214286
3/8/2014,32.571429
3/9/2014,33.928571
3/10/2014,35.285714
3/11/2014,36.642857
3/12/2014,38
3/13/2014,39.857143
3/14/2014,41.714286
3/15/2014,43.571429
3/16/2014,45.428571
3/17/2014,47.285714
3/18/2014,49.142857
3/19/2014,51
3/20/2014,52.857143
3/21/2014,54.714286
3/22/2014,56.571429
3/23/2014,58.428571
3/24/2014,60.285714
3/25/2014,62.142857
3/26/2014,64
3/27/2014,61.071429
3/28/2014,58.142857
3/29/2014,55.214286
3/30/2014,52.285714
3/31/2014,49.357143
4/1/2014,46.428571
4/2/2014,43.5
4/3/2014,40.571429
4/4/2014,37.642857
4/5/2014,34.714286
4/6/2014,31.785714
4/7/2014,28.857143
4/8/2014,25.928571
4/9/2014,23
4/10/2014,22.428571
4/11/2014,21.857143
4/12/2014,21.285714
4/13/2014,20.714286
4/14/2014,20.142857
4/15/2014,19.571429
4/16/2014,19
4/17/2014,18.428571
4/18/2014,17.857143
4/19/2014,17.285714
4/20/2014,16.714286
4/21/2014,16.142857
4/22/2014,15.571429
4/23/2014,15
4/24/2014,15
4/25/2014,15
4/26/2014,15
4/27/2014,15
4/28/2014,15
4/29/2014,15
4/30/2014,15
5/1/2014,15
5/2/2014,15
5/3/2014,15
5/4/2014,15
5/5/2014,15
5/6/2014,14.5
5/7/2014,14
5/8/2014,13.571429
5/9/2014,13.142857
5/10/2014,12.714286
5/11/2014,12.285714
5/12/2014,11.857143
5/13/2014,11.428571
5/14/2014,11
5/15/2014,10.571429
5/16/2014,10.142857
5/17/2014,9.714286
5/18/2014,9.285714
5/19/2014,8.857143
5/20/2014,8.428571
5/21/2014,8
5/22/2014,10
5/23/2014,12
5/24/2014,14
5/25/2014,16
5/26/2014,18
5/27/2014,20
5/28/2014,22
5/29/2014,24
5/30/2014,26
5/31/2014,28
6/1/2014,30
6/2/2014,32
6/3/2014,34
6/4/2014,36
6/5/2014,38.928571
6/6/2014,41.857143
6/7/2014,44.785714
6/8/2014,47.714286
6/9/2014,50.642857
6/10/2014,53.571429
6/11/2014,56.5
6/12/2014,59.428571
6/13/2014,62.357143
6/14/2014,65.285714
6/15/2014,68.214286
6/16/2014,71.142857
6/17/2014,74.071429
6/18/2014,77
6/19/2014,87.076923
6/20/2014,97.153846
6/21/2014,107.230769
6/22/2014,117.307692
6/23/2014,127.384615
6/24/2014,137.461538
6/25/2014,147.538462
6/26/2014,157.615385
6/27/2014,167.692308
6/28/2014,177.769231
6/29/2014,187.846154
6/30/2014,197.923077
7/1/2014,208
7/2/2014,204.466667
7/3/2014,200.933333
7/4/2014,197.4
7/5/2014,193.866667
7/6/2014,190.333333
7/7/2014,186.8
7/8/2014,183.266667
7/9/2014,179.733333
7/10/2014,176.2
7/11/2014,172.666667
7/12/2014,169.133333
7/13/2014,165.6
7/14/2014,162.066667
7/15/2014,158.533333
7/16/2014,155
7/17/2014,152
7/18/2014,149
7/19/2014,146
7/20/2014,143
7/21/2014,140
7/22/2014,137
7/23/2014,134
7/24/2014,131
7/25/2014,128
7/26/2014,125
7/27/2014,122
7/28/2014,119
7/29/2014,116
7/30/2014,113
7/31/2014,112.642857
8/1/2014,112.285714
8/2/2014,111.928571
8/3/2014,111.571429
8/4/2014,111.214286
8/5/2014,110.857143
8/6/2014,110.5
8/7/2014,110.142857
8/8/2014,109.785714
8/9/2014,109.428571
8/10/2014,109.071429
8/11/2014,108.714286
8/12/2014,108.357143
8/13/2014,108
8/14/2014,106.4
8/15/2014,104.8
8/16/2014,103.2
8/17/2014,101.6
8/18/2014,100
8/19/2014,102.444444
8/20/2014,104.888889
8/21/2014,107.333333
8/22/2014,109.777778
8/23/2014,112.222222
8/24/2014,114.666667
8/25/2014,117.111111
8/26/2014,119.555556
8/27/2014,122
8/28/2014,134.214286
8/29/2014,146.428571
8/30/2014,158.642857
8/31/2014,170.857143
9/1/2014,183.071429
9/2/2014,195.285714
9/3/2014,207.5
9/4/2014,219.714286
9/5/2014,231.928571
9/6/2014,244.142857
9/7/2014,256.357143
9/8/2014,268.571429
9/9/2014,280.785714
9/10/2014,293
9/11/2014,287.357143
9/12/2014,281.714286
9/13/2014,276.071429
9/14/2014,270.428571
9/15/2014,264.785714
9/16/2014,259.142857
9/17/2014,253.5
9/18/2014,247.857143
9/19/2014,242.214286
9/20/2014,236.571429
9/21/2014,230.928571
9/22/2014,225.285714
9/23/2014,219.642857
9/24/2014,214
9/25/2014,202.571429
9/26/2014,191.142857
9/27/2014,179.714286
9/28/2014,168.285714
9/29/2014,156.857143
9/30/2014,145.428571
10/1/2014,134
10/2/2014,122.571429
10/3/2014,111.142857
10/4/2014,99.714286
10/5/2014,88.285714
10/6/2014,76.857143
10/7/2014,65.428571
10/8/2014,54
10/9/2014,63.5
10/10/2014,73
10/11/2014,82.5
10/12/2014,92
