date,S65E_NH4
10/13/2014,101.5
10/14/2014,111
10/15/2014,120.5
10/16/2014,130
10/17/2014,139.5
10/18/2014,149
10/19/2014,158.5
10/20/2014,168
10/21/2014,177.5
10/22/2014,187
10/23/2014,174.083333
10/24/2014,161.166667
10/25/2014,148.25
10/26/2014,135.333333
10/27/2014,122.416667
10/28/2014,109.5
10/29/2014,96.583333
10/30/2014,83.666667
10/31/2014,70.75
11/1/2014,57.833333
11/2/2014,44.916667
11/3/2014,32
11/4/2014,29.5
11/5/2014,27
11/6/2014,29.571429
11/7/2014,32.142857
11/8/2014,34.714286
11/9/2014,37.285714
11/10/2014,39.857143
11/11/2014,42.428571
11/12/2014,45
11/13/2014,47.571429
11/14/2014,50.142857
11/15/2014,52.714286
11/16/2014,55.285714
11/17/2014,57.857143
11/18/2014,60.428571
11/19/2014,63
11/20/2014,61.928571
11/21/2014,60.857143
11/22/2014,59.785714
11/23/2014,58.714286
11/24/2014,57.642857
11/25/2014,56.571429
11/26/2014,55.5
11/27/2014,54.428571
11/28/2014,53.357143
11/29/2014,52.285714
11/30/2014,51.214286
12/1/2014,50.142857
12/2/2014,49.071429
12/3/2014,48
12/4/2014,47.214286
12/5/2014,46.428571
12/6/2014,45.642857
12/7/2014,44.857143
12/8/2014,44.071429
12/9/2014,43.285714
12/10/2014,42.5
12/11/2014,41.714286
12/12/2014,40.928571
12/13/2014,40.142857
12/14/2014,39.357143
12/15/2014,38.571429
12/16/2014,37.785714
12/17/2014,37
12/18/2014,36.846154
12/19/2014,36.692308
12/20/2014,36.538462
12/21/2014,36.384615
12/22/2014,36.230769
12/23/2014,36.076923
12/24/2014,35.923077
12/25/2014,35.769231
12/26/2014,35.615385
12/27/2014,35.461538
12/28/2014,35.307692
12/29/2014,35.153846
12/30/2014,35
12/31/2014,36.466667
1/1/2015,37.933333
1/2/2015,39.4
1/3/2015,40.866667
1/4/2015,42.333333
1/5/2015,43.8
1/6/2015,45.266667
1/7/2015,46.733333
1/8/2015,48.2
1/9/2015,49.666667
1/10/2015,51.133333
1/11/2015,52.6
1/12/2015,54.066667
1/13/2015,55.533333
1/14/2015,57
1/15/2015,55.571429
1/16/2015,54.142857
1/17/2015,52.714286
1/18/2015,51.285714
1/19/2015,49.857143
1/20/2015,48.428571
1/21/2015,47
1/22/2015,45.571429
1/23/2015,44.142857
1/24/2015,42.714286
1/25/2015,41.285714
1/26/2015,39.857143
1/27/2015,38.428571
1/28/2015,37
1/29/2015,32.8
1/30/2015,28.6
1/31/2015,24.4
2/1/2015,20.2
2/2/2015,16
2/3/2015,17
2/4/2015,18
2/5/2015,19
2/6/2015,20
2/7/2015,21
2/8/2015,22
2/9/2015,23
2/10/2015,24
2/11/2015,25
2/12/2015,25
2/13/2015,25
2/14/2015,25
2/15/2015,25
2/16/2015,25
2/17/2015,25
2/18/2015,25
2/19/2015,25
2/20/2015,25
2/21/2015,25
2/22/2015,25
2/23/2015,25
2/24/2015,25
2/25/2015,25
2/26/2015,25.785714
2/27/2015,26.571429
2/28/2015,27.357143
3/1/2015,28.142857
3/2/2015,28.928571
3/3/2015,29.714286
3/4/2015,30.5
3/5/2015,31.285714
3/6/2015,32.071429
3/7/2015,32.857143
3/8/2015,33.642857
3/9/2015,34.428571
3/10/2015,35.214286
3/11/2015,36
3/12/2015,39.857143
3/13/2015,43.714286
3/14/2015,47.571429
3/15/2015,51.428571
3/16/2015,55.285714
3/17/2015,59.142857
3/18/2015,63
3/19/2015,66.857143
3/20/2015,70.714286
3/21/2015,74.571429
3/22/2015,78.428571
3/23/2015,82.285714
3/24/2015,86.142857
3/25/2015,90
3/26/2015,87.642857
3/27/2015,85.285714
3/28/2015,82.928571
3/29/2015,80.571429
3/30/2015,78.214286
3/31/2015,75.857143
4/1/2015,73.5
4/2/2015,71.142857
4/3/2015,68.785714
4/4/2015,66.428571
4/5/2015,64.071429
4/6/2015,61.714286
4/7/2015,59.357143
4/8/2015,57
4/9/2015,58.357143
4/10/2015,59.714286
4/11/2015,61.071429
4/12/2015,62.428571
4/13/2015,63.785714
4/14/2015,65.142857
4/15/2015,66.5
4/16/2015,67.857143
4/17/2015,69.214286
4/18/2015,70.571429
4/19/2015,71.928571
4/20/2015,73.285714
4/21/2015,74.642857
4/22/2015,76
4/23/2015,72.166667
4/24/2015,68.333333
4/25/2015,64.5
4/26/2015,60.666667
4/27/2015,56.833333
4/28/2015,53
4/29/2015,49.166667
4/30/2015,45.333333
5/1/2015,41.5
5/2/2015,37.666667
5/3/2015,33.833333
5/4/2015,30
5/5/2015,24.5
5/6/2015,19
5/7/2015,19.857143
5/8/2015,20.714286
5/9/2015,21.571429
5/10/2015,22.428571
5/11/2015,23.285714
5/12/2015,24.142857
5/13/2015,25
5/14/2015,25.857143
5/15/2015,26.714286
5/16/2015,27.571429
5/17/2015,28.428571
5/18/2015,29.285714
5/19/2015,30.142857
5/20/2015,31
5/21/2015,35
5/22/2015,39
5/23/2015,43
5/24/2015,47
5/25/2015,51
5/26/2015,55
5/27/2015,59
5/28/2015,63
5/29/2015,67
5/30/2015,71
5/31/2015,75
6/1/2015,79
6/2/2015,83
6/3/2015,87
6/4/2015,81.714286
6/5/2015,76.428571
6/6/2015,71.142857
6/7/2015,65.857143
6/8/2015,60.571429
6/9/2015,55.285714
6/10/2015,50
6/11/2015,44.714286
6/12/2015,39.428571
6/13/2015,34.142857
6/14/2015,28.857143
6/15/2015,23.571429
6/16/2015,18.285714
6/17/2015,13
6/18/2015,14.642857
6/19/2015,16.285714
6/20/2015,17.928571
6/21/2015,19.571429
6/22/2015,21.214286
6/23/2015,22.857143
6/24/2015,24.5
6/25/2015,26.142857
6/26/2015,27.785714
6/27/2015,29.428571
6/28/2015,31.071429
6/29/2015,32.714286
6/30/2015,34.357143
7/1/2015,36
7/2/2015,34.571429
7/3/2015,33.142857
7/4/2015,31.714286
7/5/2015,30.285714
7/6/2015,28.857143
7/7/2015,27.428571
7/8/2015,26
7/9/2015,24.571429
7/10/2015,23.142857
7/11/2015,21.714286
7/12/2015,20.285714
7/13/2015,18.857143
7/14/2015,17.428571
7/15/2015,16
7/16/2015,23.714286
7/17/2015,31.428571
7/18/2015,39.142857
7/19/2015,46.857143
7/20/2015,54.571429
7/21/2015,62.285714
7/22/2015,70
7/23/2015,77.714286
7/24/2015,85.428571
7/25/2015,93.142857
7/26/2015,100.857143
7/27/2015,108.571429
7/28/2015,116.285714
7/29/2015,124
7/30/2015,118.4
7/31/2015,112.8
8/1/2015,107.2
8/2/2015,101.6
8/3/2015,96
8/4/2015,91.518519
8/5/2015,87.037037
8/6/2015,82.555556
8/7/2015,78.074074
8/8/2015,73.592593
8/9/2015,69.111111
8/10/2015,64.62963
8/11/2015,60.148148
8/12/2015,55.666667
8/13/2015,56.190477
8/14/2015,56.714286
8/15/2015,57.238096
8/16/2015,57.761905
8/17/2015,58.285715
8/18/2015,58.809524
8/19/2015,59.333334
8/20/2015,59.857143
8/21/2015,60.380953
8/22/2015,60.904762
8/23/2015,61.428572
8/24/2015,61.952381
8/25/2015,62.476191
8/26/2015,63
8/27/2015,63.071429
8/28/2015,63.142857
8/29/2015,63.214286
8/30/2015,63.285714
8/31/2015,63.357143
9/1/2015,63.428571
9/2/2015,63.5
9/3/2015,63.571429
9/4/2015,63.642857
9/5/2015,63.714286
9/6/2015,63.785714
9/7/2015,63.857143
9/8/2015,63.928571
9/9/2015,64
9/10/2015,63.571429
9/11/2015,63.142857
9/12/2015,62.714286
9/13/2015,62.285714
9/14/2015,61.857143
9/15/2015,61.428571
9/16/2015,61
9/17/2015,60.571429
9/18/2015,60.142857
9/19/2015,59.714286
9/20/2015,59.285714
9/21/2015,58.857143
9/22/2015,58.428571
9/23/2015,58
9/24/2015,61.5
9/25/2015,65
9/26/2015,68.5
9/27/2015,72
9/28/2015,75.5
9/29/2015,79
9/30/2015,82.5
10/1/2015,86
10/2/2015,89.5
10/3/2015,93
10/4/2015,96.5
10/5/2015,100
10/6/2015,103.5
10/7/2015,107
10/8/2015,106.714286
10/9/2015,106.428571
10/10/2015,106.142857
10/11/2015,105.857143
10/12/2015,105.571429
10/13/2015,105.285714
10/14/2015,105
10/15/2015,104.714286
10/16/2015,104.428571
10/17/2015,104.142857
10/18/2015,103.857143
10/19/2015,103.571429
10/20/2015,103.285714
10/21/2015,103
10/22/2015,93.6
10/23/2015,84.2
10/24/2015,74.8
10/25/2015,65.4
10/26/2015,56
10/27/2015,54.666667
10/28/2015,53.333333
10/29/2015,52
10/30/2015,50.666667
10/31/2015,49.333333
11/1/2015,48
11/2/2015,46.666667
11/3/2015,45.333333
11/4/2015,44
11/5/2015,50.428571
11/6/2015,56.857143
11/7/2015,63.285714
11/8/2015,69.714286
11/9/2015,76.142857
11/10/2015,82.571429
11/11/2015,89
11/12/2015,95.428571
11/13/2015,101.857143
11/14/2015,108.285714
11/15/2015,114.714286
11/16/2015,121.142857
11/17/2015,127.571429
11/18/2015,134
11/19/2015,127.428571
11/20/2015,120.857143
11/21/2015,114.285714
11/22/2015,107.714286
11/23/2015,101.142857
11/24/2015,94.571429
11/25/2015,88
11/26/2015,81.428571
11/27/2015,74.857143
11/28/2015,68.285714
11/29/2015,61.714286
11/30/2015,55.142857
12/1/2015,48.571429
12/2/2015,42
12/3/2015,45.473684
12/4/2015,48.947368
12/5/2015,52.421053
12/6/2015,55.894737
12/7/2015,59.368421
12/8/2015,62.842105
12/9/2015,66.315789
12/10/2015,69.789474
12/11/2015,73.263158
12/12/2015,76.736842
12/13/2015,80.210526
12/14/2015,83.684211
12/15/2015,87.157895
12/16/2015,90.631579
12/17/2015,94.105263
12/18/2015,97.578947
12/19/2015,101.052632
12/20/2015,104.526316
12/21/2015,108
12/22/2015,103.714286
12/23/2015,99.428571
12/24/2015,95.142857
12/25/2015,90.857143
12/26/2015,86.571429
12/27/2015,82.285714
12/28/2015,78
12/29/2015,73.714286
12/30/2015,69.428571
12/31/2015,65.142857
1/1/2016,60.857143
1/2/2016,56.571429
1/3/2016,52.285714
1/4/2016,48
1/5/2016,49.875
1/6/2016,51.75
1/7/2016,53.625
1/8/2016,55.5
1/9/2016,57.375
1/10/2016,59.25
1/11/2016,61.125
1/12/2016,63
1/13/2016,64.875
1/14/2016,66.75
1/15/2016,68.625
1/16/2016,70.5
1/17/2016,72.375
1/18/2016,74.25
1/19/2016,76.125
1/20/2016,78
1/21/2016,77.416667
1/22/2016,76.833333
1/23/2016,76.25
1/24/2016,75.666667
1/25/2016,75.083333
1/26/2016,74.5
1/27/2016,73.916667
1/28/2016,73.333333
1/29/2016,72.75
1/30/2016,72.166667
1/31/2016,71.583333
2/1/2016,71
2/2/2016,67.857143
2/3/2016,64.714286
2/4/2016,61.571429
2/5/2016,58.428571
2/6/2016,55.285714
2/7/2016,52.142857
2/8/2016,49
2/9/2016,45.857143
2/10/2016,42.714286
2/11/2016,39.571429
2/12/2016,36.428571
2/13/2016,33.285714
2/14/2016,30.142857
2/15/2016,27
2/16/2016,28.285714
2/17/2016,29.571429
2/18/2016,30.857143
2/19/2016,32.142857
2/20/2016,33.428571
2/21/2016,34.714286
2/22/2016,36
2/23/2016,37.285714
2/24/2016,38.571429
2/25/2016,39.857143
2/26/2016,41.142857
2/27/2016,42.428571
2/28/2016,43.714286
2/29/2016,45
3/1/2016,44.928571
3/2/2016,44.857143
3/3/2016,44.785714
3/4/2016,44.714286
3/5/2016,44.642857
3/6/2016,44.571429
3/7/2016,44.5
3/8/2016,44.428571
3/9/2016,44.357143
3/10/2016,44.285714
3/11/2016,44.214286
3/12/2016,44.142857
3/13/2016,44.071429
3/14/2016,44
3/15/2016,46.357143
3/16/2016,48.714286
3/17/2016,51.071429
3/18/2016,53.428571
3/19/2016,55.785714
3/20/2016,58.142857
3/21/2016,60.5
3/22/2016,62.857143
3/23/2016,65.214286
3/24/2016,67.571429
3/25/2016,69.928571
3/26/2016,72.285714
3/27/2016,74.642857
3/28/2016,77
3/29/2016,73.857143
3/30/2016,70.714286
3/31/2016,67.571429
4/1/2016,64.428571
4/2/2016,61.285714
4/3/2016,58.142857
4/4/2016,55
4/5/2016,51.857143
4/6/2016,48.714286
4/7/2016,45.571429
4/8/2016,42.428571
4/9/2016,39.285714
4/10/2016,36.142857
4/11/2016,33
4/12/2016,32.285714
4/13/2016,31.571429
4/14/2016,30.857143
4/15/2016,30.142857
4/16/2016,29.428571
4/17/2016,28.714286
4/18/2016,28
4/19/2016,27.285714
4/20/2016,26.571429
4/21/2016,25.857143
4/22/2016,25.142857
4/23/2016,24.428571
4/24/2016,23.714286
4/25/2016,23
4/26/2016,25.071429
4/27/2016,27.142857
4/28/2016,29.214286
4/29/2016,31.285714
4/30/2016,33.357143
5/1/2016,35.428571
5/2/2016,37.5
5/3/2016,39.571429
5/4/2016,41.642857
5/5/2016,43.714286
5/6/2016,45.785714
5/7/2016,47.857143
5/8/2016,49.928571
5/9/2016,52
5/10/2016,52.928571
5/11/2016,53.857143
5/12/2016,54.785714
5/13/2016,55.714286
5/14/2016,56.642857
5/15/2016,57.571429
5/16/2016,58.5
5/17/2016,59.428571
5/18/2016,60.357143
5/19/2016,61.285714
5/20/2016,62.214286
5/21/2016,63.142857
5/22/2016,64.071429
5/23/2016,65
5/24/2016,66.071429
5/25/2016,67.142857
5/26/2016,68.214286
5/27/2016,69.285714
5/28/2016,70.357143
5/29/2016,71.428571
5/30/2016,72.5
5/31/2016,73.571429
6/1/2016,74.642857
6/2/2016,75.714286
6/3/2016,76.785714
6/4/2016,77.857143
6/5/2016,78.928571
6/6/2016,80
6/7/2016,82.714286
6/8/2016,85.428571
6/9/2016,88.142857
6/10/2016,90.857143
6/11/2016,93.571429
6/12/2016,96.285714
6/13/2016,99
6/14/2016,101.714286
6/15/2016,104.428571
6/16/2016,107.142857
6/17/2016,109.857143
6/18/2016,112.571429
6/19/2016,115.285714
6/20/2016,118
6/21/2016,113.75
6/22/2016,109.5
6/23/2016,105.25
6/24/2016,101
6/25/2016,96.75
6/26/2016,92.5
6/27/2016,88.25
6/28/2016,84
6/29/2016,79.75
6/30/2016,75.5
7/1/2016,71.25
7/2/2016,67
7/3/2016,62.75
7/4/2016,58.5
7/5/2016,54.25
7/6/2016,50
7/7/2016,62.416667
7/8/2016,74.833333
7/9/2016,87.25
7/10/2016,99.666667
7/11/2016,112.083333
7/12/2016,124.5
7/13/2016,136.916667
7/14/2016,149.333333
7/15/2016,161.75
7/16/2016,174.166667
7/17/2016,186.583333
7/18/2016,199
7/19/2016,189.571429
7/20/2016,180.142857
7/21/2016,170.714286
7/22/2016,161.285714
7/23/2016,151.857143
7/24/2016,142.428571
7/25/2016,133
7/26/2016,123.571429
7/27/2016,114.142857
7/28/2016,104.714286
7/29/2016,95.285714
7/30/2016,85.857143
7/31/2016,76.428571
8/1/2016,67
8/2/2016,66.571429
8/3/2016,66.142857
8/4/2016,65.714286
8/5/2016,65.285714
8/6/2016,64.857143
8/7/2016,64.428571
8/8/2016,64
8/9/2016,63.571429
8/10/2016,63.142857
8/11/2016,62.714286
8/12/2016,62.285714
8/13/2016,61.857143
8/14/2016,61.428571
8/15/2016,61
8/16/2016,68
8/17/2016,75
8/18/2016,82
8/19/2016,89
8/20/2016,96
8/21/2016,103
8/22/2016,110
8/23/2016,117
8/24/2016,124
8/25/2016,131
8/26/2016,138
8/27/2016,145
8/28/2016,152
8/29/2016,159
8/30/2016,155.214286
8/31/2016,151.428571
9/1/2016,147.642857
9/2/2016,143.857143
9/3/2016,140.071429
9/4/2016,136.285714
9/5/2016,132.5
9/6/2016,128.714286
9/7/2016,124.928571
9/8/2016,121.142857
9/9/2016,117.357143
9/10/2016,113.571429
9/11/2016,109.785714
9/12/2016,106
9/13/2016,104.142857
9/14/2016,102.285714
9/15/2016,100.428571
9/16/2016,98.571429
9/17/2016,96.714286
9/18/2016,94.857143
9/19/2016,93
9/20/2016,91.142857
9/21/2016,89.285714
9/22/2016,87.428571
9/23/2016,85.571429
9/24/2016,83.714286
9/25/2016,81.857143
9/26/2016,80
9/27/2016,81.857143
9/28/2016,83.714286
9/29/2016,85.571429
9/30/2016,87.428571
10/1/2016,89.285714
10/2/2016,91.142857
10/3/2016,93
10/4/2016,94.857143
10/5/2016,96.714286
10/6/2016,98.571429
10/7/2016,100.428571
10/8/2016,102.285714
10/9/2016,104.142857
10/10/2016,106
10/11/2016,104.714286
10/12/2016,103.428571
10/13/2016,102.142857
10/14/2016,100.857143
10/15/2016,99.571429
10/16/2016,98.285714
10/17/2016,97
10/18/2016,95.714286
10/19/2016,94.428571
10/20/2016,93.142857
10/21/2016,91.857143
10/22/2016,90.571429
10/23/2016,89.285714
10/24/2016,88
10/25/2016,91.857143
10/26/2016,95.714286
10/27/2016,99.571429
10/28/2016,103.428571
10/29/2016,107.285714
10/30/2016,111.142857
10/31/2016,115
11/1/2016,118.857143
11/2/2016,122.714286
11/3/2016,126.571429
11/4/2016,130.428571
11/5/2016,134.285714
11/6/2016,138.142857
11/7/2016,142
11/8/2016,137.428571
11/9/2016,132.857143
11/10/2016,128.285714
11/11/2016,123.714286
11/12/2016,119.142857
11/13/2016,114.571429
11/14/2016,110
11/15/2016,105.428571
11/16/2016,100.857143
11/17/2016,96.285714
11/18/2016,91.714286
11/19/2016,87.142857
11/20/2016,82.571429
11/21/2016,78
11/22/2016,77.214286
11/23/2016,76.428571
11/24/2016,75.642857
11/25/2016,74.857143
11/26/2016,74.071429
11/27/2016,73.285714
11/28/2016,72.5
11/29/2016,71.714286
11/30/2016,70.928571
12/1/2016,70.142857
12/2/2016,69.357143
12/3/2016,68.571429
12/4/2016,67.785714
12/5/2016,67
12/6/2016,66.214286
12/7/2016,65.428571
12/8/2016,64.642857
12/9/2016,63.857143
12/10/2016,63.071429
12/11/2016,62.285714
12/12/2016,61.5
12/13/2016,60.714286
12/14/2016,59.928571
12/15/2016,59.142857
12/16/2016,58.357143
12/17/2016,57.571429
12/18/2016,56.785714
12/19/2016,56
12/20/2016,56.285714
12/21/2016,56.571429
12/22/2016,56.857143
12/23/2016,57.142857
12/24/2016,57.428571
12/25/2016,57.714286
12/26/2016,58
12/27/2016,58.285714
12/28/2016,58.571429
12/29/2016,58.857143
12/30/2016,59.142857
12/31/2016,59.428571
1/1/2017,59.714286
1/2/2017,60
1/3/2017,60.285714
1/4/2017,60.571429
1/5/2017,60.857143
1/6/2017,61.142857
1/7/2017,61.428571
1/8/2017,61.714286
1/9/2017,62
1/10/2017,58.857143
1/11/2017,55.714286
1/12/2017,52.571429
1/13/2017,49.428571
1/14/2017,46.285714
1/15/2017,43.142857
1/16/2017,40
1/17/2017,36.857143
1/18/2017,33.714286
1/19/2017,30.571429
1/20/2017,27.428571
1/21/2017,24.285714
1/22/2017,21.142857
1/23/2017,18
1/24/2017,17.357143
1/25/2017,16.714286
1/26/2017,16.071429
1/27/2017,15.428571
1/28/2017,14.785714
1/29/2017,14.142857
1/30/2017,13.5
1/31/2017,12.857143
2/1/2017,12.214286
2/2/2017,11.571429
2/3/2017,10.928571
2/4/2017,10.285714
2/5/2017,9.642857
2/6/2017,9
2/7/2017,9.357143
2/8/2017,9.714286
2/9/2017,10.071429
2/10/2017,10.428571
2/11/2017,10.785714
2/12/2017,11.142857
2/13/2017,11.5
2/14/2017,11.857143
2/15/2017,12.214286
2/16/2017,12.571429
2/17/2017,12.928571
2/18/2017,13.285714
2/19/2017,13.642857
2/20/2017,14
2/21/2017,14.071429
2/22/2017,14.142857
2/23/2017,14.214286
2/24/2017,14.285714
2/25/2017,14.357143
2/26/2017,14.428571
2/27/2017,14.5
2/28/2017,14.571429
3/1/2017,14.642857
3/2/2017,14.714286
3/3/2017,14.785714
3/4/2017,14.857143
3/5/2017,14.928571
3/6/2017,15
3/7/2017,15
3/8/2017,15
3/9/2017,15
3/10/2017,15
3/11/2017,15
3/12/2017,15
3/13/2017,15
3/14/2017,14.857143
3/15/2017,14.714286
3/16/2017,14.571429
3/17/2017,14.428571
3/18/2017,14.285714
3/19/2017,14.142857
3/20/2017,14
3/21/2017,18.071429
3/22/2017,22.142857
3/23/2017,26.214286
3/24/2017,30.285714
3/25/2017,34.357143
3/26/2017,38.428571
3/27/2017,42.5
3/28/2017,46.571429
3/29/2017,50.642857
3/30/2017,54.714286
3/31/2017,58.785714
4/1/2017,62.857143
4/2/2017,66.928571
4/3/2017,71
4/4/2017,75.071429
4/5/2017,79.142857
4/6/2017,83.214286
4/7/2017,87.285714
4/8/2017,91.357143
4/9/2017,95.428571
4/10/2017,99.5
4/11/2017,103.571429
4/12/2017,107.642857
4/13/2017,111.714286
4/14/2017,115.785714
4/15/2017,119.857143
4/16/2017,123.928571
4/17/2017,128
4/18/2017,115.857143
4/19/2017,103.714286
4/20/2017,91.571429
4/21/2017,79.428571
4/22/2017,67.285714
4/23/2017,55.142857
4/24/2017,43
4/25/2017,45.714286
4/26/2017,48.428571
4/27/2017,51.142857
4/28/2017,53.857143
4/29/2017,56.571429
4/30/2017,59.285714
5/1/2017,62
5/2/2017,54.571429
5/3/2017,47.142857
5/4/2017,39.714286
5/5/2017,32.285714
5/6/2017,24.857143
5/7/2017,17.428571
5/8/2017,10
5/9/2017,10.357143
5/10/2017,10.714286
5/11/2017,11.071429
5/12/2017,11.428571
5/13/2017,11.785714
5/14/2017,12.142857
5/15/2017,12.5
5/16/2017,12.857143
5/17/2017,13.214286
5/18/2017,13.571429
5/19/2017,13.928571
5/20/2017,14.285714
5/21/2017,14.642857
5/22/2017,15
5/23/2017,15.357143
5/24/2017,15.714286
5/25/2017,16.071429
5/26/2017,16.428571
5/27/2017,16.785714
5/28/2017,17.142857
5/29/2017,17.5
5/30/2017,17.857143
5/31/2017,18.214286
6/1/2017,18.571429
6/2/2017,18.928571
6/3/2017,19.285714
6/4/2017,19.642857
6/5/2017,20
6/6/2017,18.428571
6/7/2017,16.857143
6/8/2017,15.285714
6/9/2017,13.714286
6/10/2017,12.142857
6/11/2017,10.571429
6/12/2017,9
6/13/2017,45.857143
6/14/2017,82.714286
6/15/2017,119.571429
6/16/2017,156.428571
6/17/2017,193.285714
6/18/2017,230.142857
6/19/2017,267
6/20/2017,268.5
6/21/2017,270
6/22/2017,271.5
6/23/2017,273
6/24/2017,274.5
6/25/2017,276
6/26/2017,277.5
6/27/2017,279
6/28/2017,280.5
6/29/2017,282
6/30/2017,283.5
7/1/2017,285
7/2/2017,286.5
7/3/2017,288
7/4/2017,289.5
7/5/2017,291
7/6/2017,281.666667
7/7/2017,272.333333
7/8/2017,263
7/9/2017,253.666667
7/10/2017,244.333333
7/11/2017,235
7/12/2017,225.666667
7/13/2017,216.333333
7/14/2017,207
7/15/2017,197.666667
7/16/2017,188.333333
7/17/2017,179
7/18/2017,181.133333
7/19/2017,183.266667
7/20/2017,185.4
7/21/2017,187.533333
7/22/2017,189.666667
7/23/2017,191.8
7/24/2017,193.933333
7/25/2017,196.066667
7/26/2017,198.2
7/27/2017,200.333333
7/28/2017,202.466667
7/29/2017,204.6
7/30/2017,206.733333
7/31/2017,208.866667
8/1/2017,211
8/2/2017,200.307692
8/3/2017,189.615385
8/4/2017,178.923077
8/5/2017,168.230769
8/6/2017,157.538462
8/7/2017,146.846154
8/8/2017,136.153846
8/9/2017,125.461538
8/10/2017,114.769231
8/11/2017,104.076923
8/12/2017,93.384615
8/13/2017,82.692308
8/14/2017,72
8/15/2017,73.785714
8/16/2017,75.571429
8/17/2017,77.357143
8/18/2017,79.142857
8/19/2017,80.928571
8/20/2017,82.714286
8/21/2017,84.5
8/22/2017,86.285714
8/23/2017,88.071429
8/24/2017,89.857143
8/25/2017,91.642857
8/26/2017,93.428571
8/27/2017,95.214286
8/28/2017,97
8/29/2017,95.1875
8/30/2017,93.375
8/31/2017,91.5625
9/1/2017,89.75
9/2/2017,87.9375
9/3/2017,86.125
9/4/2017,84.3125
9/5/2017,82.5
9/6/2017,80.6875
9/7/2017,78.875
9/8/2017,77.0625
9/9/2017,75.25
9/10/2017,73.4375
9/11/2017,71.625
9/12/2017,69.8125
9/13/2017,68
9/14/2017,69.833333
9/15/2017,71.666667
9/16/2017,73.5
9/17/2017,75.333333
9/18/2017,77.166667
9/19/2017,79
9/20/2017,80.833333
9/21/2017,82.666667
9/22/2017,84.5
9/23/2017,86.333333
9/24/2017,88.166667
9/25/2017,90
9/26/2017,92.928571
9/27/2017,95.857143
9/28/2017,98.785714
9/29/2017,101.714286
9/30/2017,104.642857
10/1/2017,107.571429
10/2/2017,110.5
10/3/2017,113.428571
10/4/2017,116.357143
10/5/2017,119.285714
10/6/2017,122.214286
10/7/2017,125.142857
10/8/2017,128.071429
10/9/2017,131
10/10/2017,129.5
10/11/2017,128
10/12/2017,126.5
10/13/2017,125
10/14/2017,123.5
10/15/2017,122
10/16/2017,120.5
10/17/2017,119
10/18/2017,117.5
10/19/2017,116
10/20/2017,114.5
10/21/2017,113
10/22/2017,111.5
10/23/2017,110
10/24/2017,107.857143
10/25/2017,105.714286
10/26/2017,103.571429
10/27/2017,101.428571
10/28/2017,99.285714
10/29/2017,97.142857
10/30/2017,95
10/31/2017,92.857143
11/1/2017,90.714286
11/2/2017,88.571429
11/3/2017,86.428571
11/4/2017,84.285714
11/5/2017,82.142857
11/6/2017,80
11/7/2017,82.714286
11/8/2017,85.428571
11/9/2017,88.142857
11/10/2017,90.857143
11/11/2017,93.571429
11/12/2017,96.285714
11/13/2017,99
11/14/2017,101.714286
11/15/2017,104.428571
11/16/2017,107.142857
11/17/2017,109.857143
11/18/2017,112.571429
11/19/2017,115.285714
11/20/2017,118
11/21/2017,117.714286
11/22/2017,117.428571
11/23/2017,117.142857
11/24/2017,116.857143
11/25/2017,116.571429
11/26/2017,116.285714
11/27/2017,116
11/28/2017,115.714286
11/29/2017,115.428571
11/30/2017,115.142857
12/1/2017,114.857143
12/2/2017,114.571429
12/3/2017,114.285714
12/4/2017,114
12/5/2017,111.214286
12/6/2017,108.428571
12/7/2017,105.642857
12/8/2017,102.857143
12/9/2017,100.071429
12/10/2017,97.285714
12/11/2017,94.5
12/12/2017,91.714286
12/13/2017,88.928571
12/14/2017,86.142857
12/15/2017,83.357143
12/16/2017,80.571429
12/17/2017,77.785714
12/18/2017,75
12/19/2017,74.931034
12/20/2017,74.862069
12/21/2017,74.793103
12/22/2017,74.724138
12/23/2017,74.655172
12/24/2017,74.586207
12/25/2017,74.517241
12/26/2017,74.448276
12/27/2017,74.37931
12/28/2017,74.310345
12/29/2017,74.241379
12/30/2017,74.172414
12/31/2017,74.103448
1/1/2018,74.034483
1/2/2018,73.965517
1/3/2018,73.896552
1/4/2018,73.827586
1/5/2018,73.758621
1/6/2018,73.689655
1/7/2018,73.62069
1/8/2018,73.551724
1/9/2018,73.482759
1/10/2018,73.413793
1/11/2018,73.344828
1/12/2018,73.275862
1/13/2018,73.206897
1/14/2018,73.137931
1/15/2018,73.068966
1/16/2018,73
1/17/2018,73.925926
1/18/2018,74.851852
1/19/2018,75.777778
1/20/2018,76.703704
1/21/2018,77.62963
1/22/2018,78.555556
1/23/2018,79.481481
1/24/2018,80.407407
1/25/2018,81.333333
1/26/2018,82.259259
1/27/2018,83.185185
1/28/2018,84.111111
1/29/2018,85.037037
1/30/2018,85.962963
1/31/2018,86.888889
2/1/2018,87.814815
2/2/2018,88.740741
2/3/2018,89.666667
2/4/2018,90.592593
2/5/2018,91.518519
2/6/2018,92.444444
2/7/2018,93.37037
2/8/2018,94.296296
2/9/2018,95.222222
2/10/2018,96.148148
2/11/2018,97.074074
2/12/2018,98
2/13/2018,95.142857
2/14/2018,92.285714
2/15/2018,89.428571
2/16/2018,86.571429
2/17/2018,83.714286
2/18/2018,80.857143
2/19/2018,78
2/20/2018,75.142857
2/21/2018,72.285714
