date,Stage_ft,Stage_m,Storage_acft,Storage_m3,SA_acres
12/26/2014,15.25,4.6482,4090000,5044933200,449200
12/27/2014,15.2625,4.65201,4095500,5051717340,449250
12/28/2014,15.26,4.651248,4094400,5050360512,449240
12/29/2014,15.255,4.649724,4092200,5047646856,449220
12/30/2014,15.24,4.645152,4085600,5039505888,449160
12/31/2014,15.205,4.634484,4070200,5020510296,449020
1/1/2015,15.2125,4.63677,4073500,5024580780,449050
1/2/2015,15.215,4.637532,4074600,5025937608,449060
1/3/2015,15.2075,4.635246,4071300,5021867124,449030
1/4/2015,15.1925,4.630674,4064700,5013726156,448970
1/5/2015,15.17,4.623816,4054800,5001514704,448880
1/6/2015,15.145,4.616196,4043800,4987946424,448780
1/7/2015,15.115,4.607052,4030600,4971664488,448660
1/8/2015,15.045,4.585716,3999800,4933673304,448380
1/9/2015,15.0475,4.586478,4000900,4935030132,448390
1/10/2015,15.0175,4.577334,3987700,4918748196,448270
1/11/2015,15.0175,4.577334,3987700,4918748196,448270
1/12/2015,15.0225,4.578858,3989900,4921461852,448290
1/13/2015,15.02,4.578096,3988800,4920105024,448280
1/14/2015,15.0025,4.572762,3981100,4910607228,448210
1/15/2015,14.995,4.570476,3977750,4906475070,448157
1/16/2015,14.98,4.565904,3971000,4898149080,448028
1/17/2015,14.9625,4.56057,3963125,4888435425,447877.5
1/18/2015,14.9475,4.555998,3956375,4880109435,447748.5
1/19/2015,14.9225,4.548378,3945125,4866232785,447533.5
1/20/2015,14.9125,4.54533,3940625,4860682125,447447.5
1/21/2015,14.9,4.54152,3935000,4853743800,447340
1/22/2015,14.89,4.538472,3930500,4848193140,447254
1/23/2015,14.8775,4.534662,3924875,4841254815,447146.5
1/24/2015,14.8275,4.519422,3902375,4813501515,446716.5
1/25/2015,14.8125,4.51485,3895625,4805175525,446587.5
1/26/2015,14.7825,4.505706,3882125,4788523545,446329.5
1/27/2015,14.7625,4.49961,3873125,4777422225,446157.5
1/28/2015,14.7275,4.488942,3857375,4757994915,445856.5
1/29/2015,14.7125,4.48437,3850625,4749668925,445727.5
1/30/2015,14.7025,4.481322,3846125,4744118265,445641.5
1/31/2015,14.6675,4.470654,3830375,4724690955,445340.5
2/1/2015,14.66,4.468368,3827000,4720527960,445276
2/2/2015,14.6375,4.46151,3816875,4708038975,445082.5
2/3/2015,14.6,4.45008,3800000,4687224000,444760
2/4/2015,14.61,4.453128,3804500,4692774660,444846
2/5/2015,14.685,4.475988,3838250,4734404610,445491
2/6/2015,14.7,4.48056,3845000,4742730600,445620
2/7/2015,14.725,4.48818,3856250,4756607250,445835
2/8/2015,14.7175,4.485894,3852875,4752444255,445770.5
2/9/2015,14.725,4.48818,3856250,4756607250,445835
2/10/2015,14.76,4.498848,3872000,4776034560,446136
2/11/2015,14.7725,4.502658,3877625,4782972885,446243.5
2/12/2015,14.7825,4.505706,3882125,4788523545,446329.5
2/13/2015,14.7775,4.504182,3879875,4785748215,446286.5
2/14/2015,14.7525,4.496562,3868625,4771871565,446071.5
2/15/2015,14.7525,4.496562,3868625,4771871565,446071.5
2/16/2015,14.76,4.498848,3872000,4776034560,446136
2/17/2015,14.7575,4.498086,3870875,4774646895,446114.5
2/18/2015,14.7325,4.490466,3859625,4760770245,445899.5
2/19/2015,14.685,4.475988,3838250,4734404610,445491
2/20/2015,14.66,4.468368,3827000,4720527960,445276
2/21/2015,14.665,4.469892,3829250,4723303290,445319
2/22/2015,14.6575,4.467606,3825875,4719140295,445254.5
2/23/2015,14.6525,4.466082,3823625,4716364965,445211.5
2/24/2015,14.65,4.46532,3822500,4714977300,445190
2/25/2015,14.6525,4.466082,3823625,4716364965,445211.5
2/26/2015,14.655,4.466844,3824750,4717752630,445233
2/27/2015,14.6275,4.458462,3812375,4702488315,444996.5
2/28/2015,14.645,4.463796,3820250,4712201970,445147
3/1/2015,14.6775,4.473702,3834875,4730241615,445426.5
3/2/2015,14.685,4.475988,3838250,4734404610,445491
3/3/2015,14.7025,4.481322,3846125,4744118265,445641.5
3/4/2015,14.7125,4.48437,3850625,4749668925,445727.5
3/5/2015,14.7175,4.485894,3852875,4752444255,445770.5
3/6/2015,14.7175,4.485894,3852875,4752444255,445770.5
3/7/2015,14.6925,4.478274,3841625,4738567605,445555.5
3/8/2015,14.6875,4.47675,3839375,4735792275,445512.5
3/9/2015,14.6775,4.473702,3834875,4730241615,445426.5
3/10/2015,14.6725,4.472178,3832625,4727466285,445383.5
3/11/2015,14.6575,4.467606,3825875,4719140295,445254.5
3/12/2015,14.645,4.463796,3820250,4712201970,445147
3/13/2015,14.62,4.456176,3809000,4698325320,444932
3/14/2015,14.5825,4.444746,3792125,4677510345,444609.5
3/15/2015,14.5475,4.434078,3776375,4658083035,444308.5
3/16/2015,14.515,4.424172,3761750,4640043390,444029
3/17/2015,14.47,4.410456,3741320,4614843394,443426
3/18/2015,14.44,4.401312,3727640,4597969387,442952
3/19/2015,14.405,4.390644,3711680,4578283046,442399
3/20/2015,14.3675,4.379214,3694580,4557190538,441806.5
3/21/2015,14.325,4.36626,3675200,4533285696,441135
3/22/2015,14.2775,4.351782,3653540,4506568519,440384.5
3/23/2015,14.2325,4.338066,3633020,4481257510,439673.5
3/24/2015,14.2,4.32816,3618200,4462977336,439160
3/25/2015,14.1625,4.31673,3601100,4441884828,438567.5
3/26/2015,14.15,4.31292,3595400,4434853992,438370
3/27/2015,14.12,4.303776,3581720,4417979986,437896
3/28/2015,14.0825,4.292346,3564620,4396887478,437303.5
3/29/2015,14.0475,4.281678,3548660,4377201137,436750.5
3/30/2015,14.02,4.273296,3536120,4361733298,436316
3/31/2015,13.9875,4.26339,3521750,4344008190,435530
4/1/2015,13.9625,4.25577,3511250,4331056650,434590
4/2/2015,13.94,4.248912,3501800,4319400264,433744
4/3/2015,13.9175,4.242054,3492350,4307743878,432898
4/4/2015,13.8825,4.231386,3477650,4289611722,431582
4/5/2015,13.8575,4.223766,3467150,4276660182,430642
4/6/2015,13.8325,4.216146,3456650,4263708642,429702
4/7/2015,13.8025,4.207002,3444050,4248166794,428574
4/8/2015,13.77,4.197096,3430400,4231329792,427352
4/9/2015,13.7325,4.185666,3414650,4211902482,425942
4/10/2015,13.7025,4.176522,3402050,4196360634,424814
4/11/2015,13.6925,4.173474,3397850,4191180018,424438
4/12/2015,13.675,4.16814,3390500,4182113940,423780
4/13/2015,13.675,4.16814,3390500,4182113940,423780
4/14/2015,13.6625,4.16433,3385250,4175638170,423310
4/15/2015,13.6425,4.158234,3376850,4165276938,422558
4/16/2015,13.6475,4.159758,3378950,4167867246,422746
4/17/2015,13.67,4.166616,3388400,4179523632,423592
4/18/2015,13.6675,4.165854,3387350,4178228478,423498
4/19/2015,13.67,4.166616,3388400,4179523632,423592
4/20/2015,13.6725,4.167378,3389450,4180818786,423686
4/21/2015,13.6725,4.167378,3389450,4180818786,423686
4/22/2015,13.6625,4.16433,3385250,4175638170,423310
4/23/2015,13.6975,4.174998,3399950,4193770326,424626
4/24/2015,13.7375,4.18719,3416750,4214492790,426130
4/25/2015,13.7425,4.188714,3418850,4217083098,426318
4/26/2015,13.725,4.18338,3411500,4208017020,425660
4/27/2015,13.735,4.186428,3415700,4213197636,426036
4/28/2015,13.7775,4.199382,3433550,4235215254,427634
4/29/2015,13.8275,4.214622,3454550,4261118334,429514
4/30/2015,13.815,4.210812,3449300,4254642564,429044
5/1/2015,13.81,4.209288,3447200,4252052256,428856
5/2/2015,13.7925,4.203954,3439850,4242986178,428198
5/3/2015,13.775,4.19862,3432500,4233920100,427540
5/4/2015,13.7475,4.190238,3420950,4219673406,426506
5/5/2015,13.71,4.178808,3405200,4200246096,425096
5/6/2015,13.6975,4.174998,3399950,4193770326,424626
5/7/2015,13.685,4.171188,3394700,4187294556,424156
5/8/2015,13.6625,4.16433,3385250,4175638170,423310
5/9/2015,13.63,4.154424,3371600,4158801168,422088
5/10/2015,13.59,4.142232,3354800,4138078704,420584
5/11/2015,13.5675,4.135374,3345350,4126422318,419738
5/12/2015,13.53,4.123944,3329600,4106995008,418328
5/13/2015,13.495,4.113276,3314910,4088875187,416978
5/14/2015,13.4575,4.101846,3299235,4069540388,415313
5/15/2015,13.4125,4.08813,3280425,4046338629,413315
5/16/2015,13.36,4.072128,3258480,4019269910,410984
5/17/2015,13.325,4.06146,3243850,4001224098,409430
5/18/2015,13.27,4.044696,3220860,3972866393,406988
5/19/2015,13.2225,4.030218,3201005,3948375647,404879
5/20/2015,13.17,4.014216,3179060,3921306929,402548
5/21/2015,13.115,3.997452,3156070,3892949224,400106
5/22/2015,13.065,3.982212,3135170,3867169492,397886
5/23/2015,13.0475,3.976878,3127855,3858146585,397109
5/24/2015,13.03,3.971544,3120540,3849123679,396332
5/25/2015,12.9875,3.95859,3103175,3827704299,394715
5/26/2015,12.955,3.948684,3090630,3812230292,393974
5/27/2015,12.8875,3.92811,3064575,3780091971,392435
5/28/2015,12.8225,3.908298,3039485,3749143958,390953
5/29/2015,12.7675,3.891534,3018255,3722957177,389699
5/30/2015,12.7275,3.879342,3002815,3703912246,388787
5/31/2015,12.6875,3.86715,2987375,3684867315,387875
6/1/2015,12.65,3.85572,2972900,3667012692,387020
6/2/2015,12.6325,3.850386,2966145,3658680535,386621
6/3/2015,12.65,3.85572,2972900,3667012692,387020
6/4/2015,12.62,3.846576,2961320,3652728994,386336
6/5/2015,12.5825,3.835146,2946845,3634874371,385481
6/6/2015,12.5625,3.82905,2939125,3625351905,385025
6/7/2015,12.5625,3.82905,2939125,3625351905,385025
6/8/2015,12.535,3.820668,2928510,3612258515,384398
6/9/2015,12.5025,3.810762,2915965,3596784508,383657
6/10/2015,12.515,3.814572,2920790,3602736049,383942
6/11/2015,12.59,3.837432,2949740,3638445295,385652
6/12/2015,12.6125,3.84429,2958425,3649158069,386165
6/13/2015,12.61,3.843528,2957460,3647967761,386108
6/14/2015,12.5975,3.839718,2952635,3642016220,385823
6/15/2015,12.5875,3.83667,2948775,3637254987,385595
6/16/2015,12.575,3.83286,2943950,3631303446,385310
6/17/2015,12.56,3.828288,2938160,3624161597,384968
6/18/2015,12.535,3.820668,2928510,3612258515,384398
6/19/2015,12.495,3.808476,2913070,3593213584,383474
6/20/2015,12.4625,3.79857,2900525,3577739577,382655
6/21/2015,12.4425,3.792474,2892805,3568217111,382151
6/22/2015,12.405,3.781044,2878330,3550362488,381206
6/23/2015,12.365,3.768852,2862890,3531317557,380198
6/24/2015,12.33,3.758184,2849380,3514653242,379316
6/25/2015,12.285,3.744468,2832010,3493227695,378182
6/26/2015,12.2575,3.736086,2821395,3480134305,377489
6/27/2015,12.24,3.730752,2814640,3471802147,377048
6/28/2015,12.2225,3.725418,2807885,3463469990,376607
6/29/2015,12.2,3.71856,2799200,3452757216,376040
6/30/2015,12.1975,3.717798,2798235,3451566908,375977
7/1/2015,12.205,3.720084,2801130,3455137832,376166
7/2/2015,12.1775,3.711702,2790515,3442044442,375473
7/3/2015,12.1525,3.704082,2780865,3430141360,374843
7/4/2015,12.1375,3.69951,2775075,3422999511,374465
7/5/2015,12.1125,3.69189,2765425,3411096429,373835
7/6/2015,12.1425,3.701034,2777005,3425380127,374591
7/7/2015,12.1325,3.697986,2773145,3420618895,374339
7/8/2015,12.1375,3.69951,2775075,3422999511,374465
7/9/2015,12.13,3.697224,2772180,3419428586,374276
7/10/2015,12.1125,3.69189,2765425,3411096429,373835
7/11/2015,12.09,3.685032,2756740,3400383655,373268
7/12/2015,12.0625,3.67665,2746125,3387290265,372575
7/13/2015,12.0325,3.667506,2734545,3373006567,371819
7/14/2015,11.995,3.656076,2720220,3355336966,370840
7/15/2015,11.97,3.648456,2711320,3344358994,370040
7/16/2015,11.9575,3.644646,2706870,3338870008,369640
7/17/2015,11.97,3.648456,2711320,3344358994,370040
7/18/2015,11.98,3.651504,2714880,3348750182,370360
7/19/2015,11.975,3.64998,2713100,3346554588,370200
7/20/2015,11.9825,3.652266,2715770,3349847980,370440
7/21/2015,11.9775,3.650742,2713990,3347652385,370280
7/22/2015,11.985,3.653028,2716660,3350945777,370520
7/23/2015,11.9875,3.65379,2717550,3352043574,370600
7/24/2015,12,3.6576,2722000,3357532560,371000
7/25/2015,12.045,3.671316,2739370,3378958108,372134
7/26/2015,12.0975,3.687318,2759635,3403954580,373457
7/27/2015,12.11,3.691128,2764460,3409906121,373772
7/28/2015,12.105,3.689604,2762530,3407525504,373646
7/29/2015,12.115,3.692652,2766390,3412286737,373898
7/30/2015,12.145,3.701796,2777970,3426570436,374654
7/31/2015,12.165,3.707892,2785690,3436092901,375158
8/1/2015,12.2075,3.720846,2802095,3456328141,376229
8/2/2015,12.2325,3.728466,2811745,3468231223,376859
8/3/2015,12.2525,3.734562,2819465,3477753688,377363
8/4/2015,12.2675,3.739134,2825255,3484895537,377741
8/5/2015,12.2725,3.740658,2827185,3487276154,377867
8/6/2015,12.275,3.74142,2828150,3488466462,377930
8/7/2015,12.26,3.736848,2822360,3481324613,377552
8/8/2015,12.2425,3.731514,2815605,3472992455,377111
8/9/2015,12.2525,3.734562,2819465,3477753688,377363
8/10/2015,12.245,3.732276,2816570,3474182764,377174
8/11/2015,12.235,3.729228,2812710,3469421531,376922
8/12/2015,12.2325,3.728466,2811745,3468231223,376859
8/13/2015,12.26,3.736848,2822360,3481324613,377552
8/14/2015,12.35,3.76428,2857100,3524175708,379820
8/15/2015,12.3925,3.777234,2873505,3544410947,380891
8/16/2015,12.46,3.797808,2899560,3576549269,382592
8/17/2015,12.48,3.803904,2907280,3586071734,383096
8/18/2015,12.5025,3.810762,2915965,3596784508,383657
8/19/2015,12.5225,3.816858,2923685,3606306974,384113
8/20/2015,12.5575,3.827526,2937195,3622971289,384911
8/21/2015,12.5575,3.827526,2937195,3622971289,384911
8/22/2015,12.5675,3.830574,2941055,3627732521,385139
8/23/2015,12.575,3.83286,2943950,3631303446,385310
8/24/2015,12.605,3.842004,2955530,3645587144,385994
8/25/2015,12.64,3.852672,2969040,3662251459,386792
8/26/2015,12.6675,3.861054,2979655,3675344849,387419
8/27/2015,12.725,3.87858,3001850,3702721938,388730
8/28/2015,12.79,3.898392,3026940,3733669951,390212
8/29/2015,12.8675,3.922014,3056855,3770569505,391979
8/30/2015,12.9525,3.947922,3089665,3811039984,393917
8/31/2015,13.0175,3.967734,3115315,3842678746,395777
9/1/2015,13.065,3.982212,3135170,3867169492,397886
9/2/2015,13.12,3.998976,3158160,3895527197,400328
9/3/2015,13.1525,4.008882,3171745,3912284023,401771
9/4/2015,13.1925,4.021074,3188465,3932907808,403547
9/5/2015,13.245,4.037076,3210410,3959976527,405878
9/6/2015,13.31,4.056888,3237580,3993490178,408764
9/7/2015,13.3925,4.082034,3272065,4036026736,412427
9/8/2015,13.4475,4.098798,3295055,4064384441,414869
9/9/2015,13.5,4.1148,3317000,4091453160,417200
9/10/2015,13.545,4.128516,3335900,4114765932,418892
9/11/2015,13.6175,4.150614,3366350,4152325398,421618
9/12/2015,13.7175,4.181094,3408350,4204131558,425378
9/13/2015,13.76,4.194048,3426200,4226149176,426976
9/14/2015,13.8075,4.208526,3446150,4250757102,428762
9/15/2015,13.8875,4.23291,3479750,4292202030,431770
9/16/2015,13.94,4.248912,3501800,4319400264,433744
9/17/2015,14.05,4.28244,3549800,4378607304,436790
9/18/2015,14.24,4.340352,3636440,4485476011,439792
9/19/2015,14.30666667,4.360672,3666840,4522973803,440845.3333
9/20/2015,14.37666667,4.382008,3698760,4562346485,441951.3333
9/21/2015,14.41,4.392168,3713960,4581095381,442478
9/22/2015,14.44666667,4.403344,3730680,4601719166,443057.3333
9/23/2015,14.48,4.413504,3745880,4620468062,443584
9/24/2015,14.53333333,4.42976,3770000,4650219600,444186.6667
9/25/2015,14.55666667,4.436872,3780500,4663171140,444387.3333
9/26/2015,14.58666667,4.446016,3794000,4679823120,444645.3333
9/27/2015,14.62666667,4.458208,3812000,4702025760,444989.3333
9/28/2015,14.66666667,4.4704,3830000,4724228400,445333.3333
9/29/2015,14.70666667,4.482592,3848000,4746431040,445677.3333
9/30/2015,14.7225,4.487418,3855125,4755219585,445813.5
10/1/2015,14.74,4.492752,3863000,4764933240,445964
10/2/2015,14.7575,4.498086,3870875,4774646895,446114.5
10/3/2015,14.755,4.497324,3869750,4773259230,446093
10/4/2015,14.755,4.497324,3869750,4773259230,446093
10/5/2015,14.76,4.498848,3872000,4776034560,446136
10/6/2015,14.7625,4.49961,3873125,4777422225,446157.5
10/7/2015,14.7475,4.495038,3866375,4769096235,446028.5
10/8/2015,14.7475,4.495038,3866375,4769096235,446028.5
10/9/2015,14.7425,4.493514,3864125,4766320905,445985.5
10/10/2015,14.7875,4.50723,3884375,4791298875,446372.5
10/11/2015,14.8125,4.51485,3895625,4805175525,446587.5
10/12/2015,14.8125,4.51485,3895625,4805175525,446587.5
10/13/2015,14.8125,4.51485,3895625,4805175525,446587.5
10/14/2015,14.8125,4.51485,3895625,4805175525,446587.5
10/15/2015,14.7975,4.510278,3888875,4796849535,446458.5
10/16/2015,14.78,4.504944,3881000,4787135880,446308
10/17/2015,14.7675,4.501134,3875375,4780197555,446200.5
10/18/2015,14.74,4.492752,3863000,4764933240,445964
10/19/2015,14.71,4.483608,3849500,4748281260,445706
10/20/2015,14.695,4.479036,3842750,4739955270,445577
10/21/2015,14.685,4.475988,3838250,4734404610,445491
10/22/2015,14.67,4.471416,3831500,4726078620,445362
10/23/2015,14.655,4.466844,3824750,4717752630,445233
10/24/2015,14.6375,4.46151,3816875,4708038975,445082.5
10/25/2015,14.62,4.456176,3809000,4698325320,444932
10/26/2015,14.6,4.45008,3800000,4687224000,444760
10/27/2015,14.5875,4.44627,3794375,4680285675,444652.5
10/28/2015,14.585,4.445508,3793250,4678898010,444631
10/29/2015,14.585,4.445508,3793250,4678898010,444631
10/30/2015,14.57,4.440936,3786500,4670572020,444502
10/31/2015,14.5575,4.437126,3780875,4663633695,444394.5
11/1/2015,14.55,4.43484,3777500,4659470700,444330
11/2/2015,14.535,4.430268,3770750,4651144710,444201
11/3/2015,14.5225,4.426458,3765125,4644206385,444093.5
11/4/2015,14.51,4.422648,3759500,4637268060,443986
11/5/2015,14.48,4.413504,3745880,4620468062,443584
11/6/2015,14.46,4.407408,3736760,4609218725,443268
11/7/2015,14.445,4.402836,3729920,4600781722,443031
11/8/2015,14.4325,4.399026,3724220,4593750886,442833.5
11/9/2015,14.4225,4.395978,3719660,4588126217,442675.5
11/10/2015,14.4175,4.394454,3717380,4585313882,442596.5
11/11/2015,14.405,4.390644,3711680,4578283046,442399
11/12/2015,14.3925,4.386834,3705980,4571252210,442201.5
11/13/2015,14.3725,4.380738,3696860,4560002873,441885.5
11/14/2015,14.3175,4.363974,3671780,4529067194,441016.5
11/15/2015,14.2925,4.356354,3660380,4515005522,440621.5
11/16/2015,14.265,4.347972,3647840,4499537683,440187
11/17/2015,14.2525,4.344162,3642140,4492506847,439989.5
11/18/2015,14.2525,4.344162,3642140,4492506847,439989.5
11/19/2015,14.26,4.346448,3645560,4496725349,440108
11/20/2015,14.39,4.386072,3704840,4569846043,442162
11/21/2015,14.4125,4.39293,3715100,4582501548,442517.5
11/22/2015,14.475,4.41198,3743600,4617655728,443505
11/23/2015,14.4625,4.40817,3737900,4610624892,443307.5
11/24/2015,14.4675,4.409694,3740180,4613437226,443386.5
11/25/2015,14.47,4.410456,3741320,4614843394,443426
11/26/2015,14.455,4.405884,3734480,4606406390,443189
11/27/2015,14.45,4.40436,3732200,4603594056,443110
11/28/2015,14.4475,4.403598,3731060,4602187889,443070.5
11/29/2015,14.4425,4.402074,3728780,4599375554,442991.5
11/30/2015,14.45,4.40436,3732200,4603594056,443110
12/1/2015,14.455,4.405884,3734480,4606406390,443189
12/2/2015,14.4625,4.40817,3737900,4610624892,443307.5
12/3/2015,14.4725,4.411218,3742460,4616249561,443465.5
12/4/2015,14.5775,4.443222,3789875,4674735015,444566.5
12/5/2015,14.6475,4.464558,3821375,4713589635,445168.5
12/6/2015,14.675,4.47294,3833750,4728853950,445405
12/7/2015,14.69,4.477512,3840500,4737179940,445534
12/8/2015,14.6925,4.478274,3841625,4738567605,445555.5
12/9/2015,14.72,4.486656,3854000,4753831920,445792
12/10/2015,14.73,4.489704,3858500,4759382580,445878
12/11/2015,14.7325,4.490466,3859625,4760770245,445899.5
12/12/2015,14.7425,4.493514,3864125,4766320905,445985.5
12/13/2015,14.7425,4.493514,3864125,4766320905,445985.5
12/14/2015,14.7525,4.496562,3868625,4771871565,446071.5
12/15/2015,14.7575,4.498086,3870875,4774646895,446114.5
12/16/2015,14.765,4.500372,3874250,4778809890,446179
12/17/2015,14.77,4.501896,3876500,4781585220,446222
12/18/2015,14.76,4.498848,3872000,4776034560,446136
12/19/2015,14.7125,4.48437,3850625,4749668925,445727.5
12/20/2015,14.72,4.486656,3854000,4753831920,445792
12/21/2015,14.715,4.485132,3851750,4751056590,445749
12/22/2015,14.74,4.492752,3863000,4764933240,445964
12/23/2015,14.78,4.504944,3881000,4787135880,446308
12/24/2015,14.785,4.506468,3883250,4789911210,446351
12/25/2015,14.785,4.506468,3883250,4789911210,446351
12/26/2015,14.785,4.506468,3883250,4789911210,446351
12/27/2015,14.7775,4.504182,3879875,4785748215,446286.5
12/28/2015,14.775,4.50342,3878750,4784360550,446265
12/29/2015,14.7625,4.49961,3873125,4777422225,446157.5
12/30/2015,14.755,4.497324,3869750,4773259230,446093
12/31/2015,14.745,4.494276,3865250,4767708570,446007
1/1/2016,14.7275,4.488942,3857375,4757994915,445856.5
1/2/2016,14.705,4.482084,3847250,4745505930,445663
1/3/2016,14.675,4.47294,3833750,4728853950,445405
1/4/2016,14.7025,4.481322,3846125,4744118265,445641.5
1/5/2016,14.675,4.47294,3833750,4728853950,445405
1/6/2016,14.665,4.469892,3829250,4723303290,445319
1/7/2016,14.675,4.47294,3833750,4728853950,445405
1/8/2016,14.6975,4.479798,3843875,4741342935,445598.5
1/9/2016,14.7075,4.482846,3848375,4746893595,445684.5
1/10/2016,14.745,4.494276,3865250,4767708570,446007
1/11/2016,14.7575,4.498086,3870875,4774646895,446114.5
1/12/2016,14.7525,4.496562,3868625,4771871565,446071.5
1/13/2016,14.7425,4.493514,3864125,4766320905,445985.5
1/14/2016,14.74,4.492752,3863000,4764933240,445964
1/15/2016,14.835,4.521708,3905750,4817664510,446781
1/16/2016,14.94,4.553712,3953000,4875946440,447684
1/17/2016,15,4.572,3980000,4909250400,448200
1/18/2016,15.0475,4.586478,4000900,4935030132,448390
1/19/2016,15.06,4.590288,4006400,4941814272,448440
1/20/2016,15.075,4.59486,4013000,4949955240,448500
1/21/2016,15.0975,4.601718,4022900,4962166692,448590
1/22/2016,15.1825,4.627626,4060300,5008298844,448930
1/23/2016,15.2125,4.63677,4073500,5024580780,449050
1/24/2016,15.2675,4.653534,4097700,5054430996,449270
1/25/2016,15.2825,4.658106,4104300,5062571964,449330
1/26/2016,15.3075,4.665726,4115300,5076140244,449430
1/27/2016,15.515,4.728972,4206750,5188941990,450260
1/28/2016,15.785,4.811268,4328250,5338809810,451340
1/29/2016,15.94,4.858512,4398000,5424845040,451960
1/30/2016,16.0525,4.892802,4448625,5487289965,452399.5
1/31/2016,16.1225,4.914138,4480125,5526144585,452665.5
2/1/2016,16.165,4.927092,4499250,5549734890,452827
2/2/2016,16.1975,4.936998,4513875,5567774535,452950.5
2/3/2016,16.23,4.946904,4528500,5585814180,453074
2/4/2016,16.25,4.953,4537500,5596915500,453150
2/5/2016,16.2625,4.95681,4543125,5603853825,453197.5
2/6/2016,16.2875,4.96443,4554375,5617730475,453292.5
2/7/2016,16.32,4.974336,4569000,5635770120,453416
2/8/2016,16.33,4.977384,4573500,5641320780,453454
2/9/2016,16.305,4.969764,4562250,5627444130,453359
2/10/2016,16.2825,4.962906,4552125,5614955145,453273.5
2/11/2016,16.255,4.954524,4539750,5599690830,453169
2/12/2016,16.2375,4.94919,4531875,5589977175,453102.5
2/13/2016,16.2125,4.94157,4520625,5576100525,453007.5
2/14/2016,16.185,4.933188,4508250,5560836210,452903
2/15/2016,16.1775,4.930902,4504875,5556673215,452874.5
2/16/2016,16.225,4.94538,4526250,5583038850,453055
2/17/2016,16.225,4.94538,4526250,5583038850,453055
2/18/2016,16.185,4.933188,4508250,5560836210,452903
2/19/2016,16.155,4.924044,4494750,5544184230,452789
2/20/2016,16.1225,4.914138,4480125,5526144585,452665.5
2/21/2016,16.085,4.902708,4463250,5505329610,452523
2/22/2016,16.06,4.895088,4452000,5491452960,452428
2/23/2016,16.035,4.887468,4440750,5477576310,452333
2/24/2016,16.035,4.887468,4440750,5477576310,452333
2/25/2016,16.01,4.879848,4429500,5463699660,452238
2/26/2016,15.9775,4.869942,4414875,5445660015,452110
2/27/2016,15.9275,4.854702,4392375,5417906715,451910
2/28/2016,15.895,4.844796,4377750,5399867070,451780
2/29/2016,15.87,4.837176,4366500,5385990420,451680
3/1/2016,15.845,4.829556,4355250,5372113770,451580
3/2/2016,15.8125,4.81965,4340625,5354074125,451450
3/3/2016,15.775,4.80822,4323750,5333259150,451300
3/4/2016,15.735,4.796028,4305750,5311056510,451140
3/5/2016,15.6925,4.783074,4286625,5287466205,450970
3/6/2016,15.655,4.771644,4269750,5266651230,450820
3/7/2016,15.635,4.765548,4260750,5255549910,450740
3/8/2016,15.6025,4.755642,4246125,5237510265,450610
3/9/2016,15.5675,4.744974,4230375,5218082955,450470
3/10/2016,15.535,4.735068,4215750,5200043310,450340
3/11/2016,15.4975,4.723638,4198900,5179259172,450190
3/12/2016,15.46,4.712208,4182400,5158906752,450040
3/13/2016,15.4225,4.700778,4165900,5138554332,449890
3/14/2016,15.385,4.689348,4149400,5118201912,449740
3/15/2016,15.3425,4.676394,4130700,5095135836,449570
3/16/2016,15.295,4.661916,4109800,5069356104,449380
3/17/2016,15.245,4.646676,4087800,5042219544,449180
3/18/2016,15.2075,4.635246,4071300,5021867124,449030
3/19/2016,15.21,4.636008,4072400,5023223952,449040
3/20/2016,15.215,4.637532,4074600,5025937608,449060
3/21/2016,15.145,4.616196,4043800,4987946424,448780
3/22/2016,15.09,4.599432,4019600,4958096208,448560
3/23/2016,15.06,4.590288,4006400,4941814272,448440
3/24/2016,15.04,4.584192,3997600,4930959648,448360
3/25/2016,15.055,4.588764,4004200,4939100616,448420
3/26/2016,15.05,4.58724,4002000,4936386960,448400
3/27/2016,15.055,4.588764,4004200,4939100616,448420
3/28/2016,15.0525,4.588002,4003100,4937743788,448410
3/29/2016,15.045,4.585716,3999800,4933673304,448380
3/30/2016,15.085,4.597908,4017400,4955382552,448540
3/31/2016,15.0975,4.601718,4022900,4962166692,448590
4/1/2016,15.105,4.604004,4026200,4966237176,448620
4/2/2016,15.1125,4.60629,4029500,4970307660,448650
4/3/2016,15.0725,4.594098,4011900,4948598412,448490
4/4/2016,15.0675,4.592574,4009700,4945884756,448470
4/5/2016,15.0475,4.586478,4000900,4935030132,448390
4/6/2016,15.0325,4.581906,3994300,4926889164,448330
4/7/2016,14.995,4.570476,3977750,4906475070,448157
4/8/2016,14.96,4.559808,3962000,4887047760,447856
4/9/2016,14.9225,4.548378,3945125,4866232785,447533.5
4/10/2016,14.895,4.539996,3932750,4850968470,447297
4/11/2016,14.86,4.529328,3917000,4831541160,446996
4/12/2016,14.82,4.517136,3899000,4809338520,446652
4/13/2016,14.785,4.506468,3883250,4789911210,446351
4/14/2016,14.7575,4.498086,3870875,4774646895,446114.5
4/15/2016,14.7675,4.501134,3875375,4780197555,446200.5
4/16/2016,14.7425,4.493514,3864125,4766320905,445985.5
4/17/2016,14.6925,4.478274,3841625,4738567605,445555.5
4/18/2016,14.6475,4.464558,3821375,4713589635,445168.5
