date,Stage_ft,Stage_m,Storage_acft,Storage_m3,SA_acres
6/15/2010,14.4175,4.394454,3717380,4585313882,442596.5
6/16/2010,14.3775,4.382262,3699140,4562815207,441964.5
6/17/2010,14.335,4.369308,3679760,4538910365,441293
6/18/2010,14.3075,4.360926,3667220,4523442526,440858.5
6/19/2010,14.2975,4.357878,3662660,4517817857,440700.5
6/20/2010,14.28,4.352544,3654680,4507974686,440424
6/21/2010,14.26,4.346448,3645560,4496725349,440108
6/22/2010,14.2275,4.336542,3630740,4478445175,439594.5
6/23/2010,14.1725,4.319778,3605660,4447509497,438725.5
6/24/2010,14.1175,4.303014,3580580,4416573818,437856.5
6/25/2010,14.0725,4.289298,3560060,4391262809,437145.5
6/26/2010,14.03,4.276344,3540680,4367357966,436474
6/27/2010,14.0175,4.272534,3534980,4360327130,436276.5
6/28/2010,13.975,4.25958,3516500,4337532420,435060
6/29/2010,13.935,4.247388,3499700,4316809956,433556
6/30/2010,13.91,4.239768,3489200,4303858416,432616
7/1/2010,13.9375,4.24815,3500750,4318105110,433650
7/2/2010,13.98,4.261104,3518600,4340122728,435248
7/3/2010,14.0625,4.28625,3555500,4385638140,436987.5
7/4/2010,14.1025,4.298442,3573740,4408136815,437619.5
7/5/2010,14.1875,4.32435,3612500,4455946500,438962.5
7/6/2010,14.2925,4.356354,3660380,4515005522,440621.5
7/7/2010,14.33,4.367784,3677480,4536098030,441214
7/8/2010,14.3575,4.376166,3690020,4551565870,441648.5
7/9/2010,14.385,4.384548,3702560,4567033709,442083
7/10/2010,14.4,4.38912,3709400,4575470712,442320
7/11/2010,14.4075,4.391406,3712820,4579689214,442438.5
7/12/2010,14.405,4.390644,3711680,4578283046,442399
7/13/2010,14.41,4.392168,3713960,4581095381,442478
7/14/2010,14.3925,4.386834,3705980,4571252210,442201.5
7/15/2010,14.3725,4.380738,3696860,4560002873,441885.5
7/16/2010,14.35,4.37388,3686600,4547347368,441530
7/17/2010,14.305,4.360164,3666080,4522036358,440819
7/18/2010,14.2575,4.345686,3644420,4495319182,440068.5
7/19/2010,14.215,4.332732,3625040,4471414339,439397
7/20/2010,14.1575,4.315206,3598820,4439072494,438488.5
7/21/2010,14.0925,4.295394,3569180,4402512146,437461.5
7/22/2010,14.0275,4.275582,3539540,4365951799,436434.5
7/23/2010,14.015,4.271772,3533840,4358920963,436237
7/24/2010,14.025,4.27482,3538400,4364545632,436395
7/25/2010,14.0075,4.269486,3530420,4354702462,436118.5
7/26/2010,13.99,4.264152,3522800,4345303344,435624
7/27/2010,13.96,4.255008,3510200,4329761496,434496
7/28/2010,13.9325,4.246626,3498650,4315514802,433462
7/29/2010,13.9025,4.237482,3486050,4299972954,432334
7/30/2010,13.8675,4.226814,3471350,4281840798,431018
7/31/2010,13.8425,4.219194,3460850,4268889258,430078
8/1/2010,13.8225,4.213098,3452450,4258528026,429326
8/2/2010,13.79,4.203192,3438800,4241691024,428104
8/3/2010,13.7825,4.200906,3435650,4237805562,427822
8/4/2010,13.7825,4.200906,3435650,4237805562,427822
8/5/2010,13.7575,4.193286,3425150,4224854022,426882
8/6/2010,13.745,4.189476,3419900,4218378252,426412
8/7/2010,13.7625,4.19481,3427250,4227444330,427070
8/8/2010,13.8075,4.208526,3446150,4250757102,428762
8/9/2010,13.8675,4.226814,3471350,4281840798,431018
8/10/2010,13.8925,4.234434,3481850,4294792338,431958
8/11/2010,13.8925,4.234434,3481850,4294792338,431958
8/12/2010,13.9125,4.24053,3490250,4305153570,432710
8/13/2010,13.905,4.238244,3487100,4301268108,432428
8/14/2010,13.915,4.241292,3491300,4306448724,432804
8/15/2010,13.905,4.238244,3487100,4301268108,432428
8/16/2010,13.9175,4.242054,3492350,4307743878,432898
8/17/2010,13.9725,4.258818,3515450,4336237266,434966
8/18/2010,13.9725,4.258818,3515450,4336237266,434966
8/19/2010,13.975,4.25958,3516500,4337532420,435060
8/20/2010,13.9625,4.25577,3511250,4331056650,434590
8/21/2010,13.995,4.265676,3524900,4347893652,435812
8/22/2010,14.0125,4.27101,3532700,4357514796,436197.5
8/23/2010,14.045,4.280916,3547520,4375794970,436711
8/24/2010,14.0725,4.289298,3560060,4391262809,437145.5
8/25/2010,14.095,4.296156,3570320,4403918314,437501
8/26/2010,14.105,4.299204,3574880,4409542982,437659
8/27/2010,14.11,4.300728,3577160,4412355317,437738
8/28/2010,14.1125,4.30149,3578300,4413761484,437777.5
8/29/2010,14.115,4.302252,3579440,4415167651,437817
8/30/2010,14.1125,4.30149,3578300,4413761484,437777.5
8/31/2010,14.11,4.300728,3577160,4412355317,437738
9/1/2010,14.0825,4.292346,3564620,4396887478,437303.5
9/2/2010,14.075,4.29006,3561200,4392668976,437185
9/3/2010,14.0775,4.290822,3562340,4394075143,437224.5
9/4/2010,14.0775,4.290822,3562340,4394075143,437224.5
9/5/2010,14.09,4.294632,3568040,4401105979,437422
9/6/2010,14.125,4.3053,3584000,4420792320,437975
9/7/2010,14.18,4.322064,3609080,4451727998,438844
9/8/2010,14.245,4.341876,3638720,4488288346,439871
9/9/2010,14.2575,4.345686,3644420,4495319182,440068.5
9/10/2010,14.2675,4.348734,3648980,4500943850,440226.5
9/11/2010,14.275,4.35102,3652400,4505162352,440345
9/12/2010,14.2675,4.348734,3648980,4500943850,440226.5
9/13/2010,14.265,4.347972,3647840,4499537683,440187
9/14/2010,14.26,4.346448,3645560,4496725349,440108
9/15/2010,14.2275,4.336542,3630740,4478445175,439594.5
9/16/2010,14.21,4.331208,3622760,4468602005,439318
9/17/2010,14.1925,4.325874,3614780,4458758834,439041.5
9/18/2010,14.1675,4.318254,3603380,4444697162,438646.5
9/19/2010,14.14,4.309872,3590840,4429229323,438212
9/20/2010,14.1275,4.306062,3585140,4422198487,438014.5
9/21/2010,14.11,4.300728,3577160,4412355317,437738
9/22/2010,14.0875,4.29387,3566900,4399699812,437382.5
9/23/2010,14.075,4.29006,3561200,4392668976,437185
9/24/2010,14.0675,4.287774,3557780,4388450474,437066.5
9/25/2010,14.0675,4.287774,3557780,4388450474,437066.5
9/26/2010,14.0525,4.283202,3550940,4380013471,436829.5
9/27/2010,14.0525,4.283202,3550940,4380013471,436829.5
9/28/2010,14.0875,4.29387,3566900,4399699812,437382.5
9/29/2010,14.1475,4.312158,3594260,4433447825,438330.5
9/30/2010,14.135,4.308348,3588560,4426416989,438133
10/1/2010,14.135,4.308348,3588560,4426416989,438133
10/2/2010,14.13,4.306824,3586280,4423604654,438054
10/3/2010,14.105,4.299204,3574880,4409542982,437659
10/4/2010,14.0675,4.287774,3557780,4388450474,437066.5
10/5/2010,14.0325,4.277106,3541820,4368764134,436513.5
10/6/2010,13.9875,4.26339,3521750,4344008190,435530
10/7/2010,13.955,4.253484,3508100,4327171188,434308
10/8/2010,13.9525,4.252722,3507050,4325876034,434214
10/9/2010,13.945,4.250436,3503900,4321990572,433932
10/10/2010,13.93,4.245864,3497600,4314219648,433368
10/11/2010,13.9125,4.24053,3490250,4305153570,432710
10/12/2010,13.8925,4.234434,3481850,4294792338,431958
10/13/2010,13.865,4.226052,3470300,4280545644,430924
10/14/2010,13.8525,4.222242,3465050,4274069874,430454
10/15/2010,13.8175,4.211574,3450350,4255937718,429138
10/16/2010,13.7925,4.203954,3439850,4242986178,428198
10/17/2010,13.7825,4.200906,3435650,4237805562,427822
10/18/2010,13.7625,4.19481,3427250,4227444330,427070
10/19/2010,13.75,4.191,3422000,4220968560,426600
10/20/2010,13.73,4.184904,3413600,4210607328,425848
10/21/2010,13.715,4.180332,3407300,4202836404,425284
10/22/2010,13.705,4.177284,3403100,4197655788,424908
10/23/2010,13.69,4.172712,3396800,4189884864,424344
10/24/2010,13.6725,4.167378,3389450,4180818786,423686
10/25/2010,13.6625,4.16433,3385250,4175638170,423310
10/26/2010,13.6425,4.158234,3376850,4165276938,422558
10/27/2010,13.6225,4.152138,3368450,4154915706,421806
10/28/2010,13.6,4.14528,3359000,4143259320,420960
10/29/2010,13.5625,4.13385,3343250,4123832010,419550
10/30/2010,13.535,4.125468,3331700,4109585316,418516
10/31/2010,13.5075,4.117086,3320150,4095338622,417482
11/1/2010,13.49,4.111752,3312820,4086297214,416756
11/2/2010,13.4825,4.109466,3309685,4082430254,416423
11/3/2010,13.4875,4.11099,3311775,4085008227,416645
11/4/2010,13.5,4.1148,3317000,4091453160,417200
11/5/2010,13.4525,4.100322,3297145,4066962415,415091
11/6/2010,13.415,4.088892,3281470,4047627616,413426
11/7/2010,13.36,4.072128,3258480,4019269910,410984
11/8/2010,13.355,4.070604,3256390,4016691937,410762
11/9/2010,13.3475,4.068318,3253255,4012824977,410429
11/10/2010,13.3375,4.06527,3249075,4007669031,409985
11/11/2010,13.32,4.059936,3241760,3998646125,409208
11/12/2010,13.2925,4.051554,3230265,3984467272,407987
11/13/2010,13.2725,4.045458,3221905,3974155379,407099
11/14/2010,13.265,4.043172,3218770,3970288420,406766
11/15/2010,13.26,4.041648,3216680,3967710446,406544
11/16/2010,13.245,4.037076,3210410,3959976527,405878
11/17/2010,13.2325,4.033266,3205185,3953531594,405323
11/18/2010,13.21,4.026408,3195780,3941930714,404324
11/19/2010,13.175,4.01574,3181150,3923884902,402770
11/20/2010,13.165,4.012692,3176970,3918728956,402326
11/21/2010,13.14,4.005072,3166520,3905839090,401216
11/22/2010,13.13,4.002024,3162340,3900683143,400772
11/23/2010,13.1125,3.99669,3155025,3891660237,399995
11/24/2010,13.095,3.991356,3147710,3882637331,399218
11/25/2010,13.0875,3.98907,3144575,3878770371,398885
11/26/2010,13.0775,3.986022,3140395,3873614425,398441
11/27/2010,13.0475,3.976878,3127855,3858146585,397109
11/28/2010,13.02,3.968496,3116360,3843967733,395888
11/29/2010,13.0175,3.967734,3115315,3842678746,395777
11/30/2010,13.0125,3.96621,3113225,3840100773,395555
12/1/2010,12.955,3.948684,3090630,3812230292,393974
12/2/2010,12.885,3.927348,3063610,3778901663,392378
12/3/2010,12.8675,3.922014,3056855,3770569505,391979
12/4/2010,12.855,3.918204,3052030,3764617964,391694
12/5/2010,12.83,3.910584,3042380,3752714882,391124
12/6/2010,12.7525,3.886962,3012465,3715815328,389357
12/7/2010,12.7225,3.877818,3000885,3701531630,388673
12/8/2010,12.7075,3.873246,2995095,3694389781,388331
12/9/2010,12.68,3.864864,2984480,3681296390,387704
12/10/2010,12.6875,3.86715,2987375,3684867315,387875
12/11/2010,12.685,3.866388,2986410,3683677007,387818
12/12/2010,12.6675,3.861054,2979655,3675344849,387419
12/13/2010,12.5525,3.826002,2935265,3620590672,384797
12/14/2010,12.5425,3.822954,2931405,3615829439,384569
12/15/2010,12.535,3.820668,2928510,3612258515,384398
12/16/2010,12.5375,3.82143,2929475,3613448823,384455
12/17/2010,12.5425,3.822954,2931405,3615829439,384569
12/18/2010,12.5475,3.824478,2933335,3618210056,384683
12/19/2010,12.55,3.82524,2934300,3619400364,384740
12/20/2010,12.54,3.822192,2930440,3614639131,384512
12/21/2010,12.5525,3.826002,2935265,3620590672,384797
12/22/2010,12.55,3.82524,2934300,3619400364,384740
12/23/2010,12.54,3.822192,2930440,3614639131,384512
12/24/2010,12.53,3.819144,2926580,3609877898,384284
12/25/2010,12.545,3.823716,2932370,3617019748,384626
12/26/2010,12.4475,3.793998,2894735,3570597728,382277
12/27/2010,12.4475,3.793998,2894735,3570597728,382277
12/28/2010,12.455,3.796284,2897630,3574168652,382466
12/29/2010,12.45,3.79476,2895700,3571788036,382340
12/30/2010,12.4475,3.793998,2894735,3570597728,382277
12/31/2010,12.4475,3.793998,2894735,3570597728,382277
1/1/2011,12.4475,3.793998,2894735,3570597728,382277
1/2/2011,12.4475,3.793998,2894735,3570597728,382277
1/3/2011,12.44,3.791712,2891840,3567026803,382088
1/4/2011,12.43,3.788664,2887980,3562265570,381836
1/5/2011,12.4275,3.787902,2887015,3561075262,381773
1/6/2011,12.4325,3.789426,2888945,3563455879,381899
1/7/2011,12.4575,3.797046,2898595,3575358961,382529
1/8/2011,12.465,3.799332,2901490,3578929885,382718
1/9/2011,12.46,3.797808,2899560,3576549269,382592
1/10/2011,12.475,3.80238,2905350,3583691118,382970
1/11/2011,12.465,3.799332,2901490,3578929885,382718
1/12/2011,12.4075,3.781806,2879295,3551552797,381269
1/13/2011,12.3625,3.76809,2861925,3530127249,380135
1/14/2011,12.385,3.774948,2870610,3540840023,380702
1/15/2011,12.3925,3.777234,2873505,3544410947,380891
1/16/2011,12.395,3.777996,2874470,3545601256,380954
1/17/2011,12.41,3.782568,2880260,3552743105,381332
1/18/2011,12.415,3.784092,2882190,3555123721,381458
1/19/2011,12.425,3.78714,2886050,3559884954,381710
1/20/2011,12.43,3.788664,2887980,3562265570,381836
1/21/2011,12.44,3.791712,2891840,3567026803,382088
1/22/2011,12.4,3.77952,2876400,3547981872,381080
1/23/2011,12.385,3.774948,2870610,3540840023,380702
1/24/2011,12.405,3.781044,2878330,3550362488,381206
1/25/2011,12.4325,3.789426,2888945,3563455879,381899
1/26/2011,12.51,3.813048,2918860,3600355433,383828
1/27/2011,12.485,3.805428,2909210,3588452351,383222
1/28/2011,12.4725,3.801618,2904385,3582500810,382907
1/29/2011,12.4875,3.80619,2910175,3589642659,383285
1/30/2011,12.485,3.805428,2909210,3588452351,383222
1/31/2011,12.49,3.806952,2911140,3590832967,383348
2/1/2011,12.4925,3.807714,2912105,3592023275,383411
2/2/2011,12.4975,3.809238,2914035,3594403892,383537
2/3/2011,12.4875,3.80619,2910175,3589642659,383285
2/4/2011,12.4925,3.807714,2912105,3592023275,383411
2/5/2011,12.4875,3.80619,2910175,3589642659,383285
2/6/2011,12.4725,3.801618,2904385,3582500810,382907
2/7/2011,12.465,3.799332,2901490,3578929885,382718
2/8/2011,12.4125,3.78333,2881225,3553933413,381395
2/9/2011,12.415,3.784092,2882190,3555123721,381458
2/10/2011,12.4125,3.78333,2881225,3553933413,381395
2/11/2011,12.4025,3.780282,2877365,3549172180,381143
2/12/2011,12.38,3.773424,2868680,3538459406,380576
2/13/2011,12.355,3.765804,2859030,3526556324,379946
2/14/2011,12.3575,3.766566,2859995,3527746633,380009
2/15/2011,12.3325,3.758946,2850345,3515843551,379379
2/16/2011,12.34,3.761232,2853240,3519414475,379568
2/17/2011,12.3375,3.76047,2852275,3518224167,379505
2/18/2011,12.3275,3.757422,2848415,3513462934,379253
2/19/2011,12.3075,3.751326,2840695,3503940469,378749
2/20/2011,12.2975,3.748278,2836835,3499179236,378497
2/21/2011,12.2875,3.74523,2832975,3494418003,378245
2/22/2011,12.27,3.739896,2826220,3486085846,377804
2/23/2011,12.25,3.7338,2818500,3476563380,377300
2/24/2011,12.24,3.730752,2814640,3471802147,377048
2/25/2011,12.2225,3.725418,2807885,3463469990,376607
2/26/2011,12.1975,3.717798,2798235,3451566908,375977
2/27/2011,12.1825,3.713226,2792445,3444425059,375599
2/28/2011,12.1725,3.710178,2788585,3439663826,375347
3/1/2011,12.14,3.700272,2776040,3424189819,374528
3/2/2011,12.135,3.698748,2774110,3421809203,374402
3/3/2011,12.14,3.700272,2776040,3424189819,374528
3/4/2011,12.11,3.691128,2764460,3409906121,373772
3/5/2011,12.0875,3.68427,2755775,3399193347,373205
3/6/2011,12.035,3.668268,2735510,3374196875,371882
3/7/2011,12.0025,3.658362,2722965,3358722868,371063
3/8/2011,11.9975,3.656838,2721110,3356434763,370920
3/9/2011,11.9925,3.655314,2719330,3354239168,370760
3/10/2011,11.9575,3.644646,2706870,3338870008,369640
3/11/2011,11.9325,3.637026,2697970,3327892036,368840
3/12/2011,11.9325,3.637026,2697970,3327892036,368840
3/13/2011,11.9275,3.635502,2696190,3325696441,368680
3/14/2011,11.905,3.628644,2688180,3315816266,367960
3/15/2011,11.8775,3.620262,2678390,3303740497,367080
3/16/2011,11.86,3.614928,2672160,3296055917,366520
3/17/2011,11.8375,3.60807,2664150,3286175742,365800
3/18/2011,11.815,3.601212,2656140,3276295567,365080
3/19/2011,11.7675,3.586734,2639230,3255437420,363560
3/20/2011,11.7425,3.579114,2630330,3244459448,362760
3/21/2011,11.7175,3.571494,2621430,3233481476,361960
3/22/2011,11.675,3.55854,2606300,3214818924,360600
3/23/2011,11.6225,3.542538,2587610,3191765183,358920
3/24/2011,11.5775,3.528822,2571590,3172004833,357480
3/25/2011,11.545,3.518916,2560020,3157733470,356440
3/26/2011,11.52,3.511296,2551120,3146755498,355640
3/27/2011,11.5025,3.505962,2544890,3139070917,355080
3/28/2011,11.555,3.521964,2563580,3162124658,356760
3/29/2011,11.6475,3.550158,2596510,3202743155,359720
3/30/2011,11.6625,3.55473,2601850,3209329938,360200
3/31/2011,11.655,3.552444,2599180,3206036546,359960
4/1/2011,11.645,3.549396,2595620,3201645358,359640
4/2/2011,11.6475,3.550158,2596510,3202743155,359720
4/3/2011,11.6425,3.548634,2594730,3200547560,359560
4/4/2011,11.6525,3.551682,2598290,3204938749,359880
4/5/2011,11.6275,3.544062,2589390,3193960777,359080
4/6/2011,11.63,3.544824,2590280,3195058574,359160
4/7/2011,11.62,3.541776,2586720,3190667386,358840
4/8/2011,11.61,3.538728,2583160,3186276197,358520
4/9/2011,11.595,3.534156,2577820,3179689414,358040
4/10/2011,11.5825,3.530346,2573370,3174200428,357640
4/11/2011,11.57,3.526536,2568920,3168711442,357240
4/12/2011,11.5375,3.51663,2557350,3154440078,356200
4/13/2011,11.505,3.506724,2545780,3140168714,355160
4/14/2011,11.49,3.502152,2540440,3133581931,354680
4/15/2011,11.44,3.486912,2522640,3111625987,353080
4/16/2011,11.41,3.477768,2511960,3098452421,352120
4/17/2011,11.3925,3.472434,2505730,3090767840,351560
4/18/2011,11.38,3.468624,2501280,3085278854,351160
4/19/2011,11.3525,3.460242,2491490,3073203085,350280
4/20/2011,11.3175,3.449574,2479030,3057833924,349160
4/21/2011,11.275,3.43662,2463900,3039171372,347800
4/22/2011,11.24,3.425952,2451440,3023802211,346680
4/23/2011,11.2075,3.416046,2439870,3009530848,345640
4/24/2011,11.1875,3.40995,2432750,3000748470,345000
4/25/2011,11.165,3.403092,2424740,2990868295,344280
4/26/2011,11.1325,3.393186,2413170,2976596932,343240
4/27/2011,11.13,3.392424,2412280,2975499134,343160
4/28/2011,11.0775,3.376422,2393590,2952445393,341480
4/29/2011,11.045,3.366516,2382020,2938174030,340440
4/30/2011,11.0075,3.355086,2368670,2921707072,339240
5/1/2011,10.9975,3.352038,2365185,2917408394,338935
5/2/2011,10.9825,3.347466,2360295,2911376677,338545
5/3/2011,10.9275,3.330702,2342365,2889260380,337115
5/4/2011,10.8875,3.31851,2329325,2873175801,336075
5/5/2011,10.86,3.310128,2320360,2862117653,335360
5/6/2011,10.835,3.302508,2312210,2852064791,334710
5/7/2011,10.795,3.290316,2299170,2835980212,333670
5/8/2011,10.7675,3.281934,2290205,2824922063,332955
5/9/2011,10.75,3.2766,2284500,2817885060,332500
5/10/2011,10.7425,3.274314,2282055,2814869201,332305
5/11/2011,10.685,3.256788,2263310,2791747619,330810
5/12/2011,10.6825,3.256026,2262495,2790742333,330745
5/13/2011,10.62,3.236976,2242120,2765610178,329120
5/14/2011,10.6225,3.237738,2242935,2766615464,329185
5/15/2011,10.635,3.241548,2247010,2771641895,329510
5/16/2011,10.5775,3.224022,2228265,2748520312,328015
5/17/2011,10.545,3.214116,2217670,2735451592,327170
5/18/2011,10.5325,3.210306,2213595,2730425161,326845
5/19/2011,10.4975,3.199638,2202180,2716344986,325950
5/20/2011,10.49,3.197352,2199720,2713310626,325800
5/21/2011,10.4575,3.187446,2189060,2700161729,325150
5/22/2011,10.43,3.179064,2180040,2689035739,324600
5/23/2011,10.4075,3.172206,2172660,2679932657,324150
5/24/2011,10.3675,3.160014,2159540,2663749399,323350
5/25/2011,10.3375,3.15087,2149700,2651611956,322750
5/26/2011,10.2925,3.137154,2134940,2633405791,321850
5/27/2011,10.25,3.1242,2121000,2616211080,321000
5/28/2011,10.2325,3.118866,2115260,2609130905,320650
5/29/2011,10.215,3.113532,2109520,2602050730,320300
5/30/2011,10.175,3.10134,2096400,2585867472,319500
5/31/2011,10.1175,3.083814,2077540,2562604039,318350
6/1/2011,10.075,3.07086,2063600,2545409328,317500
6/2/2011,10.0425,3.060954,2052940,2532260431,316850
6/3/2011,9.995,3.046476,2037450,2513153826,315908
6/4/2011,9.96,3.035808,2026600,2499770568,315264
6/5/2011,9.925,3.02514,2015750,2486387310,314620
6/6/2011,9.89,3.014472,2004900,2473004052,313976
6/7/2011,9.8625,3.00609,1996375,2462488635,313470
6/8/2011,9.83,2.996184,1986300,2450061324,312872
6/9/2011,9.795,2.985516,1975450,2436678066,312228
6/10/2011,9.76,2.974848,1964600,2423294808,311584
6/11/2011,9.71,2.959608,1949100,2404175868,310664
6/12/2011,9.6825,2.951226,1940575,2393660451,310158
6/13/2011,9.6725,2.948178,1937475,2389836663,309974
6/14/2011,9.655,2.942844,1932050,2383145034,309652
6/15/2011,9.64,2.938272,1927400,2377409352,309376
6/16/2011,9.6525,2.942082,1931275,2382189087,309606
6/17/2011,9.625,2.9337,1922750,2371673670,309100
6/18/2011,9.61,2.929128,1918100,2365937988,308824
6/19/2011,9.6,2.92608,1915000,2362114200,308640
6/20/2011,9.5925,2.923794,1912675,2359246359,308502
6/21/2011,9.5825,2.920746,1909575,2355422571,308318
6/22/2011,9.56,2.913888,1902600,2346819048,307904
6/23/2011,9.53,2.904744,1893300,2335347684,307352
6/24/2011,9.52,2.901696,1890200,2331523896,307168
6/25/2011,9.565,2.915412,1904150,2348730942,307996
6/26/2011,9.625,2.9337,1922750,2371673670,309100
6/27/2011,9.655,2.942844,1932050,2383145034,309652
6/28/2011,9.6825,2.951226,1940575,2393660451,310158
6/29/2011,9.695,2.955036,1944450,2398440186,310388
6/30/2011,9.7075,2.958846,1948325,2403219921,310618
7/1/2011,9.735,2.967228,1956850,2413735338,311124
7/2/2011,9.7675,2.977134,1966925,2426162649,311722
7/3/2011,9.81,2.990088,1980100,2442413748,312504
7/4/2011,9.8175,2.992374,1982425,2445281589,312642
7/5/2011,9.8275,2.995422,1985525,2449105377,312826
7/6/2011,9.82,2.993136,1983200,2446237536,312688
7/7/2011,9.8575,3.004566,1994825,2460576741,313378
7/8/2011,9.9075,3.019806,2010325,2479695681,314298
7/9/2011,9.885,3.012948,2003350,2471092158,313884
7/10/2011,9.89,3.014472,2004900,2473004052,313976
7/11/2011,9.9325,3.027426,2018075,2489255151,314758
7/12/2011,9.9425,3.030474,2021175,2493078939,314942
7/13/2011,9.955,3.034284,2025050,2497858674,315172
7/14/2011,9.97,3.038856,2029700,2503594356,315448
7/15/2011,10.02,3.054096,2045560,2523157349,316400
7/16/2011,10.0725,3.070098,2062780,2544397874,317450
7/17/2011,10.1025,3.079242,2072620,2556535318,318050
7/18/2011,10.12,3.084576,2078360,2563615493,318400
7/19/2011,10.145,3.092196,2086560,2573730029,318900
7/20/2011,10.1625,3.09753,2092300,2580810204,319250
7/21/2011,10.1675,3.099054,2093940,2582833111,319350
7/22/2011,10.19,3.105912,2101320,2591936194,319800
7/23/2011,10.2075,3.111246,2107060,2599016369,320150
7/24/2011,10.2225,3.115818,2111980,2605085090,320450
7/25/2011,10.2325,3.118866,2115260,2609130905,320650
7/26/2011,10.23,3.118104,2114440,2608119451,320600
7/27/2011,10.265,3.128772,2125920,2622279802,321300
7/28/2011,10.285,3.134868,2132480,2630371430,321700
7/29/2011,10.2775,3.132582,2130020,2627337070,321550
7/30/2011,10.2675,3.129534,2126740,2623291255,321350
7/31/2011,10.245,3.122676,2119360,2614188173,320900
8/1/2011,10.22,3.115056,2111160,2604073637,320400
8/2/2011,10.2125,3.11277,2108700,2601039276,320250
8/3/2011,10.225,3.11658,2112800,2606096544,320500
8/4/2011,10.235,3.119628,2116080,2610142358,320700
8/5/2011,10.255,3.125724,2122640,2618233987,321100
8/6/2011,10.2325,3.118866,2115260,2609130905,320650
8/7/2011,10.225,3.11658,2112800,2606096544,320500
8/8/2011,10.2475,3.123438,2120180,2615199626,320950
8/9/2011,10.25,3.1242,2121000,2616211080,321000
8/10/2011,10.2575,3.126486,2123460,2619245441,321150
8/11/2011,10.29,3.136392,2134120,2632394338,321800
8/12/2011,10.3025,3.140202,2138220,2637451606,322050
8/13/2011,10.2975,3.138678,2136580,2635428698,321950
8/14/2011,10.2975,3.138678,2136580,2635428698,321950
8/15/2011,10.3,3.13944,2137400,2636440152,322000
8/16/2011,10.3175,3.144774,2143140,2643520327,322350
8/17/2011,10.3475,3.153918,2152980,2655657770,322950
8/18/2011,10.4,3.16992,2170200,2676898296,324000
8/19/2011,10.4325,3.179826,2180860,2690047193,324650
8/20/2011,10.46,3.188208,2189880,2701173182,325200
8/21/2011,10.51,3.203448,2206260,2721377585,326260
8/22/2011,10.535,3.211068,2214410,2731430447,326910
8/23/2011,10.54,3.212592,2216040,2733441019,327040
8/24/2011,10.57,3.221736,2225820,2745504454,327820
8/25/2011,10.545,3.214116,2217670,2735451592,327170
8/26/2011,10.575,3.22326,2227450,2747515026,327950
8/27/2011,10.6075,3.233166,2238045,2760583747,328795
8/28/2011,10.62,3.236976,2242120,2765610178,329120
8/29/2011,10.6325,3.240786,2246195,2770636609,329445
8/30/2011,10.6325,3.240786,2246195,2770636609,329445
8/31/2011,10.65,3.24612,2251900,2777673612,329900
9/1/2011,10.6675,3.251454,2257605,2784710615,330355
9/2/2011,10.75,3.2766,2284500,2817885060,332500
9/3/2011,10.74,3.273552,2281240,2813863915,332240
9/4/2011,10.745,3.275076,2282870,2815874488,332370
9/5/2011,10.7575,3.278886,2286945,2820900919,332695
9/6/2011,10.77,3.282696,2291020,2825927350,333020
9/7/2011,10.78,3.285744,2294280,2829948494,333280
9/8/2011,10.8025,3.292602,2301615,2838996070,333865
9/9/2011,10.82,3.297936,2307320,2846033074,334320
9/10/2011,10.845,3.305556,2315470,2856085936,334970
9/11/2011,10.87,3.313176,2323620,2866138798,335620
9/12/2011,10.8875,3.31851,2329325,2873175801,336075
9/13/2011,10.9225,3.329178,2340735,2887249808,336985
9/14/2011,10.9275,3.330702,2342365,2889260380,337115
9/15/2011,10.925,3.32994,2341550,2888255094,337050
9/16/2011,10.935,3.332988,2344810,2892276239,337310
9/17/2011,10.94,3.334512,2346440,2894286811,337440
9/18/2011,10.9325,3.332226,2343995,2891270953,337245
9/19/2011,10.9325,3.332226,2343995,2891270953,337245
9/20/2011,10.9575,3.339846,2352145,2901323815,337895
9/21/2011,10.9875,3.34899,2361925,2913387249,338675
9/22/2011,10.99,3.349752,2362740,2914392535,338740
9/23/2011,10.9875,3.34899,2361925,2913387249,338675
9/24/2011,10.9925,3.350514,2363555,2915397821,338805
9/25/2011,11.04,3.364992,2380240,2935978435,340280
9/26/2011,11.0925,3.380994,2398930,2959032176,341960
9/27/2011,11.1175,3.388614,2407830,2970010148,342760
9/28/2011,11.125,3.3909,2410500,2973303540,343000
9/29/2011,11.1275,3.391662,2411390,2974401337,343080
9/30/2011,11.1125,3.38709,2406050,2967814554,342600
10/1/2011,11.1075,3.385566,2404270,2965618960,342440
10/2/2011,11.095,3.381756,2399820,2960129974,342040
10/3/2011,11.115,3.387852,2406940,2968912351,342680
10/4/2011,11.105,3.384804,2403380,2964521162,342360
10/5/2011,11.0975,3.382518,2400710,2961227771,342120
10/6/2011,11.0925,3.380994,2398930,2959032176,341960
10/7/2011,11.12,3.389376,2408720,2971107946,342840
10/8/2011,11.1425,3.396234,2416730,2980988120,343560
10/9/2011,11.18,3.407664,2430080,2997455078,344760
10/10/2011,11.2175,3.419094,2443430,3013922036,345960
10/11/2011,11.335,3.454908,2485260,3065518505,349720
10/12/2011,11.4875,3.50139,2539550,3132484134,354600
10/13/2011,11.65,3.55092,2597400,3203840952,359800
