date,DO
12/13/2010,10.40168561
12/14/2010,10.46892316
12/15/2010,10.53616071
12/16/2010,10.5475
12/17/2010,10.55883929
12/18/2010,10.57017857
12/19/2010,10.58151786
12/20/2010,10.59285714
12/21/2010,10.58098639
12/22/2010,10.56911565
12/23/2010,10.5572449
12/24/2010,10.54537415
12/25/2010,10.5335034
12/26/2010,10.52163265
12/27/2010,10.5097619
12/28/2010,10.49789116
12/29/2010,10.48602041
12/30/2010,10.47414966
12/31/2010,10.46227891
1/1/2011,10.45040816
1/2/2011,10.43853741
1/3/2011,10.42666667
1/4/2011,10.4094898
1/5/2011,10.39838726
1/6/2011,10.38728472
1/7/2011,10.37618218
1/8/2011,10.36507964
1/9/2011,10.3539771
1/10/2011,10.34287456
1/11/2011,10.33177203
1/12/2011,10.32066949
1/13/2011,10.30956695
1/14/2011,10.29846441
1/15/2011,10.28736187
1/16/2011,10.27625933
1/17/2011,10.26515679
1/18/2011,10.25405426
1/19/2011,10.24295172
1/20/2011,10.23184918
1/21/2011,10.22074664
1/22/2011,10.2096441
1/23/2011,10.19854156
1/24/2011,10.18743902
1/25/2011,10.17633649
1/26/2011,10.16523395
1/27/2011,10.15413141
1/28/2011,10.14302887
1/29/2011,10.13192633
1/30/2011,10.12082379
1/31/2011,10.10972125
2/1/2011,10.09861872
2/2/2011,10.08751618
2/3/2011,10.07641364
2/4/2011,10.0653111
2/5/2011,10.05420856
2/6/2011,10.04310602
2/7/2011,10.03200348
2/8/2011,10.02090095
2/9/2011,10.00979841
2/10/2011,9.998695869
2/11/2011,9.98759333
2/12/2011,9.976490791
2/13/2011,9.965388253
2/14/2011,9.954285714
2/15/2011,9.9066828
2/16/2011,9.859079885
2/17/2011,9.81147697
2/18/2011,9.763874056
2/19/2011,9.716271141
2/20/2011,9.668668226
2/21/2011,9.621065312
2/22/2011,9.573462397
2/23/2011,9.525859482
2/24/2011,9.478256567
2/25/2011,9.430653653
2/26/2011,9.383050738
2/27/2011,9.335447823
2/28/2011,9.287844909
3/1/2011,9.240241994
3/2/2011,9.192639079
3/3/2011,9.145036165
3/4/2011,9.09743325
3/5/2011,9.049830335
3/6/2011,9.002227421
3/7/2011,8.954624506
3/8/2011,8.907021591
3/9/2011,8.868012278
3/10/2011,8.835241414
3/11/2011,8.802470549
3/12/2011,8.769699685
3/13/2011,8.73692882
3/14/2011,8.704157956
3/15/2011,8.671387091
3/16/2011,8.638616227
3/17/2011,8.605845363
3/18/2011,8.573074498
3/19/2011,8.540303634
3/20/2011,8.507532769
3/21/2011,8.474761905
3/22/2011,8.446776403
3/23/2011,8.418790901
3/24/2011,8.390805399
3/25/2011,8.362819897
3/26/2011,8.334834395
3/27/2011,8.306848893
3/28/2011,8.278863391
3/29/2011,8.250877889
3/30/2011,8.222892387
3/31/2011,8.194906885
4/1/2011,8.166921383
4/2/2011,8.13893588
4/3/2011,8.110950378
4/4/2011,8.082964876
4/5/2011,8.054979374
4/6/2011,8.026993872
4/7/2011,7.99900837
4/8/2011,7.971022868
4/9/2011,7.943037366
4/10/2011,7.915051864
4/11/2011,7.887066362
4/12/2011,7.85908086
4/13/2011,7.831095358
4/14/2011,7.803109856
4/15/2011,7.775124354
4/16/2011,7.747138852
4/17/2011,7.71915335
4/18/2011,7.691167848
4/19/2011,7.678147392
4/20/2011,7.686728158
4/21/2011,7.695308924
4/22/2011,7.703889689
4/23/2011,7.712470455
4/24/2011,7.72105122
4/25/2011,7.729631986
4/26/2011,7.738212752
4/27/2011,7.746793517
4/28/2011,7.755374283
4/29/2011,7.763955049
4/30/2011,7.772535814
5/1/2011,7.78111658
5/2/2011,7.789697346
5/3/2011,7.798278111
5/4/2011,7.806858877
5/5/2011,7.815439643
5/6/2011,7.824020408
5/7/2011,7.832601174
5/8/2011,7.841181939
5/9/2011,7.849762705
5/10/2011,7.854193811
5/11/2011,7.858624917
5/12/2011,7.863056022
5/13/2011,7.867487128
5/14/2011,7.871918234
5/15/2011,7.87634934
5/16/2011,7.880780446
5/17/2011,7.885211551
5/18/2011,7.889642657
5/19/2011,7.894073763
5/20/2011,7.898504869
5/21/2011,7.902935974
5/22/2011,7.90736708
5/23/2011,7.911798186
5/24/2011,7.932761905
5/25/2011,7.95685034
5/26/2011,7.980938776
5/27/2011,8.005027211
5/28/2011,8.029115646
5/29/2011,8.053204082
5/30/2011,8.077292517
5/31/2011,8.101380952
6/1/2011,8.125469388
6/2/2011,8.149557823
6/3/2011,8.173646259
6/4/2011,8.197734694
6/5/2011,8.221823129
6/6/2011,8.245911565
6/7/2011,8.27
6/8/2011,8.258336735
6/9/2011,8.246673469
6/10/2011,8.235010204
6/11/2011,8.223346939
6/12/2011,8.211683673
6/13/2011,8.200020408
6/14/2011,8.188357143
6/15/2011,8.176693878
6/16/2011,8.165030612
6/17/2011,8.153367347
6/18/2011,8.141704082
6/19/2011,8.130040816
6/20/2011,8.118377551
6/21/2011,8.106714286
6/22/2011,8.09505102
6/23/2011,8.083387755
6/24/2011,8.07172449
6/25/2011,8.060061224
6/26/2011,8.048397959
6/27/2011,8.036734694
6/28/2011,8.025071429
6/29/2011,8.013408163
6/30/2011,8.001744898
7/1/2011,7.990081633
7/2/2011,7.978418367
7/3/2011,7.966755102
7/4/2011,7.955091837
7/5/2011,7.943428571
7/6/2011,7.931765306
7/7/2011,7.920102041
7/8/2011,7.908438776
7/9/2011,7.89677551
7/10/2011,7.885112245
7/11/2011,7.87344898
7/12/2011,7.861785714
7/13/2011,7.846190476
7/14/2011,7.830595238
7/15/2011,7.815
7/16/2011,7.799404762
7/17/2011,7.783809524
7/18/2011,7.768214286
7/19/2011,7.752619048
7/20/2011,7.73702381
7/21/2011,7.721428571
7/22/2011,7.705833333
7/23/2011,7.690238095
7/24/2011,7.674642857
7/25/2011,7.659047619
7/26/2011,7.643452381
7/27/2011,7.627857143
7/28/2011,7.612261905
7/29/2011,7.596666667
7/30/2011,7.581071429
7/31/2011,7.56547619
8/1/2011,7.549880952
8/2/2011,7.534285714
8/3/2011,7.553035714
8/4/2011,7.571785714
8/5/2011,7.590535714
8/6/2011,7.609285714
8/7/2011,7.628035714
8/8/2011,7.646785714
8/9/2011,7.665535714
8/10/2011,7.684285714
8/11/2011,7.703035714
8/12/2011,7.721785714
8/13/2011,7.740535714
8/14/2011,7.759285714
8/15/2011,7.778035714
8/16/2011,7.796785714
8/17/2011,7.815535714
8/18/2011,7.834285714
8/19/2011,7.853035714
8/20/2011,7.871785714
8/21/2011,7.890535714
8/22/2011,7.909285714
8/23/2011,7.928035714
8/24/2011,7.946785714
8/25/2011,7.965535714
8/26/2011,7.984285714
8/27/2011,8.003035714
8/28/2011,8.021785714
8/29/2011,8.040535714
8/30/2011,8.059285714
8/31/2011,8.078035714
9/1/2011,8.096785714
9/2/2011,8.115535714
9/3/2011,8.134285714
9/4/2011,8.153035714
9/5/2011,8.171785714
9/6/2011,8.190535714
9/7/2011,8.209285714
9/8/2011,8.228035714
9/9/2011,8.246785714
9/10/2011,8.265535714
9/11/2011,8.284285714
9/12/2011,8.303035714
9/13/2011,8.321785714
9/14/2011,8.340535714
9/15/2011,8.359285714
9/16/2011,8.378035714
9/17/2011,8.396785714
9/18/2011,8.415535714
9/19/2011,8.434285714
9/20/2011,8.425170068
9/21/2011,8.416054422
9/22/2011,8.406938776
9/23/2011,8.397823129
9/24/2011,8.388707483
9/25/2011,8.379591837
9/26/2011,8.37047619
9/27/2011,8.361360544
9/28/2011,8.352244898
9/29/2011,8.343129252
9/30/2011,8.334013605
10/1/2011,8.324897959
10/2/2011,8.315782313
10/3/2011,8.306666667
10/4/2011,8.29755102
10/5/2011,8.288435374
10/6/2011,8.279319728
10/7/2011,8.270204082
10/8/2011,8.261088435
10/9/2011,8.251972789
10/10/2011,8.242857143
10/11/2011,8.266716553
10/12/2011,8.290575964
10/13/2011,8.314435374
10/14/2011,8.338294785
10/15/2011,8.362154195
10/16/2011,8.386013605
10/17/2011,8.409873016
10/18/2011,8.433732426
10/19/2011,8.457591837
10/20/2011,8.481451247
10/21/2011,8.505310658
10/22/2011,8.529170068
10/23/2011,8.553029478
10/24/2011,8.576888889
10/25/2011,8.600748299
10/26/2011,8.62460771
10/27/2011,8.64846712
10/28/2011,8.672326531
10/29/2011,8.696185941
10/30/2011,8.720045351
10/31/2011,8.743904762
11/1/2011,8.767764172
11/2/2011,8.791623583
11/3/2011,8.815482993
11/4/2011,8.839342404
11/5/2011,8.863201814
11/6/2011,8.887061224
11/7/2011,8.910920635
11/8/2011,8.934780045
11/9/2011,8.958639456
11/10/2011,8.982498866
11/11/2011,9.006358277
11/12/2011,9.030217687
11/13/2011,9.054077098
11/14/2011,9.077936508
11/15/2011,9.091103896
11/16/2011,9.083779221
11/17/2011,9.076454545
11/18/2011,9.06912987
11/19/2011,9.061805195
11/20/2011,9.054480519
11/21/2011,9.047155844
11/22/2011,9.039831169
11/23/2011,9.032506494
11/24/2011,9.025181818
11/25/2011,9.017857143
11/26/2011,9.010532468
11/27/2011,9.003207792
11/28/2011,8.995883117
11/29/2011,8.988558442
11/30/2011,8.981233766
12/1/2011,8.973909091
12/2/2011,8.966584416
12/3/2011,8.95925974
12/4/2011,8.951935065
12/5/2011,8.94461039
12/6/2011,8.953265306
12/7/2011,8.966413994
12/8/2011,8.979562682
12/9/2011,8.99271137
12/10/2011,9.005860058
12/11/2011,9.019008746
12/12/2011,9.032157434
12/13/2011,9.045306122
12/14/2011,9.05845481
12/15/2011,9.071603499
12/16/2011,9.084752187
12/17/2011,9.097900875
12/18/2011,9.111049563
12/19/2011,9.124198251
12/20/2011,9.137346939
12/21/2011,9.150495627
12/22/2011,9.163644315
12/23/2011,9.176793003
12/24/2011,9.189941691
12/25/2011,9.203090379
12/26/2011,9.216239067
12/27/2011,9.229387755
12/28/2011,9.242536443
12/29/2011,9.255685131
12/30/2011,9.268833819
12/31/2011,9.281982507
1/1/2012,9.295131195
1/2/2012,9.308279883
1/3/2012,9.321428571
1/4/2012,9.334577259
1/5/2012,9.347725948
1/6/2012,9.360874636
1/7/2012,9.374023324
1/8/2012,9.387172012
1/9/2012,9.4003207
1/10/2012,9.413469388
1/11/2012,9.426618076
1/12/2012,9.439766764
1/13/2012,9.452915452
1/14/2012,9.46606414
1/15/2012,9.479212828
1/16/2012,9.492361516
1/17/2012,9.505510204
1/18/2012,9.518658892
1/19/2012,9.53180758
1/20/2012,9.544956268
1/21/2012,9.558104956
1/22/2012,9.571253644
1/23/2012,9.584402332
1/24/2012,9.559619048
1/25/2012,9.487809524
1/26/2012,9.416
1/27/2012,9.344190476
1/28/2012,9.272380952
1/29/2012,9.200571429
1/30/2012,9.128761905
1/31/2012,9.056952381
2/1/2012,8.985142857
2/2/2012,8.913333333
2/3/2012,8.84152381
2/4/2012,8.769714286
2/5/2012,8.697904762
2/6/2012,8.626095238
2/7/2012,8.58833887
2/8/2012,8.583646382
2/9/2012,8.578953894
2/10/2012,8.574261405
2/11/2012,8.569568917
2/12/2012,8.564876428
2/13/2012,8.56018394
2/14/2012,8.555491451
2/15/2012,8.550798963
2/16/2012,8.546106474
2/17/2012,8.541413986
2/18/2012,8.536721497
2/19/2012,8.532029009
2/20/2012,8.527336521
2/21/2012,8.522644032
2/22/2012,8.517951544
2/23/2012,8.513259055
2/24/2012,8.508566567
2/25/2012,8.503874078
2/26/2012,8.49918159
2/27/2012,8.494489101
2/28/2012,8.489796613
2/29/2012,8.485104124
3/1/2012,8.480411636
3/2/2012,8.475719148
3/3/2012,8.471026659
3/4/2012,8.466334171
3/5/2012,8.461641682
3/6/2012,8.456949194
3/7/2012,8.452256705
3/8/2012,8.447564217
3/9/2012,8.442871728
3/10/2012,8.43817924
3/11/2012,8.433486751
3/12/2012,8.428794263
3/13/2012,8.424101775
3/14/2012,8.419409286
3/15/2012,8.414716798
3/16/2012,8.410024309
3/17/2012,8.405331821
3/18/2012,8.400639332
3/19/2012,8.395946844
3/20/2012,8.391428571
3/21/2012,8.390714286
3/22/2012,8.39
3/23/2012,8.389285714
3/24/2012,8.388571429
3/25/2012,8.387857143
3/26/2012,8.387142857
3/27/2012,8.386428571
3/28/2012,8.385714286
3/29/2012,8.385
3/30/2012,8.384285714
3/31/2012,8.383571429
4/1/2012,8.382857143
4/2/2012,8.382142857
4/3/2012,8.377521866
4/4/2012,8.368496113
4/5/2012,8.35947036
4/6/2012,8.350444606
4/7/2012,8.341418853
4/8/2012,8.3323931
4/9/2012,8.323367347
4/10/2012,8.314341594
4/11/2012,8.305315841
4/12/2012,8.296290087
4/13/2012,8.287264334
4/14/2012,8.278238581
4/15/2012,8.269212828
4/16/2012,8.260187075
4/17/2012,8.251161322
4/18/2012,8.242135569
4/19/2012,8.233109815
4/20/2012,8.224084062
4/21/2012,8.215058309
4/22/2012,8.206032556
4/23/2012,8.197006803
4/24/2012,8.18798105
4/25/2012,8.178955296
4/26/2012,8.169929543
4/27/2012,8.16090379
4/28/2012,8.151878037
4/29/2012,8.142852284
4/30/2012,8.133826531
5/1/2012,8.124800777
5/2/2012,8.115775024
5/3/2012,8.106749271
5/4/2012,8.097723518
5/5/2012,8.088697765
5/6/2012,8.079672012
5/7/2012,8.070646259
5/8/2012,8.061620505
5/9/2012,8.052594752
5/10/2012,8.043568999
5/11/2012,8.034543246
5/12/2012,8.025517493
5/13/2012,8.01649174
5/14/2012,8.007465986
5/15/2012,7.998440233
5/16/2012,7.98941448
5/17/2012,7.980388727
5/18/2012,7.971362974
5/19/2012,7.962337221
5/20/2012,7.953311467
5/21/2012,7.944285714
5/22/2012,7.946734694
5/23/2012,7.949183673
5/24/2012,7.951632653
5/25/2012,7.954081633
5/26/2012,7.956530612
5/27/2012,7.958979592
5/28/2012,7.961428571
5/29/2012,7.963877551
5/30/2012,7.966326531
5/31/2012,7.96877551
6/1/2012,7.97122449
6/2/2012,7.973673469
6/3/2012,7.976122449
6/4/2012,7.978571429
6/5/2012,7.981020408
6/6/2012,7.983469388
6/7/2012,7.985918367
6/8/2012,7.988367347
6/9/2012,7.990816327
6/10/2012,7.993265306
6/11/2012,7.995714286
6/12/2012,7.978615363
6/13/2012,7.96151644
6/14/2012,7.944417517
6/15/2012,7.927318594
6/16/2012,7.910219671
6/17/2012,7.893120748
6/18/2012,7.876021825
6/19/2012,7.858922902
6/20/2012,7.84182398
6/21/2012,7.824725057
6/22/2012,7.807626134
6/23/2012,7.790527211
6/24/2012,7.773428288
6/25/2012,7.756329365
6/26/2012,7.739230442
6/27/2012,7.722131519
6/28/2012,7.705032596
6/29/2012,7.687933673
6/30/2012,7.670834751
7/1/2012,7.653735828
7/2/2012,7.636636905
7/3/2012,7.619537982
7/4/2012,7.602439059
7/5/2012,7.585340136
7/6/2012,7.568241213
7/7/2012,7.55114229
7/8/2012,7.534043367
7/9/2012,7.516944444
7/10/2012,7.499845522
7/11/2012,7.482746599
7/12/2012,7.465647676
7/13/2012,7.448548753
7/14/2012,7.43144983
7/15/2012,7.414350907
7/16/2012,7.397251984
7/17/2012,7.403061224
7/18/2012,7.417385204
7/19/2012,7.431709184
7/20/2012,7.446033163
7/21/2012,7.460357143
7/22/2012,7.474681122
7/23/2012,7.489005102
7/24/2012,7.503329082
7/25/2012,7.517653061
7/26/2012,7.531977041
7/27/2012,7.54630102
7/28/2012,7.560625
7/29/2012,7.57494898
7/30/2012,7.589272959
7/31/2012,7.603596939
8/1/2012,7.617920918
8/2/2012,7.632244898
8/3/2012,7.646568878
8/4/2012,7.660892857
8/5/2012,7.675216837
8/6/2012,7.689540816
8/7/2012,7.703864796
8/8/2012,7.718188776
8/9/2012,7.732512755
8/10/2012,7.746836735
8/11/2012,7.761160714
8/12/2012,7.775484694
8/13/2012,7.789808673
8/14/2012,7.781230159
8/15/2012,7.781785714
8/16/2012,7.78234127
8/17/2012,7.782896825
8/18/2012,7.783452381
8/19/2012,7.784007937
8/20/2012,7.784563492
8/21/2012,7.785119048
8/22/2012,7.785674603
8/23/2012,7.786230159
8/24/2012,7.786785714
8/25/2012,7.78734127
8/26/2012,7.787896825
8/27/2012,7.788452381
8/28/2012,7.789007937
8/29/2012,7.789563492
8/30/2012,7.790119048
8/31/2012,7.790674603
9/1/2012,7.791230159
9/2/2012,7.791785714
9/3/2012,7.79234127
9/4/2012,7.792896825
9/5/2012,7.793452381
9/6/2012,7.794007937
9/7/2012,7.794563492
9/8/2012,7.795119048
9/9/2012,7.795674603
9/10/2012,7.796230159
9/11/2012,7.796785714
9/12/2012,7.79734127
9/13/2012,7.797896825
9/14/2012,7.798452381
9/15/2012,7.799007937
9/16/2012,7.799563492
9/17/2012,7.800119048
9/18/2012,7.800674603
9/19/2012,7.808431973
9/20/2012,7.770578231
9/21/2012,7.73272449
9/22/2012,7.694870748
9/23/2012,7.657017007
9/24/2012,7.619163265
9/25/2012,7.581309524
9/26/2012,7.543455782
9/27/2012,7.505602041
9/28/2012,7.467748299
9/29/2012,7.429894558
9/30/2012,7.392040816
10/1/2012,7.354187075
10/2/2012,7.316333333
10/3/2012,7.278479592
10/4/2012,7.24062585
10/5/2012,7.202772109
10/6/2012,7.164918367
10/7/2012,7.127064626
10/8/2012,7.089210884
10/9/2012,7.066413994
10/10/2012,7.12361516
10/11/2012,7.180816327
10/12/2012,7.238017493
10/13/2012,7.295218659
10/14/2012,7.352419825
10/15/2012,7.409620991
10/16/2012,7.466822157
10/17/2012,7.524023324
10/18/2012,7.58122449
10/19/2012,7.638425656
10/20/2012,7.695626822
10/21/2012,7.752827988
10/22/2012,7.810029155
10/23/2012,7.867230321
10/24/2012,7.924431487
10/25/2012,7.981632653
10/26/2012,8.038833819
10/27/2012,8.096034985
10/28/2012,8.153236152
10/29/2012,8.210437318
10/30/2012,8.267638484
10/31/2012,8.32483965
11/1/2012,8.382040816
11/2/2012,8.439241983
11/3/2012,8.496443149
11/4/2012,8.553644315
11/5/2012,8.610845481
11/6/2012,8.668046647
11/7/2012,8.725247813
11/8/2012,8.78244898
11/9/2012,8.839650146
11/10/2012,8.896851312
11/11/2012,8.954052478
11/12/2012,9.011253644
11/13/2012,9.06845481
11/14/2012,9.125655977
11/15/2012,9.182857143
11/16/2012,9.240058309
11/17/2012,9.297259475
11/18/2012,9.354460641
11/19/2012,9.411661808
11/20/2012,9.468862974
11/21/2012,9.52606414
11/22/2012,9.583265306
11/23/2012,9.640466472
11/24/2012,9.697667638
11/25/2012,9.754868805
11/26/2012,9.812069971
11/27/2012,9.833163265
11/28/2012,9.684693878
11/29/2012,9.53622449
11/30/2012,9.387755102
12/1/2012,9.239285714
12/2/2012,9.090816327
12/3/2012,8.942346939
12/4/2012,8.793877551
12/5/2012,8.645408163
12/6/2012,8.496938776
12/7/2012,8.348469388
12/8/2012,8.2
12/9/2012,8.051530612
12/10/2012,7.903061224
12/11/2012,7.786479592
12/12/2012,7.821326531
12/13/2012,7.856173469
12/14/2012,7.891020408
12/15/2012,7.925867347
12/16/2012,7.960714286
12/17/2012,7.995561224
12/18/2012,8.030408163
12/19/2012,8.065255102
12/20/2012,8.100102041
12/21/2012,8.13494898
12/22/2012,8.169795918
12/23/2012,8.204642857
12/24/2012,8.239489796
12/25/2012,8.274336735
12/26/2012,8.309183673
12/27/2012,8.344030612
12/28/2012,8.378877551
12/29/2012,8.41372449
12/30/2012,8.448571429
12/31/2012,8.483418367
1/1/2013,8.518265306
1/2/2013,8.553112245
1/3/2013,8.587959184
1/4/2013,8.622806122
1/5/2013,8.657653061
1/6/2013,8.6925
1/7/2013,8.727346939
1/8/2013,8.753531746
1/9/2013,8.75735761
1/10/2013,8.761183473
1/11/2013,8.765009337
1/12/2013,8.768835201
1/13/2013,8.772661064
1/14/2013,8.776486928
1/15/2013,8.780312792
1/16/2013,8.784138655
1/17/2013,8.787964519
1/18/2013,8.791790383
1/19/2013,8.795616246
1/20/2013,8.79944211
1/21/2013,8.803267974
1/22/2013,8.807093838
1/23/2013,8.810919701
1/24/2013,8.814745565
1/25/2013,8.818571429
1/26/2013,8.822397292
1/27/2013,8.826223156
1/28/2013,8.83004902
1/29/2013,8.833874883
1/30/2013,8.837700747
1/31/2013,8.841526611
2/1/2013,8.845352474
2/2/2013,8.849178338
2/3/2013,8.853004202
2/4/2013,8.856830065
2/5/2013,8.860655929
2/6/2013,8.864481793
2/7/2013,8.868307656
2/8/2013,8.87213352
2/9/2013,8.875959384
2/10/2013,8.879785247
2/11/2013,8.883611111
2/12/2013,8.883701299
2/13/2013,8.889188312
2/14/2013,8.894675325
2/15/2013,8.900162338
2/16/2013,8.905649351
2/17/2013,8.911136364
2/18/2013,8.916623377
2/19/2013,8.92211039
2/20/2013,8.927597403
2/21/2013,8.933084416
2/22/2013,8.938571429
2/23/2013,8.944058442
2/24/2013,8.949545455
2/25/2013,8.955032468
2/26/2013,8.960519481
2/27/2013,8.966006494
2/28/2013,8.971493506
3/1/2013,8.976980519
3/2/2013,8.982467532
3/3/2013,8.987954545
3/4/2013,8.993441558
3/5/2013,8.998928571
3/6/2013,9.004415584
3/7/2013,9.009902597
3/8/2013,9.01538961
3/9/2013,9.020876623
3/10/2013,9.026363636
3/11/2013,9.031850649
3/12/2013,9.037337662
3/13/2013,9.042824675
3/14/2013,9.048311688
3/15/2013,9.053798701
3/16/2013,9.059285714
3/17/2013,9.064772727
3/18/2013,9.07025974
3/19/2013,9.075746753
3/20/2013,9.081233766
3/21/2013,9.086720779
3/22/2013,9.092207792
3/23/2013,9.097694805
3/24/2013,9.103181818
3/25/2013,9.108668831
3/26/2013,9.114155844
3/27/2013,9.119642857
3/28/2013,9.094166667
3/29/2013,9.036547619
3/30/2013,8.978928571
3/31/2013,8.921309524
4/1/2013,8.863690476
4/2/2013,8.806071429
4/3/2013,8.748452381
4/4/2013,8.690833333
4/5/2013,8.633214286
4/6/2013,8.575595238
4/7/2013,8.51797619
4/8/2013,8.460357143
4/9/2013,8.425833333
4/10/2013,8.41452381
4/11/2013,8.403214286
4/12/2013,8.391904762
4/13/2013,8.380595238
4/14/2013,8.369285714
4/15/2013,8.35797619
4/16/2013,8.346666667
4/17/2013,8.335357143
4/18/2013,8.324047619
4/19/2013,8.312738095
4/20/2013,8.301428571
4/21/2013,8.290119048
4/22/2013,8.278809524
4/23/2013,8.2675
4/24/2013,8.256190476
4/25/2013,8.244880952
4/26/2013,8.233571429
4/27/2013,8.222261905
4/28/2013,8.210952381
4/29/2013,8.199642857
4/30/2013,8.188333333
5/1/2013,8.17702381
5/2/2013,8.165714286
5/3/2013,8.154404762
5/4/2013,8.143095238
5/5/2013,8.131785714
5/6/2013,8.12047619
5/7/2013,8.109166667
5/8/2013,8.097857143
5/9/2013,8.086547619
5/10/2013,8.075238095
5/11/2013,8.063928571
5/12/2013,8.052619048
5/13/2013,8.041309524
5/14/2013,8.03
5/15/2013,8.067285714
5/16/2013,8.075285714
5/17/2013,8.083285714
5/18/2013,8.091285714
5/19/2013,8.099285714
5/20/2013,8.107285714
5/21/2013,8.115285714
5/22/2013,8.123285714
5/23/2013,8.131285714
5/24/2013,8.139285714
5/25/2013,8.147285714
5/26/2013,8.155285714
5/27/2013,8.163285714
5/28/2013,8.171285714
5/29/2013,8.179285714
5/30/2013,8.187285714
5/31/2013,8.195285714
6/1/2013,8.203285714
6/2/2013,8.211285714
6/3/2013,8.219285714
6/4/2013,8.166818182
6/5/2013,8.158058132
6/6/2013,8.149298083
6/7/2013,8.140538033
6/8/2013,8.131777984
6/9/2013,8.123017934
6/10/2013,8.114257885
6/11/2013,8.105497835
6/12/2013,8.096737786
6/13/2013,8.087977737
6/14/2013,8.079217687
6/15/2013,8.070457638
6/16/2013,8.061697588
6/17/2013,8.052937539
6/18/2013,8.044177489
6/19/2013,8.03541744
6/20/2013,8.02665739
6/21/2013,8.017897341
6/22/2013,8.009137291
6/23/2013,8.000377242
6/24/2013,7.991617192
6/25/2013,7.982857143
6/26/2013,7.974097093
6/27/2013,7.965337044
6/28/2013,7.956576994
6/29/2013,7.947816945
6/30/2013,7.939056895
7/1/2013,7.930296846
7/2/2013,7.921536797
7/3/2013,7.912776747
7/4/2013,7.904016698
7/5/2013,7.895256648
7/6/2013,7.886496599
7/7/2013,7.877736549
7/8/2013,7.8689765
7/9/2013,7.86021645
7/10/2013,7.851456401
7/11/2013,7.842696351
7/12/2013,7.833936302
7/13/2013,7.825176252
7/14/2013,7.816416203
7/15/2013,7.807656153
7/16/2013,7.798896104
7/17/2013,7.788071429
7/18/2013,7.769428571
7/19/2013,7.750785714
7/20/2013,7.732142857
7/21/2013,7.7135
7/22/2013,7.694857143
7/23/2013,7.676214286
7/24/2013,7.657571429
7/25/2013,7.638928571
7/26/2013,7.620285714
7/27/2013,7.601642857
7/28/2013,7.583
7/29/2013,7.564357143
7/30/2013,7.545714286
7/31/2013,7.527071429
8/1/2013,7.508428571
8/2/2013,7.489785714
8/3/2013,7.471142857
8/4/2013,7.4525
8/5/2013,7.433857143
8/6/2013,7.404659864
8/7/2013,7.393843537
8/8/2013,7.383027211
8/9/2013,7.372210884
8/10/2013,7.361394558
8/11/2013,7.350578231
8/12/2013,7.339761905
8/13/2013,7.328945578
8/14/2013,7.318129252
8/15/2013,7.307312925
8/16/2013,7.296496599
8/17/2013,7.285680272
8/18/2013,7.274863946
8/19/2013,7.264047619
8/20/2013,7.253231293
8/21/2013,7.242414966
8/22/2013,7.231598639
8/23/2013,7.220782313
8/24/2013,7.209965986
8/25/2013,7.19914966
8/26/2013,7.188333333
8/27/2013,7.177517007
8/28/2013,7.16670068
8/29/2013,7.155884354
8/30/2013,7.145068027
8/31/2013,7.134251701
9/1/2013,7.123435374
9/2/2013,7.112619048
9/3/2013,7.101802721
9/4/2013,7.090986395
9/5/2013,7.080170068
9/6/2013,7.069353741
9/7/2013,7.058537415
9/8/2013,7.047721088
9/9/2013,7.036904762
9/10/2013,7.026088435
9/11/2013,7.015272109
9/12/2013,7.004455782
9/13/2013,6.993639456
9/14/2013,6.982823129
9/15/2013,6.972006803
9/16/2013,6.961190476
9/17/2013,6.957232143
9/18/2013,7.011096939
9/19/2013,7.064961735
9/20/2013,7.118826531
9/21/2013,7.172691327
9/22/2013,7.226556122
9/23/2013,7.280420918
9/24/2013,7.334285714
9/25/2013,7.38815051
9/26/2013,7.442015306
9/27/2013,7.495880102
9/28/2013,7.549744898
9/29/2013,7.603609694
9/30/2013,7.65747449
10/1/2013,7.711339286
10/2/2013,7.73537415
10/3/2013,7.76311912
10/4/2013,7.79086409
10/5/2013,7.818609061
10/6/2013,7.846354031
10/7/2013,7.874099001
10/8/2013,7.901843972
10/9/2013,7.929588942
10/10/2013,7.957333912
10/11/2013,7.985078883
10/12/2013,8.012823853
10/13/2013,8.040568823
10/14/2013,8.068313794
10/15/2013,8.096058764
10/16/2013,8.123803734
10/17/2013,8.151548705
10/18/2013,8.179293675
10/19/2013,8.207038645
10/20/2013,8.234783616
10/21/2013,8.262528586
10/22/2013,8.290273556
10/23/2013,8.318018527
10/24/2013,8.345763497
10/25/2013,8.373508467
10/26/2013,8.401253438
10/27/2013,8.428998408
10/28/2013,8.456743378
10/29/2013,8.484488349
10/30/2013,8.512233319
10/31/2013,8.539978289
11/1/2013,8.56772326
11/2/2013,8.59546823
11/3/2013,8.6232132
11/4/2013,8.650958171
11/5/2013,8.678703141
11/6/2013,8.706448111
11/7/2013,8.734193081
11/8/2013,8.761938052
11/9/2013,8.789683022
11/10/2013,8.817427992
11/11/2013,8.845172963
11/12/2013,8.872917933
11/13/2013,8.882691351
11/14/2013,8.892464769
11/15/2013,8.902238187
11/16/2013,8.912011605
11/17/2013,8.921785023
11/18/2013,8.931558442
11/19/2013,8.955818182
11/20/2013,8.980077922
11/21/2013,9.004337662
11/22/2013,9.028597403
11/23/2013,9.052857143
11/24/2013,9.077116883
