date,Mean_T
11/26/2021,20.10899539
11/27/2021,17.90219995
11/28/2021,18.09333765
11/29/2021,17.84362456
11/30/2021,17.91117383
12/1/2021,19.69047372
12/2/2021,19.6372776
12/3/2021,19.06922015
12/4/2021,20.18060954
12/5/2021,20.20977956
12/6/2021,20.88690042
12/7/2021,20.79272759
12/8/2021,22.01767804
12/9/2021,21.7915709
12/10/2021,22.67485474
12/11/2021,23.39106393
12/12/2021,23.29426213
12/13/2021,21.9900291
12/14/2021,21.63016301
12/15/2021,21.88620342
12/16/2021,22.88593898
12/17/2021,23.06473111
12/18/2021,23.45619617
12/19/2021,23.94407428
12/20/2021,22.73834853
12/21/2021,22.07089155
12/22/2021,16.91292543
12/23/2021,16.65039945
12/24/2021,19.26827551
12/25/2021,21.38236473
12/26/2021,20.84283386
12/27/2021,20.67400809
12/28/2021,21.50207048
12/29/2021,22.39408491
12/30/2021,22.59322057
12/31/2021,23.05368313
1/1/2022,22.87703317
1/2/2022,23.28471091
1/3/2022,20.08021083
1/4/2022,18.44942557
1/5/2022,21.31032957
1/6/2022,19.31670468
1/7/2022,21.05208006
1/8/2022,21.04517717
1/9/2022,21.78165006
1/10/2022,21.24073867
1/11/2022,18.50441225
1/12/2022,19.34835863
1/13/2022,18.97200181
1/14/2022,17.10678668
1/15/2022,17.91930281
1/16/2022,18.52193372
1/17/2022,16.55516792
1/18/2022,13.97746496
1/19/2022,17.01750095
1/20/2022,18.75983992
1/21/2022,19.44786094
1/22/2022,16.40087611
1/23/2022,11.61201292
1/24/2022,11.26016207
1/25/2022,15.28993411
1/26/2022,17.29810594
1/27/2022,18.15154037
1/28/2022,16.94436305
1/29/2022,11.01848106
1/30/2022,9.35834325
1/31/2022,13.13498429
2/1/2022,15.78738597
2/2/2022,17.68696186
2/3/2022,18.78462042
2/4/2022,20.16385768
2/5/2022,18.31208203
2/6/2022,17.40630006
2/7/2022,17.64157431
2/8/2022,15.85649331
2/9/2022,15.10759952
2/10/2022,16.53806084
2/11/2022,18.52171186
2/12/2022,20.72347501
2/13/2022,18.90849809
2/14/2022,13.67589621
2/15/2022,16.68228277
2/16/2022,19.52331012
2/17/2022,20.85754473
2/18/2022,22.22538187
2/19/2022,20.22795816
2/20/2022,19.17448609
2/21/2022,21.03774989
2/22/2022,21.8573183
2/23/2022,22.46222065
2/24/2022,22.95609461
2/25/2022,23.36873606
2/26/2022,22.70088664
2/27/2022,23.80667783
2/28/2022,21.98193147
3/1/2022,19.61327726
3/2/2022,20.47294592
3/3/2022,21.99372914
3/4/2022,22.35846799
3/5/2022,22.90160263
3/6/2022,23.3651398
3/7/2022,23.44306707
3/8/2022,24.46392753
3/9/2022,24.61512084
3/10/2022,24.6181571
3/11/2022,24.69327289
3/12/2022,21.27069445
3/13/2022,15.23992329
3/14/2022,19.81654402
3/15/2022,21.81094554
3/16/2022,23.54999253
3/17/2022,23.8109465
3/18/2022,24.46948674
3/19/2022,25.55398891
3/20/2022,23.7145853
3/21/2022,21.78196362
3/22/2022,23.11812425
3/23/2022,24.54956172
3/24/2022,24.59667807
3/25/2022,20.99337871
3/26/2022,20.50440731
3/27/2022,20.74938824
3/28/2022,21.99973395
3/29/2022,22.2336652
3/30/2022,23.3822072
3/31/2022,24.47476312
4/1/2022,24.84140701
4/2/2022,23.21498656
4/3/2022,22.38376814
4/4/2022,23.14703454
4/5/2022,25.14427536
4/6/2022,26.32136467
4/7/2022,25.4828992
4/8/2022,21.17295864
4/9/2022,19.65051429
4/10/2022,18.4121715
4/11/2022,21.34344016
4/12/2022,22.72741484
4/13/2022,23.76934071
4/14/2022,23.98225319
4/15/2022,23.65310379
4/16/2022,24.7974444
4/17/2022,25.34940611
4/18/2022,25.25224109
4/19/2022,22.75285075
4/20/2022,22.03240077
4/21/2022,23.08406265
4/22/2022,23.1267745
4/23/2022,23.32897598
4/24/2022,23.79218344
4/25/2022,24.25726294
4/26/2022,24.5285067
4/27/2022,24.9009375
4/28/2022,23.81648563
4/29/2022,23.58864515
4/30/2022,23.88663616
5/1/2022,24.26681824
5/2/2022,24.68763884
5/3/2022,24.80231735
5/4/2022,25.27703094
5/5/2022,26.78074591
5/6/2022,26.96885735
5/7/2022,24.06655836
5/8/2022,25.77532806
5/9/2022,24.38064666
5/10/2022,22.30762502
5/11/2022,22.50306222
5/12/2022,22.22286605
5/13/2022,23.3182336
5/14/2022,24.94189772
5/15/2022,25.83207183
5/16/2022,25.44307158
5/17/2022,26.10567304
5/18/2022,26.54550735
5/19/2022,27.23863673
5/20/2022,25.08216292
5/21/2022,26.84733522
5/22/2022,27.17370091
5/23/2022,26.86608299
5/24/2022,26.75576344
5/25/2022,26.56251897
5/26/2022,26.84365477
5/27/2022,26.6788629
5/28/2022,25.93941036
5/29/2022,24.83972744
5/30/2022,25.16567891
5/31/2022,25.99331344
6/1/2022,25.13127418
6/2/2022,25.44002669
6/3/2022,23.5059102
6/4/2022,24.16460967
6/5/2022,25.90006004
6/6/2022,26.42241364
6/7/2022,25.51679006
6/8/2022,25.89777852
6/9/2022,25.80050348
6/10/2022,24.86430851
6/11/2022,24.93301866
6/12/2022,27.3150623
6/13/2022,28.3763382
6/14/2022,28.27516374
6/15/2022,28.03038467
6/16/2022,28.60346148
6/17/2022,28.0056458
6/18/2022,27.10628074
6/19/2022,27.38603096
6/20/2022,27.17884929
6/21/2022,26.8742233
6/22/2022,26.5122608
6/23/2022,27.49499424
6/24/2022,27.70693727
6/25/2022,26.76961369
6/26/2022,26.64974061
6/27/2022,27.40058173
6/28/2022,27.94022719
6/29/2022,26.92741868
6/30/2022,27.34934945
7/1/2022,27.96157822
7/2/2022,27.95852701
7/3/2022,27.89571893
7/4/2022,27.92482162
7/5/2022,28.03013782
7/6/2022,27.410691
7/7/2022,27.70505859
7/8/2022,27.85636388
7/9/2022,28.04166912
7/10/2022,27.62889215
7/11/2022,27.8748966
7/12/2022,28.06369149
7/13/2022,27.62146599
7/14/2022,27.1631305
7/15/2022,26.78791435
7/16/2022,26.18403698
7/17/2022,26.31038161
7/18/2022,27.87048807
7/19/2022,28.82411234
7/20/2022,28.84844485
7/21/2022,28.44630416
7/22/2022,27.74861298
7/23/2022,28.09882911
7/24/2022,28.58865392
7/25/2022,28.30379484
7/26/2022,26.25599434
7/27/2022,27.92868771
7/28/2022,28.49278351
7/29/2022,28.55019581
7/30/2022,28.54722975
7/31/2022,28.67829704
8/1/2022,28.79545564
8/2/2022,27.56502705
8/3/2022,27.33019954
8/4/2022,28.47690043
8/5/2022,28.72580769
8/6/2022,28.60040613
8/7/2022,27.93381143
8/8/2022,28.36367364
8/9/2022,28.54014456
8/10/2022,28.85590835
8/11/2022,28.66003329
8/12/2022,28.18528171
8/13/2022,26.5377401
8/14/2022,26.78810733
8/15/2022,27.31000286
8/16/2022,27.52126225
8/17/2022,28.33150876
8/18/2022,27.36608932
8/19/2022,28.35622019
8/20/2022,29.12727717
8/21/2022,29.3570804
8/22/2022,28.74032613
8/23/2022,28.24573147
8/24/2022,28.1427932
8/25/2022,27.82417521
8/26/2022,28.23155353
8/27/2022,27.89807017
8/28/2022,26.91113021
8/29/2022,27.72816562
8/30/2022,28.35214081
8/31/2022,28.32869403
9/1/2022,27.61535625
9/2/2022,27.96177684
9/3/2022,28.70399646
9/4/2022,28.95227754
9/5/2022,28.55654669
9/6/2022,29.00876924
9/7/2022,28.4776924
9/8/2022,26.38257262
9/9/2022,26.40970413
9/10/2022,27.61524701
9/11/2022,27.12844093
9/12/2022,27.34771172
9/13/2022,27.27254075
9/14/2022,26.08559851
9/15/2022,25.77465741
9/16/2022,25.78472237
9/17/2022,25.55868851
9/18/2022,25.98538231
9/19/2022,26.80562709
9/20/2022,26.9896339
9/21/2022,26.99306816
9/22/2022,27.22975957
9/23/2022,27.64595234
9/24/2022,25.51330612
9/25/2022,27.34731828
9/26/2022,26.32081744
9/27/2022,24.92497084
9/28/2022,25.75341009
9/29/2022,23.09054319
9/30/2022,22.12756639
10/1/2022,24.25827673
10/2/2022,25.09366717
10/3/2022,24.15203496
10/4/2022,23.19439289
10/5/2022,23.78310978
10/6/2022,24.73615088
10/7/2022,24.5168392
10/8/2022,24.46993654
10/9/2022,24.78076086
10/10/2022,25.56696804
10/11/2022,26.42955033
10/12/2022,26.22132589
10/13/2022,25.09771983
10/14/2022,25.21181875
10/15/2022,25.7592596
10/16/2022,26.19172035
10/17/2022,25.77269927
10/18/2022,25.02120446
10/19/2022,17.88066145
10/20/2022,19.35699536
10/21/2022,20.59104516
10/22/2022,21.35839667
10/23/2022,22.40908809
10/24/2022,22.59974858
10/25/2022,23.33766328
10/26/2022,24.15611922
10/27/2022,24.82476879
10/28/2022,24.49895238
10/29/2022,23.79651714
10/30/2022,24.71240673
10/31/2022,25.14351156
11/1/2022,25.98947551
11/2/2022,26.05430633
11/3/2022,25.35994904
11/4/2022,23.94819429
11/5/2022,24.6739575
11/6/2022,25.37585384
11/7/2022,24.72028446
11/8/2022,24.12212491
11/9/2022,23.06767691
11/10/2022,22.77677301
11/11/2022,24.38115069
11/12/2022,24.03499821
11/13/2022,24.06460119
11/14/2022,23.46316089
11/15/2022,25.06637721
11/16/2022,24.52430203
11/17/2022,19.11458831
11/18/2022,17.83066766
11/19/2022,19.76002657
11/20/2022,19.38905301
11/21/2022,21.17633297
11/22/2022,22.02026463
11/23/2022,21.51111149
11/24/2022,22.69566282
11/25/2022,24.70441316
11/26/2022,24.16876411
11/27/2022,24.59887602
11/28/2022,22.91827368
11/29/2022,22.99535173
11/30/2022,24.69288901
12/1/2022,22.4145921
12/2/2022,22.86272605
12/3/2022,23.08223131
12/4/2022,22.65561566
12/5/2022,22.39370749
12/6/2022,22.92724428
12/7/2022,22.78960596
12/8/2022,23.02116779
12/9/2022,22.73110975
12/10/2022,21.90439151
12/11/2022,20.19793263
12/12/2022,18.81177893
12/13/2022,20.52758315
12/14/2022,22.03606406
12/15/2022,22.98910323
12/16/2022,19.14780085
12/17/2022,20.01445837
12/18/2022,19.62993926
12/19/2022,18.00410979
12/20/2022,20.21428581
12/21/2022,19.78265586
12/22/2022,20.27828191
12/23/2022,19.75640538
12/24/2022,7.960574228
12/25/2022,6.76718055
12/26/2022,10.56274426
12/27/2022,14.26805225
12/28/2022,15.58747241
12/29/2022,17.35421209
12/30/2022,18.95959478
12/31/2022,20.36003058
1/1/2023,20.11831192
1/2/2023,20.59788984
1/3/2023,20.92592002
1/4/2023,21.64602623
1/5/2023,21.48424218
1/6/2023,18.55638814
1/7/2023,17.9915063
1/8/2023,19.2321736
1/9/2023,19.75666222
1/10/2023,18.24528615
1/11/2023,17.28372636
1/12/2023,19.81267363
1/13/2023,17.98786636
1/14/2023,10.44814741
1/15/2023,10.97801249
1/16/2023,14.29506701
1/17/2023,17.31413832
1/18/2023,18.74322283
1/19/2023,19.82716954
1/20/2023,20.01305793
1/21/2023,20.55488519
1/22/2023,20.68656845
1/23/2023,18.80302057
1/24/2023,18.36782958
1/25/2023,20.97017575
1/26/2023,19.07685099
1/27/2023,15.20179397
1/28/2023,17.82031496
1/29/2023,20.12858924
1/30/2023,21.89373565
1/31/2023,21.54130786
2/1/2023,22.59979283
2/2/2023,22.79975096
2/3/2023,20.6701587
2/4/2023,18.42107898
2/5/2023,19.60218723
2/6/2023,19.61264442
2/7/2023,20.19794092
2/8/2023,21.0987202
2/9/2023,21.74497982
2/10/2023,22.51201889
2/11/2023,22.91541638
2/12/2023,19.77470493
2/13/2023,16.8265271
2/14/2023,18.40815097
2/15/2023,21.05422139
2/16/2023,22.15545288
2/17/2023,22.70831137
2/18/2023,20.06593279
2/19/2023,22.62715515
2/20/2023,22.57417492
2/21/2023,22.31413293
2/22/2023,23.38638595
2/23/2023,24.17034765
2/24/2023,24.16547624
2/25/2023,23.93185731
2/26/2023,23.47354619
2/27/2023,22.83168531
2/28/2023,23.10083082
3/1/2023,23.23617606
3/2/2023,23.53207372
3/3/2023,24.63964839
3/4/2023,24.62953163
3/5/2023,24.45078228
3/6/2023,24.45743964
3/7/2023,24.99355323
3/8/2023,23.33248191
3/9/2023,22.32790901
3/10/2023,22.88728993
3/11/2023,22.9031178
3/12/2023,23.48387229
3/13/2023,23.8055663
3/14/2023,20.70370353
3/15/2023,17.38257476
3/16/2023,19.08550207
3/17/2023,21.43799999
3/18/2023,23.09330413
3/19/2023,17.00291171
3/20/2023,16.2541452
3/21/2023,18.23144524
3/22/2023,21.07629436
3/23/2023,21.78693284
3/24/2023,23.16922349
3/25/2023,24.19812569
3/26/2023,24.83215407
3/27/2023,25.21240654
3/28/2023,24.74530784
3/29/2023,23.49216942
3/30/2023,22.84625013
3/31/2023,23.64941608
4/1/2023,25.10190103
4/2/2023,24.5031204
4/3/2023,25.04948939
4/4/2023,25.7271014
4/5/2023,25.58930571
4/6/2023,25.53720864
4/7/2023,25.2481055
4/8/2023,25.24771788
4/9/2023,23.12806316
4/10/2023,21.81242035
4/11/2023,22.39070491
4/12/2023,21.56727436
4/13/2023,23.53805597
4/14/2023,24.87951768
4/15/2023,25.72143623
4/16/2023,24.12399954
4/17/2023,22.1062281
4/18/2023,21.94159921
4/19/2023,22.48173669
4/20/2023,23.39970582
4/21/2023,24.00293405
4/22/2023,24.78194856
4/23/2023,24.6369663
4/24/2023,23.7626595
4/25/2023,24.08102674
4/26/2023,24.22898156
4/27/2023,25.3192686
4/28/2023,25.25697043
4/29/2023,26.1540509
4/30/2023,24.31992986
5/1/2023,23.6055585
5/2/2023,24.16399096
5/3/2023,24.18053824
5/4/2023,23.63316314
5/5/2023,24.77540803
5/6/2023,24.23985924
5/7/2023,23.91513207
5/8/2023,23.95237244
5/9/2023,25.34144688
5/10/2023,26.34524994
5/11/2023,26.12321834
5/12/2023,25.86679742
5/13/2023,25.63413925
5/14/2023,25.32155451
5/15/2023,25.40903987
5/16/2023,25.924964
5/17/2023,26.15904813
5/18/2023,25.43012342
5/19/2023,26.42243005
5/20/2023,26.68133332
5/21/2023,26.90928293
5/22/2023,26.42985151
5/23/2023,25.74840025
5/24/2023,24.76418735
5/25/2023,24.43904557
5/26/2023,23.91924792
5/27/2023,23.94117001
5/28/2023,26.22856603
5/29/2023,25.24031618
5/30/2023,26.09215688
5/31/2023,25.21480452
6/1/2023,25.34624568
6/2/2023,24.72943217
6/3/2023,24.47022842
6/4/2023,25.59583613
6/5/2023,25.24296309
6/6/2023,25.76903803
6/7/2023,26.26335258
6/8/2023,26.5981006
6/9/2023,26.09322334
6/10/2023,26.45796311
6/11/2023,27.42417167
6/12/2023,26.85789684
6/13/2023,26.98395671
6/14/2023,28.21700246
6/15/2023,28.0770453
6/16/2023,27.62755918
6/17/2023,27.05585471
6/18/2023,26.66794488
6/19/2023,27.35638778
6/20/2023,25.28901367
6/21/2023,25.5987137
6/22/2023,26.38947496
6/23/2023,27.67983259
6/24/2023,26.75058291
6/25/2023,26.15820136
6/26/2023,27.32996644
6/27/2023,28.73429025
6/28/2023,27.78790051
6/29/2023,27.79541305
6/30/2023,28.31054123
