date,NOx_Load_mg
12/30/2010,175607799.8
12/31/2010,12671421.6
1/1/2011,45295052.33
1/2/2011,68210905.5
1/3/2011,46281158.42
1/4/2011,18959830.5
1/5/2011,11981038.69
1/6/2011,233597367.3
1/7/2011,241206751.2
1/8/2011,222245533.4
1/9/2011,1520394.144
1/10/2011,73056132.2
1/11/2011,11712872.08
1/12/2011,11961885.7
1/13/2011,44523133.63
1/14/2011,5187655.876
1/15/2011,14675142.64
1/16/2011,12782364.62
1/17/2011,55077724.61
1/18/2011,103165359.2
1/19/2011,20606035.55
1/20/2011,101579356.1
1/21/2011,9826815.146
1/22/2011,35996081.55
1/23/2011,42828370.94
1/24/2011,49252917.55
1/25/2011,435224497.5
1/26/2011,787359972.5
1/27/2011,553946381.1
1/28/2011,133730406.5
1/29/2011,100872397.1
1/30/2011,114912403
1/31/2011,100550838.5
2/1/2011,31909632.05
2/2/2011,17142910.19
2/3/2011,15063565.64
2/4/2011,36937541.3
2/5/2011,25145868.51
2/6/2011,102648785.8
2/7/2011,49831675.97
2/8/2011,47993587.06
2/9/2011,47426377.65
2/10/2011,49824205.18
2/11/2011,112995099.4
2/12/2011,124685790.7
2/13/2011,32173796.57
2/14/2011,56573197.41
2/15/2011,45273548.45
2/16/2011,51648502.97
2/17/2011,57810133.58
2/18/2011,44298164.41
2/19/2011,70316391.66
2/20/2011,54140033.76
2/21/2011,27387488.6
2/22/2011,71674958.76
2/23/2011,15693607.77
2/24/2011,33094107.66
2/25/2011,24036038.93
2/26/2011,54301941.23
2/27/2011,16078377.99
2/28/2011,8818629.906
3/1/2011,18613345.35
3/2/2011,27676763.42
3/3/2011,8825145.953
3/4/2011,16577782.61
3/5/2011,8687604.912
3/6/2011,11982508.78
3/7/2011,7015848.968
3/8/2011,3899031.332
3/9/2011,16678528.95
3/10/2011,10107945.96
3/11/2011,7508077.73
3/12/2011,6010889.958
3/13/2011,3905329.599
3/14/2011,6901632.776
3/15/2011,7611705.724
3/16/2011,3702992.528
3/17/2011,23425609.36
3/18/2011,5670327.82
3/19/2011,7982373.359
3/20/2011,4926304.358
3/21/2011,5288659.928
3/22/2011,2966714.625
3/23/2011,2601779.554
3/24/2011,3075584.192
3/25/2011,3638783.348
3/26/2011,50803034.72
3/27/2011,4581590.156
3/28/2011,286650959.4
3/29/2011,483480901.6
3/30/2011,510267958.3
3/31/2011,280344511
4/1/2011,490517385
4/2/2011,383799026
4/3/2011,193168812
4/4/2011,49040900.04
4/5/2011,168536127.8
4/6/2011,158761130.2
4/7/2011,117342674
4/8/2011,63483459.49
4/9/2011,63030769.09
4/10/2011,88758737.65
4/11/2011,108328927.8
4/12/2011,58988747.25
4/13/2011,72170451.83
4/14/2011,47232605.91
4/15/2011,54356612.78
4/16/2011,71862760.22
4/17/2011,71275084.91
4/18/2011,37391630.93
4/19/2011,43879097.94
4/20/2011,38988506.86
4/21/2011,56814436.67
4/22/2011,46893015.68
4/23/2011,44748769.75
4/24/2011,49188565.2
4/25/2011,52716824.18
4/26/2011,50459974.19
4/27/2011,50043189.01
4/28/2011,50312713.74
4/29/2011,53825478.14
4/30/2011,48197841.34
5/1/2011,46609064.32
5/2/2011,47108035.42
5/3/2011,40845913.72
5/4/2011,40323906.11
5/5/2011,41755508.19
5/6/2011,38155983.54
5/7/2011,38704203.08
5/8/2011,39772479.03
5/9/2011,40073819.21
5/10/2011,40181659.25
5/11/2011,36645472.64
5/12/2011,34714894.38
5/13/2011,32212628.49
5/14/2011,31157601.73
5/15/2011,76652384.99
5/16/2011,47870740.76
5/17/2011,63263788.25
5/18/2011,49485558.16
5/19/2011,27782950.09
5/20/2011,29289035.22
5/21/2011,20236837.86
5/22/2011,22087260.86
5/23/2011,19449497.04
5/24/2011,20592632.98
5/25/2011,17243752.89
5/26/2011,11508377.57
5/27/2011,10186679.31
5/28/2011,17025979.58
5/29/2011,16484224.61
5/30/2011,17986402.99
5/31/2011,12652916.74
6/1/2011,9196104.868
6/2/2011,5510935.332
6/3/2011,4313847.133
6/4/2011,7527891.108
6/5/2011,5471534.796
6/6/2011,3505102.46
6/7/2011,3417715.197
6/8/2011,2973132.686
6/9/2011,2542429.617
6/10/2011,2596710.666
6/11/2011,2881440.553
6/12/2011,6353581.938
6/13/2011,2871847.034
6/14/2011,2884885.994
6/15/2011,2854860.073
6/16/2011,2855807.8
6/17/2011,1433638.084
6/18/2011,41417.02889
6/19/2011,2206636.387
6/20/2011,7977254.13
6/21/2011,1957961.303
6/22/2011,15838.35748
6/23/2011,0
6/24/2011,0
6/25/2011,227409466.1
6/26/2011,187316783.7
6/27/2011,82768171.11
6/28/2011,173152899.7
6/29/2011,362883081.8
6/30/2011,509746039.9
7/1/2011,438286750.3
7/2/2011,575640601.2
7/3/2011,455378146.6
7/4/2011,721392426.2
7/5/2011,627520418.9
7/6/2011,380702721.2
7/7/2011,134203563.6
7/8/2011,499091482.5
7/9/2011,192583210.8
7/10/2011,308898667.8
7/11/2011,327703078.5
7/12/2011,672913930
7/13/2011,421071146.1
7/14/2011,582522199.8
7/15/2011,701993823.2
7/16/2011,698809082.7
7/17/2011,631481912.2
7/18/2011,408599078.8
7/19/2011,398522170.3
7/20/2011,220186017.1
7/21/2011,142184088.4
7/22/2011,149459943.5
7/23/2011,176264141.9
7/24/2011,159387602.3
7/25/2011,96580953.27
7/26/2011,100534135.3
7/27/2011,211648914.8
7/28/2011,235051651.9
7/29/2011,43860508.52
7/30/2011,40357563.32
7/31/2011,83479215.09
8/1/2011,36766789.8
8/2/2011,16366071.2
8/3/2011,120218893.7
8/4/2011,29113659.82
8/5/2011,37226022.21
8/6/2011,40732108.62
8/7/2011,29501528.93
8/8/2011,53909537.75
8/9/2011,61831714.62
8/10/2011,86553507.94
8/11/2011,146344221.5
8/12/2011,147049130.8
8/13/2011,148853788.9
8/14/2011,256106556.5
8/15/2011,235905660.3
8/16/2011,247365667.6
8/17/2011,357969816.8
8/18/2011,464838278.4
8/19/2011,844109842.3
8/20/2011,858462282.8
8/21/2011,838808601.3
8/22/2011,713018138.8
8/23/2011,654322268.6
8/24/2011,815644302.3
8/25/2011,629301658.9
8/26/2011,622311834.7
8/27/2011,440463486.8
8/28/2011,521782681.4
8/29/2011,404505972
8/30/2011,352354058
8/31/2011,220924359.8
9/1/2011,216053534.3
9/2/2011,457938700
9/3/2011,348012403.5
9/4/2011,325288948.9
9/5/2011,288780710.5
9/6/2011,262792630.3
9/7/2011,371450182.4
9/8/2011,410445964.8
9/9/2011,389036041.6
9/10/2011,553258965
9/11/2011,1052066665
9/12/2011,971549009.3
9/13/2011,616041794.8
9/14/2011,383823339.8
9/15/2011,439875762.6
9/16/2011,373046919
9/17/2011,320906731.2
9/18/2011,200088426
9/19/2011,105618697.8
9/20/2011,84218641.29
9/21/2011,88740842.6
9/22/2011,79711680.4
9/23/2011,87621464.38
9/24/2011,154611928.8
9/25/2011,177564573.4
9/26/2011,398426111.3
9/27/2011,230996295.3
9/28/2011,220706729.9
9/29/2011,245413763.2
9/30/2011,261104034.9
10/1/2011,233157969.8
10/2/2011,154118431.8
10/3/2011,158238783.1
10/4/2011,88192320.36
10/5/2011,141888488.2
10/6/2011,99960806.6
10/7/2011,181313497.8
10/8/2011,255592576.5
10/9/2011,2625481014
10/10/2011,2960056406
10/11/2011,3055284669
10/12/2011,2845413123
10/13/2011,2742955794
10/14/2011,2501814686
10/15/2011,2106168644
10/16/2011,1656266522
10/17/2011,1466136284
10/18/2011,1856376423
10/19/2011,2378310584
10/20/2011,2511684268
10/21/2011,1932683322
10/22/2011,1391556702
10/23/2011,1329327984
10/24/2011,1167887733
10/25/2011,1367958549
10/26/2011,1188280115
10/27/2011,1075157712
10/28/2011,1431756397
10/29/2011,3667882225
10/30/2011,4026541740
10/31/2011,3135356947
11/1/2011,2933382121
11/2/2011,1480734856
11/3/2011,1128821634
11/4/2011,1254583746
11/5/2011,1153828345
11/6/2011,841933788.2
11/7/2011,827729558.4
11/8/2011,825466848.8
11/9/2011,812941357.7
11/10/2011,583035973.8
11/11/2011,479946413
11/12/2011,503812723.7
11/13/2011,453582737.1
11/14/2011,398093391.3
11/15/2011,415725930
11/16/2011,485351118.6
11/17/2011,387535602.3
11/18/2011,378890578.6
11/19/2011,410034984.9
11/20/2011,434439238.5
11/21/2011,575126605.7
11/22/2011,568683669.7
11/23/2011,397684196.6
11/24/2011,540373242.3
11/25/2011,506088701.4
11/26/2011,478070382.2
11/27/2011,428011091.3
11/28/2011,265287563.7
11/29/2011,169404077.2
11/30/2011,244219862.3
12/1/2011,203796071.9
12/2/2011,192725621.4
12/3/2011,225501298
12/4/2011,251052313.7
12/5/2011,346643357.3
12/6/2011,200644688.1
12/7/2011,193151009.3
12/8/2011,176607090.7
12/9/2011,440211570
12/10/2011,922396971
12/11/2011,1116187942
12/12/2011,835350471.1
12/13/2011,795286775.1
12/14/2011,677497381.9
12/15/2011,371937040.5
12/16/2011,515915833.9
12/17/2011,651288801.4
12/18/2011,550017773.2
12/19/2011,325655548.3
12/20/2011,259248503
12/21/2011,713521078.3
12/22/2011,918914897.2
12/23/2011,677489038.7
12/24/2011,672438901.7
12/25/2011,739501986.2
12/26/2011,699377097.9
12/27/2011,289071921.7
12/28/2011,158051771.8
12/29/2011,173962948.6
12/30/2011,184770260.9
12/31/2011,162705123.8
1/1/2012,319397865.2
1/2/2012,887198.1952
1/3/2012,244530881.4
1/4/2012,199935254.6
1/5/2012,778638991.5
1/6/2012,833771409.3
1/7/2012,204357440.8
1/8/2012,229963935
1/9/2012,231805020.6
1/10/2012,138950909.4
1/11/2012,173476665.5
1/12/2012,202427182.7
1/13/2012,206520335
1/14/2012,167184573
1/15/2012,180304169.3
1/16/2012,56179918.46
1/17/2012,191173768.2
1/18/2012,216903405.9
1/19/2012,370836885.3
1/20/2012,356878382
1/21/2012,312394801.3
1/22/2012,260641053.6
1/23/2012,197184531.3
1/24/2012,208021029.5
1/25/2012,215543990.7
1/26/2012,190531467.5
1/27/2012,262051693.2
1/28/2012,320347996.3
1/29/2012,145782894.8
1/30/2012,151898285.1
1/31/2012,105036814.7
2/1/2012,94989176.35
2/2/2012,131575595.6
2/3/2012,125039408.3
2/4/2012,127459686.6
2/5/2012,131677324.2
2/6/2012,140765676.1
2/7/2012,135244408.1
2/8/2012,275804492
2/9/2012,165664206
2/10/2012,117939848
2/11/2012,134356401.3
2/12/2012,309661179.5
2/13/2012,151940506
2/14/2012,436358333.2
2/15/2012,197392235
2/16/2012,184651570.6
2/17/2012,308934553.6
2/18/2012,192201395.1
2/19/2012,301212273.4
2/20/2012,158354770
2/21/2012,145619121
2/22/2012,142105964.3
2/23/2012,222927135.3
2/24/2012,270533673.5
2/25/2012,219270095.5
2/26/2012,88814998.3
2/27/2012,70097587.42
2/28/2012,54744895.97
2/29/2012,177746722.7
3/1/2012,53271314.78
3/2/2012,70985264.45
3/3/2012,65453845.48
3/4/2012,120890239.8
3/5/2012,64279945.33
3/6/2012,70457513.64
3/7/2012,65167414.4
3/8/2012,57022930.42
3/9/2012,89007328.85
3/10/2012,246194563.3
3/11/2012,326877079.8
3/12/2012,231677919.1
3/13/2012,167144311.1
3/14/2012,95432006.52
3/15/2012,70742396.39
3/16/2012,116364625.5
3/17/2012,143386383.1
3/18/2012,144355513.7
3/19/2012,10371044.23
3/20/2012,27754410.86
3/21/2012,57331448.84
3/22/2012,43522796.46
3/23/2012,4547511.132
3/24/2012,85868800.57
3/25/2012,119475942.7
3/26/2012,43165737.98
3/27/2012,9791214.559
3/28/2012,5452927.577
3/29/2012,16906116.63
3/30/2012,27136780.72
3/31/2012,40065278.43
4/1/2012,54984772.22
4/2/2012,12782154.91
4/3/2012,16260007.49
4/4/2012,18594023.08
4/5/2012,13110565.74
4/6/2012,39631965.43
4/7/2012,14332766.53
4/8/2012,14694279.53
4/9/2012,12003892.24
4/10/2012,7915388.389
4/11/2012,2490369.249
4/12/2012,9028681.621
4/13/2012,8822302.488
4/14/2012,15291219.49
4/15/2012,25874249
4/16/2012,19503439.68
4/17/2012,16895169.96
4/18/2012,4958095.44
4/19/2012,4031033.792
4/20/2012,18364127.12
4/21/2012,89955379.78
4/22/2012,214378758.4
4/23/2012,102365650.6
4/24/2012,250127950.3
4/25/2012,252283530.6
4/26/2012,217497411.7
4/27/2012,84409718.84
4/28/2012,76131461.35
4/29/2012,62733524.35
4/30/2012,131220165.9
5/1/2012,156651880
5/2/2012,123778782.3
5/3/2012,25444525.49
5/4/2012,83262591.21
5/5/2012,4589950.48
5/6/2012,60424895.47
5/7/2012,20766889.74
5/8/2012,41912310.15
5/9/2012,82788497.88
5/10/2012,155981698
5/11/2012,66503469.58
5/12/2012,241216383.5
5/13/2012,250714971.6
5/14/2012,215063371.4
5/15/2012,183234667.8
5/16/2012,162807212.4
5/17/2012,132569225.7
5/18/2012,122913734.3
5/19/2012,154789005
5/20/2012,119294021.7
5/21/2012,89174261.61
5/22/2012,55618797.03
5/23/2012,71873180.31
5/24/2012,58430364.28
5/25/2012,87408191.4
5/26/2012,99267677.1
5/27/2012,92559713.85
5/28/2012,118180747.8
5/29/2012,77080935.72
5/30/2012,83572966.7
5/31/2012,108803662.3
6/1/2012,82516722.62
6/2/2012,97185948.21
6/3/2012,123952808.4
6/4/2012,125047711.4
6/5/2012,112083121.9
6/6/2012,101779709.7
6/7/2012,87363985.77
6/8/2012,94720613.01
6/9/2012,106079903.2
6/10/2012,107810407.4
6/11/2012,89406469.64
6/12/2012,79179239.52
6/13/2012,59785189.3
6/14/2012,74833418.37
6/15/2012,57363866.72
6/16/2012,66044599.69
6/17/2012,62289111.64
6/18/2012,62532778.76
6/19/2012,61398793.51
6/20/2012,64201516.86
6/21/2012,75312355.03
6/22/2012,119487192.2
6/23/2012,377591320.8
6/24/2012,335720354.9
6/25/2012,2123057594
6/26/2012,3476235502
6/27/2012,4343810102
6/28/2012,3855533642
6/29/2012,2916274115
6/30/2012,2303292126
7/1/2012,611464344.5
7/2/2012,224421990.8
7/3/2012,581089390.6
7/4/2012,1052199266
7/5/2012,1438862759
7/6/2012,1341496365
7/7/2012,1221167964
7/8/2012,749501487.7
7/9/2012,470438121.2
7/10/2012,488388737
7/11/2012,425900799.6
7/12/2012,496002382.1
7/13/2012,594143919.7
7/14/2012,552259041.4
7/15/2012,589246161.6
7/16/2012,754241158
7/17/2012,953110100.2
7/18/2012,866663091.2
7/19/2012,747119810.3
7/20/2012,996285830.4
7/21/2012,952101308.7
7/22/2012,1148329396
7/23/2012,3667283598
7/24/2012,4433722968
7/25/2012,4837266788
7/26/2012,2242264678
7/27/2012,1823752084
7/28/2012,1091552891
7/29/2012,583719275.6
7/30/2012,366087503.8
7/31/2012,362042096.3
8/1/2012,401786585
8/2/2012,263518955.8
8/3/2012,267278974.3
8/4/2012,199829526.4
8/5/2012,241552947.5
8/6/2012,310650508.3
8/7/2012,268196593.3
8/8/2012,246795486.5
8/9/2012,250833793
8/10/2012,234568289.5
8/11/2012,274846445
8/12/2012,337210077.5
8/13/2012,311586407.3
8/14/2012,341204456.9
8/15/2012,517246417.9
8/16/2012,489674095.3
8/17/2012,508812344.2
8/18/2012,504049174.2
8/19/2012,490040573.1
8/20/2012,487828529.8
8/21/2012,467065637.7
8/22/2012,675453586.1
8/23/2012,1183459878
8/24/2012,1448065138
8/25/2012,3030132037
8/26/2012,5041992460
8/27/2012,11473036801
8/28/2012,12026288369
8/29/2012,10525876245
8/30/2012,8585624669
8/31/2012,6990974918
9/1/2012,5327166837
9/2/2012,3432111115
9/3/2012,2443921136
9/4/2012,1757654207
9/5/2012,1179920753
9/6/2012,2777837399
9/7/2012,3439466972
9/8/2012,3166396115
9/9/2012,2365269862
9/10/2012,2275825597
9/11/2012,1449035754
9/12/2012,1621715027
9/13/2012,1176816603
9/14/2012,1028444812
9/15/2012,741430938.2
9/16/2012,910250166.4
9/17/2012,1150311764
9/18/2012,992028181.8
9/19/2012,1272510251
9/20/2012,1346777865
9/21/2012,1393590475
9/22/2012,1881143864
9/23/2012,1577428253
9/24/2012,1481048196
9/25/2012,1080331195
9/26/2012,1010471275
9/27/2012,1353333371
9/28/2012,1108273409
9/29/2012,928611950.9
9/30/2012,742624873.8
10/1/2012,605359349
10/2/2012,763306860.4
10/3/2012,844722224.1
10/4/2012,993797850.2
10/5/2012,1138075025
10/6/2012,1644778951
10/7/2012,1969054831
10/8/2012,2123675121
10/9/2012,1919796543
10/10/2012,1530729261
10/11/2012,1279443178
10/12/2012,1103530663
10/13/2012,839552248.7
10/14/2012,688700227.3
10/15/2012,523159375.2
10/16/2012,331836698.5
10/17/2012,283007416.6
10/18/2012,365725947.1
10/19/2012,667098345.4
10/20/2012,678632206.2
10/21/2012,503502584.1
10/22/2012,441210073.4
10/23/2012,478076586.2
10/24/2012,620210293.8
10/25/2012,761792571.9
10/26/2012,767808715.4
10/27/2012,846517239.6
10/28/2012,829457847.6
10/29/2012,497965379
10/30/2012,245839613.2
10/31/2012,243050154.5
11/1/2012,227508704.5
11/2/2012,237007948.2
11/3/2012,150136479.8
11/4/2012,223943103.7
11/5/2012,255284079.8
11/6/2012,182735418
11/7/2012,170606551
11/8/2012,151608345.2
11/9/2012,149210029.8
11/10/2012,46980230.62
11/11/2012,103617968.7
11/12/2012,44478343.24
11/13/2012,88447429.03
11/14/2012,112875331.7
11/15/2012,175586807.2
11/16/2012,107138092.3
11/17/2012,220127150.2
11/18/2012,137602206.7
11/19/2012,58009103.39
11/20/2012,113513457.9
11/21/2012,97469502.41
11/22/2012,252118984.4
11/23/2012,136208577.9
11/24/2012,140326585.1
11/25/2012,115840707.1
11/26/2012,275559107.4
11/27/2012,180489893.1
11/28/2012,307972515.8
11/29/2012,161518401.9
11/30/2012,203139886.4
12/1/2012,258955005.4
12/2/2012,199490201.5
12/3/2012,193848877.2
12/4/2012,166893604.1
12/5/2012,86617753.27
12/6/2012,172911002.9
12/7/2012,95334258.84
12/8/2012,342461631.5
12/9/2012,2001858848
12/10/2012,2159372675
12/11/2012,1732264952
12/12/2012,2919910544
12/13/2012,2901257390
12/14/2012,2184816999
12/15/2012,1121178608
12/16/2012,1040215191
12/17/2012,882205534.9
12/18/2012,690965771
12/19/2012,565963923.5
12/20/2012,529710386.7
12/21/2012,351168713.2
12/22/2012,274712906.9
12/23/2012,182531149.2
12/24/2012,317964860.4
12/25/2012,196478529.3
12/26/2012,204568550
12/27/2012,259938522.3
12/28/2012,143494755.9
12/29/2012,164725086.5
12/30/2012,443499041.5
12/31/2012,670560823.7
1/1/2013,621634406.7
1/2/2013,675419082
1/3/2013,676190519.1
1/4/2013,697012042.6
1/5/2013,513251943
1/6/2013,316310202.9
1/7/2013,465713187.9
1/8/2013,349329590.1
1/9/2013,357707009.1
1/10/2013,175721266
1/11/2013,304370425
1/12/2013,93400789.6
1/13/2013,270403386.4
1/14/2013,42193547.5
1/15/2013,243601395.9
1/16/2013,162173914.6
1/17/2013,245061197.6
1/18/2013,11254862.65
1/19/2013,181663819.5
1/20/2013,336063189.8
1/21/2013,369618087
1/22/2013,122601262.9
1/23/2013,170381845.3
1/24/2013,174903992.4
1/25/2013,199065269.8
1/26/2013,368813798
1/27/2013,204976865.6
1/28/2013,156030045.7
1/29/2013,187755234.2
1/30/2013,170440807.8
1/31/2013,277725225
2/1/2013,88707429.36
2/2/2013,238598051.1
2/3/2013,231091992.2
2/4/2013,47840107.55
2/5/2013,172675.8069
2/6/2013,153616613
2/7/2013,244379859.4
2/8/2013,183525190.5
2/9/2013,76005417.28
2/10/2013,188478364.2
2/11/2013,126365248.3
2/12/2013,69187842.41
2/13/2013,166793961.3
2/14/2013,125624358.3
2/15/2013,840877213.2
2/16/2013,964528345.8
2/17/2013,391314845
2/18/2013,329325129
2/19/2013,704809973.3
2/20/2013,191282606
2/21/2013,183363222.5
2/22/2013,176676580.1
2/23/2013,225566420.2
2/24/2013,145849455.6
2/25/2013,110953971.7
2/26/2013,234748467.1
2/27/2013,122909106.9
2/28/2013,62756295.11
3/1/2013,24778340.44
3/2/2013,19097073.97
3/3/2013,18767084.96
3/4/2013,15527660.05
3/5/2013,167321545.3
3/6/2013,358708735
3/7/2013,126216354.4
3/8/2013,19292890.88
3/9/2013,12084664.18
3/10/2013,11242902.39
3/11/2013,15725731.31
3/12/2013,15662246.17
3/13/2013,12038900.99
3/14/2013,16203024.01
3/15/2013,15717364.47
3/16/2013,19478108.63
3/17/2013,40470757.63
3/18/2013,45909507.38
3/19/2013,117175118
3/20/2013,198140271.6
3/21/2013,109576858.6
3/22/2013,24848734.16
3/23/2013,56659611.96
3/24/2013,169077649.8
3/25/2013,99594293.6
3/26/2013,21073255.57
3/27/2013,21547237.08
3/28/2013,14242062.21
3/29/2013,17599278.42
3/30/2013,11136116.86
3/31/2013,46099272.94
4/1/2013,15657948.87
4/2/2013,17662430.23
4/3/2013,14598673.45
4/4/2013,25784756.06
4/5/2013,72696968.02
4/6/2013,37435594.76
4/7/2013,17846971.48
4/8/2013,31906911.51
4/9/2013,17980637.63
4/10/2013,24386767.82
4/11/2013,13115012.98
4/12/2013,9341876.608
4/13/2013,18953242.59
4/14/2013,12863873.03
4/15/2013,31965893.33
4/16/2013,15624427.07
4/17/2013,23529960.44
4/18/2013,55201056.9
4/19/2013,57046197.51
4/20/2013,55404483.89
4/21/2013,64446208.05
4/22/2013,253253677.6
4/23/2013,144668872.9
4/24/2013,64351492.1
4/25/2013,92176372.33
4/26/2013,45893042.36
4/27/2013,27328216.24
4/28/2013,23430174.38
4/29/2013,29198019.97
4/30/2013,145637792.8
5/1/2013,139013871.9
5/2/2013,332943331.6
5/3/2013,255223211.4
5/4/2013,230139927.5
5/5/2013,169111788.7
5/6/2013,103663704.7
5/7/2013,86634684.41
5/8/2013,67623256.29
5/9/2013,46346233
5/10/2013,101188710.5
5/11/2013,152677775.1
5/12/2013,167467987.7
5/13/2013,133866367
5/14/2013,130369207.8
5/15/2013,93860180.55
5/16/2013,109520271.4
5/17/2013,79042041.19
5/18/2013,56120706.47
5/19/2013,106404391.7
5/20/2013,41844891.42
5/21/2013,637385542.1
5/22/2013,934621102.1
5/23/2013,157900246.1
5/24/2013,72917371.68
5/25/2013,46584888.45
5/26/2013,34340883.41
5/27/2013,44713089.62
5/28/2013,45999639.64
5/29/2013,572509094.4
5/30/2013,1363604181
5/31/2013,130812312.9
6/1/2013,171267308.9
6/2/2013,144653008.3
6/3/2013,243989152.9
6/4/2013,697335935.4
6/5/2013,308428838.8
6/6/2013,1276971713
6/7/2013,1653606665
6/8/2013,1319000991
6/9/2013,1289816604
6/10/2013,924744337.8
6/11/2013,563730269.7
6/12/2013,478617742.8
6/13/2013,347378524.5
6/14/2013,296245113.4
6/15/2013,205943816.6
6/16/2013,164237467.3
6/17/2013,100005230.9
6/18/2013,98969629.19
6/19/2013,135390418.6
6/20/2013,193500477.4
6/21/2013,219199806.6
6/22/2013,228157171.6
6/23/2013,154386611.9
6/24/2013,142958435.7
6/25/2013,181837945
6/26/2013,207557000.9
6/27/2013,315336622.5
6/28/2013,319758508.7
6/29/2013,351360138
6/30/2013,457142940
7/1/2013,1374023419
7/2/2013,1686058911
7/3/2013,2023555103
7/4/2013,1889163207
7/5/2013,1777420263
7/6/2013,1647392015
7/7/2013,1135457217
7/8/2013,808980409.7
7/9/2013,591138376.6
7/10/2013,532110248.2
7/11/2013,402316458.3
7/12/2013,383788385.9
7/13/2013,606529835.4
7/14/2013,928151535.6
7/15/2013,1932424880
7/16/2013,1916494044
7/17/2013,1879491639
7/18/2013,1937931994
7/19/2013,1681613739
7/20/2013,1416798040
7/21/2013,1449846019
7/22/2013,1765272256
7/23/2013,1384956596
7/24/2013,1260304192
7/25/2013,956720065.8
7/26/2013,1156461327
7/27/2013,1413846620
7/28/2013,1799823988
7/29/2013,1521975421
7/30/2013,1509069459
7/31/2013,1611990635
8/1/2013,1143422136
8/2/2013,915154501.3
8/3/2013,876255679.2
8/4/2013,1166440242
8/5/2013,1716191667
8/6/2013,3836267035
8/7/2013,2898354457
8/8/2013,2036636091
8/9/2013,1516872063
8/10/2013,1604529011
8/11/2013,1266657470
8/12/2013,1215131176
8/13/2013,1031871088
8/14/2013,889706321.1
8/15/2013,780346029.8
8/16/2013,825684390.4
8/17/2013,692641910.1
8/18/2013,540253963.3
8/19/2013,566289441.9
8/20/2013,447465439.5
8/21/2013,419754905.2
8/22/2013,506325713.6
8/23/2013,479511428.2
8/24/2013,499560918.1
8/25/2013,456949887.1
8/26/2013,442505820.9
8/27/2013,420055464.5
8/28/2013,536205240.2
8/29/2013,777343592
8/30/2013,608343653.3
8/31/2013,525301840.6
9/1/2013,728223952.3
9/2/2013,827500534.6
9/3/2013,1621028333
9/4/2013,896620675.9
9/5/2013,1140233979
9/6/2013,836783333.2
9/7/2013,926138220.2
9/8/2013,1065962892
9/9/2013,505832194.7
9/10/2013,454985651
9/11/2013,464970677.2
9/12/2013,826777354.5
9/13/2013,1102300260
9/14/2013,930371304.6
9/15/2013,781089296.6
9/16/2013,1434386054
9/17/2013,1707793606
9/18/2013,2418488578
9/19/2013,2469673202
9/20/2013,2160959130
9/21/2013,1419999042
9/22/2013,1141420563
9/23/2013,1125858638
9/24/2013,1563937873
9/25/2013,1651724577
9/26/2013,1290465189
9/27/2013,1088745378
9/28/2013,869811374.8
9/29/2013,848913606.9
9/30/2013,770113419.4
10/1/2013,488450241
10/2/2013,443288443.7
10/3/2013,287888607.4
10/4/2013,372249007.2
10/5/2013,319766868.4
10/6/2013,351779376.8
10/7/2013,233426008.5
10/8/2013,470974657.3
10/9/2013,748600993.7
10/10/2013,807536545.1
10/11/2013,444579139.9
10/12/2013,352829530.1
10/13/2013,295671122.3
10/14/2013,487705510.4
10/15/2013,314416854.1
10/16/2013,409449118.1
10/17/2013,237122703.4
10/18/2013,118836060
10/19/2013,178910208.4
10/20/2013,686748200.8
10/21/2013,678206408.2
10/22/2013,509451700
10/23/2013,178308704.6
10/24/2013,181208945.2
10/25/2013,249986259.1
10/26/2013,172498765.7
10/27/2013,241063010.9
10/28/2013,221461009.2
10/29/2013,246976558.7
10/30/2013,184984444.6
10/31/2013,179374754.5
11/1/2013,177385108.4
11/2/2013,197739547.4
11/3/2013,207466312.2
11/4/2013,202361548
11/5/2013,222699235
11/6/2013,228440316.8
11/7/2013,219188661.7
11/8/2013,196022226.1
11/9/2013,181141987.6
11/10/2013,230580091.7
11/11/2013,212682774.7
11/12/2013,209175446.2
11/13/2013,207409366.4
11/14/2013,193800403.5
11/15/2013,203858901.2
11/16/2013,381537707
11/17/2013,223572529.7
11/18/2013,220809021.2
11/19/2013,237764763.2
11/20/2013,213540123
11/21/2013,212780251.6
11/22/2013,440937153.5
11/23/2013,375191342.4
11/24/2013,430701431.5
11/25/2013,238069498.1
11/26/2013,204262758.7
11/27/2013,245836652
11/28/2013,316138439.4
11/29/2013,143514505.1
11/30/2013,143218894.1
12/1/2013,158275078
12/2/2013,108985769.4
12/3/2013,152414037.2
12/4/2013,153717046.9
12/5/2013,241218946.9
12/6/2013,172710170.8
12/7/2013,123185812.7
12/8/2013,116483698.6
12/9/2013,140837691
12/10/2013,171072370.3
12/11/2013,120417973.8
12/12/2013,180887038.7
12/13/2013,53015691.33
12/14/2013,93413745.97
12/15/2013,155685640
12/16/2013,94205265.58
12/17/2013,137063767.9
12/18/2013,111047513.8
12/19/2013,111863643.4
12/20/2013,104320219.8
12/21/2013,96204891.97
12/22/2013,90937255.79
12/23/2013,166094990.3
12/24/2013,401913420.7
12/25/2013,95792778.55
12/26/2013,163849220.2
12/27/2013,93419220.76
12/28/2013,395719170.3
12/29/2013,121277279.6
12/30/2013,132376700
12/31/2013,105236679.9
1/1/2014,99746034.84
1/2/2014,232184565.4
