date,Load_mg
11/24/2009,97642.83005
11/25/2009,94339.95306
11/26/2009,229916.937
11/27/2009,474134.108
11/28/2009,207604.168
11/29/2009,205708.0719
11/30/2009,246773.8425
12/1/2009,194855.9803
12/2/2009,195649.5882
12/3/2009,265355.5837
12/4/2009,1021084.421
12/5/2009,1449992.051
12/6/2009,1439100.202
12/7/2009,1855826.944
12/8/2009,1636930.301
12/9/2009,1172394.414
12/10/2009,2022571.771
12/11/2009,1782319.582
12/12/2009,995389.261
12/13/2009,691966.4909
12/14/2009,1125170.919
12/15/2009,1147054.008
12/16/2009,2567986.858
12/17/2009,2687022.952
12/18/2009,2956890.43
12/19/2009,3547699.686
12/20/2009,2726622.816
12/21/2009,2044005.812
12/22/2009,2119517.327
12/23/2009,2860709.427
12/24/2009,1799448.159
12/25/2009,2680945.251
12/26/2009,2868895.261
12/27/2009,754146.7182
12/28/2009,1489903.343
12/29/2009,845394.9568
12/30/2009,2366988.444
12/31/2009,2202682.547
1/1/2010,1668775.976
1/2/2010,1997895.435
1/3/2010,1768468.688
1/4/2010,1776067.052
1/5/2010,891327.6651
1/6/2010,565517.1999
1/7/2010,426228.4113
1/8/2010,918929.4062
1/9/2010,659740.0666
1/10/2010,1852457.879
1/11/2010,1506992.673
1/12/2010,2221378.753
1/13/2010,1957001.799
1/14/2010,3409547.681
1/15/2010,5961850.242
1/16/2010,3152056.091
1/17/2010,5916910.144
1/18/2010,6862155.092
1/19/2010,6027593.223
1/20/2010,5982170.799
1/21/2010,7414626.801
1/22/2010,7747102.438
1/23/2010,5728537.808
1/24/2010,5810686.824
1/25/2010,9612106.006
1/26/2010,10593034.26
1/27/2010,9763147.094
1/28/2010,6256723.76
1/29/2010,9587654.231
1/30/2010,10886072.85
1/31/2010,8263546.574
2/1/2010,12718278.32
2/2/2010,12979258.03
2/3/2010,10857851.59
2/4/2010,8700532.928
2/5/2010,11276126.89
2/6/2010,9401392.941
2/7/2010,9009776.581
2/8/2010,9372390.534
2/9/2010,9726524.188
2/10/2010,13964808.56
2/11/2010,11976672.34
2/12/2010,19798806.59
2/13/2010,23335127.66
2/14/2010,33293856.33
2/15/2010,37573920.06
2/16/2010,44116405.59
2/17/2010,40769098.79
2/18/2010,35968391.18
2/19/2010,35824155.96
2/20/2010,34466376.16
2/21/2010,34756091.35
2/22/2010,35389683.28
2/23/2010,32015457.38
2/24/2010,31897101.84
2/25/2010,29854276.38
2/26/2010,28217864.75
2/27/2010,27783761.69
2/28/2010,27705734.94
3/1/2010,23356441.97
3/2/2010,19593072.42
3/3/2010,19826663.17
3/4/2010,17283616.52
3/5/2010,16398757.52
3/6/2010,13825981.39
3/7/2010,13343481.88
3/8/2010,12544728.41
3/9/2010,10603834.81
3/10/2010,9866399.305
3/11/2010,9902704.605
3/12/2010,44159540.41
3/13/2010,73118989.11
3/14/2010,47005553.48
3/15/2010,40330227.18
3/16/2010,40040321.61
3/17/2010,38261245.61
3/18/2010,34316992.21
3/19/2010,31840625.41
3/20/2010,29588650.49
3/21/2010,27404349.93
3/22/2010,31664520.2
3/23/2010,22351536.72
3/24/2010,17601548.74
3/25/2010,20864871.59
3/26/2010,26587133.94
3/27/2010,28266077.19
3/28/2010,33700678.85
3/29/2010,74260026.79
3/30/2010,58531204.93
3/31/2010,47059531.13
4/1/2010,43616127.21
4/2/2010,39094274.52
4/3/2010,33371677.53
4/4/2010,29342386.92
4/5/2010,25510106.82
4/6/2010,21898948.21
4/7/2010,15721507.48
4/8/2010,14218481.75
4/9/2010,12153582.46
4/10/2010,9272032.001
4/11/2010,7315133.31
4/12/2010,6238204.931
4/13/2010,7310984.623
4/14/2010,7806428.398
4/15/2010,9131987.402
4/16/2010,9778079.941
4/17/2010,10614466.26
4/18/2010,10965313.93
4/19/2010,12781412.2
4/20/2010,16817541.86
4/21/2010,29418216.79
4/22/2010,25578318.22
4/23/2010,19886074.48
4/24/2010,21857690.2
4/25/2010,26359108.72
4/26/2010,48132532.75
4/27/2010,45573918.02
4/28/2010,35893521.1
4/29/2010,28393562.11
4/30/2010,28935075.79
5/1/2010,23901237.86
5/2/2010,22278377.12
5/3/2010,18302501.37
5/4/2010,15479203.87
5/5/2010,13712024.88
5/6/2010,11375531.25
5/7/2010,8312354.885
5/8/2010,6430208.683
5/9/2010,5061910.634
5/10/2010,3701142.788
5/11/2010,10470966.74
5/12/2010,16365661.11
5/13/2010,19824225.06
5/14/2010,23126089.33
