date,NO
5/21/2014,159.026052
5/22/2014,157.432994
5/23/2014,155.839936
5/24/2014,154.246878
5/25/2014,152.653819
5/26/2014,151.060761
5/27/2014,149.467703
5/28/2014,147.874645
5/29/2014,146.281586
5/30/2014,144.688528
5/31/2014,143.09547
6/1/2014,141.502412
6/2/2014,139.909353
6/3/2014,138.316295
6/4/2014,135.746809
6/5/2014,134.316456
6/6/2014,132.886103
6/7/2014,131.455749
6/8/2014,130.025396
6/9/2014,128.595043
6/10/2014,127.16469
6/11/2014,125.734337
6/12/2014,124.303984
6/13/2014,122.873631
6/14/2014,121.443278
6/15/2014,120.012925
6/16/2014,118.582571
6/17/2014,117.152218
6/18/2014,115.721865
6/19/2014,114.291512
6/20/2014,112.861159
6/21/2014,111.430806
6/22/2014,110.000452
6/23/2014,108.570099
6/24/2014,107.139746
6/25/2014,105.709393
6/26/2014,104.27904
6/27/2014,102.848687
6/28/2014,101.418333
6/29/2014,99.98798
6/30/2014,98.557627
7/1/2014,97.127274
7/2/2014,95.696921
7/3/2014,94.266568
7/4/2014,92.836215
7/5/2014,91.405861
7/6/2014,89.975508
7/7/2014,88.545155
7/8/2014,87.114802
7/9/2014,85.684449
7/10/2014,84.254096
7/11/2014,82.823743
7/12/2014,81.39339
7/13/2014,79.963037
7/14/2014,78.532683
7/15/2014,77.10233
7/16/2014,76.804049
7/17/2014,76.89619
7/18/2014,76.988332
7/19/2014,77.080473
7/20/2014,77.172614
7/21/2014,77.264755
7/22/2014,77.356896
7/23/2014,77.449037
7/24/2014,77.541178
7/25/2014,77.633319
7/26/2014,77.725461
7/27/2014,77.817602
7/28/2014,77.909743
7/29/2014,78.001884
7/30/2014,78.094025
7/31/2014,78.186167
8/1/2014,78.278308
8/2/2014,78.370449
8/3/2014,78.46259
8/4/2014,78.554731
8/5/2014,78.646872
8/6/2014,78.756624
8/7/2014,79.07896
8/8/2014,79.401297
8/9/2014,79.723633
8/10/2014,80.04597
8/11/2014,80.368306
8/12/2014,80.690642
8/13/2014,81.012979
8/14/2014,81.335315
8/15/2014,81.657652
8/16/2014,81.979988
8/17/2014,82.302325
8/18/2014,82.624661
8/19/2014,82.946998
8/20/2014,83.269334
8/21/2014,83.59167
8/22/2014,83.914007
8/23/2014,84.236343
8/24/2014,84.55868
8/25/2014,84.881016
8/26/2014,85.203353
8/27/2014,85.525689
8/28/2014,85.848026
8/29/2014,86.170362
8/30/2014,86.492699
8/31/2014,86.815035
9/1/2014,87.137371
9/2/2014,87.459708
9/3/2014,87.911636
9/4/2014,89.219978
9/5/2014,90.528321
9/6/2014,91.836663
9/7/2014,93.145006
9/8/2014,94.453348
9/9/2014,95.76169
9/10/2014,97.070032
9/11/2014,98.378374
9/12/2014,99.686717
9/13/2014,100.995059
9/14/2014,102.303401
9/15/2014,103.611744
9/16/2014,104.920086
9/17/2014,106.228428
9/18/2014,107.536771
9/19/2014,108.845113
9/20/2014,110.153455
9/21/2014,111.461798
9/22/2014,112.77014
9/23/2014,114.078482
9/24/2014,115.386824
9/25/2014,116.695166
9/26/2014,118.003509
9/27/2014,119.311851
9/28/2014,120.620194
9/29/2014,121.928536
9/30/2014,123.236878
10/1/2014,124.54522
10/2/2014,125.853562
10/3/2014,127.161905
10/4/2014,128.470247
10/5/2014,129.778589
10/6/2014,131.086932
10/7/2014,132.395274
10/8/2014,134.244092
10/9/2014,134.511278
10/10/2014,134.778464
10/11/2014,135.04565
10/12/2014,135.312836
10/13/2014,135.580021
10/14/2014,135.847207
10/15/2014,136.114393
10/16/2014,136.381579
10/17/2014,136.648765
10/18/2014,136.915951
10/19/2014,137.183136
10/20/2014,137.450322
10/21/2014,137.717508
10/22/2014,137.984694
10/23/2014,138.25188
10/24/2014,138.519066
10/25/2014,138.786251
10/26/2014,139.053437
10/27/2014,139.320623
10/28/2014,139.587809
10/29/2014,139.854995
10/30/2014,140.12218
10/31/2014,140.389366
11/1/2014,140.656552
11/2/2014,140.923738
11/3/2014,141.190924
11/4/2014,141.45811
11/5/2014,141.842642
11/6/2014,143.89044
11/7/2014,145.938238
11/8/2014,147.986037
11/9/2014,150.033835
11/10/2014,152.081633
11/11/2014,154.129431
11/12/2014,156.177229
11/13/2014,158.225027
11/14/2014,160.272825
11/15/2014,162.320623
11/16/2014,164.368421
11/17/2014,166.416219
11/18/2014,168.464017
11/19/2014,170.511815
11/20/2014,172.559613
11/21/2014,174.607411
11/22/2014,176.65521
11/23/2014,178.703008
11/24/2014,180.750806
11/25/2014,182.798604
11/26/2014,184.846402
11/27/2014,186.8942
11/28/2014,188.941998
11/29/2014,190.989796
11/30/2014,193.037594
12/1/2014,195.085392
12/2/2014,197.13319
12/3/2014,197.4116
12/4/2014,198.36348
12/5/2014,199.31536
12/6/2014,200.26724
12/7/2014,201.219119
12/8/2014,202.170999
12/9/2014,203.122879
12/10/2014,204.074758
12/11/2014,205.026638
12/12/2014,205.978518
12/13/2014,206.930398
12/14/2014,207.882277
12/15/2014,208.834157
12/16/2014,209.786036
12/17/2014,210.737916
12/18/2014,211.689796
12/19/2014,212.641676
12/20/2014,213.593555
12/21/2014,214.545435
12/22/2014,215.497315
12/23/2014,216.449194
12/24/2014,217.401074
12/25/2014,218.352954
12/26/2014,219.304833
12/27/2014,220.256713
12/28/2014,221.208593
12/29/2014,222.160473
12/30/2014,223.112352
12/31/2014,224.064232
1/1/2015,225.016112
1/2/2015,225.967991
1/3/2015,226.919871
1/4/2015,227.871751
1/5/2015,228.823631
1/6/2015,229.77551
1/7/2015,233.954082
1/8/2015,236.836735
1/9/2015,239.719388
1/10/2015,242.602041
1/11/2015,245.484694
1/12/2015,248.367347
1/13/2015,251.25
1/14/2015,254.132653
1/15/2015,257.015306
1/16/2015,259.897959
1/17/2015,262.780612
1/18/2015,265.663265
1/19/2015,268.545918
1/20/2015,271.428571
1/21/2015,274.311224
1/22/2015,277.193878
1/23/2015,280.076531
1/24/2015,282.959184
1/25/2015,285.841837
1/26/2015,288.72449
1/27/2015,291.607143
1/28/2015,294.489796
1/29/2015,297.372449
1/30/2015,300.255102
1/31/2015,303.137755
2/1/2015,306.020408
2/2/2015,308.903061
2/3/2015,311.785714
2/4/2015,308.178571
2/5/2015,304.306122
2/6/2015,300.433673
2/7/2015,296.561225
2/8/2015,292.688776
2/9/2015,288.816326
2/10/2015,284.943878
2/11/2015,281.071429
2/12/2015,277.198979
2/13/2015,273.326531
2/14/2015,269.454082
2/15/2015,265.581633
2/16/2015,261.709184
2/17/2015,257.836735
2/18/2015,253.964286
2/19/2015,250.091837
2/20/2015,246.219388
2/21/2015,242.346939
2/22/2015,238.47449
2/23/2015,234.602041
2/24/2015,230.729592
2/25/2015,226.857143
2/26/2015,222.984694
2/27/2015,219.112245
2/28/2015,215.239796
3/1/2015,211.367347
3/2/2015,207.494898
3/3/2015,203.622449
3/4/2015,203.171074
3/5/2015,202.615617
3/6/2015,202.06016
3/7/2015,201.504703
3/8/2015,200.949246
3/9/2015,200.393789
3/10/2015,199.838332
3/11/2015,199.282875
3/12/2015,198.727418
3/13/2015,198.171961
3/14/2015,197.616504
3/15/2015,197.061047
3/16/2015,196.50559
3/17/2015,195.950133
3/18/2015,195.394676
3/19/2015,194.839219
3/20/2015,194.283762
3/21/2015,193.728305
3/22/2015,193.172848
3/23/2015,192.617391
3/24/2015,192.061934
3/25/2015,191.506477
3/26/2015,190.95102
3/27/2015,190.395563
3/28/2015,189.840107
3/29/2015,189.28465
3/30/2015,188.729193
3/31/2015,188.173736
4/1/2015,187.618279
4/2/2015,187.062822
4/3/2015,186.507365
4/4/2015,185.951908
4/5/2015,185.396451
4/6/2015,184.840994
4/7/2015,184.285537
4/8/2015,183.32678
4/9/2015,182.274146
4/10/2015,181.221511
4/11/2015,180.168877
4/12/2015,179.116242
4/13/2015,178.063608
4/14/2015,177.010973
4/15/2015,175.958339
4/16/2015,174.905705
4/17/2015,173.85307
4/18/2015,172.800436
4/19/2015,171.747801
4/20/2015,170.695167
4/21/2015,169.642532
4/22/2015,168.589898
4/23/2015,167.537263
4/24/2015,166.484629
4/25/2015,165.431995
4/26/2015,164.37936
4/27/2015,163.326726
4/28/2015,162.274091
4/29/2015,161.221457
4/30/2015,160.168822
5/1/2015,159.116188
5/2/2015,158.063553
5/3/2015,157.010919
5/4/2015,155.958285
5/5/2015,154.90565
5/6/2015,153.853016
5/7/2015,152.800381
5/8/2015,151.747747
5/9/2015,150.695113
5/10/2015,149.642478
5/11/2015,148.589844
5/12/2015,147.537209
5/13/2015,145.814631
5/14/2015,143.92924
5/15/2015,142.043849
5/16/2015,140.158459
5/17/2015,138.273068
5/18/2015,136.387678
5/19/2015,134.502287
5/20/2015,132.616896
5/21/2015,130.731506
5/22/2015,128.846115
5/23/2015,126.960725
5/24/2015,125.075334
5/25/2015,123.189943
5/26/2015,121.304553
5/27/2015,119.419162
5/28/2015,117.533772
5/29/2015,115.648381
5/30/2015,113.762991
5/31/2015,111.8776
6/1/2015,109.99221
6/2/2015,108.106819
6/3/2015,105.488095
6/4/2015,104.394531
6/5/2015,103.300968
6/6/2015,102.207404
6/7/2015,101.11384
6/8/2015,100.020276
6/9/2015,98.926713
6/10/2015,97.833149
6/11/2015,96.739585
6/12/2015,95.646022
6/13/2015,94.552458
6/14/2015,93.458894
6/15/2015,92.36533
6/16/2015,91.271766
6/17/2015,90.178203
6/18/2015,89.084639
6/19/2015,87.991075
6/20/2015,86.897512
6/21/2015,85.803948
6/22/2015,84.710384
6/23/2015,83.61682
6/24/2015,82.523257
6/25/2015,81.429693
6/26/2015,80.336129
6/27/2015,79.242565
6/28/2015,78.149001
6/29/2015,77.055438
6/30/2015,75.961874
7/1/2015,74.86831
7/2/2015,73.774747
7/3/2015,72.681183
7/4/2015,71.587619
7/5/2015,70.494055
7/6/2015,69.400492
7/7/2015,68.306928
7/8/2015,67.213364
7/9/2015,69.304721
7/10/2015,71.396078
7/11/2015,73.487435
7/12/2015,75.578792
7/13/2015,77.670148
7/14/2015,79.761505
7/15/2015,81.852862
7/16/2015,83.944219
7/17/2015,86.035576
7/18/2015,88.126933
7/19/2015,90.21829
7/20/2015,92.309647
7/21/2015,94.401004
7/22/2015,96.49236
7/23/2015,98.583717
7/24/2015,100.675074
7/25/2015,102.766431
7/26/2015,104.857788
7/27/2015,106.949145
7/28/2015,109.040502
7/29/2015,111.131859
7/30/2015,113.223216
7/31/2015,115.314573
8/1/2015,117.405929
8/2/2015,119.497286
8/3/2015,121.588643
8/4/2015,123.68
8/5/2015,123.002501
8/6/2015,122.325001
8/7/2015,121.647502
8/8/2015,120.970002
8/9/2015,120.292503
8/10/2015,119.615004
8/11/2015,118.937504
8/12/2015,118.260005
8/13/2015,117.582505
8/14/2015,116.905006
8/15/2015,116.227506
8/16/2015,115.550007
8/17/2015,114.872508
8/18/2015,114.195008
8/19/2015,113.517509
8/20/2015,112.84001
8/21/2015,112.16251
8/22/2015,111.485011
8/23/2015,110.807511
8/24/2015,110.130012
8/25/2015,109.452512
8/26/2015,108.775013
8/27/2015,108.097514
8/28/2015,107.420014
8/29/2015,106.742515
8/30/2015,106.065015
8/31/2015,105.387516
9/1/2015,104.710016
9/2/2015,104.826395
9/3/2015,104.369796
9/4/2015,103.913197
9/5/2015,103.456599
9/6/2015,103
9/7/2015,102.543401
9/8/2015,102.086803
9/9/2015,101.630204
9/10/2015,101.173606
9/11/2015,100.717007
9/12/2015,100.260408
9/13/2015,99.80381
9/14/2015,99.347211
9/15/2015,98.890612
9/16/2015,98.434014
9/17/2015,97.977415
9/18/2015,97.520816
9/19/2015,97.064218
9/20/2015,96.607619
9/21/2015,96.151021
9/22/2015,95.694422
9/23/2015,95.237823
9/24/2015,94.781225
9/25/2015,94.324626
9/26/2015,93.868027
9/27/2015,93.411429
9/28/2015,92.95483
9/29/2015,92.498231
9/30/2015,92.041633
10/1/2015,91.585034
10/2/2015,91.128435
10/3/2015,90.671837
10/4/2015,90.215238
10/5/2015,89.75864
10/6/2015,89.302041
10/7/2015,88.999188
10/8/2015,90.130651
10/9/2015,91.262114
10/10/2015,92.393577
10/11/2015,93.525041
10/12/2015,94.656504
10/13/2015,95.787967
10/14/2015,96.91943
10/15/2015,98.050893
10/16/2015,99.182356
10/17/2015,100.313819
10/18/2015,101.445282
10/19/2015,102.576746
10/20/2015,103.708209
10/21/2015,104.839672
10/22/2015,105.971135
10/23/2015,107.102598
10/24/2015,108.234061
10/25/2015,109.365525
10/26/2015,110.496988
10/27/2015,111.628451
10/28/2015,112.759914
10/29/2015,113.891377
10/30/2015,115.02284
10/31/2015,116.154303
11/1/2015,117.285767
11/2/2015,118.41723
11/3/2015,119.548693
11/4/2015,119.360689
11/5/2015,122.528459
11/6/2015,125.696229
11/7/2015,128.864
11/8/2015,132.03177
11/9/2015,135.19954
11/10/2015,138.367311
11/11/2015,141.535081
11/12/2015,144.702852
11/13/2015,147.870622
11/14/2015,151.038392
11/15/2015,154.206163
11/16/2015,157.373933
11/17/2015,160.541703
11/18/2015,163.709474
11/19/2015,166.877244
11/20/2015,170.045015
11/21/2015,173.212785
11/22/2015,176.380555
11/23/2015,179.548326
11/24/2015,182.716096
11/25/2015,185.883867
11/26/2015,189.051637
11/27/2015,192.219407
11/28/2015,195.387178
11/29/2015,198.554948
11/30/2015,201.722719
12/1/2015,204.890489
12/2/2015,206.27932
12/3/2015,208.465099
12/4/2015,210.650879
12/5/2015,212.836658
12/6/2015,215.022437
12/7/2015,217.208217
12/8/2015,219.393996
12/9/2015,221.579776
12/10/2015,223.765555
12/11/2015,225.951335
12/12/2015,228.137114
12/13/2015,230.322893
12/14/2015,232.508672
12/15/2015,234.694452
12/16/2015,236.880231
12/17/2015,239.066011
12/18/2015,241.25179
12/19/2015,243.437569
12/20/2015,245.623349
12/21/2015,247.809128
12/22/2015,249.994908
12/23/2015,252.180687
12/24/2015,254.366466
12/25/2015,256.552246
12/26/2015,258.738025
12/27/2015,260.923804
12/28/2015,263.109584
12/29/2015,265.295363
12/30/2015,267.481143
12/31/2015,269.666922
1/1/2016,271.852701
1/2/2016,274.038481
1/3/2016,276.22426
1/4/2016,278.410039
1/5/2016,280.595819
1/6/2016,282.781598
1/7/2016,284.967377
1/8/2016,287.153157
1/9/2016,289.338936
1/10/2016,291.524716
1/11/2016,293.710495
1/12/2016,292.386613
1/13/2016,289.459469
1/14/2016,286.532325
1/15/2016,283.605181
1/16/2016,280.678036
1/17/2016,277.750892
1/18/2016,274.823748
1/19/2016,271.896603
1/20/2016,268.969459
1/21/2016,266.042315
1/22/2016,263.11517
1/23/2016,260.188026
1/24/2016,257.260882
1/25/2016,254.333738
1/26/2016,251.406593
1/27/2016,248.479449
1/28/2016,245.552305
1/29/2016,242.625161
1/30/2016,239.698016
1/31/2016,236.770872
2/1/2016,233.843728
2/2/2016,230.916583
2/3/2016,231.379513
2/4/2016,233.978807
2/5/2016,236.5781
2/6/2016,239.177394
2/7/2016,241.776688
2/8/2016,244.375981
2/9/2016,246.975275
2/10/2016,249.574568
2/11/2016,252.173862
2/12/2016,254.773155
2/13/2016,257.372449
2/14/2016,259.971743
2/15/2016,262.571036
2/16/2016,265.17033
2/17/2016,267.769623
2/18/2016,270.368917
2/19/2016,272.96821
2/20/2016,275.567504
2/21/2016,278.166798
2/22/2016,280.766091
2/23/2016,283.365385
2/24/2016,285.964678
2/25/2016,288.563972
2/26/2016,291.163265
2/27/2016,293.762559
2/28/2016,296.361853
2/29/2016,298.961146
3/1/2016,301.56044
3/2/2016,302.540345
3/3/2016,303.29168
3/4/2016,304.043014
3/5/2016,304.794348
3/6/2016,305.545683
3/7/2016,306.297017
3/8/2016,307.048352
3/9/2016,307.799686
3/10/2016,308.55102
3/11/2016,309.302355
3/12/2016,310.053689
3/13/2016,310.805023
3/14/2016,311.556358
3/15/2016,312.307692
3/16/2016,313.059027
3/17/2016,313.810361
3/18/2016,314.561696
3/19/2016,315.31303
3/20/2016,316.064364
3/21/2016,316.815698
3/22/2016,317.567033
3/23/2016,318.318367
3/24/2016,319.069702
3/25/2016,319.821036
3/26/2016,320.57237
3/27/2016,321.323705
3/28/2016,322.075039
3/29/2016,322.826374
3/30/2016,323.577708
3/31/2016,324.329042
4/1/2016,325.080377
4/2/2016,325.831711
4/3/2016,326.583045
4/4/2016,327.33438
4/5/2016,328.085714
4/6/2016,329.005102
4/7/2016,326.382499
4/8/2016,323.759895
4/9/2016,321.137291
4/10/2016,318.514688
4/11/2016,315.892084
4/12/2016,313.26948
4/13/2016,310.646877
4/14/2016,308.024273
4/15/2016,305.40167
4/16/2016,302.779066
4/17/2016,300.156463
4/18/2016,297.533859
4/19/2016,294.911255
4/20/2016,292.288652
4/21/2016,289.666048
4/22/2016,287.043445
4/23/2016,284.420841
4/24/2016,281.798237
4/25/2016,279.175634
4/26/2016,276.55303
4/27/2016,273.930427
4/28/2016,271.307823
4/29/2016,268.68522
4/30/2016,266.062616
5/1/2016,263.440012
5/2/2016,260.817409
5/3/2016,258.194805
5/4/2016,253.196351
5/5/2016,248.197897
5/6/2016,243.199443
5/7/2016,238.200989
5/8/2016,233.202536
5/9/2016,228.204082
5/10/2016,225.47426
5/11/2016,222.744438
5/12/2016,220.014617
5/13/2016,217.284795
5/14/2016,214.554973
5/15/2016,211.825152
5/16/2016,209.09533
5/17/2016,206.365508
5/18/2016,203.635687
5/19/2016,200.905865
5/20/2016,198.176043
5/21/2016,195.446222
5/22/2016,192.7164
5/23/2016,189.986578
5/24/2016,187.256757
5/25/2016,184.526935
5/26/2016,181.797113
5/27/2016,179.067292
5/28/2016,176.33747
5/29/2016,173.607649
5/30/2016,170.877827
5/31/2016,168.148005
6/1/2016,165.418183
6/2/2016,162.688362
6/3/2016,159.95854
6/4/2016,157.228719
6/5/2016,154.498897
6/6/2016,151.769075
6/7/2016,149.039254
6/8/2016,146.309432
6/9/2016,143.57961
6/10/2016,140.849789
6/11/2016,138.119967
6/12/2016,135.390145
6/13/2016,132.660324
6/14/2016,129.930502
6/15/2016,127.514739
6/16/2016,125.235828
6/17/2016,122.956916
6/18/2016,120.678005
6/19/2016,118.399093
6/20/2016,116.120181
6/21/2016,113.84127
6/22/2016,111.562358
6/23/2016,109.283447
6/24/2016,107.004535
6/25/2016,104.725623
6/26/2016,102.446712
6/27/2016,100.1678
6/28/2016,97.888889
6/29/2016,95.609977
6/30/2016,93.331066
7/1/2016,91.052154
7/2/2016,88.773243
7/3/2016,86.494331
7/4/2016,84.21542
7/5/2016,81.936508
7/6/2016,79.657596
7/7/2016,77.378685
7/8/2016,75.099773
7/9/2016,72.820862
7/10/2016,70.54195
7/11/2016,68.263039
7/12/2016,67.308612
7/13/2016,66.953032
7/14/2016,66.597451
7/15/2016,66.241871
7/16/2016,65.88629
7/17/2016,65.53071
7/18/2016,65.175129
7/19/2016,64.819549
7/20/2016,64.463968
7/21/2016,64.108388
7/22/2016,63.752807
7/23/2016,63.397227
7/24/2016,63.041646
7/25/2016,62.686066
7/26/2016,62.330485
7/27/2016,61.974905
7/28/2016,61.619324
7/29/2016,61.263744
7/30/2016,60.908163
7/31/2016,60.552583
8/1/2016,60.197002
8/2/2016,59.841422
8/3/2016,61.211815
8/4/2016,63.287218
8/5/2016,65.362621
8/6/2016,67.438024
8/7/2016,69.513427
8/8/2016,71.588829
8/9/2016,73.664232
8/10/2016,75.739635
8/11/2016,77.815037
8/12/2016,79.89044
8/13/2016,81.965843
8/14/2016,84.041246
8/15/2016,86.116649
8/16/2016,88.192052
8/17/2016,90.267454
8/18/2016,92.342857
8/19/2016,94.41826
8/20/2016,96.493663
8/21/2016,98.569066
8/22/2016,100.644468
8/23/2016,102.719871
8/24/2016,104.795274
8/25/2016,106.870677
8/26/2016,108.946079
8/27/2016,111.021482
8/28/2016,113.096885
8/29/2016,115.172288
8/30/2016,117.247691
8/31/2016,119.323093
9/1/2016,121.398496
9/2/2016,123.473899
9/3/2016,125.549302
9/4/2016,127.624705
9/5/2016,129.700107
9/6/2016,131.77551
9/7/2016,136.210884
9/8/2016,139.547619
9/9/2016,142.884354
9/10/2016,146.221088
9/11/2016,149.557823
9/12/2016,152.894558
9/13/2016,156.231292
9/14/2016,159.568027
9/15/2016,162.904762
9/16/2016,166.241496
9/17/2016,169.578231
9/18/2016,172.914966
9/19/2016,176.251701
9/20/2016,179.588435
9/21/2016,182.92517
9/22/2016,186.261905
9/23/2016,189.598639
9/24/2016,192.935374
9/25/2016,196.272109
9/26/2016,199.608843
9/27/2016,202.945578
9/28/2016,206.282313
9/29/2016,209.619047
9/30/2016,212.955782
10/1/2016,216.292517
10/2/2016,219.629252
10/3/2016,222.965986
10/4/2016,226.302721
10/5/2016,229.639456
10/6/2016,232.97619
10/7/2016,236.312925
10/8/2016,239.64966
10/9/2016,242.986395
10/10/2016,246.323129
10/11/2016,249.659864
10/12/2016,252.996599
10/13/2016,256.333333
10/14/2016,259.670068
10/15/2016,263.006803
10/16/2016,266.343538
10/17/2016,269.680272
10/18/2016,273.017007
10/19/2016,270.673469
10/20/2016,271.673469
10/21/2016,272.673469
10/22/2016,273.673469
10/23/2016,274.673469
10/24/2016,275.673469
10/25/2016,276.673469
10/26/2016,277.673469
10/27/2016,278.673469
10/28/2016,279.673469
10/29/2016,280.673469
10/30/2016,281.673469
10/31/2016,282.673469
11/1/2016,283.673469
11/2/2016,288.527778
11/3/2016,290.143791
11/4/2016,291.759804
11/5/2016,293.375817
11/6/2016,294.99183
11/7/2016,296.607843
11/8/2016,298.223856
11/9/2016,299.839869
11/10/2016,301.455882
11/11/2016,303.071895
11/12/2016,304.687908
11/13/2016,306.303922
11/14/2016,307.919935
11/15/2016,309.535948
11/16/2016,311.151961
11/17/2016,312.767974
11/18/2016,314.383987
11/19/2016,316
11/20/2016,317.616013
11/21/2016,319.232026
11/22/2016,320.848039
11/23/2016,322.464052
11/24/2016,324.080065
11/25/2016,325.696078
11/26/2016,327.312092
11/27/2016,328.928105
11/28/2016,330.544118
11/29/2016,332.160131
11/30/2016,333.776144
12/1/2016,335.392157
12/2/2016,337.00817
12/3/2016,338.624183
12/4/2016,340.240196
12/5/2016,341.856209
12/6/2016,343.472222
12/7/2016,346.028571
12/8/2016,346.745454
12/9/2016,347.462338
12/10/2016,348.179221
12/11/2016,348.896104
12/12/2016,349.612987
12/13/2016,350.32987
12/14/2016,351.046753
12/15/2016,351.763636
12/16/2016,352.48052
12/17/2016,353.197403
12/18/2016,353.914286
12/19/2016,354.631169
12/20/2016,355.348052
12/21/2016,356.064935
12/22/2016,356.781818
12/23/2016,357.498701
12/24/2016,358.215585
12/25/2016,358.932468
12/26/2016,359.649351
12/27/2016,360.366234
12/28/2016,361.083117
12/29/2016,361.8
12/30/2016,362.516883
12/31/2016,363.233766
1/1/2017,363.950649
1/2/2017,364.667533
1/3/2017,365.384416
1/4/2017,366.101299
1/5/2017,366.818182
1/6/2017,367.535065
1/7/2017,368.251948
1/8/2017,368.968831
1/9/2017,369.685714
1/10/2017,370.44335
1/11/2017,369.832512
1/12/2017,369.221675
1/13/2017,368.610837
1/14/2017,368
1/15/2017,367.389162
1/16/2017,366.778325
1/17/2017,366.167488
1/18/2017,365.55665
1/19/2017,364.945813
1/20/2017,364.334975
1/21/2017,363.724138
1/22/2017,363.113301
1/23/2017,362.502463
1/24/2017,361.891626
1/25/2017,361.280788
1/26/2017,360.669951
1/27/2017,360.059113
1/28/2017,359.448276
1/29/2017,358.837438
1/30/2017,358.226601
1/31/2017,357.615764
2/1/2017,357.004926
2/2/2017,356.394089
2/3/2017,355.783251
2/4/2017,355.172414
2/5/2017,354.561576
2/6/2017,353.950739
2/7/2017,353.339901
2/8/2017,353.13289
2/9/2017,353.328498
2/10/2017,353.524106
2/11/2017,353.719715
2/12/2017,353.915323
2/13/2017,354.110931
2/14/2017,354.306539
2/15/2017,354.502147
2/16/2017,354.697755
2/17/2017,354.893364
2/18/2017,355.088972
2/19/2017,355.28458
2/20/2017,355.480188
2/21/2017,355.675796
2/22/2017,355.871404
2/23/2017,356.067012
2/24/2017,356.262621
2/25/2017,356.458229
2/26/2017,356.653837
2/27/2017,356.849445
2/28/2017,357.045053
3/1/2017,357.240661
3/2/2017,357.436269
3/3/2017,357.631878
3/4/2017,357.827485
3/5/2017,358.023094
3/6/2017,358.218702
3/7/2017,358.41431
3/8/2017,358.609918
3/9/2017,358.805526
3/10/2017,359.001135
3/11/2017,359.196742
3/12/2017,359.392351
3/13/2017,359.587959
3/14/2017,359.783567
3/15/2017,359.979175
3/16/2017,360.174783
3/17/2017,360.370391
3/18/2017,360.565999
3/19/2017,360.761608
3/20/2017,360.957216
3/21/2017,361.152824
3/22/2017,360.515306
3/23/2017,358.809591
3/24/2017,357.103877
3/25/2017,355.398162
3/26/2017,353.692447
3/27/2017,351.986732
3/28/2017,350.281017
3/29/2017,348.575303
3/30/2017,346.869588
3/31/2017,345.163873
4/1/2017,343.458158
4/2/2017,341.752443
4/3/2017,340.046728
4/4/2017,338.341014
4/5/2017,336.635299
4/6/2017,334.929584
4/7/2017,333.22387
4/8/2017,331.518154
4/9/2017,329.81244
4/10/2017,328.106725
4/11/2017,326.40101
4/12/2017,324.695296
4/13/2017,322.989581
4/14/2017,321.283866
4/15/2017,319.578151
4/16/2017,317.872436
4/17/2017,316.166722
4/18/2017,315.96467
4/19/2017,315.733026
4/20/2017,315.501382
4/21/2017,315.269739
4/22/2017,315.038095
4/23/2017,314.806452
4/24/2017,314.574808
4/25/2017,314.343164
4/26/2017,314.111521
4/27/2017,313.879877
4/28/2017,313.648234
4/29/2017,313.41659
4/30/2017,313.184946
5/1/2017,312.953303
5/2/2017,312.721659
5/3/2017,312.490015
5/4/2017,312.258372
5/5/2017,312.026728
5/6/2017,311.795084
5/7/2017,311.563441
5/8/2017,311.331797
5/9/2017,311.100154
5/10/2017,310.86851
5/11/2017,310.636867
5/12/2017,310.405223
5/13/2017,310.173579
5/14/2017,309.941935
5/15/2017,309.710292
5/16/2017,309.478648
5/17/2017,309.247004
5/18/2017,309.015361
5/19/2017,308.783717
5/20/2017,308.552074
5/21/2017,308.32043
5/22/2017,308.088787
5/23/2017,307.857143
5/24/2017,306.209962
5/25/2017,304.562781
5/26/2017,302.9156
5/27/2017,301.268419
5/28/2017,299.621238
5/29/2017,297.974058
5/30/2017,296.326877
5/31/2017,294.679696
6/1/2017,293.032515
6/2/2017,291.385334
6/3/2017,289.738153
6/4/2017,288.090972
6/5/2017,286.443791
6/6/2017,284.79661
6/7/2017,283.149429
6/8/2017,281.502249
6/9/2017,279.855068
6/10/2017,278.207886
6/11/2017,276.560705
6/12/2017,274.913525
6/13/2017,273.266344
6/14/2017,271.619163
6/15/2017,269.971982
6/16/2017,268.324801
6/17/2017,266.67762
6/18/2017,265.030439
6/19/2017,263.383258
6/20/2017,261.736077
6/21/2017,257.624951
6/22/2017,253.513825
6/23/2017,249.402698
6/24/2017,245.291572
6/25/2017,241.180445
6/26/2017,237.069319
6/27/2017,232.958192
6/28/2017,228.847066
6/29/2017,224.735939
6/30/2017,220.624813
7/1/2017,216.513686
7/2/2017,212.40256
7/3/2017,208.291433
7/4/2017,204.180307
7/5/2017,200.06918
7/6/2017,195.958054
7/7/2017,191.846927
7/8/2017,187.735801
7/9/2017,183.624674
7/10/2017,179.513548
7/11/2017,178.506503
7/12/2017,176.496057
7/13/2017,174.485611
7/14/2017,172.475164
7/15/2017,170.464718
7/16/2017,168.454272
7/17/2017,166.443826
7/18/2017,164.43338
7/19/2017,162.422933
7/20/2017,160.412487
7/21/2017,158.402041
7/22/2017,156.391595
7/23/2017,154.381148
7/24/2017,152.370702
7/25/2017,150.360256
7/26/2017,148.34981
7/27/2017,146.339364
7/28/2017,144.328917
7/29/2017,142.318471
7/30/2017,140.308025
