date,NO
3/11/2011,277.318832
3/12/2011,274.125034
3/13/2011,270.931237
3/14/2011,267.73744
3/15/2011,264.543643
3/16/2011,261.349845
3/17/2011,258.156048
3/18/2011,254.962251
3/19/2011,251.768454
3/20/2011,248.574656
3/21/2011,245.380859
3/22/2011,242.344557
3/23/2011,239.308254
3/24/2011,236.271951
3/25/2011,233.235649
3/26/2011,230.199346
3/27/2011,227.163044
3/28/2011,224.126741
3/29/2011,221.090439
3/30/2011,218.054136
3/31/2011,215.017834
4/1/2011,211.981531
4/2/2011,208.945229
4/3/2011,205.908926
4/4/2011,202.872624
4/5/2011,199.836321
4/6/2011,196.800019
4/7/2011,193.763716
4/8/2011,190.727414
4/9/2011,187.691111
4/10/2011,184.654808
4/11/2011,181.618506
4/12/2011,178.582203
4/13/2011,175.545901
4/14/2011,172.509598
4/15/2011,169.473296
4/16/2011,166.436993
4/17/2011,163.400691
4/18/2011,160.364388
4/19/2011,158.573187
4/20/2011,156.287637
4/21/2011,154.002086
4/22/2011,151.716535
4/23/2011,149.430985
4/24/2011,147.145434
4/25/2011,144.859884
4/26/2011,142.574333
4/27/2011,140.288783
4/28/2011,138.003232
4/29/2011,135.717682
4/30/2011,133.432131
5/1/2011,131.146581
5/2/2011,128.86103
5/3/2011,126.575479
5/4/2011,124.289929
5/5/2011,122.004378
5/6/2011,119.718828
5/7/2011,117.433277
5/8/2011,115.147727
5/9/2011,112.862176
5/10/2011,109.897954
5/11/2011,106.933732
5/12/2011,103.96951
5/13/2011,101.005288
5/14/2011,98.041066
5/15/2011,95.076844
5/16/2011,92.112622
5/17/2011,89.1484
5/18/2011,86.184178
5/19/2011,83.219956
5/20/2011,80.255734
5/21/2011,77.291512
5/22/2011,74.32729
5/23/2011,71.363068
5/24/2011,70.881967
5/25/2011,70.400866
5/26/2011,69.919766
5/27/2011,69.438665
5/28/2011,68.957564
5/29/2011,68.476463
5/30/2011,67.995362
5/31/2011,67.514262
6/1/2011,67.033161
6/2/2011,66.55206
6/3/2011,66.070959
6/4/2011,65.589859
6/5/2011,65.108758
6/6/2011,64.627657
6/7/2011,64.146556
6/8/2011,63.614082
6/9/2011,63.081607
6/10/2011,62.549133
6/11/2011,62.016659
6/12/2011,61.484184
6/13/2011,60.95171
6/14/2011,60.419235
6/15/2011,59.886761
6/16/2011,59.354287
6/17/2011,58.821812
6/18/2011,58.289338
6/19/2011,57.756863
6/20/2011,57.224389
6/21/2011,56.691915
6/22/2011,56.15944
6/23/2011,55.626966
6/24/2011,55.094491
6/25/2011,54.562017
6/26/2011,54.029543
6/27/2011,53.497068
6/28/2011,52.964594
6/29/2011,52.432119
6/30/2011,51.899645
7/1/2011,51.367171
7/2/2011,50.834696
7/3/2011,50.302222
7/4/2011,49.769748
7/5/2011,49.237273
7/6/2011,48.704799
7/7/2011,48.172324
7/8/2011,47.63985
7/9/2011,47.107375
7/10/2011,46.574901
7/11/2011,46.042427
7/12/2011,45.509952
7/13/2011,45.066422
7/14/2011,44.622892
7/15/2011,44.179361
7/16/2011,43.735831
7/17/2011,43.292301
7/18/2011,42.848771
7/19/2011,42.40524
7/20/2011,41.96171
7/21/2011,41.51818
7/22/2011,41.074649
7/23/2011,40.631119
7/24/2011,40.187589
7/25/2011,39.744058
7/26/2011,39.300528
7/27/2011,38.856998
7/28/2011,38.413467
7/29/2011,37.969937
7/30/2011,37.526407
7/31/2011,37.082877
8/1/2011,36.639346
8/2/2011,36.195816
8/3/2011,36.445985
8/4/2011,36.696154
8/5/2011,36.946323
8/6/2011,37.196492
8/7/2011,37.446661
8/8/2011,37.69683
8/9/2011,37.946999
8/10/2011,38.197168
8/11/2011,38.447337
8/12/2011,38.697506
8/13/2011,38.947675
8/14/2011,39.197844
8/15/2011,39.448013
8/16/2011,39.698181
8/17/2011,39.948351
8/18/2011,40.198519
8/19/2011,40.448688
8/20/2011,40.698857
8/21/2011,40.949026
8/22/2011,41.199195
8/23/2011,41.449364
8/24/2011,41.699533
8/25/2011,41.949702
8/26/2011,42.199871
8/27/2011,42.45004
8/28/2011,42.700209
8/29/2011,42.950378
8/30/2011,43.200547
8/31/2011,43.450716
9/1/2011,43.700885
9/2/2011,43.951054
9/3/2011,44.201223
9/4/2011,44.451392
9/5/2011,44.701561
9/6/2011,44.95173
9/7/2011,45.201899
9/8/2011,45.452067
9/9/2011,45.702237
9/10/2011,45.952406
9/11/2011,46.202575
9/12/2011,46.452743
9/13/2011,46.702912
9/14/2011,46.953082
9/15/2011,47.20325
9/16/2011,47.453419
9/17/2011,47.703588
9/18/2011,47.953757
9/19/2011,48.203926
9/20/2011,50.970768
9/21/2011,53.737611
9/22/2011,56.504453
9/23/2011,59.271295
9/24/2011,62.038137
9/25/2011,64.804979
9/26/2011,67.571821
9/27/2011,70.338664
9/28/2011,73.105506
9/29/2011,75.872348
9/30/2011,78.63919
10/1/2011,81.406032
10/2/2011,84.172875
10/3/2011,86.939717
10/4/2011,89.706559
10/5/2011,92.473401
10/6/2011,95.240243
10/7/2011,98.007085
10/8/2011,100.773928
10/9/2011,103.54077
10/10/2011,106.307612
10/11/2011,107.784215
10/12/2011,109.260817
10/13/2011,110.73742
10/14/2011,112.214022
10/15/2011,113.690625
10/16/2011,115.167228
10/17/2011,116.64383
10/18/2011,118.120433
10/19/2011,119.597036
10/20/2011,121.073638
10/21/2011,122.550241
10/22/2011,124.026843
10/23/2011,125.503446
10/24/2011,126.980049
10/25/2011,128.456651
10/26/2011,129.933254
10/27/2011,131.409857
10/28/2011,132.886459
10/29/2011,134.363062
10/30/2011,135.839664
10/31/2011,137.316267
11/1/2011,138.792869
11/2/2011,140.269472
11/3/2011,141.746075
11/4/2011,143.222677
11/5/2011,144.69928
11/6/2011,146.175883
11/7/2011,147.652485
11/8/2011,149.129088
11/9/2011,150.60569
11/10/2011,152.082293
11/11/2011,153.558896
11/12/2011,155.035498
11/13/2011,156.512101
11/14/2011,157.988703
11/15/2011,158.162338
11/16/2011,164.426675
11/17/2011,170.691013
11/18/2011,176.955351
11/19/2011,183.219688
11/20/2011,189.484026
11/21/2011,195.748364
11/22/2011,202.012701
11/23/2011,208.277039
11/24/2011,214.541377
11/25/2011,220.805714
11/26/2011,227.070052
11/27/2011,233.33439
11/28/2011,239.598727
11/29/2011,245.863065
11/30/2011,252.127402
12/1/2011,258.39174
12/2/2011,264.656078
12/3/2011,270.920416
12/4/2011,277.184753
12/5/2011,283.449091
12/6/2011,283.005994
12/7/2011,281.604641
12/8/2011,280.203289
12/9/2011,278.801936
12/10/2011,277.400583
12/11/2011,275.99923
12/12/2011,274.597878
12/13/2011,273.196525
12/14/2011,271.795172
12/15/2011,270.393819
12/16/2011,268.992466
12/17/2011,267.591114
12/18/2011,266.189761
12/19/2011,264.788408
12/20/2011,263.387055
12/21/2011,261.985703
12/22/2011,260.58435
12/23/2011,259.182997
12/24/2011,257.781644
12/25/2011,256.380292
12/26/2011,254.978939
12/27/2011,253.577586
12/28/2011,252.176233
12/29/2011,250.77488
12/30/2011,249.373528
12/31/2011,247.972175
1/1/2012,246.570822
1/2/2012,245.169469
1/3/2012,243.768117
1/4/2012,242.366764
1/5/2012,240.965411
1/6/2012,239.564058
1/7/2012,238.162706
1/8/2012,236.761353
1/9/2012,235.36
1/10/2012,233.958647
1/11/2012,232.557294
1/12/2012,231.155942
1/13/2012,229.754589
1/14/2012,228.353236
1/15/2012,226.951884
1/16/2012,225.550531
1/17/2012,224.149178
1/18/2012,222.747825
1/19/2012,221.346472
1/20/2012,219.945119
1/21/2012,218.543767
1/22/2012,217.142414
1/23/2012,215.741061
1/24/2012,217.725714
1/25/2012,217.660132
1/26/2012,217.594549
1/27/2012,217.528967
1/28/2012,217.463385
1/29/2012,217.397802
1/30/2012,217.33222
1/31/2012,217.266637
2/1/2012,217.201055
2/2/2012,217.135473
2/3/2012,217.06989
2/4/2012,217.004308
2/5/2012,216.938725
2/6/2012,216.873143
2/7/2012,219.46149
2/8/2012,219.626143
2/9/2012,219.790796
2/10/2012,219.95545
2/11/2012,220.120103
2/12/2012,220.284756
2/13/2012,220.449409
2/14/2012,220.614063
2/15/2012,220.778716
2/16/2012,220.943369
2/17/2012,221.108023
2/18/2012,221.272676
2/19/2012,221.437329
2/20/2012,221.601982
2/21/2012,221.766636
2/22/2012,221.931289
2/23/2012,222.095942
2/24/2012,222.260596
2/25/2012,222.425249
2/26/2012,222.589902
2/27/2012,222.754556
2/28/2012,222.919209
2/29/2012,223.083862
3/1/2012,223.248515
3/2/2012,223.413169
3/3/2012,223.577822
3/4/2012,223.742475
3/5/2012,223.907129
3/6/2012,224.071782
3/7/2012,224.236435
3/8/2012,224.401088
3/9/2012,224.565742
3/10/2012,224.730395
3/11/2012,224.895048
3/12/2012,225.059702
3/13/2012,225.224355
3/14/2012,225.389008
3/15/2012,225.553662
3/16/2012,225.718315
3/17/2012,225.882968
3/18/2012,226.047622
3/19/2012,226.212275
3/20/2012,226.221567
3/21/2012,223.054304
3/22/2012,219.887042
3/23/2012,216.71978
3/24/2012,213.552517
3/25/2012,210.385255
3/26/2012,207.217992
3/27/2012,204.05073
3/28/2012,200.883467
3/29/2012,197.716205
3/30/2012,194.548943
3/31/2012,191.38168
4/1/2012,188.214418
4/2/2012,185.047155
4/3/2012,182.051904
4/4/2012,180.490909
4/5/2012,178.929914
4/6/2012,177.368918
4/7/2012,175.807923
4/8/2012,174.246927
4/9/2012,172.685932
4/10/2012,171.124936
4/11/2012,169.563941
4/12/2012,168.002945
4/13/2012,166.44195
4/14/2012,164.880955
4/15/2012,163.319959
4/16/2012,161.758963
4/17/2012,160.197968
4/18/2012,158.636972
4/19/2012,157.075977
4/20/2012,155.514982
4/21/2012,153.953986
4/22/2012,152.39299
4/23/2012,150.831995
4/24/2012,149.271
4/25/2012,147.710004
4/26/2012,146.149009
4/27/2012,144.588013
4/28/2012,143.027018
4/29/2012,141.466022
4/30/2012,139.905027
5/1/2012,138.344031
5/2/2012,136.783036
5/3/2012,135.22204
5/4/2012,133.661045
5/5/2012,132.10005
5/6/2012,130.539054
5/7/2012,128.978058
5/8/2012,127.417063
5/9/2012,125.856068
5/10/2012,124.295072
5/11/2012,122.734077
5/12/2012,121.173081
5/13/2012,119.612085
5/14/2012,118.05109
5/15/2012,116.490095
5/16/2012,114.929099
5/17/2012,113.368104
5/18/2012,111.807108
5/19/2012,110.246112
5/20/2012,108.685118
5/21/2012,107.124122
5/22/2012,106.937771
5/23/2012,106.75142
5/24/2012,106.565069
5/25/2012,106.378718
5/26/2012,106.192367
5/27/2012,106.006017
5/28/2012,105.819666
5/29/2012,105.633315
5/30/2012,105.446964
5/31/2012,105.260613
6/1/2012,105.074262
6/2/2012,104.887911
6/3/2012,104.70156
6/4/2012,104.515209
6/5/2012,104.328859
6/6/2012,104.142508
6/7/2012,103.956157
6/8/2012,103.769806
6/9/2012,103.583455
6/10/2012,103.397105
6/11/2012,103.210753
6/12/2012,103.551799
6/13/2012,103.892844
6/14/2012,104.233889
6/15/2012,104.574934
6/16/2012,104.915979
6/17/2012,105.257025
6/18/2012,105.59807
6/19/2012,105.939115
6/20/2012,106.28016
6/21/2012,106.621205
6/22/2012,106.96225
6/23/2012,107.303296
6/24/2012,107.644341
6/25/2012,107.985386
6/26/2012,108.326431
6/27/2012,108.667476
6/28/2012,109.008522
6/29/2012,109.349566
6/30/2012,109.690612
7/1/2012,110.031657
7/2/2012,110.372702
7/3/2012,110.713747
7/4/2012,111.054793
7/5/2012,111.395838
7/6/2012,111.736883
7/7/2012,112.077928
7/8/2012,112.418973
7/9/2012,112.760018
7/10/2012,113.101064
7/11/2012,113.442109
7/12/2012,113.783154
7/13/2012,114.124199
7/14/2012,114.465244
7/15/2012,114.806289
7/16/2012,115.147335
7/17/2012,114.298584
7/18/2012,113.118201
7/19/2012,111.937817
7/20/2012,110.757434
7/21/2012,109.57705
7/22/2012,108.396667
7/23/2012,107.216283
7/24/2012,106.0359
7/25/2012,104.855517
7/26/2012,103.675133
7/27/2012,102.49475
7/28/2012,101.314367
7/29/2012,100.133983
7/30/2012,98.9536
7/31/2012,97.773216
8/1/2012,96.592833
8/2/2012,95.412449
8/3/2012,94.232066
8/4/2012,93.051683
8/5/2012,91.8713
8/6/2012,90.690916
8/7/2012,89.510533
8/8/2012,88.330149
8/9/2012,87.149766
8/10/2012,85.969382
8/11/2012,84.788999
8/12/2012,83.608616
8/13/2012,82.428232
8/14/2012,83.928688
8/15/2012,87.554427
8/16/2012,91.180166
8/17/2012,94.805905
8/18/2012,98.431644
8/19/2012,102.057383
8/20/2012,105.683122
8/21/2012,109.308861
8/22/2012,112.9346
8/23/2012,116.560339
8/24/2012,120.186078
8/25/2012,123.811817
8/26/2012,127.437556
8/27/2012,131.063295
8/28/2012,134.689035
8/29/2012,138.314774
8/30/2012,141.940513
8/31/2012,145.566252
9/1/2012,149.191991
9/2/2012,152.81773
9/3/2012,156.443469
9/4/2012,160.069208
9/5/2012,163.694947
9/6/2012,167.320686
9/7/2012,170.946425
9/8/2012,174.572164
9/9/2012,178.197903
9/10/2012,181.823642
9/11/2012,185.449381
9/12/2012,189.07512
9/13/2012,192.700859
9/14/2012,196.326598
9/15/2012,199.952338
9/16/2012,203.578077
9/17/2012,207.203815
9/18/2012,210.829555
9/19/2012,211.948448
9/20/2012,210.376525
9/21/2012,208.804601
9/22/2012,207.232677
9/23/2012,205.660754
9/24/2012,204.08883
9/25/2012,202.516906
9/26/2012,200.944983
9/27/2012,199.373059
9/28/2012,197.801135
9/29/2012,196.229211
9/30/2012,194.657288
10/1/2012,193.085364
10/2/2012,191.51344
10/3/2012,189.941517
10/4/2012,188.369593
10/5/2012,186.797669
10/6/2012,185.225746
10/7/2012,183.653822
10/8/2012,182.081898
10/9/2012,181.308808
10/10/2012,183.554961
10/11/2012,185.801113
10/12/2012,188.047265
10/13/2012,190.293417
10/14/2012,192.539569
10/15/2012,194.785721
10/16/2012,197.031873
10/17/2012,199.278025
10/18/2012,201.524177
10/19/2012,203.77033
10/20/2012,206.016482
10/21/2012,208.262634
10/22/2012,210.508786
10/23/2012,212.754938
10/24/2012,215.00109
10/25/2012,217.247242
10/26/2012,219.493395
10/27/2012,221.739547
10/28/2012,223.985699
10/29/2012,226.231851
10/30/2012,228.478003
10/31/2012,230.724155
11/1/2012,232.970307
11/2/2012,235.216459
11/3/2012,237.462612
11/4/2012,239.708764
11/5/2012,241.954916
11/6/2012,244.201068
11/7/2012,246.44722
11/8/2012,248.693372
11/9/2012,250.939524
11/10/2012,253.185676
11/11/2012,255.431829
11/12/2012,257.677981
11/13/2012,259.924133
11/14/2012,262.170285
11/15/2012,264.416437
11/16/2012,266.662589
11/17/2012,268.908741
11/18/2012,271.154893
11/19/2012,273.401045
11/20/2012,275.647197
11/21/2012,277.89335
11/22/2012,280.139502
11/23/2012,282.385654
11/24/2012,284.631806
11/25/2012,286.877958
11/26/2012,289.12411
11/27/2012,291.397959
11/28/2012,292.193877
11/29/2012,292.989796
11/30/2012,293.785714
12/1/2012,294.581633
12/2/2012,295.377551
12/3/2012,296.17347
12/4/2012,296.969388
12/5/2012,297.765306
12/6/2012,298.561225
12/7/2012,299.357143
12/8/2012,300.153061
12/9/2012,300.948979
12/10/2012,301.744898
12/11/2012,303.520408
12/12/2012,305.19898
12/13/2012,306.877551
12/14/2012,308.556123
12/15/2012,310.234694
12/16/2012,311.913265
12/17/2012,313.591837
12/18/2012,315.270408
12/19/2012,316.94898
12/20/2012,318.627551
12/21/2012,320.306123
12/22/2012,321.984694
12/23/2012,323.663265
12/24/2012,325.341837
12/25/2012,327.020408
12/26/2012,328.69898
12/27/2012,330.377551
12/28/2012,332.056123
12/29/2012,333.734694
12/30/2012,335.413265
12/31/2012,337.091837
1/1/2013,338.770408
1/2/2013,340.44898
1/3/2013,342.127551
1/4/2013,343.806123
1/5/2013,345.484694
1/6/2013,347.163265
1/7/2013,348.841837
1/8/2013,349.079365
1/9/2013,347.599907
1/10/2013,346.120448
1/11/2013,344.64099
1/12/2013,343.161531
1/13/2013,341.682073
1/14/2013,340.202614
1/15/2013,338.723156
1/16/2013,337.243697
1/17/2013,335.764239
1/18/2013,334.284781
1/19/2013,332.805322
1/20/2013,331.325864
1/21/2013,329.846405
1/22/2013,328.366947
1/23/2013,326.887488
1/24/2013,325.40803
1/25/2013,323.928571
1/26/2013,322.449113
1/27/2013,320.969655
1/28/2013,319.490196
1/29/2013,318.010738
1/30/2013,316.531279
1/31/2013,315.051821
2/1/2013,313.572362
2/2/2013,312.092904
2/3/2013,310.613445
2/4/2013,309.133987
2/5/2013,307.654529
2/6/2013,306.17507
2/7/2013,304.695612
2/8/2013,303.216153
2/9/2013,301.736695
2/10/2013,300.257236
2/11/2013,298.777778
2/12/2013,299.12013
2/13/2013,299.50974
2/14/2013,299.899351
2/15/2013,300.288961
2/16/2013,300.678572
2/17/2013,301.068182
2/18/2013,301.457792
2/19/2013,301.847402
2/20/2013,302.237013
2/21/2013,302.626623
2/22/2013,303.016234
2/23/2013,303.405844
2/24/2013,303.795454
2/25/2013,304.185065
2/26/2013,304.574675
2/27/2013,304.964286
2/28/2013,305.353896
3/1/2013,305.743506
3/2/2013,306.133117
3/3/2013,306.522727
3/4/2013,306.912338
3/5/2013,307.301948
3/6/2013,307.691558
3/7/2013,308.081169
3/8/2013,308.470779
3/9/2013,308.86039
3/10/2013,309.25
3/11/2013,309.63961
3/12/2013,310.029221
3/13/2013,310.418831
3/14/2013,310.808442
3/15/2013,311.198052
3/16/2013,311.587662
3/17/2013,311.977273
3/18/2013,312.366883
3/19/2013,312.756494
3/20/2013,313.146104
3/21/2013,313.535714
3/22/2013,313.925325
3/23/2013,314.314935
3/24/2013,314.704545
3/25/2013,315.094156
3/26/2013,315.483766
3/27/2013,315.873377
3/28/2013,310.47619
3/29/2013,304.869048
3/30/2013,299.261905
3/31/2013,293.654762
4/1/2013,288.047619
4/2/2013,282.440476
4/3/2013,276.833333
4/4/2013,271.226191
4/5/2013,265.619048
4/6/2013,260.011905
4/7/2013,254.404762
4/8/2013,248.797619
4/9/2013,247.619048
4/10/2013,245.630952
4/11/2013,243.642857
4/12/2013,241.654762
4/13/2013,239.666667
4/14/2013,237.678571
4/15/2013,235.690476
4/16/2013,233.702381
4/17/2013,231.714286
4/18/2013,229.726191
4/19/2013,227.738095
4/20/2013,225.75
4/21/2013,223.761905
4/22/2013,221.77381
4/23/2013,219.785714
4/24/2013,217.797619
4/25/2013,215.809524
4/26/2013,213.821429
4/27/2013,211.833333
4/28/2013,209.845238
4/29/2013,207.857143
4/30/2013,205.869048
5/1/2013,203.880952
5/2/2013,201.892857
5/3/2013,199.904762
5/4/2013,197.916667
5/5/2013,195.928571
5/6/2013,193.940476
5/7/2013,191.952381
5/8/2013,189.964286
5/9/2013,187.97619
5/10/2013,185.988095
5/11/2013,184
5/12/2013,182.011905
5/13/2013,180.023809
5/14/2013,178.035714
5/15/2013,174.742857
5/16/2013,172.678571
5/17/2013,170.614286
5/18/2013,168.55
5/19/2013,166.485714
5/20/2013,164.421429
5/21/2013,162.357143
5/22/2013,160.292857
5/23/2013,158.228571
5/24/2013,156.164286
5/25/2013,154.1
5/26/2013,152.035714
5/27/2013,149.971429
5/28/2013,147.907143
5/29/2013,145.842857
5/30/2013,143.778571
5/31/2013,141.714286
6/1/2013,139.65
6/2/2013,137.585714
6/3/2013,135.521429
6/4/2013,134.636364
6/5/2013,133.844156
6/6/2013,133.051948
6/7/2013,132.25974
6/8/2013,131.467532
6/9/2013,130.675325
6/10/2013,129.883117
6/11/2013,129.090909
6/12/2013,128.298701
6/13/2013,127.506494
6/14/2013,126.714286
6/15/2013,125.922078
6/16/2013,125.12987
6/17/2013,124.337662
6/18/2013,123.545454
6/19/2013,122.753247
6/20/2013,121.961039
6/21/2013,121.168831
6/22/2013,120.376623
6/23/2013,119.584416
6/24/2013,118.792208
6/25/2013,118
6/26/2013,117.207792
6/27/2013,116.415584
6/28/2013,115.623377
6/29/2013,114.831169
6/30/2013,114.038961
7/1/2013,113.246753
7/2/2013,112.454546
7/3/2013,111.662338
7/4/2013,110.87013
7/5/2013,110.077922
7/6/2013,109.285714
7/7/2013,108.493506
7/8/2013,107.701299
7/9/2013,106.909091
7/10/2013,106.116883
7/11/2013,105.324675
7/12/2013,104.532468
7/13/2013,103.74026
7/14/2013,102.948052
7/15/2013,102.155844
7/16/2013,101.363636
7/17/2013,98.842857
7/18/2013,97.287327
7/19/2013,95.731797
7/20/2013,94.176267
7/21/2013,92.620737
7/22/2013,91.065207
7/23/2013,89.509677
7/24/2013,87.954147
7/25/2013,86.398618
7/26/2013,84.843088
7/27/2013,83.287558
7/28/2013,81.732028
7/29/2013,80.176498
7/30/2013,78.620968
7/31/2013,77.065438
8/1/2013,75.509908
8/2/2013,73.954378
8/3/2013,72.398848
8/4/2013,70.843318
8/5/2013,69.287788
8/6/2013,69.049265
8/7/2013,69.320606
8/8/2013,69.591946
8/9/2013,69.863287
8/10/2013,70.134628
8/11/2013,70.405969
8/12/2013,70.67731
8/13/2013,70.94865
8/14/2013,71.219991
8/15/2013,71.491332
8/16/2013,71.762673
8/17/2013,72.034014
8/18/2013,72.305354
8/19/2013,72.576695
8/20/2013,72.848036
8/21/2013,73.119377
8/22/2013,73.390718
8/23/2013,73.662058
8/24/2013,73.933399
8/25/2013,74.20474
8/26/2013,74.476081
8/27/2013,74.747422
8/28/2013,75.018762
8/29/2013,75.290103
8/30/2013,75.561444
8/31/2013,75.832785
9/1/2013,76.104125
9/2/2013,76.375466
9/3/2013,76.646807
9/4/2013,76.918148
9/5/2013,77.189489
9/6/2013,77.46083
9/7/2013,77.73217
9/8/2013,78.003511
9/9/2013,78.274852
9/10/2013,78.546193
9/11/2013,78.817533
9/12/2013,79.088874
9/13/2013,79.360215
9/14/2013,79.631556
9/15/2013,79.902897
9/16/2013,80.174238
9/17/2013,80.151786
9/18/2013,79.689887
9/19/2013,79.227989
9/20/2013,78.766091
9/21/2013,78.304193
9/22/2013,77.842295
9/23/2013,77.380396
9/24/2013,76.918498
9/25/2013,76.4566
9/26/2013,75.994702
9/27/2013,75.532803
9/28/2013,75.070905
9/29/2013,74.609007
9/30/2013,74.147109
10/1/2013,73.685211
10/2/2013,73.46821
10/3/2013,74.093345
10/4/2013,74.71848
10/5/2013,75.343615
10/6/2013,75.96875
10/7/2013,76.593885
10/8/2013,77.21902
10/9/2013,77.844155
10/10/2013,78.46929
10/11/2013,79.094425
10/12/2013,79.71956
10/13/2013,80.344695
10/14/2013,80.96983
10/15/2013,81.594965
10/16/2013,82.2201
10/17/2013,82.845235
10/18/2013,83.470371
10/19/2013,84.095505
10/20/2013,84.72064
10/21/2013,85.345775
10/22/2013,85.97091
10/23/2013,86.596045
10/24/2013,87.22118
10/25/2013,87.846315
10/26/2013,88.47145
10/27/2013,89.096585
10/28/2013,89.72172
10/29/2013,90.346855
10/30/2013,90.97199
10/31/2013,91.597125
11/1/2013,92.22226
11/2/2013,92.847395
11/3/2013,93.47253
11/4/2013,94.097665
11/5/2013,94.7228
11/6/2013,95.347935
11/7/2013,95.97307
11/8/2013,96.598205
11/9/2013,97.22334
11/10/2013,97.848475
11/11/2013,98.47361
11/12/2013,99.098745
11/13/2013,103.00542
11/14/2013,106.912095
11/15/2013,110.81877
11/16/2013,114.725445
11/17/2013,118.63212
11/18/2013,122.538795
11/19/2013,126.711647
11/20/2013,130.884499
11/21/2013,135.057352
11/22/2013,139.230204
11/23/2013,143.403057
11/24/2013,147.575909
11/25/2013,151.748762
11/26/2013,155.921614
11/27/2013,160.094466
11/28/2013,164.267319
11/29/2013,168.440171
11/30/2013,172.613024
12/1/2013,176.785876
12/2/2013,180.958729
12/3/2013,185.131581
12/4/2013,189.142972
12/5/2013,190.579587
12/6/2013,192.016203
12/7/2013,193.452819
12/8/2013,194.889435
12/9/2013,196.326051
12/10/2013,197.762667
12/11/2013,199.199282
12/12/2013,200.635898
12/13/2013,202.072514
12/14/2013,203.50913
12/15/2013,204.945746
12/16/2013,206.382362
12/17/2013,207.818977
12/18/2013,209.255593
12/19/2013,210.692209
12/20/2013,212.128825
12/21/2013,213.565441
12/22/2013,215.002057
12/23/2013,216.438672
12/24/2013,217.875288
12/25/2013,219.311904
12/26/2013,220.74852
12/27/2013,222.185136
12/28/2013,223.621752
12/29/2013,225.058367
12/30/2013,226.494983
12/31/2013,227.931599
1/1/2014,229.368215
1/2/2014,230.80483
1/3/2014,232.241447
1/4/2014,233.678062
1/5/2014,235.114678
1/6/2014,236.551294
1/7/2014,237.98791
1/8/2014,239.424525
1/9/2014,240.861141
1/10/2014,242.297757
1/11/2014,243.734373
1/12/2014,245.170989
1/13/2014,246.607605
1/14/2014,248.04422
1/15/2014,246.079064
1/16/2014,244.650985
1/17/2014,243.222906
1/18/2014,241.794827
1/19/2014,240.366747
1/20/2014,238.938669
1/21/2014,237.510589
1/22/2014,236.08251
1/23/2014,234.654431
1/24/2014,233.226352
1/25/2014,231.798273
1/26/2014,230.370194
1/27/2014,228.942115
1/28/2014,227.514036
1/29/2014,226.085957
1/30/2014,224.657878
1/31/2014,223.229799
2/1/2014,221.80172
2/2/2014,220.373641
2/3/2014,218.945561
2/4/2014,217.517483
2/5/2014,214.469562
2/6/2014,214.108808
2/7/2014,213.748053
2/8/2014,213.387298
2/9/2014,213.026544
2/10/2014,212.665789
2/11/2014,212.305035
2/12/2014,211.94428
2/13/2014,211.583526
2/14/2014,211.222771
2/15/2014,210.862017
2/16/2014,210.501262
2/17/2014,210.140507
2/18/2014,209.779753
2/19/2014,209.418998
2/20/2014,209.058244
2/21/2014,208.697489
2/22/2014,208.336735
2/23/2014,207.97598
2/24/2014,207.615225
2/25/2014,207.254471
2/26/2014,206.893716
2/27/2014,206.532962
2/28/2014,206.172207
3/1/2014,205.811453
3/2/2014,205.450698
3/3/2014,205.089944
3/4/2014,204.729189
3/5/2014,204.368435
3/6/2014,204.00768
3/7/2014,203.646925
3/8/2014,203.286171
3/9/2014,202.925416
3/10/2014,202.564662
3/11/2014,202.203907
3/12/2014,200.698495
3/13/2014,202.088434
3/14/2014,203.478373
3/15/2014,204.868312
3/16/2014,206.258251
3/17/2014,207.64819
3/18/2014,209.038129
3/19/2014,210.428068
3/20/2014,211.818007
3/21/2014,213.207946
3/22/2014,214.597885
3/23/2014,215.987824
3/24/2014,217.377763
3/25/2014,218.767703
3/26/2014,220.157641
3/27/2014,221.547581
3/28/2014,222.93752
3/29/2014,224.327459
3/30/2014,225.717398
3/31/2014,227.107337
4/1/2014,228.497276
4/2/2014,229.887215
4/3/2014,231.277154
4/4/2014,232.667093
4/5/2014,234.057032
4/6/2014,235.446971
4/7/2014,236.83691
4/8/2014,238.226849
4/9/2014,239.616788
4/10/2014,241.006727
4/11/2014,242.396666
4/12/2014,243.786605
4/13/2014,245.176545
4/14/2014,246.566484
4/15/2014,247.956423
4/16/2014,248.953923
4/17/2014,249.833055
4/18/2014,250.712188
4/19/2014,251.591321
4/20/2014,252.470453
4/21/2014,253.349586
4/22/2014,249.61768
4/23/2014,245.885773
4/24/2014,242.153867
4/25/2014,238.421961
4/26/2014,234.690055
4/27/2014,230.958148
4/28/2014,227.226242
4/29/2014,223.494336
4/30/2014,219.762429
5/1/2014,216.030523
5/2/2014,212.298617
5/3/2014,208.56671
5/4/2014,204.834804
5/5/2014,201.102898
5/6/2014,197.370992
5/7/2014,193.639085
5/8/2014,189.907179
5/9/2014,186.175273
5/10/2014,182.443366
5/11/2014,178.71146
5/12/2014,174.979554
5/13/2014,171.247648
5/14/2014,170.17746
5/15/2014,168.584402
5/16/2014,166.991344
5/17/2014,165.398286
5/18/2014,163.805227
5/19/2014,162.212169
5/20/2014,160.619111
