date,Stage_ft,Storage(ac-ft),Storage_m3,SA_acres,Stage_m
6/5/2010,14.61,3804500,4692774660,444846,4.453128
6/6/2010,14.622,3809900,4699435452,444949.2,4.4567856
6/7/2010,14.636,3816200,4707206376,445069.6,4.4610528
6/8/2010,14.64,3818000,4709426640,445104,4.462272
6/9/2010,14.604,3801800,4689444264,444794.4,4.4512992
6/10/2010,14.584,3792800,4678342944,444622.4,4.4452032
6/11/2010,14.552,3778400,4660580832,444347.2,4.4354496
6/12/2010,14.51,3759500,4637268060,443986,4.422648
6/13/2010,14.478,3744968,4619343129,443552.4,4.4128944
6/14/2010,14.442,3728552,4599094321,442983.6,4.4019216
6/15/2010,14.41,3713960,4581095381,442478,4.392168
6/16/2010,14.372,3696632,4559721639,441877.6,4.3805856
6/17/2010,14.33,3677480,4536098030,441214,4.367784
6/18/2010,14.3,3663800,4519224024,440740,4.35864
6/19/2010,14.29,3659240,4513599355,440582,4.355592
6/20/2010,14.272,3651032,4503474951,440297.6,4.3501056
6/21/2010,14.252,3641912,4492225614,439981.6,4.3440096
6/22/2010,14.224,3629144,4476476541,439539.2,4.3354752
6/23/2010,14.174,3606344,4448353197,438749.2,4.3202352
6/24/2010,14.118,3580808,4416855052,437864.4,4.3031664
6/25/2010,14.074,3560744,4392106509,437169.2,4.2897552
6/26/2010,14.032,3541592,4368482900,436505.6,4.2769536
6/27/2010,14.018,3535208,4360608364,436284.4,4.2726864
6/28/2010,13.976,3516920,4338050482,435097.6,4.2598848
6/29/2010,13.928,3496760,4313183525,433292.8,4.2452544
6/30/2010,13.906,3487520,4301786170,432465.6,4.2385488
7/1/2010,13.936,3500120,4317328018,433593.6,4.2476928
7/2/2010,13.982,3519440,4341158851,435323.2,4.2617136
7/3/2010,14.068,3558008,4388731708,437074.4,4.2879264
7/4/2010,14.104,3574424,4408980516,437643.2,4.2988992
7/5/2010,14.186,3611816,4455102800,438938.8,4.3238928
7/6/2010,14.294,3661064,4515849223,440645.2,4.3568112
7/7/2010,14.338,3681128,4540597765,441340.4,4.3702224
7/8/2010,14.358,3690248,4551847103,441656.4,4.3763184
7/9/2010,14.386,3703016,4567596176,442098.8,4.3848528
7/10/2010,14.4,3709400,4575470712,442320,4.38912
7/11/2010,14.408,3713048,4579970447,442446.4,4.3915584
7/12/2010,14.406,3712136,4578845513,442414.8,4.3909488
7/13/2010,14.41,3713960,4581095381,442478,4.392168
7/14/2010,14.394,3706664,4572095911,442225.2,4.3872912
7/15/2010,14.374,3697544,4560846573,441909.2,4.3811952
7/16/2010,14.35,3686600,4547347368,441530,4.37388
7/17/2010,14.306,3666536,4522598825,440834.8,4.3604688
7/18/2010,14.258,3644648,4495600415,440076.4,4.3458384
7/19/2010,14.216,3625496,4471976806,439412.8,4.3330368
7/20/2010,14.158,3599048,4439353727,438496.4,4.3153584
7/21/2010,14.094,3569864,4403355847,437485.2,4.2958512
7/22/2010,14.028,3539768,4366233033,436442.4,4.2757344
7/23/2010,14.016,3534296,4359483430,436252.8,4.2720768
7/24/2010,14.026,3538856,4365108099,436410.8,4.2751248
7/25/2010,14.01,3531560,4356108629,436158,4.270248
7/26/2010,13.986,3521120,4343231098,435473.6,4.2629328
7/27/2010,13.954,3507680,4326653126,434270.4,4.2531792
7/28/2010,13.926,3495920,4312147402,433217.6,4.2446448
7/29/2010,13.896,3483320,4296605554,432089.6,4.2355008
7/30/2010,13.862,3469040,4278991459,430811.2,4.2251376
7/31/2010,13.836,3458120,4265521858,429833.6,4.2172128
8/1/2010,13.814,3448880,4254124502,429006.4,4.2105072
8/2/2010,13.784,3436280,4238582654,427878.4,4.2013632
8/3/2010,13.774,3432080,4233402038,427502.4,4.1983152
8/4/2010,13.776,3432920,4234438162,427577.6,4.1989248
8/5/2010,13.75,3422000,4220968560,426600,4.191
8/6/2010,13.738,3416960,4214751821,426148.8,4.1873424
8/7/2010,13.756,3424520,4224076930,426825.6,4.1928288
8/8/2010,13.802,3443840,4247907763,428555.2,4.2068496
8/9/2010,13.86,3468200,4277955336,430736,4.224528
8/10/2010,13.886,3479120,4291424938,431713.6,4.2324528
8/11/2010,13.884,3478280,4290388814,431638.4,4.2318432
8/12/2010,13.906,3487520,4301786170,432465.6,4.2385488
8/13/2010,13.898,3484160,4297641677,432164.8,4.2361104
8/14/2010,13.908,3488360,4302822293,432540.8,4.2391584
8/15/2010,13.898,3484160,4297641677,432164.8,4.2361104
8/16/2010,13.91,3489200,4303858416,432616,4.239768
8/17/2010,13.964,3511880,4331833742,434646.4,4.2562272
8/18/2010,13.964,3511880,4331833742,434646.4,4.2562272
8/19/2010,13.968,3513560,4333905989,434796.8,4.2574464
8/20/2010,13.956,3508520,4327689250,434345.6,4.2537888
8/21/2010,13.988,3521960,4344267221,435548.8,4.2635424
8/22/2010,14.006,3529736,4353858761,436094.8,4.2690288
8/23/2010,14.038,3544328,4371857701,436600.4,4.2787824
8/24/2010,14.064,3556184,4386481840,437011.2,4.2867072
8/25/2010,14.086,3566216,4398856112,437358.8,4.2934128
8/26/2010,14.096,3570776,4404480780,437516.8,4.2964608
8/27/2010,14.104,3574424,4408980516,437643.2,4.2988992
8/28/2010,14.104,3574424,4408980516,437643.2,4.2988992
8/29/2010,14.108,3576248,4411230383,437706.4,4.3001184
8/30/2010,14.106,3575336,4410105449,437674.8,4.2995088
8/31/2010,14.104,3574424,4408980516,437643.2,4.2988992
9/1/2010,14.076,3561656,4393231443,437200.8,4.2903648
9/2/2010,14.068,3558008,4388731708,437074.4,4.2879264
9/3/2010,14.07,3558920,4389856642,437106,4.288536
9/4/2010,14.07,3558920,4389856642,437106,4.288536
9/5/2010,14.084,3565304,4397731178,437327.2,4.2928032
9/6/2010,14.118,3580808,4416855052,437864.4,4.3031664
9/7/2010,14.172,3605432,4447228263,438717.6,4.3196256
9/8/2010,14.238,3635528,4484351077,439760.4,4.3397424
9/9/2010,14.252,3641912,4492225614,439981.6,4.3440096
9/10/2010,14.262,3646472,4497850283,440139.6,4.3470576
9/11/2010,14.266,3648296,4500100150,440202.8,4.3482768
9/12/2010,14.26,3645560,4496725349,440108,4.346448
9/13/2010,14.258,3644648,4495600415,440076.4,4.3458384
9/14/2010,14.254,3642824,4493350548,440013.2,4.3446192
9/15/2010,14.22,3627320,4474226674,439476,4.334256
9/16/2010,14.204,3620024,4465227204,439223.2,4.3293792
9/17/2010,14.186,3611816,4455102800,438938.8,4.3238928
9/18/2010,14.16,3599960,4440478661,438528,4.315968
9/19/2010,14.134,3588104,4425854522,438117.2,4.3080432
9/20/2010,14.12,3581720,4417979986,437896,4.303776
9/21/2010,14.104,3574424,4408980516,437643.2,4.2988992
9/22/2010,14.082,3564392,4396606244,437295.6,4.2921936
9/23/2010,14.068,3558008,4388731708,437074.4,4.2879264
9/24/2010,14.062,3555272,4385356907,436979.6,4.2860976
9/25/2010,14.06,3554360,4384231973,436948,4.285488
9/26/2010,14.046,3547976,4376357436,436726.8,4.2812208
9/27/2010,14.046,3547976,4376357436,436726.8,4.2812208
9/28/2010,14.082,3564392,4396606244,437295.6,4.2921936
9/29/2010,14.142,3591752,4430354257,438243.6,4.3104816
9/30/2010,14.128,3585368,4422479721,438022.4,4.3062144
10/1/2010,14.128,3585368,4422479721,438022.4,4.3062144
10/2/2010,14.122,3582632,4419104919,437927.6,4.3043856
10/3/2010,14.098,3571688,4405605714,437548.4,4.2970704
10/4/2010,14.06,3554360,4384231973,436948,4.285488
10/5/2010,14.026,3538856,4365108099,436410.8,4.2751248
10/6/2010,13.98,3518600,4340122728,435248,4.261104
10/7/2010,13.948,3505160,4323544757,434044.8,4.2513504
10/8/2010,13.946,3504320,4322508634,433969.6,4.2507408
10/9/2010,13.938,3500960,4318364141,433668.8,4.2483024
10/10/2010,13.924,3495080,4311111278,433142.4,4.2440352
10/11/2010,13.906,3487520,4301786170,432465.6,4.2385488
10/12/2010,13.886,3479120,4291424938,431713.6,4.2324528
10/13/2010,13.858,3467360,4276919213,430660.8,4.2239184
10/14/2010,13.846,3462320,4270702474,430209.6,4.2202608
10/15/2010,13.81,3447200,4252052256,428856,4.209288
10/16/2010,13.786,3437120,4239618778,427953.6,4.2019728
10/17/2010,13.774,3432080,4233402038,427502.4,4.1983152
10/18/2010,13.758,3425360,4225113053,426900.8,4.1934384
10/19/2010,13.744,3419480,4217860190,426374.4,4.1891712
10/20/2010,13.722,3410240,4206462835,425547.2,4.1824656
10/21/2010,13.708,3404360,4199209973,425020.8,4.1781984
10/22/2010,13.698,3400160,4194029357,424644.8,4.1751504
10/23/2010,13.682,3393440,4185740371,424043.2,4.1702736
10/24/2010,13.666,3386720,4177451386,423441.6,4.1653968
10/25/2010,13.656,3382520,4172270770,423065.6,4.1623488
10/26/2010,13.636,3374120,4161909538,422313.6,4.1562528
10/27/2010,13.616,3365720,4151548306,421561.6,4.1501568
10/28/2010,13.592,3355640,4139114827,420659.2,4.1428416
10/29/2010,13.554,3339680,4119428486,419230.4,4.1312592
10/30/2010,13.528,3328760,4105958885,418252.8,4.1233344
10/31/2010,13.5,3317000,4091453160,417200,4.1148
11/1/2010,13.482,3309476,4082172456,416400.8,4.1093136
11/2/2010,13.476,3306968,4079078889,416134.4,4.1074848
11/3/2010,13.48,3308640,4081141267,416312,4.108704
11/4/2010,13.492,3313656,4087328403,416844.8,4.1123616
11/5/2010,13.448,3295264,4064642239,414891.2,4.0989504
11/6/2010,13.41,3279380,4045049642,413204,4.087368
11/7/2010,13.354,3255972,4016176343,410717.6,4.0702992
11/8/2010,13.35,3254300,4014113964,410540,4.06908
11/9/2010,13.346,3252628,4012051585,410362.4,4.0678608
11/10/2010,13.336,3248448,4006895639,409918.4,4.0648128
11/11/2010,13.32,3241760,3998646125,409208,4.059936
11/12/2010,13.294,3230892,3985240664,408053.6,4.0520112
11/13/2010,13.272,3221696,3973897582,407076.8,4.0453056
11/14/2010,13.264,3218352,3969772825,406721.6,4.0428672
11/15/2010,13.258,3215844,3966679257,406455.2,4.0410384
11/16/2010,13.244,3209992,3959460932,405833.6,4.0367712
11/17/2010,13.232,3204976,3953273796,405300.8,4.0331136
11/18/2010,13.208,3194944,3940899525,404235.2,4.0257984
11/19/2010,13.174,3180732,3923369307,402725.6,4.0154352
11/20/2010,13.162,3175716,3917182172,402192.8,4.0117776
11/21/2010,13.138,3165684,3904807900,401127.2,4.0044624
11/22/2010,13.128,3161504,3899651954,400683.2,4.0014144
11/23/2010,13.11,3153980,3890371250,399884,3.995928
11/24/2010,13.094,3147292,3882121736,399173.6,3.9910512
11/25/2010,13.086,3143948,3877996979,398818.4,3.9886128
11/26/2010,13.076,3139768,3872841033,398374.4,3.9855648
11/27/2010,13.048,3128064,3858404383,397131.2,3.9770304
11/28/2010,13.016,3114688,3841905354,395710.4,3.9672768
11/29/2010,13.016,3114688,3841905354,395710.4,3.9672768
11/30/2010,13.01,3112180,3838811786,395444,3.965448
12/1/2010,12.958,3091788,3813658662,394042.4,3.9495984
12/2/2010,12.89,3065540,3781282279,392492,3.928872
12/3/2010,12.87,3057820,3771759814,392036,3.922776
12/4/2010,12.856,3052416,3765094088,391716.8,3.9185088
12/5/2010,12.832,3043152,3753667129,391169.6,3.9111936
12/6/2010,12.76,3015360,3719386253,389528,3.889248
12/7/2010,12.726,3002236,3703198061,388752.8,3.8788848
12/8/2010,12.706,2994516,3693675596,388296.8,3.8727888
12/9/2010,12.682,2985252,3682248637,387749.6,3.8654736
12/10/2010,12.69,2988340,3686057623,387932,3.867912
12/11/2010,12.686,2986796,3684153130,387840.8,3.8666928
12/12/2010,12.67,2980620,3676535158,387476,3.861816
12/13/2010,12.57,2942020,3628922830,385196,3.831336
12/14/2010,12.546,2932756,3617495871,384648.8,3.8240208
12/15/2010,12.534,2928124,3611782392,384375.2,3.8203632
12/16/2010,12.538,2929668,3613686885,384466.4,3.8215824
12/17/2010,12.542,2931212,3615591378,384557.6,3.8228016
12/18/2010,12.548,2933528,3618448117,384694.4,3.8246304
12/19/2010,12.552,2935072,3620352611,384785.6,3.8258496
12/20/2010,12.542,2931212,3615591378,384557.6,3.8228016
12/21/2010,12.552,2935072,3620352611,384785.6,3.8258496
12/22/2010,12.55,2934300,3619400364,384740,3.82524
12/23/2010,12.542,2931212,3615591378,384557.6,3.8228016
12/24/2010,12.534,2928124,3611782392,384375.2,3.8203632
12/25/2010,12.546,2932756,3617495871,384648.8,3.8240208
12/26/2010,12.466,2901876,3579406008,382743.2,3.7996368
12/27/2010,12.454,2897244,3573692529,382440.8,3.7959792
12/28/2010,12.454,2897244,3573692529,382440.8,3.7959792
12/29/2010,12.45,2895700,3571788036,382340,3.79476
12/30/2010,12.448,2894928,3570835789,382289.6,3.7941504
12/31/2010,12.448,2894928,3570835789,382289.6,3.7941504
1/1/2011,12.444,2893384,3568931296,382188.8,3.7929312
1/2/2011,12.444,2893384,3568931296,382188.8,3.7929312
1/3/2011,12.436,2890296,3565122310,381987.2,3.7904928
1/4/2011,12.426,2886436,3560361077,381735.2,3.7874448
1/5/2011,12.424,2885664,3559408831,381684.8,3.7868352
1/6/2011,12.438,2891068,3566074557,382037.6,3.7911024
1/7/2011,12.462,2900332,3577501515,382642.4,3.7984176
1/8/2011,12.466,2901876,3579406008,382743.2,3.7996368
1/9/2011,12.456,2898016,3574644776,382491.2,3.7965888
1/10/2011,12.47,2903420,3581310502,382844,3.800856
1/11/2011,12.462,2900332,3577501515,382642.4,3.7984176
1/12/2011,12.406,2878716,3550838612,381231.2,3.7813488
1/13/2011,12.358,2860188,3527984694,380021.6,3.7667184
1/14/2011,12.38,2868680,3538459406,380576,3.773424
1/15/2011,12.39,2872540,3543220639,380828,3.776472
1/16/2011,12.392,2873312,3544172886,380878.4,3.7770816
1/17/2011,12.406,2878716,3550838612,381231.2,3.7813488
1/18/2011,12.412,2881032,3553695351,381382.4,3.7831776
1/19/2011,12.422,2884892,3558456584,381634.4,3.7862256
1/20/2011,12.426,2886436,3560361077,381735.2,3.7874448
1/21/2011,12.436,2890296,3565122310,381987.2,3.7904928
1/22/2011,12.406,2878716,3550838612,381231.2,3.7813488
1/23/2011,12.38,2868680,3538459406,380576,3.773424
1/24/2011,12.4,2876400,3547981872,381080,3.77952
1/25/2011,12.426,2886436,3560361077,381735.2,3.7874448
1/26/2011,12.51,2918860,3600355433,383828,3.813048
1/27/2011,12.484,2908824,3587976228,383196.8,3.8051232
1/28/2011,12.472,2904192,3582262748,382894.4,3.8014656
1/29/2011,12.486,2909596,3588928474,383247.2,3.8057328
1/30/2011,12.482,2908052,3587023981,383146.4,3.8045136
1/31/2011,12.486,2909596,3588928474,383247.2,3.8057328
2/1/2011,12.488,2910368,3589880721,383297.6,3.8063424
2/2/2011,12.492,2911912,3591785214,383398.4,3.8075616
2/3/2011,12.484,2908824,3587976228,383196.8,3.8051232
2/4/2011,12.488,2910368,3589880721,383297.6,3.8063424
2/5/2011,12.484,2908824,3587976228,383196.8,3.8051232
2/6/2011,12.468,2902648,3580358255,382793.6,3.8002464
2/7/2011,12.466,2901876,3579406008,382743.2,3.7996368
2/8/2011,12.412,2881032,3553695351,381382.4,3.7831776
2/9/2011,12.408,2879488,3551790858,381281.6,3.7819584
2/10/2011,12.408,2879488,3551790858,381281.6,3.7819584
2/11/2011,12.4,2876400,3547981872,381080,3.77952
2/12/2011,12.374,2866364,3535602667,380424.8,3.7715952
2/13/2011,12.35,2857100,3524175708,379820,3.76428
2/14/2011,12.354,2858644,3526080201,379920.8,3.7654992
2/15/2011,12.33,2849380,3514653242,379316,3.758184
2/16/2011,12.336,2851696,3517509982,379467.2,3.7600128
2/17/2011,12.332,2850152,3515605489,379366.4,3.7587936
2/18/2011,12.322,2846292,3510844256,379114.4,3.7557456
2/19/2011,12.304,2839344,3502274037,378660.8,3.7502592
2/20/2011,12.292,2834712,3496560558,378358.4,3.7466016
2/21/2011,12.284,2831624,3492751572,378156.8,3.7441632
2/22/2011,12.266,2824676,3484181352,377703.2,3.7386768
2/23/2011,12.244,2816184,3473706640,377148.8,3.7319712
2/24/2011,12.234,2812324,3468945408,376896.8,3.7289232
2/25/2011,12.22,2806920,3462279682,376544,3.724656
2/26/2011,12.194,2796884,3449900476,375888.8,3.7167312
2/27/2011,12.178,2790708,3442282504,375485.6,3.7118544
2/28/2011,12.168,2786848,3437521271,375233.6,3.7088064
3/1/2011,12.136,2774496,3422285326,374427.2,3.6990528
3/2/2011,12.124,2769864,3416571847,374124.8,3.6953952
3/3/2011,12.122,2769092,3415619600,374074.4,3.6947856
3/4/2011,12.092,2757512,3401335902,373318.4,3.6856416
3/5/2011,12.072,2749792,3391813436,372814.4,3.6795456
3/6/2011,12.032,2734352,3372768505,371806.4,3.6673536
3/7/2011,11.996,2720576,3355776084,370872,3.6563808
3/8/2011,11.986,2717016,3351384896,370552,3.6533328
3/9/2011,11.978,2714168,3347871945,370296,3.6508944
3/10/2011,11.956,2706336,3338211329,369592,3.6441888
3/11/2011,11.932,2697792,3327672476,368824,3.6368736
3/12/2011,11.928,2696368,3325916001,368696,3.6356544
3/13/2011,11.922,2694232,3323281287,368504,3.6338256
3/14/2011,11.898,2685688,3312742434,367736,3.6265104
3/15/2011,11.87,2675720,3300447106,366840,3.617976
3/16/2011,11.852,2669312,3292542966,366264,3.6124896
3/17/2011,11.828,2660768,3282004113,365496,3.6051744
3/18/2011,11.804,2652224,3271465260,364728,3.5978592
3/19/2011,11.758,2635848,3251265791,363256,3.5838384
3/20/2011,11.73,2625880,3238970462,362360,3.575304
3/21/2011,11.702,2615912,3226675134,361464,3.5667696
3/22/2011,11.664,2602384,3209988616,360248,3.5551872
3/23/2011,11.62,2586720,3190667386,358840,3.541776
3/24/2011,11.58,2572480,3173102630,357560,3.529584
3/25/2011,11.544,2559664,3157294351,356408,3.5186112
3/26/2011,11.516,2549696,3144999022,355512,3.5100768
3/27/2011,11.5,2544000,3137973120,355000,3.5052
3/28/2011,11.548,2561088,3159050826,356536,3.5198304
3/29/2011,11.64,2593840,3199449763,359480,3.547872
3/30/2011,11.662,2601672,3209110379,360184,3.5545776
3/31/2011,11.66,2600960,3208232141,360120,3.553968
4/1/2011,11.65,2597400,3203840952,359800,3.55092
4/2/2011,11.644,2595264,3201206239,359608,3.5490912
4/3/2011,11.632,2590992,3195936812,359224,3.5454336
4/4/2011,11.644,2595264,3201206239,359608,3.5490912
4/5/2011,11.634,2591704,3196815050,359288,3.5460432
4/6/2011,11.618,2586008,3189789148,358776,3.5411664
4/7/2011,11.614,2584584,3188032672,358648,3.5399472
4/8/2011,11.604,2581024,3183641484,358328,3.5368992
4/9/2011,11.592,2576752,3178372057,357944,3.5332416
4/10/2011,11.58,2572480,3173102630,357560,3.529584
4/11/2011,11.568,2568208,3167833204,357176,3.5259264
4/12/2011,11.538,2557528,3154659637,356216,3.5167824
4/13/2011,11.498,2543288,3137094882,354936,3.5045904
4/14/2011,11.474,2534744,3126556029,354168,3.4972752
4/15/2011,11.432,2519792,3108113036,352824,3.4844736
4/16/2011,11.408,2511248,3097574183,352056,3.4771584
4/17/2011,11.384,2502704,3087035330,351288,3.4698432
4/18/2011,11.366,2496296,3079131190,350712,3.4643568
4/19/2011,11.342,2487752,3068592337,349944,3.4570416
4/20/2011,11.304,2474224,3051905820,348728,3.4454592
4/21/2011,11.258,2457848,3031706351,347256,3.4314384
4/22/2011,11.224,2445744,3016776309,346168,3.4210752
4/23/2011,11.194,2435064,3003602743,345208,3.4119312
4/24/2011,11.174,2427944,2994820365,344568,3.4058352
4/25/2011,11.152,2420112,2985159750,343864,3.3991296
4/26/2011,11.124,2410144,2972864421,342968,3.3905952
4/27/2011,11.118,2408008,2970229708,342776,3.3887664
4/28/2011,11.064,2388784,2946517288,341048,3.3723072
4/29/2011,11.028,2375968,2930709009,339896,3.3613344
4/30/2011,10.992,2363392,2915196764,338792,3.3503616
5/1/2011,10.982,2360132,2911175619,338532,3.3473136
5/2/2011,10.964,2354264,2903937559,338064,3.3418272
5/3/2011,10.912,2337312,2883027606,336712,3.3259776
5/4/2011,10.874,2324924,2867747256,335724,3.3143952
5/5/2011,10.84,2313840,2854075363,334840,3.304032
5/6/2011,10.82,2307320,2846033074,334320,3.297936
5/7/2011,10.788,2296888,2833165410,333488,3.2881824
5/8/2011,10.764,2289064,2823514663,332864,3.2808672
5/9/2011,10.744,2282544,2815472373,332344,3.2747712
5/10/2011,10.732,2278632,2810646999,332032,3.2711136
5/11/2011,10.678,2261028,2788932817,330628,3.2546544
5/12/2011,10.67,2258420,2785715902,330420,3.252216
5/13/2011,10.612,2239512,2762393262,328912,3.2345376
5/14/2011,10.618,2241468,2764805949,329068,3.2363664
5/15/2011,10.636,2247336,2772044009,329536,3.2418528
5/16/2011,10.58,2229080,2749525598,328080,3.224784
5/17/2011,10.55,2219300,2737462164,327300,3.21564
5/18/2011,10.53,2212780,2729419874,326780,3.209544
5/19/2011,10.494,2201032,2714928951,325880,3.1985712
5/20/2011,10.482,2197096,2710073974,325640,3.1949136
5/21/2011,10.454,2187912,2698745694,325080,3.1863792
5/22/2011,10.426,2178728,2687417413,324520,3.1778448
5/23/2011,10.402,2170856,2677707459,324040,3.1705296
5/24/2011,10.356,2155768,2659096713,323120,3.1565088
5/25/2011,10.326,2145928,2646959269,322520,3.1473648
5/26/2011,10.298,2136744,2635630989,321960,3.1388304
5/27/2011,10.248,2120344,2615401917,320960,3.1235904
5/28/2011,10.228,2113784,2607310288,320560,3.1174944
5/29/2011,10.206,2106568,2598409497,320120,3.1107888
5/30/2011,10.168,2094104,2583035402,319360,3.0992064
5/31/2011,10.112,2075736,2560378841,318240,3.0821376
6/1/2011,10.07,2061960,2543386421,317400,3.069336
6/2/2011,10.036,2050808,2529630652,316720,3.0589728
6/3/2011,9.988,2035280,2510477174,315779.2,3.0443424
6/4/2011,9.952,2024120,2496711538,315116.8,3.0333696
6/5/2011,9.918,2013580,2483710658,314491.2,3.0230064
6/6/2011,9.884,2003040,2470709779,313865.6,3.0126432
6/7/2011,9.852,1993120,2458473658,313276.8,3.0028896
6/8/2011,9.816,1981960,2444708021,312614.4,2.9919168
6/9/2011,9.782,1971420,2431707142,311988.8,2.9815536
6/10/2011,9.748,1960880,2418706262,311363.2,2.9711904
6/11/2011,9.702,1946620,2401116838,310516.8,2.9571696
6/12/2011,9.682,1940420,2393469262,310148.8,2.9510736
6/13/2011,9.674,1937940,2390410231,310001.6,2.9486352
6/14/2011,9.654,1931740,2382762655,309633.6,2.9425392
6/15/2011,9.64,1927400,2377409352,309376,2.938272
6/16/2011,9.65,1930500,2381233140,309560,2.94132
6/17/2011,9.628,1923680,2372820806,309155.2,2.9346144
6/18/2011,9.622,1921820,2370526534,309044.8,2.9327856
6/19/2011,9.606,1916860,2364408473,308750.4,2.9279088
6/20/2011,9.594,1913140,2359819927,308529.6,2.9242512
6/21/2011,9.58,1908800,2354466624,308272,2.919984
6/22/2011,9.558,1901980,2346054290,307867.2,2.9132784
6/23/2011,9.53,1893300,2335347684,307352,2.904744
6/24/2011,9.522,1890820,2332288654,307204.8,2.9023056
6/25/2011,9.568,1905080,2349878078,308051.2,2.9163264
6/26/2011,9.63,1924300,2373585564,309192,2.935224
6/27/2011,9.66,1933600,2385056928,309744,2.944368
6/28/2011,9.688,1942280,2395763534,310259.2,2.9529024
6/29/2011,9.706,1947860,2402646353,310590.4,2.9583888
6/30/2011,9.72,1952200,2407999656,310848,2.962656
7/1/2011,9.746,1960260,2417941505,311326.4,2.9705808
7/2/2011,9.776,1969560,2429412869,311878.4,2.9797248
7/3/2011,9.814,1981340,2443943263,312577.6,2.9913072
7/4/2011,9.82,1983200,2446237536,312688,2.993136
7/5/2011,9.828,1985680,2449296566,312835.2,2.9955744
7/6/2011,9.824,1984440,2447767051,312761.6,2.9943552
7/7/2011,9.864,1996840,2463062203,313497.6,3.0065472
7/8/2011,9.914,2012340,2482181143,314417.6,3.0217872
7/9/2011,9.892,2005520,2473768810,314012.8,3.0150816
7/10/2011,9.894,2006140,2474533567,314049.6,3.0156912
7/11/2011,9.938,2019780,2491358234,314859.2,3.0291024
7/12/2011,9.952,2024120,2496711538,315116.8,3.0333696
7/13/2011,9.964,2027840,2501300083,315337.6,3.0370272
7/14/2011,9.976,2031560,2505888629,315558.4,3.0406848
7/15/2011,10.026,2047528,2525584837,316520,3.0559248
7/16/2011,10.078,2064584,2546623072,317560,3.0717744
7/17/2011,10.108,2074424,2558760516,318160,3.0809184
7/18/2011,10.126,2080328,2566042981,318520,3.0864048
7/19/2011,10.152,2088856,2576562099,319040,3.0943296
7/20/2011,10.17,2094760,2583844565,319400,3.099816
7/21/2011,10.174,2096072,2585462891,319480,3.1010352
7/22/2011,10.192,2101976,2592745356,319840,3.1065216
7/23/2011,10.21,2107880,2600027822,320200,3.112008
7/24/2011,10.224,2112472,2605691963,320480,3.1162752
7/25/2011,10.234,2115752,2609737777,320680,3.1193232
7/26/2011,10.236,2116408,2610546940,320720,3.1199328
7/27/2011,10.268,2126904,2623493546,321360,3.1296864
7/28/2011,10.288,2133464,2631585175,321760,3.1357824
7/29/2011,10.28,2130840,2628348523,321600,3.133344
7/30/2011,10.27,2127560,2624302709,321400,3.130296
7/31/2011,10.248,2120344,2615401917,320960,3.1235904
8/1/2011,10.224,2112472,2605691963,320480,3.1162752
8/2/2011,10.216,2109848,2602455311,320320,3.1138368
8/3/2011,10.232,2115096,2608928614,320640,3.1187136
8/4/2011,10.238,2117064,2611356103,320760,3.1205424
8/5/2011,10.256,2122968,2618638569,321120,3.1260288
8/6/2011,10.238,2117064,2611356103,320760,3.1205424
8/7/2011,10.232,2115096,2608928614,320640,3.1187136
8/8/2011,10.25,2121000,2616211080,321000,3.1242
8/9/2011,10.258,2123624,2619447732,321160,3.1266384
8/10/2011,10.27,2127560,2624302709,321400,3.130296
8/11/2011,10.296,2136088,2634821826,321920,3.1382208
8/12/2011,10.308,2140024,2639676804,322160,3.1418784
8/13/2011,10.304,2138712,2638058478,322080,3.1406592
8/14/2011,10.304,2138712,2638058478,322080,3.1406592
8/15/2011,10.308,2140024,2639676804,322160,3.1418784
8/16/2011,10.322,2144616,2645340944,322440,3.1461456
8/17/2011,10.35,2153800,2656669224,323000,3.15468
8/18/2011,10.402,2170856,2677707459,324040,3.1705296
8/19/2011,10.438,2182664,2692272391,324760,3.1815024
8/20/2011,10.464,2191192,2702791508,325280,3.1894272
8/21/2011,10.514,2207564,2722986043,326364,3.2046672
8/22/2011,10.54,2216040,2733441019,327040,3.212592
8/23/2011,10.546,2217996,2735853706,327196,3.2144208
8/24/2011,10.568,2225168,2744700225,327768,3.2211264
8/25/2011,10.552,2219952,2738266393,327352,3.2162496
8/26/2011,10.59,2232340,2753546743,328340,3.227832
8/27/2011,10.616,2240816,2764001720,329016,3.2357568
8/28/2011,10.626,2244076,2768022864,329276,3.2388048
8/29/2011,10.636,2247336,2772044009,329536,3.2418528
8/30/2011,10.634,2246684,2771239780,329484,3.2412432
8/31/2011,10.648,2251248,2776869383,329848,3.2455104
9/1/2011,10.668,2257768,2784911673,330368,3.2516064
9/2/2011,10.748,2283848,2817080831,332448,3.2759904
9/3/2011,10.74,2281240,2813863915,332240,3.273552
9/4/2011,10.746,2283196,2816276602,332396,3.2753808
9/5/2011,10.76,2287760,2821906205,332760,3.279648
9/6/2011,10.774,2292324,2827535808,333124,3.2839152
9/7/2011,10.784,2295584,2831556952,333384,3.2869632
9/8/2011,10.806,2302756,2840403471,333956,3.2936688
9/9/2011,10.822,2307972,2846837303,334372,3.2985456
9/10/2011,10.848,2316448,2857292279,335048,3.3064704
9/11/2011,10.872,2324272,2866943027,335672,3.3137856
9/12/2011,10.89,2330140,2874181087,336140,3.319272
9/13/2011,10.92,2339920,2886244522,336920,3.328416
