date,Data_x,Data_y,Data_x,Data_y,Data,Mean_OP,OP
5/2/2020,0.065678571,0.084,0.070857143,0.050321429,0.077714286,0.069714286,69.71428571
5/3/2020,0.065785714,0.08425,0.070392857,0.050214286,0.078035714,0.069735714,69.73571429
5/4/2020,0.065892857,0.0845,0.069928571,0.050107143,0.078357143,0.069757143,69.75714286
5/5/2020,0.066,0.08475,0.069464286,0.05,0.078678571,0.069778571,69.77857143
5/6/2020,0.0668,0.085,0.069,0.052666667,0.079,0.070493333,70.49333333
5/7/2020,0.0676,0.084133333,0.069866667,0.055333333,0.077866667,0.07096,70.96
5/8/2020,0.0684,0.083266667,0.070733333,0.058,0.076733333,0.071426667,71.42666667
5/9/2020,0.0692,0.0824,0.0716,0.060666667,0.0756,0.071893333,71.89333333
5/10/2020,0.07,0.081533333,0.072466667,0.063333333,0.074466667,0.07236,72.36
5/11/2020,0.0708,0.080666667,0.073333333,0.066,0.073333333,0.072826667,72.82666667
5/12/2020,0.0716,0.0798,0.0742,0.068666667,0.0722,0.073293333,73.29333333
5/13/2020,0.0724,0.078933333,0.075066667,0.071333333,0.071066667,0.07376,73.76
5/14/2020,0.0732,0.078066667,0.075933333,0.074,0.069933333,0.074226667,74.22666667
5/15/2020,0.074,0.0772,0.0768,0.076666667,0.0688,0.074693333,74.69333333
5/16/2020,0.0748,0.076333333,0.077666667,0.079333333,0.067666667,0.07516,75.16
5/17/2020,0.0756,0.075466667,0.078533333,0.082,0.066533333,0.075626667,75.62666667
5/18/2020,0.0764,0.0746,0.0794,0.084666667,0.0654,0.076093333,76.09333333
5/19/2020,0.0772,0.073733333,0.080266667,0.087333333,0.064266667,0.07656,76.56
5/20/2020,0.078,0.072866667,0.081133333,0.09,0.063133333,0.077026667,77.02666667
5/21/2020,0.075923077,0.072,0.082,0.087461538,0.062,0.075876923,75.87692308
5/22/2020,0.073846154,0.071307692,0.081230769,0.084923077,0.060923077,0.074446154,74.44615385
5/23/2020,0.071769231,0.070615385,0.080461538,0.082384615,0.059846154,0.073015385,73.01538462
5/24/2020,0.069692308,0.069923077,0.079692308,0.079846154,0.058769231,0.071584615,71.58461538
5/25/2020,0.067615385,0.069230769,0.078923077,0.077307692,0.057692308,0.070153846,70.15384615
5/26/2020,0.065538462,0.068538462,0.078153846,0.074769231,0.056615385,0.068723077,68.72307692
5/27/2020,0.063461538,0.067846154,0.077384615,0.072230769,0.055538462,0.067292308,67.29230769
5/28/2020,0.061384615,0.067153846,0.076615385,0.069692308,0.054461538,0.065861538,65.86153846
5/29/2020,0.059307692,0.066461538,0.075846154,0.067153846,0.053384615,0.064430769,64.43076923
5/30/2020,0.057230769,0.065769231,0.075076923,0.064615385,0.052307692,0.063,63
5/31/2020,0.055153846,0.065076923,0.074307692,0.062076923,0.051230769,0.061569231,61.56923077
6/1/2020,0.053076923,0.064384615,0.073538462,0.059538462,0.050153846,0.060138462,60.13846154
6/2/2020,0.051,0.063692308,0.072769231,0.057,0.049076923,0.058707692,58.70769231
6/3/2020,0.050428571,0.063,0.072,0.056095238,0.048,0.057904762,57.9047619
6/4/2020,0.049857143,0.062047619,0.070714286,0.055190476,0.048952381,0.057352381,57.35238095
6/5/2020,0.049285714,0.061095238,0.069428571,0.054285714,0.049904762,0.0568,56.8
6/6/2020,0.048714286,0.060142857,0.068142857,0.053380952,0.050857143,0.056247619,56.24761905
6/7/2020,0.048142857,0.059190476,0.066857143,0.05247619,0.051809524,0.055695238,55.6952381
6/8/2020,0.047571429,0.058238095,0.065571429,0.051571429,0.052761905,0.055142857,55.14285714
6/9/2020,0.047,0.057285714,0.064285714,0.050666667,0.053714286,0.054590476,54.59047619
6/10/2020,0.046428571,0.056333333,0.063,0.049761905,0.054666667,0.054038095,54.03809524
6/11/2020,0.045857143,0.055380952,0.061714286,0.048857143,0.055619048,0.053485714,53.48571429
6/12/2020,0.045285714,0.054428571,0.060428571,0.047952381,0.056571429,0.052933333,52.93333333
6/13/2020,0.044714286,0.05347619,0.059142857,0.047047619,0.05752381,0.052380952,52.38095238
6/14/2020,0.044142857,0.05252381,0.057857143,0.046142857,0.05847619,0.051828571,51.82857143
6/15/2020,0.043571429,0.051571429,0.056571429,0.045238095,0.059428571,0.05127619,51.27619048
6/16/2020,0.043,0.050619048,0.055285714,0.044333333,0.060380952,0.05072381,50.72380952
6/17/2020,0.042428571,0.049666667,0.054,0.043428571,0.061333333,0.050171429,50.17142857
6/18/2020,0.041857143,0.048714286,0.052714286,0.04252381,0.062285714,0.049619048,49.61904762
6/19/2020,0.041285714,0.047761905,0.051428571,0.041619048,0.063238095,0.049066667,49.06666667
6/20/2020,0.040714286,0.046809524,0.050142857,0.040714286,0.064190476,0.048514286,48.51428571
6/21/2020,0.040142857,0.045857143,0.048857143,0.039809524,0.065142857,0.047961905,47.96190476
6/22/2020,0.039571429,0.044904762,0.047571429,0.038904762,0.066095238,0.047409524,47.40952381
6/23/2020,0.039,0.043952381,0.046285714,0.038,0.067047619,0.046857143,46.85714286
6/24/2020,0.040714286,0.043,0.045,0.037928571,0.068,0.046928571,46.92857143
6/25/2020,0.042428571,0.043928571,0.045714286,0.037857143,0.066714286,0.047328571,47.32857143
6/26/2020,0.044142857,0.044857143,0.046428571,0.037785714,0.065428571,0.047728571,47.72857143
6/27/2020,0.045857143,0.045785714,0.047142857,0.037714286,0.064142857,0.048128571,48.12857143
6/28/2020,0.047571429,0.046714286,0.047857143,0.037642857,0.062857143,0.048528571,48.52857143
6/29/2020,0.049285714,0.047642857,0.048571429,0.037571429,0.061571429,0.048928571,48.92857143
6/30/2020,0.051,0.048571429,0.049285714,0.0375,0.060285714,0.049328571,49.32857143
7/1/2020,0.052714286,0.0495,0.05,0.037428571,0.059,0.049728571,49.72857143
7/2/2020,0.054428571,0.050428571,0.050714286,0.037357143,0.057714286,0.050128571,50.12857143
7/3/2020,0.056142857,0.051357143,0.051428571,0.037285714,0.056428571,0.050528571,50.52857143
7/4/2020,0.057857143,0.052285714,0.052142857,0.037214286,0.055142857,0.050928571,50.92857143
7/5/2020,0.059571429,0.053214286,0.052857143,0.037142857,0.053857143,0.051328571,51.32857143
7/6/2020,0.061285714,0.054142857,0.053571429,0.037071429,0.052571429,0.051728571,51.72857143
7/7/2020,0.063,0.055071429,0.054285714,0.037,0.051285714,0.052128571,52.12857143
7/8/2020,0.061928571,0.056,0.055,0.037928571,0.05,0.052171429,52.17142857
7/9/2020,0.060857143,0.056571429,0.055785714,0.038857143,0.050928571,0.0526,52.6
7/10/2020,0.059785714,0.057142857,0.056571429,0.039785714,0.051857143,0.053028571,53.02857143
7/11/2020,0.058714286,0.057714286,0.057357143,0.040714286,0.052785714,0.053457143,53.45714286
7/12/2020,0.057642857,0.058285714,0.058142857,0.041642857,0.053714286,0.053885714,53.88571429
7/13/2020,0.056571429,0.058857143,0.058928571,0.042571429,0.054642857,0.054314286,54.31428571
7/14/2020,0.0555,0.059428571,0.059714286,0.0435,0.055571429,0.054742857,54.74285714
