date,RAD,RAD_Watt
10/12/2011,0.19375,193.75
10/13/2011,0.19975,199.75
10/14/2011,0.18425,184.25
10/15/2011,0.12725,127.25
10/16/2011,0.11025,110.25
10/17/2011,0.03275,32.75
10/18/2011,0.01425,14.25
10/19/2011,0.09075,90.75
10/20/2011,0.2005,200.5
10/21/2011,0.23525,235.25
10/22/2011,0.2225,222.5
10/23/2011,0.16625,166.25
10/24/2011,0.2135,213.5
10/25/2011,0.19675,196.75
10/26/2011,0.213,213
10/27/2011,0.14575,145.75
10/28/2011,0.08125,81.25
10/29/2011,0.09225,92.25
10/30/2011,0.04375,43.75
10/31/2011,0.072,72
11/1/2011,0.1525,152.5
11/2/2011,0.15025,150.25
11/3/2011,0.123,123
11/4/2011,0.095,95
11/5/2011,0.12875,128.75
11/6/2011,0.1165,116.5
11/7/2011,0.1105,110.5
11/8/2011,0.1305,130.5
11/9/2011,0.12875,128.75
11/10/2011,0.14375,143.75
11/11/2011,0.12125,121.25
11/12/2011,0.125,125
11/13/2011,0.1405,140.5
11/14/2011,0.09475,94.75
11/15/2011,0.1145,114.5
11/16/2011,0.154,154
11/17/2011,0.153333333,153.333333
11/18/2011,0.052,52
11/19/2011,0.138,138
11/20/2011,0.131666667,131.666667
11/21/2011,0.119,119
11/22/2011,0.174,174
11/23/2011,0.133666667,133.666667
11/24/2011,0.153,153
11/25/2011,0.100666667,100.666667
11/26/2011,0.123333333,123.333333
11/27/2011,0.127,127
11/28/2011,0.132,132
11/29/2011,0.121666667,121.666667
11/30/2011,0.1675,167.5
12/1/2011,0.1485,148.5
12/2/2011,0.119,119
12/3/2011,0.129,129
12/4/2011,0.1525,152.5
12/5/2011,0.1785,178.5
12/6/2011,0.168,168
12/7/2011,0.173,173
12/8/2011,0.12,120
12/9/2011,0.078,78
12/10/2011,0.044,44
12/11/2011,0.1005,100.5
12/12/2011,0.1665,166.5
12/13/2011,0.163,163
12/14/2011,0.124,124
12/15/2011,0.071333333,71.333333
12/16/2011,0.127,127
12/17/2011,0.093,93
12/18/2011,0.144,144
12/19/2011,0.128666667,128.666667
12/20/2011,0.124666667,124.666667
12/21/2011,0.130666667,130.666667
12/22/2011,0.09525,95.25
12/23/2011,0.13325,133.25
12/24/2011,0.1035,103.5
12/25/2011,0.128,128
12/26/2011,0.1265,126.5
12/27/2011,0.067,67
12/28/2011,0.12925,129.25
12/29/2011,0.10725,107.25
12/30/2011,0.15625,156.25
12/31/2011,0.13175,131.75
1/1/2012,0.12825,128.25
1/2/2012,0.09025,90.25
1/3/2012,0.1595,159.5
1/4/2012,0.13075,130.75
1/5/2012,0.1255,125.5
1/6/2012,0.158,158
1/7/2012,0.144,144
1/8/2012,0.13675,136.75
1/9/2012,0.118,118
1/10/2012,0.156,156
1/11/2012,0.0325,32.5
1/12/2012,0.111,111
1/13/2012,0.116,116
1/14/2012,0.07125,71.25
1/15/2012,0.14725,147.25
1/16/2012,0.0985,98.5
1/17/2012,0.1705,170.5
1/18/2012,0.16025,160.25
1/19/2012,0.13825,138.25
1/20/2012,0.13625,136.25
1/21/2012,0.14825,148.25
1/22/2012,0.13125,131.25
1/23/2012,0.13725,137.25
1/24/2012,0.13025,130.25
1/25/2012,0.165666667,165.666667
1/26/2012,0.151333333,151.333333
1/27/2012,0.09,90
1/28/2012,0.14,140
1/29/2012,0.083,83
1/30/2012,0.15,150
1/31/2012,0.177,177
2/1/2012,0.163,163
2/2/2012,0.094333333,94.333333
2/3/2012,0.107333333,107.333333
2/4/2012,0.103666667,103.666667
2/5/2012,0.089333333,89.333333
2/6/2012,0.085666667,85.666667
2/7/2012,0.141666667,141.666667
2/8/2012,0.096,96
2/9/2012,0.091333333,91.333333
2/10/2012,0.111,111
2/11/2012,0.140666667,140.666667
2/12/2012,0.167,167
2/13/2012,0.183,183
2/14/2012,0.169666667,169.666667
2/15/2012,0.203,203
2/16/2012,0.159,159
2/17/2012,0.149666667,149.666667
2/18/2012,0.160333333,160.333333
2/19/2012,0.18,180
2/20/2012,0.214,214
2/21/2012,0.212333333,212.333333
2/22/2012,0.174,174
2/23/2012,0.176666667,176.666667
2/24/2012,0.173,173
2/25/2012,0.081,81
2/26/2012,0.072666667,72.666667
2/27/2012,0.157666667,157.666667
2/28/2012,0.19,190
2/29/2012,0.178333333,178.333333
3/1/2012,0.176666667,176.666667
3/2/2012,0.196666667,196.666667
3/3/2012,0.177,177
3/4/2012,0.143,143
3/5/2012,0.226333333,226.333333
3/6/2012,0.181666667,181.666667
3/7/2012,0.177666667,177.666667
3/8/2012,0.115666667,115.666667
3/9/2012,0.173333333,173.333333
3/10/2012,0.22,220
3/11/2012,0.141666667,141.666667
3/12/2012,0.212333333,212.333333
3/13/2012,0.186333333,186.333333
3/14/2012,0.174666667,174.666667
3/15/2012,0.169666667,169.666667
3/16/2012,0.206333333,206.333333
3/17/2012,0.228666667,228.666667
3/18/2012,0.185666667,185.666667
3/19/2012,0.232,232
3/20/2012,0.191,191
3/21/2012,0.217333333,217.333333
3/22/2012,0.218333333,218.333333
3/23/2012,0.199333333,199.333333
3/24/2012,0.266333333,266.333333
3/25/2012,0.159333333,159.333333
3/26/2012,0.292,292
3/27/2012,0.2875,287.5
3/28/2012,0.246,246
3/29/2012,0.2655,265.5
3/30/2012,0.2265,226.5
3/31/2012,0.2155,215.5
4/1/2012,0.2585,258.5
4/2/2012,0.282,282
4/3/2012,0.267,267
4/4/2012,0.2595,259.5
4/5/2012,0.192,192
4/6/2012,0.236,236
4/7/2012,0.2955,295.5
4/8/2012,0.2735,273.5
4/9/2012,0.31,310
4/10/2012,0.252,252
4/11/2012,0.261,261
4/12/2012,0.2955,295.5
4/13/2012,0.2645,264.5
4/14/2012,0.111,111
4/15/2012,0.2835,283.5
4/16/2012,0.228,228
4/17/2012,0.2875,287.5
4/18/2012,0.3085,308.5
4/19/2012,0.212,212
4/20/2012,0.207,207
4/21/2012,0.0925,92.5
4/22/2012,0.249,249
4/23/2012,0.312,312
4/24/2012,0.3435,343.5
4/25/2012,0.3265,326.5
4/26/2012,0.334,334
4/27/2012,0.2835,283.5
4/28/2012,0.2215,221.5
4/29/2012,0.0725,72.5
4/30/2012,0.202,202
5/1/2012,0.221,221
5/2/2012,0.283,283
5/3/2012,0.32,320
5/4/2012,0.3035,303.5
5/5/2012,0.323,323
5/6/2012,0.327,327
5/7/2012,0.2515,251.5
5/8/2012,0.1625,162.5
5/9/2012,0.2785,278.5
5/10/2012,0.2565,256.5
5/11/2012,0.296,296
5/12/2012,0.291,291
5/13/2012,0.25,250
5/14/2012,0.261,261
5/15/2012,0.194,194
5/16/2012,0.0925,92.5
5/17/2012,0.2075,207.5
5/18/2012,0.298,298
5/19/2012,0.266,266
5/20/2012,0.3305,330.5
5/21/2012,0.327,327
5/22/2012,0.3305,330.5
5/23/2012,0.32,320
5/24/2012,0.2215,221.5
5/25/2012,0.3215,321.5
5/26/2012,0.307,307
5/27/2012,0.263,263
5/28/2012,0.215,215
5/29/2012,0.2325,232.5
5/30/2012,0.245,245
5/31/2012,0.1525,152.5
6/1/2012,0.113,113
6/2/2012,0.254,254
6/3/2012,0.2975,297.5
6/4/2012,0.233,233
6/5/2012,0.1085,108.5
6/6/2012,0.0635,63.5
6/7/2012,0.111,111
6/8/2012,0.106,106
6/9/2012,0.24,240
6/10/2012,0.2275,227.5
6/11/2012,0.3205,320.5
6/12/2012,0.316,316
6/13/2012,0.307,307
6/14/2012,0.308,308
6/15/2012,0.2635,263.5
6/16/2012,0.3245,324.5
6/17/2012,0.3105,310.5
6/18/2012,0.3315,331.5
6/19/2012,0.2035,203.5
6/20/2012,0.111,111
6/21/2012,0.203,203
6/22/2012,0.2015,201.5
6/23/2012,0.0795,79.5
6/24/2012,0.041,41
6/25/2012,0.089,89
6/26/2012,0.2125,212.5
6/27/2012,0.2015,201.5
6/28/2012,0.33,330
6/29/2012,0.318,318
6/30/2012,0.308,308
7/1/2012,0.3215,321.5
7/2/2012,0.2985,298.5
7/3/2012,0.3065,306.5
7/4/2012,0.271,271
7/5/2012,0.1855,185.5
7/6/2012,0.257,257
7/7/2012,0.3005,300.5
7/8/2012,0.2135,213.5
7/9/2012,0.2235,223.5
7/10/2012,0.2665,266.5
7/11/2012,0.18,180
7/12/2012,0.2125,212.5
7/13/2012,0.27,270
7/14/2012,0.26,260
7/15/2012,0.216,216
7/16/2012,0.1255,125.5
7/17/2012,0.1875,187.5
7/18/2012,0.23,230
7/19/2012,0.3105,310.5
7/20/2012,0.3125,312.5
7/21/2012,0.272,272
7/22/2012,0.126,126
7/23/2012,0.196,196
7/24/2012,0.206,206
7/25/2012,0.2875,287.5
7/26/2012,0.303,303
7/27/2012,0.2905,290.5
7/28/2012,0.311,311
7/29/2012,0.276,276
7/30/2012,0.2905,290.5
7/31/2012,0.2775,277.5
8/1/2012,0.225,225
8/2/2012,0.297,297
8/3/2012,0.2215,221.5
8/4/2012,0.2365,236.5
8/5/2012,0.223,223
8/6/2012,0.1725,172.5
8/7/2012,0.242,242
8/8/2012,0.3095,309.5
8/9/2012,0.301,301
8/10/2012,0.185,185
8/11/2012,0.233,233
8/12/2012,0.1325,132.5
8/13/2012,0.256,256
8/14/2012,0.222,222
8/15/2012,0.2735,273.5
8/16/2012,0.204,204
8/17/2012,0.197,197
8/18/2012,0.1385,138.5
8/19/2012,0.2425,242.5
8/20/2012,0.1965,196.5
8/21/2012,0.1585,158.5
8/22/2012,0.2515,251.5
8/23/2012,0.2855,285.5
8/24/2012,0.237,237
8/25/2012,0.1205,120.5
8/26/2012,0.03,30
8/27/2012,0.0355,35.5
8/28/2012,0.207,207
8/29/2012,0.286,286
8/30/2012,0.274,274
8/31/2012,0.239,239
9/1/2012,0.2485,248.5
9/2/2012,0.2875,287.5
9/3/2012,0.286,286
9/4/2012,0.2575,257.5
9/5/2012,0.2375,237.5
9/6/2012,0.172,172
9/7/2012,0.273,273
9/8/2012,0.198,198
9/9/2012,0.201,201
9/10/2012,0.138,138
9/11/2012,0.184,184
9/12/2012,0.261,261
9/13/2012,0.1385,138.5
9/14/2012,0.18,180
9/15/2012,0.1875,187.5
9/16/2012,0.2125,212.5
9/17/2012,0.2005,200.5
9/18/2012,0.2125,212.5
9/19/2012,0.225,225
9/20/2012,0.225,225
9/21/2012,0.165,165
9/22/2012,0.1245,124.5
9/23/2012,0.2315,231.5
9/24/2012,0.177,177
9/25/2012,0.1745,174.5
9/26/2012,0.1205,120.5
9/27/2012,0.2495,249.5
9/28/2012,0.2305,230.5
9/29/2012,0.2645,264.5
9/30/2012,0.2215,221.5
10/1/2012,0.1505,150.5
10/2/2012,0.1205,120.5
10/3/2012,0.1935,193.5
10/4/2012,0.1595,159.5
10/5/2012,0.2145,214.5
10/6/2012,0.1925,192.5
10/7/2012,0.2045,204.5
10/8/2012,0.163,163
10/9/2012,0.2445,244.5
10/10/2012,0.2355,235.5
10/11/2012,0.2475,247.5
10/12/2012,0.243,243
10/13/2012,0.203,203
10/14/2012,0.164,164
10/15/2012,0.207,207
10/16/2012,0.2345,234.5
10/17/2012,0.101,101
10/18/2012,0.18,180
10/19/2012,0.223,223
10/20/2012,0.2105,210.5
10/21/2012,0.238,238
10/22/2012,0.225,225
10/23/2012,0.197,197
10/24/2012,0.2125,212.5
10/25/2012,0.0745,74.5
10/26/2012,0.092,92
10/27/2012,0.1515,151.5
10/28/2012,0.21,210
10/29/2012,0.231,231
10/30/2012,0.2275,227.5
10/31/2012,0.1965,196.5
11/1/2012,0.179,179
11/2/2012,0.223,223
11/3/2012,0.218,218
11/4/2012,0.2055,205.5
11/5/2012,0.125,125
11/6/2012,0.132,132
11/7/2012,0.2,200
11/8/2012,0.215,215
11/9/2012,0.203,203
11/10/2012,0.1275,127.5
11/11/2012,0.1925,192.5
11/12/2012,0.1335,133.5
11/13/2012,0.133,133
11/14/2012,0.138,138
11/15/2012,0.1995,199.5
11/16/2012,0.109,109
11/17/2012,0.1855,185.5
11/18/2012,0.1435,143.5
11/19/2012,0.0775,77.5
11/20/2012,0.1325,132.5
11/21/2012,0.19,190
11/22/2012,0.196,196
11/23/2012,0.1945,194.5
11/24/2012,0.1875,187.5
11/25/2012,0.195,195
11/26/2012,0.17,170
11/27/2012,0.13,130
11/28/2012,0.155,155
11/29/2012,0.1735,173.5
11/30/2012,0.144,144
12/1/2012,0.147,147
12/2/2012,0.159,159
12/3/2012,0.1835,183.5
12/4/2012,0.126,126
12/5/2012,0.107,107
12/6/2012,0.1525,152.5
12/7/2012,0.1665,166.5
12/8/2012,0.143,143
12/9/2012,0.1625,162.5
12/10/2012,0.1375,137.5
12/11/2012,0.0655,65.5
12/12/2012,0.0815,81.5
12/13/2012,0.04,40
12/14/2012,0.153,153
12/15/2012,0.1675,167.5
12/16/2012,0.105,105
12/17/2012,0.1345,134.5
12/18/2012,0.1405,140.5
12/19/2012,0.179,179
12/20/2012,0.169,169
12/21/2012,0.171,171
12/22/2012,0.183,183
12/23/2012,0.146,146
12/24/2012,0.129,129
12/25/2012,0.1305,130.5
12/26/2012,0.125,125
12/27/2012,0.1765,176.5
12/28/2012,0.12,120
12/29/2012,0.1015,101.5
12/30/2012,0.169,169
12/31/2012,0.1625,162.5
1/1/2013,0.1525,152.5
1/2/2013,0.1605,160.5
1/3/2013,0.1545,154.5
1/4/2013,0.1055,105.5
1/5/2013,0.089,89
1/6/2013,0.125,125
1/7/2013,0.1205,120.5
1/8/2013,0.096,96
1/9/2013,0.168,168
1/10/2013,0.122,122
1/11/2013,0.131,131
1/12/2013,0.133,133
1/13/2013,0.155,155
1/14/2013,0.144,144
1/15/2013,0.0575,57.5
1/16/2013,0.1455,145.5
1/17/2013,0.167,167
1/18/2013,0.1815,181.5
1/19/2013,0.0485,48.5
1/20/2013,0.1515,151.5
1/21/2013,0.135,135
1/22/2013,0.155,155
1/23/2013,0.198,198
1/24/2013,0.207,207
1/25/2013,0.1975,197.5
1/26/2013,0.207,207
1/27/2013,0.1975,197.5
1/28/2013,0.1975,197.5
1/29/2013,0.127,127
1/30/2013,0.1935,193.5
1/31/2013,0.1105,110.5
2/1/2013,0.2195,219.5
2/2/2013,0.212,212
2/3/2013,0.2175,217.5
2/4/2013,0.227,227
2/5/2013,0.215,215
2/6/2013,0.198,198
2/7/2013,0.2035,203.5
2/8/2013,0.176,176
2/9/2013,0.2175,217.5
2/10/2013,0.141,141
2/11/2013,0.1915,191.5
2/12/2013,0.212,212
2/13/2013,0.181,181
2/14/2013,0.0255,25.5
2/15/2013,0.0505,50.5
2/16/2013,0.191,191
2/17/2013,0.2505,250.5
2/18/2013,0.216,216
2/19/2013,0.195,195
2/20/2013,0.2105,210.5
2/21/2013,0.212,212
2/22/2013,0.2055,205.5
2/23/2013,0.2255,225.5
2/24/2013,0.2055,205.5
2/25/2013,0.186,186
2/26/2013,0.176,176
2/27/2013,0.0825,82.5
2/28/2013,0.1475,147.5
3/1/2013,0.0935,93.5
3/2/2013,0.1695,169.5
3/3/2013,0.2445,244.5
3/4/2013,0.2705,270.5
3/5/2013,0.261,261
3/6/2013,0.1975,197.5
3/7/2013,0.273,273
3/8/2013,0.276,276
3/9/2013,0.1225,122.5
3/10/2013,0.1045,104.5
3/11/2013,0.0905,90.5
3/12/2013,0.045,45
3/13/2013,0.111,111
3/14/2013,0.14,140
3/15/2013,0.1385,138.5
3/16/2013,0.133,133
3/17/2013,0.177,177
3/18/2013,0.1195,119.5
3/19/2013,0.174,174
3/20/2013,0.1445,144.5
3/21/2013,0.2975,297.5
3/22/2013,0.1605,160.5
3/23/2013,0.251,251
3/24/2013,0.212,212
3/25/2013,0.28,280
3/26/2013,0.289,289
3/27/2013,0.314,314
3/28/2013,0.1485,148.5
3/29/2013,0.145,145
3/30/2013,0.141,141
3/31/2013,0.133,133
4/1/2013,0.1265,126.5
4/2/2013,0.1365,136.5
4/3/2013,0.1375,137.5
4/4/2013,0.0565,56.5
4/5/2013,0.088,88
4/6/2013,0.3075,307.5
4/7/2013,0.221,221
4/8/2013,0.31,310
4/9/2013,0.218,218
4/10/2013,0.29,290
4/11/2013,0.2445,244.5
4/12/2013,0.262,262
4/13/2013,0.244,244
4/14/2013,0.2815,281.5
4/15/2013,0.2505,250.5
4/16/2013,0.1995,199.5
4/17/2013,0.3035,303.5
4/18/2013,0.294,294
4/19/2013,0.2755,275.5
4/20/2013,0.1905,190.5
4/21/2013,0.2915,291.5
4/22/2013,0.1565,156.5
4/23/2013,0.318,318
4/24/2013,0.319,319
4/25/2013,0.321,321
4/26/2013,0.3045,304.5
4/27/2013,0.313,313
4/28/2013,0.325,325
4/29/2013,0.2455,245.5
4/30/2013,0.17,170
5/1/2013,0.147,147
5/2/2013,0.0625,62.5
5/3/2013,0.2895,289.5
5/4/2013,0.2995,299.5
5/5/2013,0.2975,297.5
5/6/2013,0.255,255
5/7/2013,0.334,334
5/8/2013,0.3335,333.5
5/9/2013,0.33,330
5/10/2013,0.293,293
5/11/2013,0.2995,299.5
5/12/2013,0.2465,246.5
5/13/2013,0.2635,263.5
5/14/2013,0.3355,335.5
5/15/2013,0.3285,328.5
5/16/2013,0.3245,324.5
5/17/2013,0.314,314
5/18/2013,0.3285,328.5
5/19/2013,0.287,287
5/20/2013,0.2635,263.5
5/21/2013,0.2525,252.5
5/22/2013,0.244,244
5/23/2013,0.329,329
5/24/2013,0.33,330
5/25/2013,0.332,332
5/26/2013,0.3005,300.5
5/27/2013,0.298,298
5/28/2013,0.2185,218.5
5/29/2013,0.1515,151.5
5/30/2013,0.1835,183.5
5/31/2013,0.174,174
6/1/2013,0.18,180
6/2/2013,0.279,279
6/3/2013,0.227,227
6/4/2013,0.1315,131.5
6/5/2013,0.068,68
6/6/2013,0.083,83
6/7/2013,0.218,218
6/8/2013,0.1225,122.5
6/9/2013,0.3145,314.5
6/10/2013,0.279,279
6/11/2013,0.2545,254.5
6/12/2013,0.2285,228.5
6/13/2013,0.28,280
6/14/2013,0.272,272
6/15/2013,0.2805,280.5
6/16/2013,0.299,299
6/17/2013,0.3295,329.5
6/18/2013,0.3225,322.5
6/19/2013,0.3165,316.5
6/20/2013,0.228,228
6/21/2013,0.2945,294.5
6/22/2013,0.3195,319.5
6/23/2013,0.151,151
6/24/2013,0.2495,249.5
6/25/2013,0.248,248
6/26/2013,0.218,218
6/27/2013,0.2235,223.5
6/28/2013,0.1825,182.5
6/29/2013,0.1645,164.5
6/30/2013,0.1555,155.5
7/1/2013,0.1025,102.5
7/2/2013,0.107,107
7/3/2013,0.172,172
7/4/2013,0.21,210
7/5/2013,0.116,116
7/6/2013,0.305,305
7/7/2013,0.284,284
7/8/2013,0.25,250
7/9/2013,0.2245,224.5
7/10/2013,0.2085,208.5
7/11/2013,0.2145,214.5
7/12/2013,0.2885,288.5
7/13/2013,0.15,150
7/14/2013,0.119,119
7/15/2013,0.239,239
7/16/2013,0.1135,113.5
7/17/2013,0.1825,182.5
7/18/2013,0.1345,134.5
7/19/2013,0.1585,158.5
7/20/2013,0.1565,156.5
7/21/2013,0.1425,142.5
7/22/2013,0.2945,294.5
7/23/2013,0.3135,313.5
7/24/2013,0.2115,211.5
7/25/2013,0.221,221
7/26/2013,0.1695,169.5
7/27/2013,0.1915,191.5
7/28/2013,0.2505,250.5
7/29/2013,0.197,197
7/30/2013,0.139,139
7/31/2013,0.203,203
8/1/2013,0.2875,287.5
8/2/2013,0.232,232
8/3/2013,0.0595,59.5
8/4/2013,0.2025,202.5
8/5/2013,0.2095,209.5
8/6/2013,0.2725,272.5
8/7/2013,0.172,172
8/8/2013,0.1815,181.5
8/9/2013,0.18,180
8/10/2013,0.2085,208.5
8/11/2013,0.1855,185.5
8/12/2013,0.26,260
8/13/2013,0.277,277
8/14/2013,0.223,223
8/15/2013,0.1295,129.5
8/16/2013,0.257,257
8/17/2013,0.18,180
8/18/2013,0.223,223
8/19/2013,0.292,292
8/20/2013,0.2455,245.5
8/21/2013,0.171,171
8/22/2013,0.149,149
8/23/2013,0.1665,166.5
8/24/2013,0.2475,247.5
8/25/2013,0.1315,131.5
8/26/2013,0.199,199
8/27/2013,0.19,190
8/28/2013,0.105,105
8/29/2013,0.2535,253.5
8/30/2013,0.2465,246.5
8/31/2013,0.2265,226.5
9/1/2013,0.154,154
9/2/2013,0.1235,123.5
9/3/2013,0.2285,228.5
9/4/2013,0.142,142
9/5/2013,0.21,210
9/6/2013,0.2095,209.5
9/7/2013,0.16,160
9/8/2013,0.203,203
9/9/2013,0.1835,183.5
9/10/2013,0.204,204
9/11/2013,0.1765,176.5
9/12/2013,0.0905,90.5
9/13/2013,0.1735,173.5
9/14/2013,0.1615,161.5
9/15/2013,0.122,122
9/16/2013,0.0935,93.5
9/17/2013,0.0955,95.5
9/18/2013,0.131,131
9/19/2013,0.113,113
9/20/2013,0.242,242
9/21/2013,0.1775,177.5
9/22/2013,0.142,142
9/23/2013,0.0735,73.5
9/24/2013,0.0975,97.5
9/25/2013,0.136,136
9/26/2013,0.0875,87.5
9/27/2013,0.13,130
9/28/2013,0.1845,184.5
9/29/2013,0.187,187
9/30/2013,0.206,206
10/1/2013,0.179,179
10/2/2013,0.2145,214.5
10/3/2013,0.185,185
10/4/2013,0.1875,187.5
10/5/2013,0.1695,169.5
10/6/2013,0.1965,196.5
10/7/2013,0.0595,59.5
10/8/2013,0.095,95
10/9/2013,0.1335,133.5
10/10/2013,0.1495,149.5
10/11/2013,0.229,229
10/12/2013,0.183,183
10/13/2013,0.19,190
10/14/2013,0.245,245
10/15/2013,0.236,236
10/16/2013,0.2205,220.5
10/17/2013,0.232,232
10/18/2013,0.2315,231.5
10/19/2013,0.2045,204.5
10/20/2013,0.2245,224.5
10/21/2013,0.2095,209.5
10/22/2013,0.211,211
10/23/2013,0.146,146
10/24/2013,0.091,91
10/25/2013,0.174,174
10/26/2013,0.2125,212.5
10/27/2013,0.21,210
10/28/2013,0.22,220
10/29/2013,0.2035,203.5
10/30/2013,0.21,210
10/31/2013,0.172,172
11/1/2013,0.1945,194.5
11/2/2013,0.178,178
11/3/2013,0.2115,211.5
11/4/2013,0.1375,137.5
11/5/2013,0.108,108
11/6/2013,0.1825,182.5
11/7/2013,0.1815,181.5
11/8/2013,0.1375,137.5
11/9/2013,0.088,88
11/10/2013,0.15,150
11/11/2013,0.178,178
11/12/2013,0.134,134
11/13/2013,0.1135,113.5
11/14/2013,0.1355,135.5
11/15/2013,0.089,89
11/16/2013,0.055,55
11/17/2013,0.154,154
11/18/2013,0.182,182
11/19/2013,0.1265,126.5
11/20/2013,0.167,167
11/21/2013,0.0825,82.5
11/22/2013,0.135,135
11/23/2013,0.1505,150.5
11/24/2013,0.1325,132.5
11/25/2013,0.106,106
11/26/2013,0.0985,98.5
11/27/2013,0.1165,116.5
11/28/2013,0.189,189
11/29/2013,0.148,148
11/30/2013,0.086,86
12/1/2013,0.121,121
12/2/2013,0.06,60
12/3/2013,0.082,82
12/4/2013,0.113,113
12/5/2013,0.159,159
12/6/2013,0.166,166
12/7/2013,0.097,97
12/8/2013,0.1385,138.5
12/9/2013,0.1505,150.5
12/10/2013,0.1175,117.5
12/11/2013,0.151,151
12/12/2013,0.0475,47.5
12/13/2013,0.107,107
12/14/2013,0.096,96
12/15/2013,0.0435,43.5
12/16/2013,0.14,140
12/17/2013,0.168,168
12/18/2013,0.129,129
12/19/2013,0.115,115
12/20/2013,0.1085,108.5
12/21/2013,0.155,155
12/22/2013,0.1505,150.5
12/23/2013,0.1285,128.5
12/24/2013,0.0325,32.5
12/25/2013,0.0665,66.5
12/26/2013,0.075,75
12/27/2013,0.074,74
12/28/2013,0.061,61
12/29/2013,0.0545,54.5
12/30/2013,0.0425,42.5
12/31/2013,0.052,52
1/1/2014,0.048,48
1/2/2014,0.0935,93.5
1/3/2014,0.1015,101.5
1/4/2014,0.0185,18.5
1/5/2014,0.0765,76.5
1/6/2014,0.0895,89.5
1/7/2014,0.1285,128.5
1/8/2014,0.0335,33.5
1/9/2014,0.08,80
1/10/2014,0.076,76
1/11/2014,0.127,127
1/12/2014,0.0435,43.5
1/13/2014,0.0365,36.5
1/14/2014,0.06,60
1/15/2014,0.025,25
1/16/2014,0.1375,137.5
1/17/2014,0.0805,80.5
1/18/2014,0.0715,71.5
1/19/2014,0.0955,95.5
1/20/2014,0.098,98
1/21/2014,0.053,53
1/22/2014,0.141,141
1/23/2014,0.111,111
1/24/2014,0.0905,90.5
1/25/2014,0.1185,118.5
1/26/2014,0.0655,65.5
1/27/2014,0.176,176
1/28/2014,0.126,126
1/29/2014,0.0225,22.5
1/30/2014,0.0145,14.5
1/31/2014,0.0475,47.5
2/1/2014,0.14,140
2/2/2014,0.131,131
2/3/2014,0.1475,147.5
2/4/2014,0.0785,78.5
2/5/2014,0.078,78
2/6/2014,0.0935,93.5
2/7/2014,0.0895,89.5
2/8/2014,0.051,51
2/9/2014,0.0745,74.5
2/10/2014,0.1265,126.5
2/11/2014,0.182,182
2/12/2014,0.1295,129.5
2/13/2014,0.0645,64.5
2/14/2014,0.18,180
2/15/2014,0.1525,152.5
2/16/2014,0.1595,159.5
2/17/2014,0.15,150
2/18/2014,0.109,109
2/19/2014,0.1445,144.5
2/20/2014,0.1185,118.5
2/21/2014,0.1065,106.5
2/22/2014,0.142,142
2/23/2014,0.156,156
2/24/2014,0.1315,131.5
2/25/2014,0.0955,95.5
2/26/2014,0.056,56
2/27/2014,0.111,111
2/28/2014,0.15,150
3/1/2014,0.171,171
3/2/2014,0.219,219
3/3/2014,0.223,223
3/4/2014,0.153,153
3/5/2014,0.116,116
3/6/2014,0.034,34
3/7/2014,0.155,155
3/8/2014,0.218,218
3/9/2014,0.119,119
3/10/2014,0.221,221
3/11/2014,0.207,207
3/12/2014,0.176,176
3/13/2014,0.211,211
3/14/2014,0.087,87
3/15/2014,0.228,228
3/16/2014,0.241,241
3/17/2014,0.055,55
3/18/2014,0.247,247
3/19/2014,0.224,224
3/20/2014,0.207,207
3/21/2014,0.195,195
3/22/2014,0.237,237
3/23/2014,0.199,199
3/24/2014,0.05,50
3/25/2014,0.183,183
3/26/2014,0.262,262
3/27/2014,0.103,103
3/28/2014,0.197,197
3/29/2014,0.075,75
3/30/2014,0.083,83
3/31/2014,0.1375,137.5
4/1/2014,0.192,192
4/2/2014,0.2465,246.5
4/3/2014,0.301,301
4/4/2014,0.259,259
4/5/2014,0.265,265
4/6/2014,0.281,281
4/7/2014,0.261,261
4/8/2014,0.102,102
4/9/2014,0.281,281
4/10/2014,0.265,265
4/11/2014,0.244,244
4/12/2014,0.281,281
4/13/2014,0.131,131
4/14/2014,0.259,259
4/15/2014,0.2845,284.5
4/16/2014,0.1775,177.5
4/17/2014,0.144,144
4/18/2014,0.178,178
4/19/2014,0.258,258
4/20/2014,0.2055,205.5
4/21/2014,0.2615,261.5
4/22/2014,0.2985,298.5
4/23/2014,0.295,295
4/24/2014,0.2995,299.5
4/25/2014,0.3045,304.5
4/26/2014,0.309,309
4/27/2014,0.2995,299.5
4/28/2014,0.2665,266.5
4/29/2014,0.2475,247.5
4/30/2014,0.2145,214.5
5/1/2014,0.218,218
5/2/2014,0.207,207
5/3/2014,0.065,65
5/4/2014,0.3105,310.5
5/5/2014,0.3195,319.5
5/6/2014,0.313,313
5/7/2014,0.2745,274.5
5/8/2014,0.254,254
5/9/2014,0.303,303
5/10/2014,0.2225,222.5
5/11/2014,0.2035,203.5
5/12/2014,0.2925,292.5
5/13/2014,0.2115,211.5
5/14/2014,0.2575,257.5
5/15/2014,0.1375,137.5
5/16/2014,0.2315,231.5
5/17/2014,0.2785,278.5
5/18/2014,0.3125,312.5
5/19/2014,0.319,319
5/20/2014,0.257,257
5/21/2014,0.3135,313.5
5/22/2014,0.321,321
5/23/2014,0.309,309
