,Date,Total_Outflows_acft
7097,2010-06-07,4617.588001
7098,2010-06-08,3842.0395009999997
7099,2010-06-09,3685.3430009999997
7100,2010-06-10,4722.713501
7101,2010-06-11,6218.272502000001
7102,2010-06-12,11128.40692
7103,2010-06-13,11255.846790000001
7104,2010-06-14,9366.602712
7105,2010-06-15,10349.14927
7106,2010-06-16,10470.93617
7107,2010-06-17,9524.072777
7108,2010-06-18,7708.436381
7109,2010-06-19,4722.713501
7110,2010-06-20,4363.700001
7111,2010-06-21,5770.001501
7112,2010-06-22,8005.406001
7113,2010-06-23,9130.367862000001
7114,2010-06-24,10433.66621
7115,2010-06-25,10662.95881
7116,2010-06-26,10542.243
7117,2010-06-27,10175.6922
7118,2010-06-28,9198.996961
7119,2010-06-29,11441.839590000001
7120,2010-06-30,10796.5277
7121,2010-07-01,4605.072115999999
7122,2010-07-02,2132.976561
7123,2010-07-03,1783.860725
7124,2010-07-04,500.99242999999996
7125,2010-07-05,408.601
7126,2010-07-06,208.2675
7127,2010-07-07,335.2115
7128,2010-07-08,797.3670001
7129,2010-07-09,920.3440001
7130,2010-07-10,1303.1595
7131,2010-07-11,7850.078116
7132,2010-07-12,9572.291662
7133,2010-07-13,10134.47507
7134,2010-07-14,10885.19015
7135,2010-07-15,10914.84347
7136,2010-07-16,11488.86837
7137,2010-07-17,11230.43816
7138,2010-07-18,11926.42847
7139,2010-07-19,13169.28957
7140,2010-07-20,13875.613919999998
7141,2010-07-21,15510.97
7142,2010-07-22,13202.27518
7143,2010-07-23,6748.323206
7144,2010-07-24,5021.567446
7145,2010-07-25,5288.804400999999
7146,2010-07-26,6171.065200999999
7147,2010-07-27,6614.893161
7148,2010-07-28,6268.9509259999995
7149,2010-07-29,7048.744116
7150,2010-07-30,7742.572416
7151,2010-07-31,6884.788004999999
7152,2010-08-01,7048.724281
7153,2010-08-02,6903.2543909999995
7154,2010-08-03,6589.5638659999995
7155,2010-08-04,6757.586151
7156,2010-08-05,4707.4008810000005
7157,2010-08-06,3437.4055009999997
7158,2010-08-07,1739.5295010000002
7159,2010-08-08,1178.1989999999998
7160,2010-08-09,936.2120001000001
7161,2010-08-10,628.7695001000001
7162,2010-08-11,597.0335002
7163,2010-08-12,646.6210001000001
7164,2010-08-13,557.56185
7165,2010-08-14,577.1985
7166,2010-08-15,914.3935002000001
7167,2010-08-16,1090.925
7168,2010-08-17,874.7235002
7169,2010-08-18,446.2875
7170,2010-08-19,840.8453199999999
7171,2010-08-20,1009.6015
7172,2010-08-21,569.2645001
7173,2010-08-22,412.56800000000004
7174,2010-08-23,285.624
7175,2010-08-24,317.73686499999997
7176,2010-08-25,505.7925
7177,2010-08-26,791.4165
7178,2010-08-27,787.4495001
7179,2010-08-28,1053.2385
7180,2010-08-29,1104.8095
7181,2010-08-30,503.80900030000004
7182,2010-08-31,301.4920002
7183,2010-09-01,396.7000003
7184,2010-09-02,583.1490002
7185,2010-09-03,1102.826
7186,2010-09-04,1533.2455009999999
7187,2010-09-05,1384.483001
7188,2010-09-06,958.0305004
7189,2010-09-07,261.8220001
7190,2010-09-08,224.13550010000003
7191,2010-09-09,0.0
7192,2010-09-10,0.0
7193,2010-09-11,430.4195002
7194,2010-09-12,470.0895001
7195,2010-09-13,725.9610002000001
7196,2010-09-14,805.3010002999999
7197,2010-09-15,1726.3590609999999
7198,2010-09-16,1981.516501
7199,2010-09-17,1358.6975
7200,2010-09-18,1634.404
7201,2010-09-19,2139.4031
7202,2010-09-20,1435.2606
7203,2010-09-21,1426.473695
7204,2010-09-22,1869.2702350000002
7205,2010-09-23,1129.662755
7206,2010-09-24,180.4985001
7207,2010-09-25,561.3305002000001
7208,2010-09-26,698.1920001
7209,2010-09-27,436.37
7210,2010-09-28,87.27400007
7211,2010-09-29,33.7195
7212,2010-09-30,0.0
7213,2010-10-01,0.0
7214,2010-10-02,841.0039999999999
7215,2010-10-03,0.0
7216,2010-10-04,476.04
7217,2010-10-05,1444.9599150000001
7218,2010-10-06,2278.08942
7219,2010-10-07,2213.7248449999997
7220,2010-10-08,2266.208255
7221,2010-10-09,2544.017265
7222,2010-10-10,3647.874685
7223,2010-10-11,4703.810745000001
7224,2010-10-12,4504.786354999999
7225,2010-10-13,2651.02709
7226,2010-10-14,2144.1635
7227,2010-10-15,1272.4747550000002
7228,2010-10-16,2038.48262
7229,2010-10-17,1771.126655
7230,2010-10-18,1997.6621899999998
7231,2010-10-19,3176.555415
7232,2010-10-20,3283.24788
7233,2010-10-21,2219.7150149999998
7234,2010-10-22,3199.98055
7235,2010-10-23,3461.80255
7236,2010-10-24,3163.08745
7237,2010-10-25,2498.9719800000003
7238,2010-10-26,3003.9512449999997
7239,2010-10-27,3339.916475
7240,2010-10-28,3221.40235
7241,2010-10-29,4600.708415
7242,2010-10-30,5790.332375
7243,2010-10-31,4991.735605
7244,2010-11-01,3866.4960549999996
7245,2010-11-02,2121.472261
7246,2010-11-03,944.4236903999999
7247,2010-11-04,198.3500001
7248,2010-11-05,148.76250009999998
7249,2010-11-06,1163.36242
7250,2010-11-07,2397.0002449999997
7251,2010-11-08,2044.94883
7252,2010-11-09,1595.705915
7253,2010-11-10,1377.203555
7254,2010-11-11,2273.68605
7255,2010-11-12,3334.8188800000003
7256,2010-11-13,4776.525855
7257,2010-11-14,3257.521885
7258,2010-11-15,3184.6877649999997
7259,2010-11-16,3205.990555
7260,2010-11-17,2849.039895
7261,2010-11-18,3697.83905
7262,2010-11-19,4527.993305
7263,2010-11-20,5306.10052
7264,2010-11-21,4320.26135
7265,2010-11-22,3252.46396
7266,2010-11-23,3429.59051
7267,2010-11-24,3427.983875
7268,2010-11-25,2546.57598
7269,2010-11-26,3266.8046649999997
7270,2010-11-27,4610.685420000001
7271,2010-11-28,5198.59482
7272,2010-11-29,3069.86295
7273,2010-11-30,2671.61582
7274,2010-12-01,3804.353
7275,2010-12-02,1957.3971399999998
7276,2010-12-03,4009.189045
7277,2010-12-04,6513.29829
7278,2010-12-05,4744.1353
7279,2010-12-06,5975.472264999999
7280,2010-12-07,9274.191445
7281,2010-12-08,7834.904340000001
7282,2010-12-09,3567.5826049999996
7283,2010-12-10,3848.94208
7284,2010-12-11,3637.3224649999997
7285,2010-12-12,4266.429160000001
7286,2010-12-13,7974.483236
7287,2010-12-14,9034.465634999999
7288,2010-12-15,5658.290779999999
7289,2010-12-16,1374.426655
7290,2010-12-17,753.2737950000001
7291,2010-12-18,593.66155
7292,2010-12-19,311.4095
7293,2010-12-20,285.624
7294,2010-12-21,661.6757650000001
7295,2010-12-22,814.8218001
7296,2010-12-23,341.162
7297,2010-12-24,388.76600010000004
7298,2010-12-25,662.4889999999999
7299,2010-12-26,2699.0277899999996
7300,2010-12-27,3532.712675
7301,2010-12-28,4310.244675
7302,2010-12-29,3233.561205
7303,2010-12-30,1743.9328699999999
7304,2010-12-31,848.8189901000001
7305,2011-01-01,1086.977835
7306,2011-01-02,1121.78826
7307,2011-01-03,2430.4023850000003
7308,2011-01-04,3522.2199600000004
7309,2011-01-05,2438.931435
7310,2011-01-06,842.9875
7311,2011-01-07,0.0
7312,2011-01-08,180.4985
7313,2011-01-09,211.63945
7314,2011-01-10,212.2345
7315,2011-01-11,448.27100010000004
7316,2011-01-12,406.8951901
7317,2011-01-13,343.1455
7318,2011-01-14,491.90800010000004
7319,2011-01-15,721.5576301
7320,2011-01-16,392.733
7321,2011-01-17,281.657
7322,2011-01-18,255.8715
7323,2011-01-19,241.98700010000002
7324,2011-01-20,234.053
7325,2011-01-21,331.2445
7326,2011-01-22,533.5615002000001
7327,2011-01-23,196.3665
7328,2011-01-24,345.12900010000004
7329,2011-01-25,261.8220001
7330,2011-01-26,9.71915
7331,2011-01-27,75.373
7332,2011-01-28,119.01
7333,2011-01-29,142.812
7334,2011-01-30,148.7625
7335,2011-01-31,186.449
7336,2011-02-01,569.2645002
7337,2011-02-02,311.4095
7338,2011-02-03,291.5745
7339,2011-02-04,805.3010001
7340,2011-02-05,901.0247099999999
7341,2011-02-06,2337.217555
7342,2011-02-07,1400.727865
7343,2011-02-08,1948.23337
7344,2011-02-09,1977.6685100000002
7345,2011-02-10,1101.7549099999999
7346,2011-02-11,813.235
7347,2011-02-12,862.8225
7348,2011-02-13,759.6805
7349,2011-02-14,2138.589865
7350,2011-02-15,1444.46404
7351,2011-02-16,1998.5547649999999
7352,2011-02-17,2533.08818
7353,2011-02-18,3051.6345850000002
7354,2011-02-19,4034.87537
7355,2011-02-20,3152.1782
7356,2011-02-21,3638.353885
7357,2011-02-22,4605.17129
7358,2011-02-23,4504.667345000001
7359,2011-02-24,5379.073485
7360,2011-02-25,6316.05905
7361,2011-02-26,6199.38958
7362,2011-02-27,3911.77936
7363,2011-02-28,3095.906305
7364,2011-03-01,2565.558075
7365,2011-03-02,2445.41748
7366,2011-03-03,3311.84995
7367,2011-03-04,4708.333125
7368,2011-03-05,5095.45282
7369,2011-03-06,3777.29806
7370,2011-03-07,3490.0079200000005
7371,2011-03-08,5391.70838
7372,2011-03-09,5781.228111
7373,2011-03-10,2208.964445
7374,2011-03-11,1109.9666
7375,2011-03-12,1818.7901600000002
7376,2011-03-13,4752.882535
7377,2011-03-14,4611.141625
7378,2011-03-15,5466.7640200000005
7379,2011-03-16,6692.904216
7380,2011-03-17,7094.9795
7381,2011-03-18,7559.654045
7382,2011-03-19,8132.62769
7383,2011-03-20,7506.2185549999995
7384,2011-03-21,6948.993901000001
7385,2011-03-22,7094.38445
7386,2011-03-23,7839.010184999999
7387,2011-03-24,7431.301759999999
7388,2011-03-25,7407.519595000001
7389,2011-03-26,6589.940729999999
7390,2011-03-27,4697.48338
7391,2011-03-28,1770.8688
7392,2011-03-29,138.8450001
7393,2011-03-30,0.0
7394,2011-03-31,0.0
7395,2011-04-01,345.129
7396,2011-04-02,1011.585
7397,2011-04-03,1172.704705
7398,2011-04-04,1283.28483
7399,2011-04-05,727.9445
7400,2011-04-06,1120.75684
7401,2011-04-07,2654.8750800000003
7402,2011-04-08,2524.539295
7403,2011-04-09,1639.223905
7404,2011-04-10,836.144425
7405,2011-04-11,3150.0756899999997
7406,2011-04-12,5233.10772
7407,2011-04-13,5262.503189999999
7408,2011-04-14,6198.179645
7409,2011-04-15,5539.062595
7410,2011-04-16,3932.60611
7411,2011-04-17,3136.964755
7412,2011-04-18,4272.26065
7413,2011-04-19,5903.92742
7414,2011-04-20,6163.071695000001
7415,2011-04-21,6331.41134
7416,2011-04-22,6482.91107
7417,2011-04-23,6794.102384999999
7418,2011-04-24,3159.3188
7419,2011-04-25,3611.854325
7420,2011-04-26,5951.3132350000005
7421,2011-04-27,5379.5891950000005
7422,2011-04-28,5724.043804999999
7423,2011-04-29,6564.43292
7424,2011-04-30,5603.724695
7425,2011-05-01,4470.53131
7426,2011-05-02,5369.076645
7427,2011-05-03,6107.335345
7428,2011-05-04,7151.11255
7429,2011-05-05,6790.3139
7430,2011-05-06,5807.5094850000005
7431,2011-05-07,2941.33215
7432,2011-05-08,2914.19787
7433,2011-05-09,4731.08387
7434,2011-05-10,5927.4914
7435,2011-05-11,6354.122415
7436,2011-05-12,7239.298959999999
7437,2011-05-13,8025.617865
7438,2011-05-14,4126.27505
7439,2011-05-15,2404.458205
7440,2011-05-16,3810.799375
7441,2011-05-17,3961.426365
7442,2011-05-18,5461.111045000001
7443,2011-05-19,6425.94495
7444,2011-05-20,7041.167145
7445,2011-05-21,5196.948515
7446,2011-05-22,4231.777415
7447,2011-05-23,5130.1244
7448,2011-05-24,6030.03835
7449,2011-05-25,5815.70134
7450,2011-05-26,4844.797925
7451,2011-05-27,4399.621185
7452,2011-05-28,2484.41309
7453,2011-05-29,3853.722315
7454,2011-05-30,4201.5687100000005
7455,2011-05-31,5066.61273
7456,2011-06-01,4830.02085
7457,2011-06-02,4297.25275
7458,2011-06-03,5083.07578
7459,2011-06-04,4744.33365
7460,2011-06-05,4119.789005
7461,2011-06-06,3490.2856100000004
7462,2011-06-07,3880.499565
7463,2011-06-08,3555.324575
7464,2011-06-09,1944.2267
7465,2011-06-10,905.5074201
7466,2011-06-11,790.444585
7467,2011-06-12,363.952415
7468,2011-06-13,927.8614651
7469,2011-06-14,1414.67187
7470,2011-06-15,1645.3529199999998
7471,2011-06-16,1539.11666
7472,2011-06-17,1255.456325
7473,2011-06-18,456.105825
7474,2011-06-19,20.489555
7475,2011-06-20,127.65806
7476,2011-06-21,143.545895
7477,2011-06-22,419.62926
7478,2011-06-23,491.7294851
7479,2011-06-24,80.70861504
7480,2011-06-25,5.75215
7481,2011-06-26,0.0
7482,2011-06-27,0.0
7483,2011-06-28,0.0
7484,2011-06-29,0.0
7485,2011-06-30,0.0
7486,2011-07-01,0.0
7487,2011-07-02,0.0
7488,2011-07-03,0.0
7489,2011-07-04,0.0
7490,2011-07-05,0.0
7491,2011-07-06,0.0
7492,2011-07-07,0.0
7493,2011-07-08,0.0
7494,2011-07-09,0.0
7495,2011-07-10,0.0
7496,2011-07-11,0.0
7497,2011-07-12,0.0
7498,2011-07-13,0.0
7499,2011-07-14,0.0
7500,2011-07-15,0.0
7501,2011-07-16,0.0
7502,2011-07-17,0.0
7503,2011-07-18,0.0
7504,2011-07-19,0.0
7505,2011-07-20,0.0
7506,2011-07-21,0.0
7507,2011-07-22,0.0
7508,2011-07-23,0.0
7509,2011-07-24,0.0
7510,2011-07-25,0.0
7511,2011-07-26,0.0
7512,2011-07-27,0.0
7513,2011-07-28,0.0
7514,2011-07-29,0.0
7515,2011-07-30,0.0
7516,2011-07-31,105.38335500000001
7517,2011-08-01,916.21832
7518,2011-08-02,1286.398925
7519,2011-08-03,510.1562
7520,2011-08-04,323.37000510000007
7521,2011-08-05,224.29417999999998
7522,2011-08-06,91.24100005
7523,2011-08-07,560.5172651
7524,2011-08-08,582.2960951
7525,2011-08-09,126.26961010000001
7526,2011-08-10,162.64700009999999
7527,2011-08-11,1.9835
7528,2011-08-12,0.0
7529,2011-08-13,75.37300004
7530,2011-08-14,144.7955001
7531,2011-08-15,63.472
7532,2011-08-16,126.9440001
7533,2011-08-17,0.0
7534,2011-08-18,0.0
7535,2011-08-19,0.0
7536,2011-08-20,0.0
7537,2011-08-21,4.562049989
7538,2011-08-22,41.65350004
7539,2011-08-23,0.0
7540,2011-08-24,0.0
7541,2011-08-25,23.80199999
7542,2011-08-26,0.0
7543,2011-08-27,0.0
7544,2011-08-28,0.0
7545,2011-08-29,6.14884997
7546,2011-08-30,0.0
7547,2011-08-31,119.0100001
7548,2011-09-01,77.35650006
7549,2011-09-02,0.0
7550,2011-09-03,41.65350004
7551,2011-09-04,33.7195
7552,2011-09-05,91.24100005
7553,2011-09-06,67.43900006
7554,2011-09-07,33.7195
7555,2011-09-08,0.0
7556,2011-09-09,0.0
7557,2011-09-10,0.0
7558,2011-09-11,0.0
7559,2011-09-12,0.0
7560,2011-09-13,0.0
7561,2011-09-14,0.0
7562,2011-09-15,0.0
7563,2011-09-16,0.0
7564,2011-09-17,0.0
7565,2011-09-18,0.0
7566,2011-09-19,0.0
7567,2011-09-20,87.27400007
7568,2011-09-21,11.96050503
7569,2011-09-22,1.090925
7570,2011-09-23,0.0
7571,2011-09-24,0.0
7572,2011-09-25,0.0
7573,2011-09-26,0.0
7574,2011-09-27,0.0
7575,2011-09-28,0.11900999999999999
7576,2011-09-29,0.0
7577,2011-09-30,0.0
7578,2011-10-01,0.0
7579,2011-10-02,0.0
7580,2011-10-03,0.0
7581,2011-10-04,75.37300004
7582,2011-10-05,0.0
7583,2011-10-06,0.0
7584,2011-10-07,0.0
7585,2011-10-08,0.0
7586,2011-10-09,0.0
7587,2011-10-10,0.0
7588,2011-10-11,0.138845
7589,2011-10-12,0.0
7590,2011-10-13,25.7855
7591,2011-10-14,27.769000000000002
7592,2011-10-15,49.5875
7593,2011-10-16,108.10075
7594,2011-10-17,97.1915
7595,2011-10-18,0.0
7596,2011-10-19,0.0
7597,2011-10-20,0.0
7598,2011-10-21,0.0
7599,2011-10-22,15.66965
7600,2011-10-23,0.0
7601,2011-10-24,117.0265
7602,2011-10-25,105.1255
7603,2011-10-26,113.0595001
7604,2011-10-27,105.1255
7605,2011-10-28,152.7295
7606,2011-10-29,0.0
7607,2011-10-30,0.0
7608,2011-10-31,0.0
7609,2011-11-01,0.0
7610,2011-11-02,0.0
7611,2011-11-03,0.0
7612,2011-11-04,0.0
7613,2011-11-05,0.0
7614,2011-11-06,65.45550003
7615,2011-11-07,150.7460001
7616,2011-11-08,208.2675001
7617,2011-11-09,99.17500003
7618,2011-11-10,146.7790001
7619,2011-11-11,79.34000002
7620,2011-11-12,456.20500030000005
7621,2011-11-13,394.7165002
7622,2011-11-14,587.1160003
7623,2011-11-15,420.50200020000005
7624,2011-11-16,915.3257451999999
7625,2011-11-17,2052.386955
7626,2011-11-18,753.8093401000001
7627,2011-11-19,608.9345003999999
7628,2011-11-20,416.5350003
7629,2011-11-21,353.0630002
7630,2011-11-22,335.2115002
7631,2011-11-23,55.53800003
7632,2011-11-24,0.0
7633,2011-11-25,357.03000019999996
7634,2011-11-26,823.9260653
7635,2011-11-27,472.07300030000005
7636,2011-11-28,733.8950003
7637,2011-11-29,629.8207551
7638,2011-11-30,1061.3311800000001
7639,2011-12-01,1327.67556
7640,2011-12-02,1236.414725
7641,2011-12-03,1613.4185699999998
7642,2011-12-04,1128.750345
7643,2011-12-05,1344.4163
7644,2011-12-06,1879.36625
7645,2011-12-07,2014.6806199999999
7646,2011-12-08,3293.3835649999996
7647,2011-12-09,1673.498785
7648,2011-12-10,41.77251
7649,2011-12-11,138.845
7650,2011-12-12,168.5975
7651,2011-12-13,8.7274
7652,2011-12-14,0.0
7653,2011-12-15,19.4383
7654,2011-12-16,394.7165
7655,2011-12-17,2816.57
7656,2011-12-18,1967.632
7657,2011-12-19,1473.7405
7658,2011-12-20,1242.0677
7659,2011-12-21,1856.87336
7660,2011-12-22,2267.160335
7661,2011-12-23,2021.8013850000002
7662,2011-12-24,2015.236
7663,2011-12-25,1828.787
7664,2011-12-26,1721.6779999999999
7665,2011-12-27,995.717
7666,2011-12-28,478.4202
7667,2011-12-29,917.76545
7668,2011-12-30,1500.39874
7669,2011-12-31,2124.3285
7670,2012-01-01,1763.3315
7671,2012-01-02,1929.6678100000001
7672,2012-01-03,3973.049675
7673,2012-01-04,4975.33206
7674,2012-01-05,3604.6343850000003
7675,2012-01-06,1251.8463550000001
7676,2012-01-07,2300.4037949999997
7677,2012-01-08,2298.1029350000003
7678,2012-01-09,1544.650625
7679,2012-01-10,1525.03381
7680,2012-01-11,536.1598849999999
7681,2012-01-12,684.367005
7682,2012-01-13,3324.445175
7683,2012-01-14,3767.34089
7684,2012-01-15,3712.1599200000005
7685,2012-01-16,2989.29318
7686,2012-01-17,2934.7270949999997
7687,2012-01-18,3912.552925
7688,2012-01-19,3151.563315
7689,2012-01-20,2431.29496
7690,2012-01-21,2944.74377
7691,2012-01-22,2422.96426
7692,2012-01-23,4665.46969
7693,2012-01-24,6170.767675
7694,2012-01-25,5706.906365
7695,2012-01-26,2666.875255
7696,2012-01-27,1833.210205
7697,2012-01-28,2273.091
7698,2012-01-29,2148.24951
7699,2012-01-30,4798.20551
7700,2012-01-31,6399.266875
7701,2012-02-01,8223.868690000001
7702,2012-02-02,6768.872265000001
7703,2012-02-03,3929.8292100000003
7704,2012-02-04,3463.845555
7705,2012-02-05,2711.80153
7706,2012-02-06,1633.13456
7707,2012-02-07,789.4330001000001
7708,2012-02-08,890.5915001
7709,2012-02-09,1152.4135
7710,2012-02-10,1828.787
7711,2012-02-11,1983.5
7712,2012-02-12,1856.556
7713,2012-02-13,2636.0715
7714,2012-02-14,2001.8077050000002
7715,2012-02-15,1516.66344
7716,2012-02-16,983.8160002000001
7717,2012-02-17,2239.788035
7718,2012-02-18,3065.10255
7719,2012-02-19,2253.6527
7720,2012-02-20,2338.1299649999996
7721,2012-02-21,3610.96175
7722,2012-02-22,3719.37986
7723,2012-02-23,3886.6880850000002
7724,2012-02-24,2504.426605
7725,2012-02-25,1737.4864949999999
7726,2012-02-26,1244.64625
7727,2012-02-27,2104.5331699999997
7728,2012-02-28,3785.132885
7729,2012-02-29,5023.947645
7730,2012-03-01,4818.814075
7731,2012-03-02,3127.602635
7732,2012-03-03,2344.913535
7733,2012-03-04,1365.064535
7734,2012-03-05,1879.8422899999998
7735,2012-03-06,3422.80694
7736,2012-03-07,5676.360465
7737,2012-03-08,6529.48365
7738,2012-03-09,3045.247715
7739,2012-03-10,2669.98935
7740,2012-03-11,1896.226
7741,2012-03-12,1277.374
7742,2012-03-13,1343.761745
7743,2012-03-14,1713.287795
7744,2012-03-15,1650.212495
7745,2012-03-16,1129.980115
7746,2012-03-17,2522.238435
7747,2012-03-18,2783.068685
7748,2012-03-19,3724.10059
7749,2012-03-20,6731.661805
7750,2012-03-21,7230.2740349999995
7751,2012-03-22,8009.432505
7752,2012-03-23,8385.523940000001
7753,2012-03-24,5131.770705
7754,2012-03-25,3768.907855
7755,2012-03-26,5118.639935
7756,2012-03-27,7749.57417
7757,2012-03-28,9073.60009
7758,2012-03-29,8488.82462
7759,2012-03-30,6008.97358
7760,2012-03-31,5664.0826
7761,2012-04-01,4266.46883
7762,2012-04-02,5600.09489
7763,2012-04-03,5651.94358
7764,2012-04-04,7102.15977
7765,2012-04-05,6418.01095
7766,2012-04-06,6026.82508
7767,2012-04-07,5349.77719
7768,2012-04-08,5753.082246
7769,2012-04-09,7128.3816400000005
7770,2012-04-10,8293.668055
7771,2012-04-11,8528.05825
7772,2012-04-12,8775.48004
7773,2012-04-13,7906.310340000001
7774,2012-04-14,5277.637295
7775,2012-04-15,4603.94152
7776,2012-04-16,5009.28958
7777,2012-04-17,5626.495276
7778,2012-04-18,6083.374665
7779,2012-04-19,4671.45986
7780,2012-04-20,2700.3170649999997
7781,2012-04-21,305.459
7782,2012-04-22,119.01
7783,2012-04-23,1037.64819
7784,2012-04-24,3037.84926
7785,2012-04-25,3912.790945
7786,2012-04-26,5108.484415
7787,2012-04-27,5194.627820000001
7788,2012-04-28,1158.7805349999999
7789,2012-04-29,574.1835801
7790,2012-04-30,402.7298401
7791,2012-05-01,309.4260002
7792,2012-05-02,1140.5125
7793,2012-05-03,1999.7647
7794,2012-05-04,2108.4605
7795,2012-05-05,3108.7197149999997
7796,2012-05-06,3634.84309
7797,2012-05-07,4291.936970000001
7798,2012-05-08,2573.095375
7799,2012-05-09,1811.53055
7800,2012-05-10,188.4325
7801,2012-05-11,0.0
7802,2012-05-12,283.6405001
7803,2012-05-13,186.4490001
7804,2012-05-14,71.406
7805,2012-05-15,1225.803
7806,2012-05-16,2062.84
7807,2012-05-17,2086.6420000000003
7808,2012-05-18,1186.133
7809,2012-05-19,35.703
7810,2012-05-20,0.0
7811,2012-05-21,0.0
7812,2012-05-22,0.0
7813,2012-05-23,0.0
7814,2012-05-24,81.32350005
7815,2012-05-25,0.0
7816,2012-05-26,0.0
7817,2012-05-27,563.314
7818,2012-05-28,1229.77
7819,2012-05-29,1118.694
7820,2012-05-30,737.862
7821,2012-05-31,1023.4860000000001
7822,2012-06-01,1102.826
7823,2012-06-02,329.26099999999997
7824,2012-06-03,115.04299999999999
7825,2012-06-04,55.538000000000004
7826,2012-06-05,1003.6510000000001
7827,2012-06-06,1745.48
7828,2012-06-07,1428.12
7829,2012-06-08,1134.562
7830,2012-06-09,190.416
7831,2012-06-10,99.17500003
7832,2012-06-11,97.19150007
7833,2012-06-12,63.472
7834,2012-06-13,321.3270002
7835,2012-06-14,0.0
7836,2012-06-15,517.6935
7837,2012-06-16,1344.8129999999999
7838,2012-06-17,1469.7735
7839,2012-06-18,1272.911125
7840,2012-06-19,1805.5205449999999
7841,2012-06-20,1055.222
7842,2012-06-21,210.25099999999998
7843,2012-06-22,0.0
7844,2012-06-23,0.0
7845,2012-06-24,0.0
7846,2012-06-25,0.0
7847,2012-06-26,0.0
7848,2012-06-27,0.0
7849,2012-06-28,0.0
7850,2012-06-29,0.0
7851,2012-06-30,0.0
7852,2012-07-01,0.0
7853,2012-07-02,238.02
7854,2012-07-03,428.436
7855,2012-07-04,111.07600000000001
7856,2012-07-05,55.538000000000004
7857,2012-07-06,222.15200000000002
7858,2012-07-07,638.687
7859,2012-07-08,953.369275
7860,2012-07-09,745.796
7861,2012-07-10,404.634
7862,2012-07-11,420.50199999999995
7863,2012-07-12,111.07600000000001
7864,2012-07-13,73.38950008
7865,2012-07-14,150.7460001
7866,2012-07-15,0.0
7867,2012-07-16,0.0
7868,2012-07-17,0.0
7869,2012-07-18,0.0
7870,2012-07-19,0.0
7871,2012-07-20,0.0
7872,2012-07-21,0.0
7873,2012-07-22,0.0
7874,2012-07-23,0.0
7875,2012-07-24,0.0
7876,2012-07-25,0.0
7877,2012-07-26,0.0
7878,2012-07-27,0.0
7879,2012-07-28,0.0
7880,2012-07-29,0.0
7881,2012-07-30,142.831835
7882,2012-07-31,1198.70839
7883,2012-08-01,991.5714849999999
7884,2012-08-02,326.36509
7885,2012-08-03,18.24820002
7886,2012-08-04,0.0
7887,2012-08-05,0.0
7888,2012-08-06,0.0
7889,2012-08-07,0.0
7890,2012-08-08,0.0
7891,2012-08-09,186.449
7892,2012-08-10,599.0169999999999
7893,2012-08-11,83.307
7894,2012-08-12,0.0
7895,2012-08-13,0.0
7896,2012-08-14,0.0
7897,2012-08-15,0.0
7898,2012-08-16,0.138845
7899,2012-08-17,0.0
7900,2012-08-18,0.0
7901,2012-08-19,0.0
7902,2012-08-20,128.17377
7903,2012-08-21,158.2833
7904,2012-08-22,0.0
7905,2012-08-23,0.0
7906,2012-08-24,0.0
7907,2012-08-25,0.0
7908,2012-08-26,0.0
7909,2012-08-27,0.0
7910,2012-08-28,0.0
7911,2012-08-29,0.0
7912,2012-08-30,0.0
7913,2012-08-31,0.0
7914,2012-09-01,0.0
7915,2012-09-02,0.0
7916,2012-09-03,0.0
7917,2012-09-04,0.0
7918,2012-09-05,0.0
7919,2012-09-06,0.0
7920,2012-09-07,0.0
7921,2012-09-08,0.0
7922,2012-09-09,0.0
7923,2012-09-10,0.0
7924,2012-09-11,109.0925001
7925,2012-09-12,99.17500003
7926,2012-09-13,99.17500003
7927,2012-09-14,109.0925001
7928,2012-09-15,210.2510002
7929,2012-09-16,154.7130001
7930,2012-09-17,23.80199999
7931,2012-09-18,0.0
7932,2012-09-19,1188.1165
7933,2012-09-20,2048.9555010000004
7934,2012-09-21,3441.372501
7935,2012-09-22,3246.9895
7936,2012-09-23,2233.4210000000003
7937,2012-09-24,2221.52
7938,2012-09-25,3096.44185
7939,2012-09-26,3578.234001
7940,2012-09-27,3621.871001
7941,2012-09-28,3988.8185
7942,2012-09-29,4615.604501
7943,2012-09-30,4102.473051
7944,2012-10-01,4095.9275
7945,2012-10-02,3976.917501
7946,2012-10-03,4171.3005
7947,2012-10-04,6053.642001
7948,2012-10-05,9479.146502
7949,2012-10-06,11399.1745
7950,2012-10-07,10213.0415
7951,2012-10-08,9258.978001000001
7952,2012-10-09,10183.289
7953,2012-10-10,10667.263
7954,2012-10-11,10827.9265
7955,2012-10-12,11583.64
7956,2012-10-13,11670.913999999999
7957,2012-10-14,11718.518
7958,2012-10-15,9621.958501000001
7959,2012-10-16,10649.4115
7960,2012-10-17,10881.481000000002
7961,2012-10-18,6212.322001
7962,2012-10-19,4034.4390000000003
7963,2012-10-20,4068.1585
7964,2012-10-21,5801.737501
7965,2012-10-22,6059.592501
7966,2012-10-23,6724.065001000001
7967,2012-10-24,7761.435501000001
7968,2012-10-25,4097.117601
7969,2012-10-26,2206.0487
7970,2012-10-27,3157.732
7971,2012-10-28,3808.32
7972,2012-10-29,4074.1090000000004
7973,2012-10-30,5756.156671
