Date,LOSA_dmd,,I used data from 2001-2010 to fill 2011-2020!
6-Jul-08,0,,
7-Jul-08,0.3,,
8-Jul-08,0.26,,
9-Jul-08,148.75,,
10-Jul-08,149.64,,
11-Jul-08,362.64,,
12-Jul-08,0.22,,
13-Jul-08,0,,
14-Jul-08,0,,
15-Jul-08,0.12,,
16-Jul-08,0,,
17-Jul-08,52.96,,
18-Jul-08,167.35,,
19-Jul-08,41.75,,
20-Jul-08,207.64,,
21-Jul-08,220.46,,
22-Jul-08,221.39,,
23-Jul-08,30,,
24-Jul-08,0,,
25-Jul-08,0,,
26-Jul-08,0,,
27-Jul-08,0,,
28-Jul-08,0,,
29-Jul-08,0,,
30-Jul-08,0,,
31-Jul-08,0.38,,
1-Aug-08,68.73,,
2-Aug-08,80.52,,
3-Aug-08,0,,
4-Aug-08,0,,
5-Aug-08,0.25,,
6-Aug-08,0,,
7-Aug-08,0.27,,
8-Aug-08,0.47,,
9-Aug-08,0.83,,
10-Aug-08,37.9,,
11-Aug-08,3.67,,
12-Aug-08,23.73,,
13-Aug-08,111.73,,
14-Aug-08,49.94,,
15-Aug-08,148.61,,
16-Aug-08,113.41,,
17-Aug-08,260.52,,
18-Aug-08,22.85,,
19-Aug-08,0,,
20-Aug-08,0,,
21-Aug-08,0,,
22-Aug-08,0,,
23-Aug-08,0,,
24-Aug-08,0,,
25-Aug-08,0,,
26-Aug-08,0,,
27-Aug-08,0,,
28-Aug-08,0,,
29-Aug-08,0,,
30-Aug-08,0,,
31-Aug-08,0,,
1-Sep-08,0,,
2-Sep-08,0,,
3-Sep-08,0,,
4-Sep-08,0,,
5-Sep-08,0,,
6-Sep-08,0,,
7-Sep-08,0,,
8-Sep-08,0,,
9-Sep-08,0,,
10-Sep-08,0,,
11-Sep-08,6.47,,
12-Sep-08,36.29,,
13-Sep-08,75.33,,
14-Sep-08,217.79,,
15-Sep-08,169.67,,
16-Sep-08,282.53,,
17-Sep-08,432.13,,
18-Sep-08,594.04,,
19-Sep-08,705.43,,
20-Sep-08,107.32,,
21-Sep-08,86.7,,
22-Sep-08,52.63,,
23-Sep-08,8.44,,
24-Sep-08,3.7,,
25-Sep-08,11.38,,
26-Sep-08,18.81,,
27-Sep-08,62.92,,
28-Sep-08,7.43,,
29-Sep-08,0,,
30-Sep-08,0,,
1-Oct-08,0.18,,
2-Oct-08,0.18,,
3-Oct-08,0.18,,
4-Oct-08,8.7,,
5-Oct-08,9.47,,
6-Oct-08,11.63,,
7-Oct-08,0.17,,
8-Oct-08,0.17,,
9-Oct-08,0.18,,
10-Oct-08,0,,
11-Oct-08,0.33,,
12-Oct-08,1.85,,
13-Oct-08,0,,
14-Oct-08,0.26,,
15-Oct-08,0.17,,
16-Oct-08,2.81,,
17-Oct-08,38.69,,
18-Oct-08,153.27,,
19-Oct-08,422.39,,
20-Oct-08,692.28,,
21-Oct-08,1192.56,,
22-Oct-08,646.38,,
23-Oct-08,100.6,,
24-Oct-08,32.98,,
25-Oct-08,14,,
26-Oct-08,44.31,,
27-Oct-08,152.52,,
28-Oct-08,203.18,,
29-Oct-08,246.59,,
30-Oct-08,282.29,,
31-Oct-08,237.27,,
1-Nov-08,213.72,,
2-Nov-08,218.87,,
3-Nov-08,369.29,,
4-Nov-08,1256.22,,
5-Nov-08,2304.88,,
6-Nov-08,2752.74,,
7-Nov-08,2846.26,,
8-Nov-08,2890.04,,
9-Nov-08,2638.17,,
10-Nov-08,2528.04,,
11-Nov-08,2149.12,,
12-Nov-08,1250.84,,
13-Nov-08,2057.13,,
14-Nov-08,1663.71,,
15-Nov-08,2409.66,,
16-Nov-08,3840.74,,
17-Nov-08,2639.06,,
18-Nov-08,2563.33,,
19-Nov-08,1941.02,,
20-Nov-08,2367.1,,
21-Nov-08,2374.01,,
22-Nov-08,2245.79,,
23-Nov-08,2708.98,,
24-Nov-08,2644.91,,
25-Nov-08,3264.61,,
26-Nov-08,3486.89,,
27-Nov-08,2968.31,,
28-Nov-08,2889.08,,
29-Nov-08,2844.86,,
30-Nov-08,877.64,,
1-Dec-08,149.23,,
2-Dec-08,156.97,,
3-Dec-08,201.72,,
4-Dec-08,317.93,,
5-Dec-08,467.36,,
6-Dec-08,729.29,,
7-Dec-08,1047.61,,
8-Dec-08,1075.04,,
9-Dec-08,1438.1,,
10-Dec-08,1810.7,,
11-Dec-08,503.42,,
12-Dec-08,148.36,,
13-Dec-08,76.35,,
14-Dec-08,177.23,,
15-Dec-08,284.81,,
16-Dec-08,361.06,,
17-Dec-08,425.07,,
18-Dec-08,579.61,,
19-Dec-08,656.33,,
20-Dec-08,1161.01,,
21-Dec-08,1509.55,,
22-Dec-08,1758.8,,
23-Dec-08,2459.9,,
24-Dec-08,1550.08,,
25-Dec-08,1651.61,,
26-Dec-08,2376.28,,
27-Dec-08,2207.68,,
28-Dec-08,2034.99,,
29-Dec-08,2019.24,,
30-Dec-08,2045.04,,
31-Dec-08,1701.92,,
1-Jan-09,1857.04,,
2-Jan-09,1732.73,,
3-Jan-09,2343.24,,
4-Jan-09,1530.22,,
5-Jan-09,2525.47,,
6-Jan-09,3286.59,,
7-Jan-09,3072.56,,
8-Jan-09,3425.38,,
9-Jan-09,3088.07,,
10-Jan-09,2709.6,,
11-Jan-09,2413.26,,
12-Jan-09,2073.14,,
13-Jan-09,655.08,,
14-Jan-09,1924.86,,
15-Jan-09,1943.34,,
16-Jan-09,1927.97,,
17-Jan-09,2355.38,,
18-Jan-09,2610.57,,
19-Jan-09,1576.87,,
20-Jan-09,2554.92,,
21-Jan-09,2399.86,,
22-Jan-09,2074.1,,
23-Jan-09,2293.71,,
24-Jan-09,2207.44,,
25-Jan-09,2382.46,,
26-Jan-09,2808.13,,
27-Jan-09,2944.83,,
28-Jan-09,2991.22,,
29-Jan-09,2773.89,,
30-Jan-09,1887.21,,
31-Jan-09,2794.33,,
1-Feb-09,2545.54,,
2-Feb-09,356.96,,
3-Feb-09,191.35,,
4-Feb-09,511.58,,
5-Feb-09,865.26,,
6-Feb-09,1035.98,,
7-Feb-09,1864.98,,
8-Feb-09,1961.43,,
9-Feb-09,3557.75,,
10-Feb-09,3306.2,,
11-Feb-09,3104.39,,
12-Feb-09,2904.65,,
13-Feb-09,3738.16,,
14-Feb-09,3742.15,,
15-Feb-09,3936.99,,
16-Feb-09,3327.12,,
17-Feb-09,3723.64,,
18-Feb-09,3760.57,,
19-Feb-09,3972.2,,
20-Feb-09,3576.1,,
21-Feb-09,3483.83,,
22-Feb-09,3617.28,,
23-Feb-09,2948.56,,
24-Feb-09,2971.23,,
25-Feb-09,3700.59,,
26-Feb-09,4456.04,,
27-Feb-09,4313.78,,
28-Feb-09,4762.26,,
1-Mar-09,4868.77,,
2-Mar-09,5171.13,,
3-Mar-09,4758.74,,
4-Mar-09,3900.57,,
5-Mar-09,4197.03,,
6-Mar-09,3593.36,,
7-Mar-09,4889.33,,
8-Mar-09,4863.78,,
9-Mar-09,4919.17,,
10-Mar-09,4802.24,,
11-Mar-09,5326.16,,
12-Mar-09,5253.86,,
13-Mar-09,4858.34,,
14-Mar-09,4017.93,,
15-Mar-09,6448.24,,
16-Mar-09,5491.27,,
17-Mar-09,3984.3,,
18-Mar-09,782.67,,
19-Mar-09,516.27,,
20-Mar-09,732.91,,
21-Mar-09,875.01,,
22-Mar-09,1210.98,,
23-Mar-09,1508.46,,
24-Mar-09,1841.51,,
25-Mar-09,2768.43,,
26-Mar-09,3553.09,,
27-Mar-09,4359.95,,
28-Mar-09,4476.24,,
29-Mar-09,3445.45,,
30-Mar-09,5072.77,,
31-Mar-09,2340.38,,
1-Apr-09,2766.66,,
2-Apr-09,3881.54,,
3-Apr-09,5975.42,,
4-Apr-09,5820.38,,
5-Apr-09,6433.45,,
6-Apr-09,6904.58,,
7-Apr-09,6773.08,,
8-Apr-09,5901.09,,
9-Apr-09,5476.3,,
10-Apr-09,5603.64,,
11-Apr-09,7059.07,,
12-Apr-09,6967.86,,
13-Apr-09,6239.07,,
14-Apr-09,2503.99,,
15-Apr-09,3225.16,,
16-Apr-09,4618.49,,
17-Apr-09,4490.89,,
18-Apr-09,4577.15,,
19-Apr-09,5533.81,,
20-Apr-09,4511.17,,
21-Apr-09,2965.78,,
22-Apr-09,4467.47,,
23-Apr-09,4605.13,,
24-Apr-09,5361.04,,
25-Apr-09,5319.52,,
26-Apr-09,6103.05,,
27-Apr-09,5993.76,,
28-Apr-09,6885.86,,
29-Apr-09,7187.21,,
30-Apr-09,7723.67,,
1-May-09,8906.53,,
2-May-09,8334.32,,
3-May-09,9851.91,,
4-May-09,8371.42,,
5-May-09,9363.08,,
6-May-09,10074.99,,
7-May-09,9099.91,,
8-May-09,10985.65,,
9-May-09,10435.11,,
10-May-09,10268.1,,
11-May-09,7066.87,,
12-May-09,2660.27,,
13-May-09,5314.77,,
14-May-09,4424.79,,
15-May-09,3628.49,,
16-May-09,5567.88,,
17-May-09,4640.58,,
18-May-09,135.36,,
19-May-09,0,,
20-May-09,0,,
21-May-09,0,,
22-May-09,0,,
23-May-09,0,,
24-May-09,0.29,,
25-May-09,0,,
26-May-09,0,,
27-May-09,0,,
28-May-09,0,,
29-May-09,0,,
30-May-09,0,,
31-May-09,0.21,,
1-Jun-09,0.22,,
2-Jun-09,0,,
3-Jun-09,0,,
4-Jun-09,0,,
5-Jun-09,0,,
6-Jun-09,0,,
7-Jun-09,0.22,,
8-Jun-09,0,,
9-Jun-09,0.22,,
10-Jun-09,0,,
11-Jun-09,0.21,,
12-Jun-09,189.24,,
13-Jun-09,1638.75,,
14-Jun-09,4042.81,,
15-Jun-09,4443.77,,
16-Jun-09,4042.1,,
17-Jun-09,7494.57,,
18-Jun-09,3658.36,,
19-Jun-09,2925.79,,
20-Jun-09,6532.36,,
21-Jun-09,6486.01,,
22-Jun-09,11487.55,,
23-Jun-09,0,,
24-Jun-09,0.29,,
25-Jun-09,0.2,,
26-Jun-09,0,,
27-Jun-09,0.31,,
28-Jun-09,0.2,,
29-Jun-09,0,,
30-Jun-09,0,,
1-Jul-09,0,,
2-Jul-09,0,,
3-Jul-09,0,,
4-Jul-09,0,,
5-Jul-09,0,,
6-Jul-09,0.15,,
7-Jul-09,0.3,,
8-Jul-09,0.19,,
9-Jul-09,0,,
10-Jul-09,231.8,,
11-Jul-09,0,,
12-Jul-09,59.39,,
13-Jul-09,0.12,,
14-Jul-09,0,,
15-Jul-09,1.96,,
16-Jul-09,12.69,,
17-Jul-09,34.85,,
18-Jul-09,272.14,,
19-Jul-09,43.97,,
20-Jul-09,67.32,,
21-Jul-09,123.27,,
22-Jul-09,467.78,,
23-Jul-09,689.35,,
24-Jul-09,148.43,,
25-Jul-09,127.05,,
26-Jul-09,478.43,,
27-Jul-09,317.6,,
28-Jul-09,104.12,,
29-Jul-09,279.14,,
30-Jul-09,905.66,,
31-Jul-09,1535.23,,
1-Aug-09,1311.88,,
2-Aug-09,1217.54,,
3-Aug-09,2078.34,,
4-Aug-09,1271.8,,
5-Aug-09,59.85,,
6-Aug-09,5.91,,
7-Aug-09,141.37,,
8-Aug-09,628.72,,
9-Aug-09,5.05,,
10-Aug-09,8.56,,
11-Aug-09,18.42,,
12-Aug-09,36.41,,
13-Aug-09,41.2,,
14-Aug-09,172.94,,
15-Aug-09,18.18,,
16-Aug-09,38.09,,
17-Aug-09,65.29,,
18-Aug-09,102.78,,
19-Aug-09,84.02,,
20-Aug-09,233.75,,
21-Aug-09,63.04,,
22-Aug-09,45.4,,
23-Aug-09,42.36,,
24-Aug-09,11.63,,
25-Aug-09,0.26,,
26-Aug-09,13.52,,
27-Aug-09,26.7,,
28-Aug-09,30.56,,
29-Aug-09,17.04,,
30-Aug-09,3.85,,
31-Aug-09,0,,
1-Sep-09,0,,
2-Sep-09,0,,
3-Sep-09,0.28,,
4-Sep-09,0,,
5-Sep-09,0,,
6-Sep-09,0,,
7-Sep-09,0,,
8-Sep-09,0,,
9-Sep-09,0,,
10-Sep-09,0,,
11-Sep-09,0,,
12-Sep-09,0,,
13-Sep-09,0,,
14-Sep-09,0.21,,
15-Sep-09,0.21,,
16-Sep-09,0.21,,
17-Sep-09,0.21,,
18-Sep-09,42.86,,
19-Sep-09,183.18,,
20-Sep-09,220.46,,
21-Sep-09,344.05,,
22-Sep-09,269.71,,
23-Sep-09,221.75,,
24-Sep-09,194.05,,
25-Sep-09,149.05,,
26-Sep-09,86.67,,
27-Sep-09,86.25,,
28-Sep-09,189.64,,
29-Sep-09,359.6,,
30-Sep-09,472.72,,
1-Oct-09,580.24,,
2-Oct-09,669.4,,
3-Oct-09,1088.03,,
4-Oct-09,1485.68,,
5-Oct-09,511.71,,
6-Oct-09,34.19,,
7-Oct-09,1048.25,,
8-Oct-09,1031.71,,
9-Oct-09,1828.06,,
10-Oct-09,1006.1,,
11-Oct-09,1764.9,,
12-Oct-09,2283.63,,
13-Oct-09,2464.58,,
14-Oct-09,2392.61,,
15-Oct-09,2183.77,,
16-Oct-09,1846.2,,
17-Oct-09,2169.47,,
18-Oct-09,3959.59,,
19-Oct-09,3577.67,,
20-Oct-09,3361.76,,
21-Oct-09,2607.99,,
22-Oct-09,769.11,,
23-Oct-09,1927.15,,
24-Oct-09,1377.95,,
25-Oct-09,1458.49,,
26-Oct-09,2572.52,,
27-Oct-09,2004.84,,
28-Oct-09,2057.59,,
29-Oct-09,1643.23,,
30-Oct-09,2108.78,,
31-Oct-09,2339.06,,
1-Nov-09,2345.62,,
2-Nov-09,2702.53,,
3-Nov-09,2308.72,,
4-Nov-09,2684.19,,
5-Nov-09,4547.5,,
6-Nov-09,5430.82,,
7-Nov-09,5609.07,,
8-Nov-09,6052.9,,
9-Nov-09,4300.66,,
10-Nov-09,3974.91,,
11-Nov-09,1071.87,,
12-Nov-09,1251.72,,
13-Nov-09,2164.61,,
14-Nov-09,3195.65,,
15-Nov-09,4476.84,,
16-Nov-09,4510.56,,
17-Nov-09,4088.14,,
18-Nov-09,3408.31,,
19-Nov-09,3888.92,,
20-Nov-09,3301.44,,
21-Nov-09,3789.15,,
22-Nov-09,3443.39,,
23-Nov-09,2863.57,,
24-Nov-09,2589.35,,
25-Nov-09,303.87,,
26-Nov-09,31.54,,
27-Nov-09,23.05,,
28-Nov-09,113.07,,
29-Nov-09,198.23,,
30-Nov-09,313.26,,
1-Dec-09,292.27,,
2-Dec-09,351.5,,
3-Dec-09,323.72,,
4-Dec-09,194.73,,
5-Dec-09,0,,
6-Dec-09,0.26,,
7-Dec-09,0.26,,
8-Dec-09,16.49,,
9-Dec-09,62.78,,
10-Dec-09,71.39,,
11-Dec-09,83.32,,
12-Dec-09,62.8,,
13-Dec-09,22.67,,
14-Dec-09,1.06,,
15-Dec-09,42.22,,
16-Dec-09,15.79,,
17-Dec-09,14.72,,
18-Dec-09,14.87,,
19-Dec-09,0.26,,
20-Dec-09,0.25,,
21-Dec-09,0.23,,
22-Dec-09,0.24,,
23-Dec-09,0.82,,
24-Dec-09,0.94,,
25-Dec-09,1.59,,
26-Dec-09,0.23,,
27-Dec-09,0.23,,
28-Dec-09,29.24,,
29-Dec-09,45.84,,
30-Dec-09,127.48,,
31-Dec-09,203.68,,
1-Jan-10,46.51,,
2-Jan-10,0.83,,
3-Jan-10,17.43,,
4-Jan-10,90.85,,
5-Jan-10,120.77,,
6-Jan-10,232.57,,
7-Jan-10,537.53,,
8-Jan-10,702.08,,
9-Jan-10,130.68,,
10-Jan-10,1.02,,
11-Jan-10,0.25,,
12-Jan-10,17.75,,
13-Jan-10,150.42,,
14-Jan-10,204.68,,
15-Jan-10,303.34,,
16-Jan-10,640.1,,
17-Jan-10,105.62,,
18-Jan-10,83.59,,
19-Jan-10,114.84,,
20-Jan-10,189.86,,
21-Jan-10,236.36,,
22-Jan-10,300.18,,
23-Jan-10,370.09,,
24-Jan-10,386.02,,
25-Jan-10,205.66,,
26-Jan-10,36.31,,
27-Jan-10,30.82,,
28-Jan-10,52.87,,
29-Jan-10,210.48,,
30-Jan-10,291.61,,
31-Jan-10,323.11,,
1-Feb-10,73.47,,
2-Feb-10,22.06,,
3-Feb-10,37.37,,
4-Feb-10,33.66,,
5-Feb-10,21.79,,
6-Feb-10,0.26,,
7-Feb-10,0.27,,
8-Feb-10,3.53,,
9-Feb-10,72.61,,
10-Feb-10,84.78,,
11-Feb-10,71.83,,
12-Feb-10,16.78,,
13-Feb-10,0.27,,
14-Feb-10,0.27,,
15-Feb-10,0.27,,
16-Feb-10,32.39,,
17-Feb-10,160.62,,
18-Feb-10,207.31,,
19-Feb-10,268.54,,
20-Feb-10,336.47,,
21-Feb-10,416.14,,
22-Feb-10,502.57,,
23-Feb-10,462.99,,
24-Feb-10,166.56,,
25-Feb-10,29.46,,
26-Feb-10,31.53,,
27-Feb-10,37.29,,
28-Feb-10,642.82,,
1-Mar-10,661.39,,
2-Mar-10,638.06,,
3-Mar-10,78.89,,
4-Mar-10,140.69,,
5-Mar-10,255,,
6-Mar-10,409.62,,
7-Mar-10,502.38,,
8-Mar-10,866.21,,
9-Mar-10,1997.98,,
10-Mar-10,2018.36,,
11-Mar-10,1233.28,,
12-Mar-10,0,,
13-Mar-10,0,,
14-Mar-10,0,,
15-Mar-10,0,,
16-Mar-10,0,,
17-Mar-10,0,,
18-Mar-10,0,,
19-Mar-10,0,,
20-Mar-10,0.66,,
21-Mar-10,0,,
22-Mar-10,0,,
23-Mar-10,0,,
24-Mar-10,0,,
25-Mar-10,0,,
26-Mar-10,3.33,,
27-Mar-10,109.42,,
28-Mar-10,57.69,,
29-Mar-10,0,,
30-Mar-10,0,,
31-Mar-10,0,,
1-Apr-10,0,,
2-Apr-10,0,,
3-Apr-10,0,,
4-Apr-10,7.52,,
5-Apr-10,127.91,,
6-Apr-10,1494.95,,
7-Apr-10,2908.14,,
8-Apr-10,3009.18,,
9-Apr-10,2279.73,,
10-Apr-10,1946.36,,
11-Apr-10,46.18,,
12-Apr-10,5.43,,
13-Apr-10,12.56,,
14-Apr-10,38.34,,
15-Apr-10,200.12,,
16-Apr-10,160.54,,
17-Apr-10,207.89,,
18-Apr-10,10.73,,
19-Apr-10,2.47,,
20-Apr-10,2.47,,
21-Apr-10,2.47,,
22-Apr-10,21.84,,
23-Apr-10,62,,
24-Apr-10,308.58,,
25-Apr-10,337.21,,
26-Apr-10,147.47,,
27-Apr-10,0,,
28-Apr-10,0,,
29-Apr-10,0,,
30-Apr-10,2.13,,
1-May-10,2.18,,
2-May-10,5.82,,
3-May-10,4.86,,
4-May-10,152.42,,
5-May-10,497.89,,
6-May-10,314.75,,
7-May-10,643.19,,
8-May-10,1211.02,,
9-May-10,2480.22,,
10-May-10,3731.35,,
11-May-10,4664.9,,
12-May-10,5537.9,,
13-May-10,6430.13,,
14-May-10,7262.55,,
15-May-10,7285.51,,
16-May-10,1551.83,,
17-May-10,58.27,,
18-May-10,611.69,,
19-May-10,294.25,,
20-May-10,1315.67,,
21-May-10,2943.64,,
22-May-10,4436.91,,
23-May-10,5472.59,,
24-May-10,5330.34,,
25-May-10,5004.71,,
26-May-10,4971.92,,
27-May-10,2671.93,,
28-May-10,557.53,,
29-May-10,91.74,,
30-May-10,331.15,,
31-May-10,6.57,,
1-Jun-10,4.66,,
2-Jun-10,4.66,,
3-Jun-10,0,,
4-Jun-10,0.12,,
5-Jun-10,0.12,,
6-Jun-10,0.12,,
7-Jun-10,4.91,,
8-Jun-10,5.02,,
9-Jun-10,10.25,,
10-Jun-10,117.86,,
11-Jun-10,353.53,,
12-Jun-10,352.76,,
13-Jun-10,492.74,,
14-Jun-10,2439.79,,
15-Jun-10,2163.96,,
16-Jun-10,2218.67,,
17-Jun-10,10.28,,
18-Jun-10,44.32,,
19-Jun-10,134.21,,
20-Jun-10,78.5,,
21-Jun-10,619.59,,
22-Jun-10,1035.1,,
23-Jun-10,1750.09,,
24-Jun-10,3200.83,,
25-Jun-10,5903.09,,
26-Jun-10,3876.74,,
27-Jun-10,6753.62,,
28-Jun-10,7883.61,,
29-Jun-10,9275.82,,
30-Jun-10,746.12,,
1-Jul-10,0,,
2-Jul-10,0,,
3-Jul-10,0,,
4-Jul-10,0,,
5-Jul-10,0,,
6-Jul-10,0,,
7-Jul-10,0,,
8-Jul-10,0.12,,
9-Jul-10,0.11,,
10-Jul-10,0.11,,
11-Jul-10,0.11,,
12-Jul-10,0.12,,
13-Jul-10,69.27,,
14-Jul-10,823.86,,
15-Jul-10,1408.52,,
16-Jul-10,126.04,,
17-Jul-10,2388.08,,
18-Jul-10,3276.93,,
19-Jul-10,2862.34,,
20-Jul-10,5890.28,,
21-Jul-10,8577.43,,
22-Jul-10,7592.45,,
23-Jul-10,353.41,,
24-Jul-10,974.35,,
25-Jul-10,421.77,,
26-Jul-10,1328.44,,
27-Jul-10,896.92,,
28-Jul-10,780.74,,
29-Jul-10,2358.65,,
30-Jul-10,854.78,,
31-Jul-10,1607.64,,
1-Aug-10,1803.82,,
2-Aug-10,1652.76,,
3-Aug-10,1382.86,,
4-Aug-10,345.28,,
5-Aug-10,139.32,,
6-Aug-10,63.34,,
7-Aug-10,86.56,,
8-Aug-10,0,,
9-Aug-10,0.11,,
10-Aug-10,0,,
11-Aug-10,0,,
12-Aug-10,0.1,,
13-Aug-10,0.1,,
14-Aug-10,15.22,,
15-Aug-10,5.65,,
16-Aug-10,14.54,,
17-Aug-10,39.15,,
18-Aug-10,49.76,,
19-Aug-10,43.97,,
20-Aug-10,19,,
21-Aug-10,0.09,,
22-Aug-10,0,,
23-Aug-10,0,,
24-Aug-10,0.1,,
25-Aug-10,0,,
26-Aug-10,0,,
27-Aug-10,0.29,,
28-Aug-10,0.38,,
29-Aug-10,3.96,,
30-Aug-10,15.27,,
31-Aug-10,35.45,,
1-Sep-10,66,,
2-Sep-10,163.16,,
3-Sep-10,82.01,,
4-Sep-10,55.18,,
5-Sep-10,7.15,,
6-Sep-10,0,,
7-Sep-10,0,,
8-Sep-10,0.1,,
9-Sep-10,0,,
10-Sep-10,0.1,,
11-Sep-10,0.1,,
12-Sep-10,0.1,,
13-Sep-10,0,,
14-Sep-10,88.83,,
15-Sep-10,175.91,,
16-Sep-10,212.87,,
17-Sep-10,295.72,,
18-Sep-10,544.86,,
19-Sep-10,771.89,,
20-Sep-10,1520.98,,
21-Sep-10,1452.2,,
22-Sep-10,1486.84,,
23-Sep-10,412.89,,
24-Sep-10,572.87,,
25-Sep-10,843.08,,
26-Sep-10,933.9,,
27-Sep-10,468.35,,
