Date,C44RO
1/31/1991,124.1580646
2/28/1991,89.86071433
3/31/1991,129.3483872
4/30/1991,563.766667
5/31/1991,276.587097
6/30/1991,443.666667
7/31/1991,187.8893548
8/31/1991,816.3870968
9/30/1991,1050.5
10/31/1991,468.2903226
11/30/1991,45.46666667
12/31/1991,31.66774193
1/31/1992,14.93548387
2/29/1992,69.24137931
3/31/1992,23.41935484
4/30/1992,35.06666666
5/31/1992,2.258064516
6/30/1992,602.2510001
7/31/1992,475.3225806
8/31/1992,1403.645161
9/30/1992,595.5333332
10/31/1992,492.5806452
11/30/1992,483.2
12/31/1992,135
1/31/1993,671.2903225
2/28/1993,273.7857139
3/31/1993,590.0322581
4/30/1993,217.5333329
5/31/1993,76.77419355
6/30/1993,627.1733337
7/31/1993,481.8806455
8/31/1993,302.4516131
9/30/1993,481.6000003
10/31/1993,126.8387098
11/30/1993,0
12/31/1993,8.290322584
1/31/1994,8.054838711
2/28/1994,168.107143
3/31/1994,331.8709679
4/30/1994,331.2000002
5/31/1994,461.6774197
6/30/1994,1161.800001
7/31/1994,589.8387097
8/31/1994,639.1290323
9/30/1994,983.6333333
10/31/1994,1193.806451
11/30/1994,842.9999994
12/31/1994,570.6774181
1/31/1995,321.6129018
2/28/1995,176.5357136
3/31/1995,260.8064513
4/30/1995,53.66666657
5/31/1995,64.90322581
6/30/1995,185.3666667
7/31/1995,178.5483871
8/31/1995,1228.483871
9/30/1995,560.666665
10/31/1995,1760.419353
11/30/1995,283.6666652
12/31/1995,53.83870957
1/31/1996,52.80645145
2/29/1996,14.75862069
3/31/1996,400.6451613
4/30/1996,260.5333332
5/31/1996,306.3548387
6/30/1996,344.3666665
7/31/1996,201.9354836
8/31/1996,114.1612903
9/30/1996,139.5
10/31/1996,320.9354839
11/30/1996,50.43333333
12/31/1996,93.7290323
1/31/1997,152.9032259
2/28/1997,224.1357144
3/31/1997,190.0000001
4/30/1997,2.900000001
5/31/1997,0
6/30/1997,58.40000005
7/31/1997,127.5806452
8/31/1997,263.0967742
9/30/1997,315.4666667
10/31/1997,82.19354839
11/30/1997,10.86666666
12/31/1997,223.5161288
1/31/1998,258.0645149
2/28/1998,864.1071412
3/31/1998,336.12903
4/30/1998,117.6999986
5/31/1998,53.74193524
6/30/1998,59.19666667
7/31/1998,184.3806453
8/31/1998,346.7096776
9/30/1998,611.1666667
10/31/1998,180.1193548
11/30/1998,769.2
12/31/1998,91.64516129
1/31/1999,94.22580645
2/28/1999,35.5
3/31/1999,3.387096774
4/30/1999,38.93333332
5/31/1999,128.9870969
6/30/1999,500.9333337
7/31/1999,243.9032259
8/31/1999,314.6451613
9/30/1999,479.9
10/31/1999,1227.580645
11/30/1999,320.0333326
12/31/1999,64.70967728
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
