,Date,Netflows_acft
725,2009-12-24,646.124996
726,2009-12-25,745.6966978999999
727,2009-12-26,855.9792093
728,2009-12-27,234.94538930000002
729,2009-12-28,624.7228769999999
730,2009-12-29,105.56171940000002
731,2009-12-30,666.6940072000001
732,2009-12-31,649.9928940000001
733,2010-01-01,518.2288998
734,2010-01-02,390.2930852
735,2010-01-03,568.0147915
736,2010-01-04,712.3540102999999
737,2010-01-05,213.68237620000002
738,2010-01-06,57.24373227
739,2010-01-07,43.53783792
740,2010-01-08,160.8220684
741,2010-01-09,240.51898870000002
742,2010-01-10,636.7231658
743,2010-01-11,501.68667239999996
744,2010-01-12,683.0775942
745,2010-01-13,305.736648
746,2010-01-14,535.9416671
747,2010-01-15,1598.9784650000001
748,2010-01-16,745.4389452
749,2010-01-17,809.0299139
750,2010-01-18,1041.71425
751,2010-01-19,836.9179127
752,2010-01-20,896.3435708999999
753,2010-01-21,1076.604079
754,2010-01-22,1048.6761529999999
755,2010-01-23,935.2399916000002
756,2010-01-24,828.9244623
757,2010-01-25,1587.037853
758,2010-01-26,1410.169315
759,2010-01-27,1151.917602
760,2010-01-28,926.0564929
761,2010-01-29,1646.424034
762,2010-01-30,1573.966776
763,2010-01-31,1062.679903
764,2010-02-01,2131.508671
765,2010-02-02,2371.988308
766,2010-02-03,1918.103976
767,2010-02-04,2049.98695
768,2010-02-05,2357.012826
769,2010-02-06,2334.381171
770,2010-02-07,2087.812217
771,2010-02-08,2465.589681
772,2010-02-09,2215.1331579999996
773,2010-02-10,3050.027943
774,2010-02-11,2315.0419920000004
775,2010-02-12,3882.641664
776,2010-02-13,4354.913062
777,2010-02-14,5715.970966
778,2010-02-15,5686.9920649999995
779,2010-02-16,6442.566688
780,2010-02-17,5540.9072590000005
781,2010-02-18,5087.756842
782,2010-02-19,5059.035773
783,2010-02-20,4987.709105
784,2010-02-21,5213.05455
785,2010-02-22,5224.975183
786,2010-02-23,5006.532496
787,2010-02-24,5329.049623
788,2010-02-25,4757.623122
789,2010-02-26,4310.264384
790,2010-02-27,4703.374382
791,2010-02-28,5216.8628770000005
792,2010-03-01,4291.460929
793,2010-03-02,3854.634651
794,2010-03-03,4280.154977
795,2010-03-04,3717.138496
796,2010-03-05,3566.3924950000005
797,2010-03-06,2847.671264
798,2010-03-07,2975.448375
799,2010-03-08,3163.861027
800,2010-03-09,2588.031135
801,2010-03-10,2583.6872559999997
802,2010-03-11,2990.919524
803,2010-03-12,13569.3411
804,2010-03-13,24684.2801
