Date,ETVol_acft
8-Aug-02,7633
9-Aug-02,5095
10-Aug-02,7942
11-Aug-02,6391
12-Aug-02,5758
13-Aug-02,6391
14-Aug-02,6778
15-Aug-02,7962
16-Aug-02,7449
17-Aug-02,7652
18-Aug-02,6610
19-Aug-02,5744
20-Aug-02,6474
21-Aug-02,6047
22-Aug-02,6268
23-Aug-02,6074
24-Aug-02,7500
25-Aug-02,6766
26-Aug-02,5762
27-Aug-02,6387
28-Aug-02,5790
29-Aug-02,6339
30-Aug-02,6051
31-Aug-02,6147
1-Sep-02,4926
2-Sep-02,5179
3-Sep-02,5434
4-Sep-02,5392
5-Sep-02,5341
6-Sep-02,6253
7-Sep-02,6141
8-Sep-02,6077
9-Sep-02,5740
10-Sep-02,6322
11-Sep-02,5250
12-Sep-02,6030
13-Sep-02,7284
14-Sep-02,6549
15-Sep-02,5988
16-Sep-02,6324
17-Sep-02,5011
18-Sep-02,5281
19-Sep-02,7373
20-Sep-02,5888
21-Sep-02,6661
22-Sep-02,5023
23-Sep-02,5873
24-Sep-02,5897
25-Sep-02,6010
26-Sep-02,5809
27-Sep-02,5324
28-Sep-02,5258
29-Sep-02,5519
30-Sep-02,5714
1-Oct-02,6777
2-Oct-02,7041
3-Oct-02,4811
4-Oct-02,6592
5-Oct-02,6101
6-Oct-02,6195
7-Oct-02,5442
8-Oct-02,6082
9-Oct-02,5677
10-Oct-02,3566
11-Oct-02,4433
12-Oct-02,3729
13-Oct-02,4816
14-Oct-02,5095
15-Oct-02,4486
16-Oct-02,4372
17-Oct-02,6486
18-Oct-02,5918
19-Oct-02,6113
20-Oct-02,5649
21-Oct-02,4926
22-Oct-02,4711
23-Oct-02,4656
24-Oct-02,4516
25-Oct-02,4335
26-Oct-02,4045
27-Oct-02,4633
28-Oct-02,3698
29-Oct-02,5400
30-Oct-02,5029
31-Oct-02,4586
1-Nov-02,3694
2-Nov-02,5263
3-Nov-02,5373
4-Nov-02,5393
5-Nov-02,5081
6-Nov-02,5232
7-Nov-02,4944
8-Nov-02,4334
9-Nov-02,5180
10-Nov-02,5283
11-Nov-02,5367
12-Nov-02,5343
13-Nov-02,4584
14-Nov-02,4010
15-Nov-02,3701
16-Nov-02,3317
17-Nov-02,4167
18-Nov-02,4154
19-Nov-02,3986
20-Nov-02,3573
21-Nov-02,3355
22-Nov-02,3982
23-Nov-02,4425
24-Nov-02,3741
25-Nov-02,3407
26-Nov-02,3627
27-Nov-02,4328
28-Nov-02,3603
29-Nov-02,4443
30-Nov-02,4050
1-Dec-02,2144
2-Dec-02,4074
3-Dec-02,4307
4-Dec-02,2849
5-Dec-02,4184
6-Dec-02,2214
7-Dec-02,2670
8-Dec-02,3254
9-Dec-02,2232
10-Dec-02,3937
11-Dec-02,3882
12-Dec-02,3358
13-Dec-02,2609
14-Dec-02,4829
15-Dec-02,3512
16-Dec-02,3798
17-Dec-02,3626
18-Dec-02,3379
19-Dec-02,3760
20-Dec-02,3190
21-Dec-02,3963
22-Dec-02,3661
23-Dec-02,4300
24-Dec-02,3751
25-Dec-02,5391
26-Dec-02,3676
27-Dec-02,3299
28-Dec-02,4457
29-Dec-02,4062
30-Dec-02,3991
31-Dec-02,4337
1-Jan-03,4024
2-Jan-03,3901
3-Jan-03,3909
4-Jan-03,3600
5-Jan-03,3187
6-Jan-03,3601
7-Jan-03,3421
8-Jan-03,3722
9-Jan-03,3547
10-Jan-03,3711
11-Jan-03,3349
12-Jan-03,4159
13-Jan-03,2717
14-Jan-03,3695
15-Jan-03,4243
16-Jan-03,3985
17-Jan-03,3850
18-Jan-03,3559
19-Jan-03,3706
20-Jan-03,3906
21-Jan-03,4068
