Date,ShearStress
12/11/2010,0.340543901
12/12/2010,0.516609536
12/13/2010,0.636428623
12/14/2010,0.573750521
12/15/2010,0.424291675
12/16/2010,0.17794688
12/17/2010,0.37150896
12/18/2010,0.263746022
12/19/2010,0.480960852
12/20/2010,0.53303108
12/21/2010,0.359294059
12/22/2010,0.323276568
12/23/2010,0.507342799
12/24/2010,0.526673762
12/25/2010,0.377638544
12/26/2010,0.648120703
12/27/2010,0.598453515
12/28/2010,0.444889186
12/29/2010,0.391238577
12/30/2010,0.344494792
12/31/2010,0.398927134
