,Date,ETVol_acft
715,2009-12-14,4093.8244979999995
716,2009-12-15,2342.1257149999997
717,2009-12-16,3155.241491
718,2009-12-17,2328.088315
719,2009-12-18,972.4950467
720,2009-12-19,3144.708823
721,2009-12-20,2813.3281260000003
722,2009-12-21,2507.082709
723,2009-12-22,2564.230499
724,2009-12-23,3219.090837
725,2009-12-24,3600.532
726,2009-12-25,2171.666369
727,2009-12-26,2589.661841
728,2009-12-27,2108.830715
729,2009-12-28,2871.058341
730,2009-12-29,4065.2390130000003
731,2009-12-30,3558.520857
732,2009-12-31,3341.9354120000003
733,2010-01-01,1076.371099
734,2010-01-02,3729.8308869999996
735,2010-01-03,1833.5969760000003
736,2010-01-04,3762.9204200000004
737,2010-01-05,3231.853657
738,2010-01-06,3393.5097299999998
739,2010-01-07,4005.010499
740,2010-01-08,3314.835534
741,2010-01-09,457.6540472
742,2010-01-10,3707.847368
743,2010-01-11,3896.4936909999997
744,2010-01-12,3588.547578
745,2010-01-13,3777.2803689999996
746,2010-01-14,3871.556333
747,2010-01-15,2584.126225
748,2010-01-16,1126.2050769999998
749,2010-01-17,2700.652619
750,2010-01-18,3827.104636
751,2010-01-19,3264.935055
752,2010-01-20,4114.280345
753,2010-01-21,2994.133268
754,2010-01-22,2551.384912
755,2010-01-23,1746.0801510000001
756,2010-01-24,2300.9299739999997
757,2010-01-25,1910.1977829999998
758,2010-01-26,4095.4119979999996
759,2010-01-27,4280.1026520000005
760,2010-01-28,4457.98
761,2010-01-29,3342.853896
762,2010-01-30,2052.462446
763,2010-01-31,844.2631822000001
764,2010-02-01,680.4354142000001
765,2010-02-02,1301.169386
766,2010-02-03,3685.784189
767,2010-02-04,3414.4706770000003
768,2010-02-05,1937.644514
769,2010-02-06,3184.854557
770,2010-02-07,3705.058192
771,2010-02-08,3798.668714
772,2010-02-09,2727.9304
773,2010-02-10,4577.448084000001
774,2010-02-11,4118.444577
775,2010-02-12,1846.585449
776,2010-02-13,4365.269816
777,2010-02-14,3721.3179630000004
778,2010-02-15,4996.795647
779,2010-02-16,4630.704304
780,2010-02-17,4357.623332
781,2010-02-18,4321.624693
782,2010-02-19,2957.339347
783,2010-02-20,3616.077428
784,2010-02-21,4447.774907999999
785,2010-02-22,2512.2794289999997
786,2010-02-23,3342.678142
787,2010-02-24,2079.712496
788,2010-02-25,5094.592482999999
789,2010-02-26,4998.58788
790,2010-02-27,1290.684002
791,2010-02-28,5038.285468
792,2010-03-01,5653.297823
793,2010-03-02,2287.725062
794,2010-03-03,3281.293077
795,2010-03-04,4800.899748
796,2010-03-05,5442.0713829999995
797,2010-03-06,6207.726268
798,2010-03-07,5576.823496
799,2010-03-08,5424.497088
800,2010-03-09,2724.3740199999997
801,2010-03-10,4962.626679
802,2010-03-11,1807.450016
803,2010-03-12,535.2175559
804,2010-03-13,5089.793892000001
805,2010-03-14,5374.2814960000005
806,2010-03-15,4506.188777
807,2010-03-16,4546.352835000001
808,2010-03-17,2295.1407670000003
809,2010-03-18,5104.26102
810,2010-03-19,6575.04252
811,2010-03-20,6111.260670000001
812,2010-03-21,3490.078564
813,2010-03-22,3405.261449
814,2010-03-23,5469.857405
815,2010-03-24,6085.608281
816,2010-03-25,5598.949074
817,2010-03-26,3647.944954
818,2010-03-27,6285.723081
819,2010-03-28,2701.136359
820,2010-03-29,2361.9966870000003
821,2010-03-30,5426.978825
822,2010-03-31,6498.657579
823,2010-04-01,6292.778633
824,2010-04-02,5876.973282
825,2010-04-03,5826.570001
826,2010-04-04,5731.9181100000005
827,2010-04-05,6551.444364
828,2010-04-06,5954.643784000001
829,2010-04-07,5955.458982
830,2010-04-08,5319.9679320000005
831,2010-04-09,4883.219413000001
832,2010-04-10,4376.217283
833,2010-04-11,1885.173932
834,2010-04-12,2757.34568
835,2010-04-13,5659.7580450000005
836,2010-04-14,5060.69669
837,2010-04-15,4560.185425
838,2010-04-16,3705.715844
839,2010-04-17,3106.397621
840,2010-04-18,1279.415883
841,2010-04-19,4980.642293
842,2010-04-20,6393.746798
843,2010-04-21,4802.974394
844,2010-04-22,7026.134273999999
845,2010-04-23,6944.8553010000005
846,2010-04-24,6341.78418
847,2010-04-25,4565.404799
848,2010-04-26,4668.685018
849,2010-04-27,7251.031979
850,2010-04-28,7180.7489239999995
851,2010-04-29,4676.2223619999995
852,2010-04-30,5132.797585
853,2010-05-01,5507.125375
854,2010-05-02,6829.95053
855,2010-05-03,7045.451811
856,2010-05-04,7271.302205
857,2010-05-05,6900.052115
858,2010-05-06,7148.006509000001
859,2010-05-07,6538.600682
860,2010-05-08,7850.535827
861,2010-05-09,7387.535906
862,2010-05-10,8031.558622
863,2010-05-11,6482.98166
864,2010-05-12,7014.098147
865,2010-05-13,7243.473781000001
866,2010-05-14,7366.88195
867,2010-05-15,7608.738179000001
868,2010-05-16,5957.8452990000005
869,2010-05-17,5616.1107759999995
870,2010-05-18,7210.58865
871,2010-05-19,4551.166253
872,2010-05-20,7986.853575
873,2010-05-21,8077.1079150000005
874,2010-05-22,8274.405766
875,2010-05-23,7989.648391
876,2010-05-24,7109.263412
877,2010-05-25,6813.603778
878,2010-05-26,8410.203684999999
879,2010-05-27,8276.32473
880,2010-05-28,6684.865747999999
881,2010-05-29,5271.497236
882,2010-05-30,7167.55215
883,2010-05-31,7242.504178
884,2010-06-01,6971.833487999999
