,Date,RF_acft
948,2010-08-04,89.07866667
949,2010-08-05,6265.6875
950,2010-08-06,17489.857
951,2010-08-07,16406.109
952,2010-08-08,36682.284380000005
953,2010-08-09,3897.1352380000003
954,2010-08-10,5550.603429
955,2010-08-11,26662.663669999998
956,2010-08-12,180.19400000000002
957,2010-08-13,2520.9613329999997
958,2010-08-14,180.22533330000002
959,2010-08-15,270.103
960,2010-08-16,26993.435830000002
961,2010-08-17,90.55133333
962,2010-08-18,11318.91667
963,2010-08-19,1086.992
964,2010-08-20,19047.86433
965,2010-08-21,10214.65638
966,2010-08-22,3478.3751899999997
967,2010-08-23,4469.956475999999
968,2010-08-24,2757.332571
969,2010-08-25,23013.40352
970,2010-08-26,260.4266667
971,2010-08-27,1250.4091429999999
972,2010-08-28,820.581
973,2010-08-29,2598.88175
974,2010-08-30,1458.9160000000002
975,2010-08-31,91.17566667
976,2010-09-01,1320.71075
977,2010-09-02,91.05716667
978,2010-09-03,91.06375
979,2010-09-04,8013.61
980,2010-09-05,8700.989083
981,2010-09-06,6248.689875
